Language	ISO 639-3	Glottocode	possessed	possessive_marker	possessor_marked
Munsee	umu	muns1251	True	False	False
Mungbam	mij	abar1238	True	False	False
Mungaka	mhk	mung1266	True	False	False
Mundari	unr	mund1320	True	False	False
Mundabli	boe	mund1328	True	False	False
Mullukmulluk	mpb	mull1237	True	False	False
Muklom	NOCODE_Muklom	mukl1234	True	False	False
Muduga	udg	mudu1239	True	False	False
Mro Chin	cmr	mroc1235	True	False	False
Mpur	akc	mpur1239	False	False	True
Mpoto	mpa	mpot1240	True	False	False
Mpi	mpz	mpii1239	False	True	False
Moyon	nmo	moyo1238	True	False	False
Motu	meu	motu1246	True	False	False
Mota	mtt	mota1237	True	False	False
Moskona	mtj	mosk1236	True	False	False
Mosetén-Chimané	cas	mose1249	True	False	False
Mortlockese	mrl	mort1237	True	False	False
Morisyen	mfe	mori1278	True	False	False
Mori Bawah	xmz	mori1268	True	False	False
Morelos Nahuatl	nhm	more1259	True	False	False
Mor (Mor Islands)	mhz	morm1235	True	False	False
Moose Cree	crm	moos1236	True	False	False
Mono (USA)	mnr	mono1275	True	False	False
Mongolia Buriat	bxm	mong1330	True	False	False
Mongo	lol	mong1338	True	False	False
Mon	mnw	monn1252	True	False	False
Moloko	mlw	molo1266	True	False	False
Molmo One	aun	molm1235	True	False	False
Molale	mbe	mola1238	True	False	False
Moklen	mkm	mokl1243	False	True	False
Mohegan-Montauk-Narragansett	mof	mohe1244	True	False	False
Mohawk	moh	moha1258	True	False	False
Mohave	mov	moha1256	True	False	False
Modern Hebrew	heb	hebr1245	True	False	False
Modern Greek	ell	mode1248	True	False	False
Mochica	omc	moch1259	True	False	False
Mmen	bfm	mmen1238	False	True	False
Mlabri	mra	mlab1235	False	True	False
Mizo	lus	lush1249	True	False	False
Miya	mkf	miya1266	True	False	False
Mixtepec Zapotec	zpm	mixt1426	True	False	False
Mitla Zapotec	zaw	mitl1236	True	False	False
Misool-Salawati Ma'ya	slz	maya1282	True	False	False
Misima-Paneati	mpx	misi1243	True	False	False
Miriwung	mep	miri1266	True	False	False
Minangkabau	min	mina1268	True	False	False
Mina (Cameroon)	hna	mina1276	False	True	False
Migabac	mpp	miga1241	True	False	False
Midob	mei	mido1240	True	False	False
Middle English	enm	midd1317	True	False	False
Middle Clarence	bdy	midd1357	True	False	False
Mian	mpt	mian1256	True	False	False
Mi'kmaq	mic	mikm1235	True	False	False
Mezquital Otomi	ote	mezq1235	True	False	False
Meta'	mgo	meta1238	True	False	False
Mesqan	mvz	mesq1240	True	False	False
Meskwaki	sac	mesk1242	True	False	False
Mescalero-Chiricahua Apache	apm	mesc1238	True	False	False
Meru	mer	meru1245	True	False	False
Merei	lmb	mere1242	True	False	False
Menya	mcr	meny1245	True	False	False
Menominee	mez	meno1252	True	False	False
Mende (Sierra Leone)	men	mend1266	True	False	False
Mende (Papua New Guinea)	sim	mend1268	True	False	False
Melpa	med	melp1238	False	True	False
Melo	mfx	melo1242	True	False	False
Mekeo	mek	meke1243	True	False	False
Mekens	skf	saki1248	True	False	False
Mehri	gdq	mehr1241	True	False	False
Mednyj Aleut	mud	medn1235	True	False	False
Me'en	mym	meen1242	True	False	False
Mbula	mna	mbul1263	True	False	False
Mbuk	bpc	mbuk1244	True	False	False
Mbugu	mhd	mbug1240	True	False	False
Mbre	mka	mbre1244	True	False	False
Mbabaram	vmb	mbab1239	True	False	False
Mayo	mfy	mayo1264	True	False	False
Maung	mph	maun1240	True	False	False
Matumbi	mgw	matu1259	True	False	False
Matsés	mcf	mats1244	True	False	False
Matigsalug Manobo	mbt	mati1250	True	False	False
Matbat	xmt	matb1237	True	False	False
Masbatenyo	msb	masb1238	True	False	False
Masalit	mls	nucl1440	True	False	False
Masai	mas	masa1300	True	False	False
Masaaba	myx	masa1299	True	False	False
Martu Wangka	mpj	mart1256	True	False	False
Marshallese	mah	mars1254	True	False	False
Markweeta	enb	mark1255	True	False	False
Marind	mrz	nucl1622	True	False	False
Maricopa	mrc	mari1440	True	False	False
Maria (India)	mrr	mari1414	True	False	False
Marghi Central	mrt	marg1265	True	False	False
Marathi	mar	mara1378	True	False	False
Maranunggu	zmr	mara1386	True	False	False
Maram Naga	nma	mara1379	False	True	False
Mara	mec	mara1385	True	False	False
Mara Chin	mrh	mara1382	True	False	False
Mapos Buang	bzh	mapo1242	True	False	False
Maori	mri	maor1246	True	False	False
Maore Comorian	swb	maor1244	True	False	False
Mao Naga	nbi	maon1238	True	False	False
Manus Koro	kxr	bowa1234	True	False	False
Manumanaw Karen	kxf	manu1255	True	False	False
Mansim	NOCODE_Mansim	mans1260	True	False	False
Mansaka	msk	mans1262	True	False	False
Mann	mev	mann1248	True	False	False
Mankanya	knf	mank1251	True	False	False
Manipuri	mni	mani1292	True	False	False
Mangseng	mbh	mang1403	True	False	False
Mangga Buang	mmo	mang1404	True	False	False
Mangbetu	mdj	mang1394	True	False	False
Mangala	mem	mang1383	True	False	False
Mangaia-Old Rapa	ray	rapa1245	False	True	False
Mandarin Chinese	cmn	mand1415	True	False	False
Mandari	mqu	mand1425	True	False	False
Mandara	tbf	mand1440	True	False	False
Mandan	mhq	mand1446	True	False	False
Mand	ate	atem1241	True	False	False
Manat	pmr	payn1244	True	False	False
Manam	mva	mana1295	True	False	False
Mambwe-Lungu	mgr	mamb1296	True	False	False
Mambai	mcs	mamb1294	True	False	False
Mambae	mgm	mamb1306	True	False	False
Malua Bay	mll	malu1245	True	False	False
Maltese	mlt	malt1254	True	False	False
Mali	gcc	mali1284	True	False	False
Malgana	vml	malg1242	True	False	False
Malecite-Passamaquoddy	pqm	male1292	True	False	False
Male (Ethiopia)	mdy	male1284	True	False	False
Malayo	mbp	mala1522	True	False	False
Malawi Lomwe	lon	mala1256	True	False	False
Malacca-Batavia Portuguese Creole	mcm	mala1533	False	True	False
Makwe	ymk	makw1236	True	False	False
Makhuwa-Saka	xsq	makh1266	True	False	False
Makhuwa-Meetto	mgh	makh1261	True	False	False
Makah	myh	maka1318	True	False	False
Makaa	mcp	maka1304	False	True	False
Mak (China)	mkg	makc1235	True	False	False
Majhi	mjz	majh1253	True	False	False
Maisin	mbq	mais1250	True	False	False
Mairasi	zrs	nucl1594	True	False	False
Maipure-Avane	NOCODE_Maipure	maip1247	True	False	False
Maia	sks	maia1254	True	False	False
Mahasu Pahari	bfz	maha1287	True	False	False
Madurese	mad	nucl1460	True	False	False
Madngele	zml	madn1237	True	False	False
Macushi	mbc	macu1259	True	False	False
Machinga	mvw	mach1265	True	False	False
Mabaale	mmz	maba1270	True	False	False
Maasina Fulfulde	ffm	maas1239	True	False	False
Ma'di	mhi	madi1260	True	False	False
Ma'anyan	mhy	maan1238	True	False	False
Luvale	lue	luva1239	True	False	False
Lusi	khl	lusi1240	True	False	False
Luo (Kenya and Tanzania)	luo	luok1236	True	False	False
Luna	luj	luna1244	True	False	False
Lumun	lmd	lumu1239	True	False	False
Luiseno	lui	luis1253	True	False	False
Lugbara	lgg	lugb1240	True	False	False
Luchazi	lch	luch1239	False	True	False
Luba-Lulua	lua	luba1249	True	False	False
Luba-Katanga	lub	luba1250	True	False	False
Luang	lex	luan1263	True	False	False
Lowland Tarahumara	tac	lowl1265	True	False	False
Lowland Oaxaca Chontal	clo	lowl1260	True	False	False
Lower Silesian	sli	lowe1388	True	False	False
Lower Grand Valley Dani	dni	lowe1415	True	False	False
Louisiana Creole French	lou	loui1240	True	False	False
Lotha Naga	njh	loth1237	True	False	False
Lote	uvl	lote1237	True	False	False
Lonwolwol	crc	lonw1238	True	False	False
Longgu	lgu	long1395	True	False	False
Lombard	lmo	lomb1257	True	False	False
Loma (Liberia)	lom	loma1260	True	False	False
Lokono	arw	araw1276	True	False	False
Loko	lok	loko1255	True	False	False
Logba	lgq	logb1245	True	False	False
Liv	liv	livv1244	True	False	False
Lithuanian	lit	lith1251	True	False	False
Lisu	lis	lisu1250	True	False	False
Lishán Didán	trg	lish1246	True	False	False
Linngithigh	lnj	leni1238	True	False	False
Limos Kalinga	kmk	limo1248	True	False	False
Limilngan	lmc	nucl1327	True	False	False
Limbum	lmp	limb1268	True	False	False
Limbu	lif	limb1266	True	False	False
Lillooet	lil	lill1248	False	True	False
Liko	lik	lika1243	True	False	False
Libyan Arabic	ayl	liby1240	True	False	False
Libinza	liz	libi1244	True	False	False
Libido	liq	libi1250	True	False	False
Liberia Kpelle	xpe	libe1247	True	False	False
Liangmai Naga	njn	lian1251	True	False	False
Lhomi	lhm	lhom1239	True	False	False
Lezghian	lez	lezg1247	True	False	False
Lese	les	lese1243	True	False	False
Lengua Sur	enx	sout2989	True	False	False
Lengo	lgr	leng1259	True	False	False
Lendu	led	lend1245	True	False	False
Lenakel	tnl	lena1238	True	False	False
Lemeting	beg	bela1260	True	False	False
Lembena	leq	lemb1266	True	False	False
Lelemi	lef	lele1264	True	False	False
Lega-Mwenga	lgm	lega1250	True	False	False
Lealao Chinantec	cle	leal1235	True	False	False
Lavukaleve	lvk	lavu1241	True	False	False
Laven	lbo	lave1248	True	False	False
Latin	lat	lati1261	True	False	False
Late Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	midd1350	True	False	False
Larteh	lar	lart1238	True	False	False
Lardil	lbz	lard1243	True	False	False
Laragia	lrg	lara1258	True	False	False
Lao	lao	laoo1244	True	False	False
Lango (Uganda)	laj	lang1324	True	False	False
Langi	lag	lang1320	True	False	False
Lampung Api	ljp	lamp1243	False	True	False
Lamkang	lmk	lamk1238	True	False	False
Lamboya	lmy	lamb1273	True	False	False
Lamang	hia	lama1288	True	False	False
Lala-Bisa	leb	lala1264	True	False	False
Lakota	lkt	lako1247	True	False	False
Lahu	lhu	lahu1253	True	False	False
Lahta-Zayein Karen	kxk	zaye1235	True	False	False
Lacandon	lac	laca1243	True	False	False
Laari	ldi	laar1238	True	False	False
Kyaka	kyc	kyak1244	True	False	False
Kwomtari	kwo	nucl1593	True	False	False
Kwoma	kmo	kwom1262	True	False	False
Kwini	gww	kwin1241	True	False	False
Kwegu	xwg	kweg1241	True	False	False
Kwaya	kya	kway1241	True	False	False
Kwara'ae	kwf	kwar1239	True	False	False
Kwakum	kwu	kwak1266	True	False	False
Kwak'wala	kwk	kwak1269	True	False	False
Kwaio	kwd	kwai1243	True	False	False
Kuy	kdt	kuyy1240	True	False	False
Kuungkari of Barcoo River	lku	kuun1236	True	False	False
Kusunda	kgg	kusu1250	True	False	False
Kusaal	kus	kusa1250	True	False	False
Kurukh	kru	kuru1301	True	False	False
Kurtokha	xkz	kurt1248	True	False	False
Kurrama	vku	kurr1243	True	False	False
Kuria	kuj	kuri1259	True	False	False
Kupsabiny	kpz	kups1238	True	False	False
Kupang Malay	mkn	kupa1239	True	False	False
Kunjen	kjn	kunj1245	True	False	False
Kunimaipa	kup	kuni1267	True	False	False
Kuni-Boazi	kvg	kuni1265	True	False	False
Kunbarlang	wlg	kunb1251	True	False	False
Kunama	kun	kuna1268	True	False	False
Kuman	kue	kuma1280	True	False	False
Kumam	kdi	kuma1275	True	False	False
Kulungtfu-Yuanggeng-Tobo	kgf	kube1244	True	False	False
Kulung (Nigeria)	bbu	kulu1255	True	False	False
Kulsab	faj	fait1240	True	False	False
Kullu Pahari	kfx	kull1236	True	False	False
Kula (Indonesia)	tpg	kula1280	True	False	False
Kuku-Yalanji	gvn	kuku1273	True	False	False
Kuku-Uwanh	uwa	kuku1280	True	False	False
Kuikúro-Kalapálo	kui	kuik1246	True	False	False
Kui (Indonesia)	kvd	kuii1253	True	False	False
Kui (India)	kxu	kuii1252	True	False	False
Kriol	rop	krio1252	True	False	False
Krio	kri	krio1253	True	False	False
Kriang-Khlor	ngt	ngeq1245	True	False	False
Koyukon	koy	koyu1237	True	False	False
Koyraboro Senni Songhai	ses	koyr1242	True	False	False
Koyra Chiini Songhay	khq	koyr1240	True	False	False
Kovai	kqb	kova1243	True	False	False
Koti	eko	koti1238	True	False	False
Kosraean	kos	kosr1238	True	False	False
Kosarek Yale	kkl	kosa1249	True	False	False
Korra Koraga	kfd	korr1238	True	False	False
Korop	krp	koro1304	True	False	False
Koromfé	kfz	koro1298	True	False	False
Korlai Portuguese	vkp	korl1238	True	False	False
Korana	kqz	kora1292	True	False	False
Korafe-Yegha	kpr	kora1294	True	False	False
Konyak Naga	nbe	kony1248	False	True	False
Konso	kxc	kons1243	True	False	False
Konni	kma	konn1242	True	False	False
Konai	kxw	kona1242	True	False	False
Komo (Sudan)	xom	komo1258	True	False	False
Kombio	xbi	komb1272	True	False	False
Kombai	tyn	komb1274	True	False	False
Komba	kpf	komb1273	True	False	False
Koluwawa	klx	kolu1245	True	False	False
Koitabu	kqi	koit1244	True	False	False
Koi	kkt	koii1238	True	False	False
Koenoem	kcs	koen1239	True	False	False
Kodava	kfa	koda1255	True	False	False
Koch	kdq	koch1250	True	False	False
Koasati	cku	koas1236	True	False	False
Klon	kyo	kelo1247	True	False	False
Klao	klu	klao1243	True	False	False
Kirghiz	kir	kirg1245	True	False	False
Kipsigis	sgc	kips1239	True	False	False
Kiowa	kio	kiow1266	True	False	False
Kiowa Apache	apk	kiow1264	True	False	False
Kilivila	kij	kili1267	True	False	False
Kikuyu	kik	kiku1240	True	False	False
Kickapoo	kic	kick1244	True	False	False
Khwarshi-Inkhoqwari	khv	khva1239	True	False	False
Khoibu	nkb	khoi1251	True	False	False
Khinalugh	kjj	khin1240	True	False	False
Khezha Naga	nkh	khez1235	True	False	False
Kharia	khr	khar1287	True	False	False
Khamti	kht	kham1290	True	False	False
Khams Tibetan	khg	kham1282	True	False	False
Khakas	kjh	khak1248	True	False	False
Kesawai	xes	kesa1244	True	False	False
Kerinci	kvr	keri1250	True	False	False
Kenuzi-Dongola	kzh	kenu1236	True	False	False
Kensiu	kns	kens1248	True	False	False
Kendayan-Belangin	knx	kend1254	True	False	False
Kemezung	dmo	keme1240	True	False	False
Kemak	kem	kema1243	True	False	False
Keley-i Kallahan	ify	kele1259	False	True	False
Kele (Papua New Guinea)	sbc	kele1258	True	False	False
Kelantan-Pattani Malay	mfa	patt1249	False	True	False
Kelabit	kzi	kela1258	True	False	False
Kekchí	kek	kekc1242	True	False	False
Keiga	kec	keig1242	True	False	False
Kedang	ksx	keda1252	True	False	False
Keapara	khz	keap1239	True	False	False
Kazakh	kaz	kaza1248	True	False	False
Kaytetye	gbb	kayt1238	False	True	False
Kayardild	gyd	kaya1319	True	False	False
Kayapó	txu	kaya1330	True	False	False
Kayan Lahwi	pdu	kaya1315	True	False	False
Kawi	kaw	kawi1241	True	False	False
Kawaiisu	xaw	kawa1283	True	False	False
Kavalan	ckv	kava1241	False	False	True
Kaurna	zku	kaur1267	True	False	False
Kaulong	pss	kaul1240	True	False	False
Katukína-Kanamarí	knm	kana1291	True	False	False
Katso	kaf	kats1235	False	True	False
Katkari	kfu	katk1238	True	False	False
Kaska	kkz	kask1239	True	False	False
Kasem	xsm	kase1253	True	False	False
Karo (Ethiopia)	kxh	karo1297	True	False	False
Karkar-Yuri	yuj	kark1258	True	False	False
Karitiâna	ktn	kari1311	True	False	False
Karingani	kgn	kari1303	True	False	False
Kari	kbj	kari1306	True	False	False
Karajá	kpj	kara1500	True	False	False
Karadjeri	gbd	kara1476	True	False	False
Karachay-Balkar	krc	kara1465	True	False	False
Kara-Kalpak	kaa	kara1467	True	False	False
Kara (Papua New Guinea)	leu	kara1486	True	False	False
Kaqchikel	cak	kaqc1270	True	False	False
Kapriman	dju	kapr1245	True	False	False
Kapingamarangi	kpg	kapi1249	True	False	False
Kaonde	kqn	kaon1241	True	False	False
Kansa	ksk	kans1243	True	False	False
Kanite	kmu	kani1286	True	False	False
Kaningdon-Nindem	kdp	kani1277	True	False	False
Kangri	xnr	kang1280	True	False	False
Kanembu	kbl	kane1243	True	False	False
Kanasi	soq	kana1288	True	False	False
Kanashi	xns	kana1283	True	False	False
Kamula	xla	kamu1260	True	False	False
Kamu	xmu	kamu1258	True	False	False
Kambera	xbr	kamb1299	True	False	False
Kamasau	kms	kama1367	True	False	False
Kamas-Koibal	xas	kama1351	True	False	False
Kaluli	bco	kalu1248	True	False	False
Kalkutung	ktg	kalk1246	True	False	False
Kalasha	kls	kala1372	True	False	False
Kalam	kmh	kala1397	True	False	False
Kalagan	kqe	kala1388	True	False	False
Kalaallisut	kal	kala1399	True	False	False
Kaki Ae	tbd	kaki1249	True	False	False
Kairiru	kxa	kair1263	True	False	False
Kaike	kzq	kaik1246	False	True	False
Kagulu	kki	kagu1239	True	False	False
Kafoa	kpu	kafo1240	True	False	False
Kaera	jka	kaer1234	True	False	False
Kado	kdv	kado1242	True	False	False
Kachari	xac	kach1279	True	False	False
Kabyle	kab	kaby1243	True	False	False
Kabikabi	gbw	kabi1260	True	False	False
Kabardian	kbd	kaba1278	True	False	False
K'iche'	quc	kich1262	True	False	False
Juquila Mixe	mxq	juqu1238	True	False	False
Jumjum	jum	jumj1238	True	False	False
Judeo-Yemeni Arabic	jye	jude1267	True	False	False
Judeo-Tripolitanian Arabic	yud	jude1264	True	False	False
Judeo-Moroccan Arabic	aju	jude1265	True	False	False
Juang	jun	juan1238	True	False	False
Jowulu	jow	jowu1238	True	False	False
Jju	kaj	jjuu1238	True	False	False
Jita	jit	jita1239	True	False	False
Jina	jia	jina1244	False	True	False
Jicarilla Apache	apj	jica1244	True	False	False
Jibbali	shv	sheh1240	True	False	False
Jiba	juo	jiba1237	True	False	False
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	True	False	False
Jerung	jee	jeru1240	True	False	False
Jennu Kurumba	xuj	jenn1240	True	False	False
Jejara Naga	pzn	para1302	True	False	False
Jaru	ddj	jaru1254	True	False	False
Jaqaru	jqr	jaqa1244	True	False	False
Japanese	jpn	nucl1643	True	False	False
Jamsay Dogon	djm	jams1239	True	False	False
Jamiltepec Mixtec	mxt	jami1235	True	False	False
Jamamadí	jaa	jama1261	True	False	False
Jalkunan	bxl	jalk1242	True	False	False
Ixtenco Otomi	otz	ixte1237	True	False	False
Ixil	ixl	ixil1251	True	False	False
Iwal	kbm	iwal1237	True	False	False
Iwaidja	ibd	iwai1244	True	False	False
Iu Mien	ium	iumi1238	True	False	False
Itzá	itz	itza1241	True	False	False
Itbayat	ivv	ivat1242	True	False	False
Isthmus-Mecayapan Nahuatl	nhx	isth1242	True	False	False
Isthmus Zapotec	zai	isth1244	True	False	False
Island Carib	crb	isla1278	True	False	False
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	True	False	False
Irula of the Nilagiri	iru	irul1243	True	False	False
Irish	gle	iris1253	True	False	False
Irarutu	irh	irar1238	True	False	False
Iraqw	irk	iraq1241	True	False	False
Iquito	iqu	iqui1243	True	False	False
Ipai	NOCODE_Ipai	ipai1240	True	False	False
Inter-Zab Jewish Neo-Aramaic	aij	lish1245	True	False	False
Inor	ior	inor1238	True	False	False
Inland-Buhi-Daraga Bikol	bhk	alba1269	True	False	False
Ingush	inh	ingu1240	True	False	False
Imbabura Highland Quichua	qvi	imba1240	True	False	False
Ilongot	ilk	ilon1239	True	False	False
Iloko	ilo	ilok1237	True	False	False
Ila	ilb	ilaa1246	True	False	False
Ik	ikx	ikkk1242	True	False	False
Igala	igl	igal1242	True	False	False
Idu	clk	idum1241	True	False	False
Ida'an	dbj	idaa1241	False	True	False
Icelandic	isl	icel1247	True	False	False
Ibibio	ibb	ibib1240	True	False	False
Ibanag	ibg	iban1267	True	False	False
Ibaloi	ibl	ibal1244	True	False	False
Iatmul	ian	iatm1242	True	False	False
Iamalele	yml	iama1237	True	False	False
Iaai	iai	iaai1238	True	False	False
Hutterite German	geh	hutt1235	True	False	False
Huron-Wyandot	wya	wyan1247	True	False	False
Hupa	hup	hupa1239	True	False	False
Hungarian	hun	hung1274	True	False	False
Hungana	hum	hung1278	True	False	False
Hun-Saare	dud	huns1239	True	False	False
Humburi Senni Songhay	hmb	humb1243	True	False	False
Huli	hui	huli1244	True	False	False
Hulaulá	huy	hula1244	True	False	False
Hula	hul	hula1239	True	False	False
Huehuetla Tepehua	tee	hueh1236	True	False	False
Huba	hbb	huba1236	False	True	False
Huautla Mazatec	mau	huau1238	True	False	False
Huastec	hus	huas1242	True	False	False
Huarijio	var	huar1255	True	False	False
Huallaga Huánuco Quechua	qub	hual1241	True	False	False
Hozo	hoz	hozo1236	True	False	False
Hote	hot	hote1245	True	False	False
Hopi	hop	hopi1249	True	False	False
Hokkaido Ainu	ain	ainu1240	True	False	False
Ho-Chunk	win	hoch1243	True	False	False
Ho	hoc	hooo1248	True	False	False
Hmong Daw	mww	hmon1333	True	False	False
Hmar	hmr	hmar1241	True	False	False
Hixkaryána	hix	hixk1239	True	False	False
Hittite	hit	hitt1242	True	False	False
Hinuq	gin	hinu1240	True	False	False
Hills Karbi	mjw	karb1241	True	False	False
Hiligaynon	hil	hili1240	True	False	False
Highland Popoluca	poi	high1276	True	False	False
Hidatsa	hid	hida1246	True	False	False
Hezhou	NOCODE_Hezhou	hezh1244	False	True	False
Herero	her	here1253	True	False	False
Hdi	xed	hdii1240	False	True	False
Hawu	hvn	sabu1255	True	False	False
Hawaiian	haw	hawa1245	True	False	False
Havasupai-Walapai-Yavapai	yuf	hava1248	True	False	False
Hausa	hau	haus1257	True	False	False
Hatam	had	hata1243	True	False	False
Hassaniyya	mey	hass1238	True	False	False
Hano	lml	hano1246	True	False	False
Hanis	csz	coos1249	True	False	False
Hanga Hundi	wos	hang1263	True	False	False
Hamer-Banna	amf	hame1242	True	False	False
Halia	hla	hali1244	True	False	False
Haka Chin	cnh	haka1240	True	False	False
Hadiyya	hdy	hadi1240	True	False	False
Ha	haq	haaa1252	True	False	False
Gweno	gwe	gwen1239	True	False	False
Gwahatike	dah	gwah1244	True	False	False
Guyanese Creole English	gyn	creo1235	True	False	False
Guugu Yimidhirr	kky	gugu1255	True	False	False
Gurani	hac	gura1251	True	False	False
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	True	False	False
Gulf Arabic	afb	gulf1241	True	False	False
Gujari	gju	guja1253	True	False	False
Guiqiong	gqi	guiq1238	True	False	False
Guerrero Amuzgo	amu	guer1243	True	False	False
Gude	gde	gude1246	True	False	False
Guató	gta	guat1253	True	False	False
Guahibo	guh	guah1255	True	False	False
Guadeloupean Creole French	gcf	guad1242	True	False	False
Grenadian Creole English	gcl	gren1247	True	False	False
Gourmanchéma	gux	gour1243	True	False	False
Gothic	got	goth1244	True	False	False
Gorum-Parenga	pcj	pare1266	True	False	False
Gorowa	gow	goro1270	True	False	False
Gooniyandi	gni	goon1238	True	False	False
Golin	gvf	goli1247	True	False	False
Gola	gol	gola1255	True	False	False
Gogo	gog	gogo1263	True	False	False
Gofa	gof	gofa1235	True	False	False
Godoberi	gdo	ghod1238	True	False	False
Godié	god	godi1239	False	True	False
Glavda	glw	glav1244	True	False	False
Gitxsan	git	gitx1241	True	False	False
Gitonga	toh	gito1238	True	False	False
Girawa	bbr	gira1247	True	False	False
Gilbertese	gil	gilb1244	True	False	False
Gilaki	glk	gila1241	True	False	False
Gidar	gid	gida1247	False	True	False
Ghomara	gho	ghom1257	True	False	False
Ghanaian Pidgin English	gpe	ghan1244	True	False	False
Ghadames	gha	ghad1239	True	False	False
Georgian	kat	nucl1302	True	False	False
Geez	gez	geez1241	True	False	False
Gedeo	drs	gede1246	True	False	False
Gedaged	gdd	geda1237	True	False	False
Gebe	gei	gebe1237	True	False	False
Geba Karen	kvq	geba1237	True	False	False
Gbaya-Bossangoa	gbp	gbay1287	True	False	False
Gbari	gby	gbar1246	True	False	False
Gbagyi	gbr	gbag1258	True	False	False
Gayo	gay	gayo1244	True	False	False
Gavião Do Jiparaná	gvo	gavi1246	True	False	False
Gata'	gaq	gata1239	True	False	False
Garo	grt	garo1247	True	False	False
Garhwali	gbm	garh1243	True	False	False
Garawa	wrk	gara1269	True	False	False
Gapapaiwa	pwg	gapa1238	True	False	False
Gants	gao	gant1244	True	False	False
Gangte	gnb	gang1266	True	False	False
Ganggalida	gcd	gang1267	True	False	False
Ganda	lug	gand1255	True	False	False
Ganai	unn	gana1278	True	False	False
Gamo	gmv	gamo1243	True	False	False
Gamale Kham	kgj	gama1251	True	False	False
Galoli-Talur	gal	galo1243	True	False	False
Galibi Carib	car	gali1262	True	False	False
Gagauz	gag	gaga1249	True	False	False
Gagadu	gbu	gaga1251	True	False	False
Gafat	gft	gafa1240	True	False	False
Gadsup	gaj	gads1258	False	True	False
Gaam	tbi	gaam1241	True	False	False
Gaa	ttb	gaaa1245	False	True	False
Ga'anda	gqa	gaan1243	True	False	False
Ga	gaa	gaaa1244	True	False	False
Fyam	pym	fyam1238	True	False	False
Fuyug	fuy	fuyu1242	True	False	False
Fur	fvr	furr1244	True	False	False
Fulniô	fun	fuln1247	True	False	False
Fuliiru	flr	fuli1240	True	False	False
French	fra	stan1290	True	False	False
Fore	for	fore1270	True	False	False
Fordata	frd	ford1242	True	False	False
Fon	fon	fonn1241	True	False	False
Folopa	ppo	folo1238	True	False	False
Foi	foi	foii1241	True	False	False
Finnish	fin	finn1318	True	False	False
Finallig	bkb	fina1242	True	False	False
Filipino	fil	fili1244	True	False	False
Fijian	fij	fiji1243	True	False	False
Fayu	fau	fayu1238	True	False	False
Fasu	faa	fasu1242	True	False	False
Faroese	fao	faro1244	True	False	False
Faliscan	xfa	fali1291	True	False	False
Falam Chin	cfm	fala1243	True	False	False
Faifi	fif	faif1234	True	False	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	True	False	False
Eyak	eya	eyak1241	True	False	False
Ewondo	ewo	ewon1239	True	False	False
Ewe	ewe	ewee1241	True	False	False
Evenki	evn	even1259	True	False	False
Etulo	utr	etul1245	True	False	False
Etruscan	ett	etru1241	True	False	False
Ersu	ers	ersu1241	True	False	False
Engenni	enn	enge1239	True	False	False
Emerillon	eme	emer1243	True	False	False
Emai-Iuleha-Ora	ema	emai1241	True	False	False
Emae	mmw	emae1237	False	True	False
Eleme	elm	elem1253	True	False	False
El Nayar Cora	crn	elna1235	True	False	False
Ekari	ekg	ekar1243	True	False	False
Ejagham	etu	ejag1239	True	False	False
Egyptian (Ancient)	egy	egyp1246	True	False	False
Eggon	ego	eggo1239	True	False	False
Efik	efi	efik1245	True	False	False
Efe	efe	efee1239	True	False	False
Ebira	igb	ebir1243	True	False	False
Eastern Yiddish	ydd	east2295	True	False	False
Eastern Pomo	peb	east2545	True	False	False
Eastern Penan	pez	east2485	True	False	False
Eastern Oromo	hae	east2652	True	False	False
Eastern Ojibwa	ojg	east2542	True	False	False
Eastern Newari	NOCODE_Dolakha-Newari	east2773	True	False	False
Eastern Keres	kee	east1472	True	False	False
Eastern Canadian Inuktitut	ike	east2534	True	False	False
Eastern Balochi	bgp	east2304	True	False	False
Eastern Atadei	lmf	sout2896	False	True	False
Eastern Arrernte	aer	east2379	True	False	False
Eastern Abenaki	aaq	east2544	True	False	False
East Taa	nmn	huaa1248	True	False	False
Dâw	kwa	daww1239	True	False	False
Dzongkha	dzo	dzon1239	True	False	False
Dyula	dyu	dyul1238	True	False	False
Dyirbal	dbl	dyir1250	True	False	False
Dyangadi	dyn	dyan1250	True	False	False
Dyaabugay	dyy	dyaa1242	True	False	False
Duvle	duv	duvl1242	True	False	False
Dusner	dsn	dusn1237	True	False	False
Duri	mvp	duri1242	True	False	False
Dura	drq	dura1244	True	False	False
Dupaninan Agta	duo	dupa1235	True	False	False
Duna	duc	duna1248	True	False	False
Duhumbi	cvg	chug1252	True	False	False
Doyayo	dow	doya1240	True	False	False
Domung	dev	domu1246	True	False	False
Dolgan	dlg	dolg1241	True	False	False
Dogul Dom Dogon	dbg	dogu1235	True	False	False
Dogrib	dgr	dogr1252	True	False	False
