Language	ISO 639-3	Glottocode	case_marker	case_prefix	case_suffix	comitative	instrumental	locative
Labu	lbu	labu1248	True	False	False	True	True	True
Kyaka	kyc	kyak1244	True	False	True	False	True	True
Kwaza	xwa	kwaz1243	True	False	False	True	True	True
Kusunda	kgg	kusu1250	True	False	False	True	True	True
Kurukh	kru	kuru1301	True	False	True	False	True	True
Kunjen	kjn	kunj1245	True	False	False	True	True	True
Kunbarlang	wlg	kunb1251	True	False	False	True	True	True
Kumbainggar	kgs	kumb1268	False	False	True	True	True	True
Kumarbhag Paharia	kmj	kuma1274	True	False	True	False	True	True
Kumaoni	kfy	kuma1273	True	False	True	False	True	True
Kulung (Nepal)	kle	kulu1253	True	False	False	True	True	True
Kuku-Yalanji	gvn	kuku1273	True	False	False	True	True	True
Kryz	kry	kryt1240	True	False	True	False	True	True
Korowai	khe	koro1312	False	False	True	True	True	True
Korean	kor	kore1280	True	False	False	True	True	True
Koorete	kqy	koor1239	True	False	False	True	True	True
Konyak Naga	nbe	kony1248	True	False	True	False	True	True
Konso	kxc	kons1243	True	False	True	False	True	True
Komo (Sudan)	xom	komo1258	True	False	False	True	True	True
Kom (India)	kmm	komi1270	True	False	True	False	True	True
Koireng	nkd	koir1240	True	False	True	False	True	True
Koi	kkt	koii1238	True	False	False	True	True	True
Koho	kpm	koho1244	True	False	False	True	True	True
Kohistani Shina	plk	kohi1248	True	False	True	False	True	True
Kodava	kfa	koda1255	True	False	True	False	True	True
Koch	kdq	koch1250	True	False	False	True	True	True
Koasati	cku	koas1236	True	False	True	False	True	True
Kitan	zkt	kita1247	True	False	True	False	True	True
Kinnauri	kfk	kinn1249	True	False	True	False	True	True
Khwarshi-Inkhoqwari	khv	khva1239	False	False	True	True	True	True
Khumi Chin	cnk	khum1248	True	False	False	True	True	True
Khroskyabs	jiq	guan1266	True	False	True	False	True	True
Khinalugh	kjj	khin1240	True	False	False	True	True	True
Khamti	kht	kham1290	False	True	True	False	True	True
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	kham1281	True	False	False	True	True	True
Khakas	kjh	khak1248	True	False	False	True	True	True
Kesawai	xes	kesa1244	True	False	False	True	True	True
Kelabit	kzi	kela1258	True	False	False	True	True	True
Kekchí	kek	kekc1242	True	False	False	True	True	True
Keiga	kec	keig1242	True	False	False	True	True	True
Kayan Lahwi	pdu	kaya1315	True	False	False	True	True	True
Kasua	khs	kasu1251	True	False	True	False	True	True
Kashmiri	kas	kash1277	True	False	True	False	True	True
Karo (Ethiopia)	kxh	karo1297	True	False	False	True	True	True
Karitiâna	ktn	kari1311	True	False	True	False	True	True
Karajá	kpj	kara1500	True	False	False	True	True	True
Kara-Kalpak	kaa	kara1467	False	False	True	True	True	True
Kapriman	dju	kapr1245	True	False	False	True	True	True
Kankanaey	kne	kank1243	True	False	False	True	True	True
Kanikkaran	kev	kani1275	True	False	True	False	True	True
Kanashi	xns	kana1283	True	False	True	False	True	True
Kaluli	bco	kalu1248	True	False	True	False	True	True
Kalamang	kgv	kara1499	True	False	False	True	True	True
Kakua	cbv	cacu1241	True	False	False	True	True	True
Kaike	kzq	kaik1246	True	False	False	True	True	True
Kagayanen	cgc	kaga1256	True	False	True	True	False	True
Kado	kdv	kado1242	True	False	False	True	True	True
Kadiwéu	kbc	kadi1248	True	False	True	False	True	True
Kacipo-Balesi	koe	kaci1244	False	False	True	True	True	True
Kaba	ksp	kaba1281	True	False	False	True	True	True
K'iche'	quc	kich1262	True	False	False	True	True	True
Judeo-Moroccan Arabic	aju	jude1265	False	False	True	True	True	True
Jennu Kurumba	xuj	jenn1240	True	False	True	False	True	True
Jebero	jeb	jebe1250	True	False	False	True	True	True
Japhug	NOCODE_Japhug	japh1234	True	False	False	True	True	True
Jaminjung-Ngaliwurru	djd	djam1255	False	False	True	True	True	True
Jad	jda	jadd1243	True	False	True	False	True	True
Itzá	itz	itza1241	True	False	False	True	True	True
Itbayat	ivv	ivat1242	True	False	False	True	True	True
Irula of the Nilagiri	iru	irul1243	True	False	True	False	True	True
Iraqw	irk	iraq1241	True	False	True	False	True	True
Inor	ior	inor1238	True	False	False	True	True	True
Ingush	inh	ingu1240	False	False	True	True	True	True
Imbabura Highland Quichua	qvi	imba1240	True	False	False	True	True	True
Igala	igl	igal1242	True	False	False	True	True	True
Ibanag	ibg	iban1267	True	False	False	True	True	True
Huichol	hch	huic1243	True	False	False	True	True	True
Huambisa	hub	huam1247	True	False	False	True	True	True
Huallaga Huánuco Quechua	qub	hual1241	True	False	False	True	True	True
Hoava	hoa	hoav1238	True	False	False	True	True	True
Hmar	hmr	hmar1241	True	False	True	False	True	True
Hezhou	NOCODE_Hezhou	hezh1244	True	False	False	True	True	True
Havasupai-Walapai-Yavapai	yuf	hava1248	True	False	True	False	True	True
Halh Mongolian	khk	halh1238	False	False	True	True	True	True
Haka Chin	cnh	haka1240	True	False	False	True	True	True
Gusii	guz	gusi1247	True	False	False	True	True	True
Guianese Creole French	gcr	guia1246	True	False	False	True	True	True
Gugubera	kkp	gugu1254	True	False	False	True	True	True
Godoberi	gdo	ghod1238	True	False	False	True	True	True
Gitxsan	git	gitx1241	True	False	False	True	True	True
Girirra	gii	giri1245	True	False	False	True	True	True
Ghomara	gho	ghom1257	False	True	False	True	True	True
Ghanongga	ghn	ghan1242	True	False	False	True	True	True
Georgian	kat	nucl1302	True	False	False	True	True	True
Gedeo	drs	gede1246	True	False	True	False	True	True
Gata'	gaq	gata1239	True	False	True	False	True	True
Gangte	gnb	gang1266	True	False	True	False	True	True
Ganggalida	gcd	gang1267	False	False	True	True	True	True
Gagadu	gbu	gaga1251	True	False	False	True	True	True
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	True	True	True	True
Fon	fon	fonn1241	True	False	False	True	True	True
Folopa	ppo	folo1238	True	False	False	True	True	True
Filomeno Mata Totonac	tlp	filo1235	True	False	False	True	True	True
Falam Chin	cfm	fala1243	True	False	False	True	True	True
Evenki	evn	even1259	False	False	True	True	True	True
Esselen	esq	esse1238	True	False	False	True	True	True
Erzya	myv	erzy1239	True	False	True	True	False	True
Ersu	ers	ersu1241	True	False	False	True	True	True
Eravallan	era	erav1242	True	False	True	False	True	True
Emberá-Catío	cto	embe1260	True	False	True	False	True	True
Eastern Pomo	peb	east2545	False	False	True	True	True	True
Eastern Newari	NOCODE_Dolakha-Newari	east2773	True	False	True	False	True	True
East-Central Tangkhul Naga	nmf	tang1336	True	False	True	False	True	True
East Yugur	yuy	east2337	False	False	True	True	True	True
East Makian	mky	east2440	True	False	False	True	True	True
Dâw	kwa	daww1239	True	False	False	True	True	True
Dyangadi	dyn	dyan1250	False	False	True	True	True	True
Duna	duc	duna1248	True	False	False	True	True	True
Dumi	dus	dumi1241	True	False	False	True	True	True
Domari	rmt	doma1258	True	False	False	True	True	True
Dogul Dom Dogon	dbg	dogu1235	True	False	True	False	True	True
Djambarrpuyngu	djr	djam1256	True	False	True	False	True	True
Dizin	mdx	dizi1235	True	False	True	False	True	True
Dimasa	dis	dima1251	True	False	True	False	True	True
Digor Ossetian	NOCODE_Digor-Ossetian	digo1242	True	False	True	True	True	False
Dieri	dif	dier1241	True	False	True	False	True	True
Dhivehi	div	dhiv1236	True	False	True	False	True	True
Dharumbal	xgm	dhar1248	True	False	True	False	True	True
Dhalandji	dhl	dhal1245	True	False	True	False	True	True
Desano	des	desa1247	True	False	False	True	True	True
Dazaga	dzg	daza1242	True	False	False	True	True	True
Dawro	dwr	dawr1236	True	False	False	True	True	True
Darma	drd	darm1243	True	False	False	True	True	True
Daman-Diu Portuguese	idb	dama1278	True	False	False	True	True	True
Dagbani	dag	dagb1246	True	False	False	True	True	True
Daai Chin	dao	daai1236	True	False	False	True	True	True
Cupeño	cup	cupe1243	True	False	True	False	True	True
Cubeo	cub	cube1242	True	False	True	False	True	True
Crow	cro	crow1244	True	False	False	True	True	True
Coast Miwok	csi	coas1301	False	False	True	True	True	True
Cicipu	awc	cici1237	True	False	False	True	True	True
Chothe	nct	chot1239	True	False	True	False	True	True
Cholón	cht	chol1284	True	False	False	True	True	True
Chitwania Tharu	the	chit1274	True	False	False	True	True	True
Chitkuli Kinnauri	cik	chit1279	True	False	True	False	True	True
Chinali	cih	chin1475	True	False	True	False	True	True
Chimariko	cid	chim1301	False	False	True	True	True	True
Chenchu	cde	chen1255	True	False	True	False	True	True
Chaudangsi	cdn	chau1259	True	False	False	True	True	True
Chantyal	chx	chan1310	True	False	False	True	True	True
Chakma	ccp	chak1266	True	False	True	False	True	True
Chak	ckh	chak1270	True	False	False	True	True	True
Chagatai	chg	chag1247	True	False	True	False	True	True
Cha'palaa	cbi	chac1249	True	False	False	True	True	True
Central Tarahumara	tar	cent2131	True	False	False	True	True	True
Central Ojibwa	ojc	cent2136	True	False	False	True	True	True
Central Kalapuya	kyl	kala1400	False	True	False	True	True	True
Cashibo-Cacataibo	cbr	cash1251	True	False	False	True	True	True
Camling	rab	caml1239	True	False	False	True	True	True
Cahuilla	chl	cahu1264	True	False	True	True	True	False
Byangsi	bee	byan1241	True	False	True	False	True	True
Bunun	bnn	bunu1267	True	False	False	True	True	True
Bunan	bfu	gahr1239	True	False	False	True	True	True
Bunaba	bck	buna1275	True	False	False	True	True	True
Bularnu	NOCODE_Bularnu	bula1255	False	False	True	True	True	True
Bujhyal	byh	bujh1238	True	False	False	True	True	True
Brokskat	bkk	brok1247	True	False	True	False	True	True
Brokpake	sgt	brok1248	True	False	False	True	True	True
Boro (Ethiopia)	bwo	boro1277	True	False	False	True	True	True
Bora	boa	bora1263	True	False	False	True	True	True
Bonan	peh	bona1250	True	False	False	True	True	True
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	True	False	True	False	True	True
Biri	bzr	biri1256	True	False	False	True	True	True
Binumarien	bjr	binu1245	True	False	True	True	False	True
Betawi	bew	beta1252	True	False	False	True	True	True
Belep	yly	nyal1254	True	False	False	True	True	True
Befang	bby	befa1241	True	False	False	True	True	True
Bayungu	bxj	bayu1240	True	False	True	False	True	True
Bauzi	bvz	bauz1241	True	False	True	False	True	True
Bats	bbl	bats1242	True	False	True	False	True	True
Basa (Nigeria)	bzw	basa1282	True	False	False	True	True	True
Barain	bva	bare1279	True	False	False	True	True	True
Baraamu	brd	bara1357	True	False	False	True	True	True
Bantawa	bap	bant1281	True	False	True	False	True	True
Baniva de Maroa	gae	guar1293	True	False	False	True	True	True
Banggarla	bjb	bang1339	False	False	True	True	True	True
Baltic Romani	rml	balt1257	True	False	False	True	True	True
Balti	bft	balt1258	True	False	True	False	True	True
Bahinemo	bjh	bahi1254	True	False	False	True	True	True
Bagri	bgq	bagr1243	True	False	True	False	True	True
Badaga	bfq	bada1257	True	False	True	False	True	True
Awutu	afu	awut1241	True	False	False	True	True	True
Awtuw	kmn	awtu1239	True	False	False	True	True	True
Awiakay-Karimba	NOCODE_Awiakay	awia1234	True	False	False	True	True	True
Aweer	bob	awee1242	False	True	False	True	True	True
Atong (India)	aot	aton1241	True	False	False	True	True	True
Atayal	tay	atay1247	True	False	False	True	True	True
Ashéninka Perené	prq	ashe1272	True	False	False	True	True	True
Arta	atz	arta1239	True	False	False	True	True	True
Araona	aro	arao1248	True	False	False	True	True	True
Anu	anl	anuu1241	True	False	False	True	True	True
Angami Naga	njm	anga1288	True	False	False	True	True	True
Amis	ami	amis1246	True	False	False	True	True	True
Ami	amy	amii1238	True	False	False	True	True	True
Amele	aey	amel1241	True	False	False	True	True	True
Amanab	amn	aman1265	True	False	False	True	True	True
Ama (Papua New Guinea)	amm	amap1240	True	False	True	False	True	True
Alyawarr	aly	alya1239	False	False	True	True	True	True
Ale	gwd	gaww1239	True	False	False	True	True	True
Alawa	alh	alaw1244	True	False	True	False	True	True
Akuntsu	aqz	akun1241	True	False	False	True	True	True
Akie	mwy	mosi1247	True	False	False	True	True	True
Akhvakh	akv	akhv1239	True	False	True	True	False	True
Aja (Benin)	ajg	ajab1235	True	False	False	True	True	True
Agob	kit	agob1244	True	False	False	True	True	True
Aghu	ahh	aghu1255	True	False	False	True	True	True
Adnyamathanha	adt	adny1235	False	False	True	True	True	True
Adilabad Gondi	wsg	utno1237	True	False	True	False	True	True
Adang	adn	adan1251	True	False	False	True	True	True
Achumawi	acv	achu1247	False	False	True	True	True	True
Abé	aba	abee1242	True	False	False	True	True	True
Abaza	abq	abaz1241	True	False	False	True	True	True
Abawiri	flh	foau1240	True	False	False	True	True	True
Abau	aau	abau1245	True	False	False	True	True	True
Àhàn	ahn	ahan1244	True	False	False	False	True	True
Zimba	zmb	zimb1251	False	False	False	True	True	True
Zaniza Zapotec	zpw	zani1235	False	False	False	True	True	True
Zabana	kji	zaba1237	False	False	False	True	True	True
Yuchi	yuc	yuch1247	False	False	False	True	True	True
Yongnan Zhuang	zyn	yong1275	False	False	False	True	True	True
Yokuts	yok	yoku1256	False	False	True	True	False	True
Yeyi	yey	yeyi1239	False	False	False	True	True	True
Yecuatla Totonac	tlc	yecu1235	False	False	False	True	True	True
Yaygir	xya	yayg1236	False	False	True	False	True	True
Yau (Morobe Province)	yuw	yaum1237	False	False	False	True	True	True
Yandruwandha	ynd	yand1253	False	False	True	False	True	True
Yanda Dom Dogon	dym	yand1257	False	False	False	True	True	True
Yana	ynn	yana1271	False	False	False	True	True	True
Yami	tao	yami1254	True	False	False	False	True	True
Yalunka	yal	yalu1240	False	False	False	True	True	True
Yalarnnga	ylr	yala1262	True	False	True	False	False	True
Yakan	yka	yaka1277	True	False	False	True	False	True
Yagua	yad	yagu1244	False	False	False	True	True	True
Yabem	jae	yabe1254	False	False	False	True	True	True
Wulguru	qgu	wulg1239	True	False	False	False	True	True
Woun Meu	noa	woun1238	False	False	True	False	True	True
Woi	wbw	woii1237	False	False	False	True	True	True
Wipi	gdr	wipi1242	True	False	False	False	True	True
Western Xiangxi Miao	mmr	west2430	False	False	False	True	True	True
Western Subanon	suc	west2557	True	False	False	False	True	True
Western Puroik	NOCODE_Western-Puroik	west2873	True	False	False	False	True	True
Western Minyag	wmg	west2417	True	False	False	True	True	False
Western Balochi	bgn	west2368	True	False	False	False	True	True
West Kewa	kew	west2599	True	False	False	False	True	True
Wayuu	guc	wayu1243	False	False	True	False	True	True
Wayana	way	waya1269	False	False	False	True	True	True
Washo	was	wash1253	False	False	False	True	True	True
Warrwa	wwr	warr1258	False	False	False	True	True	True
Warrgamay	wgy	warr1255	False	False	False	True	True	True
Wari'	pav	wari1268	False	False	False	True	True	True
Warembori	wsa	ware1253	True	False	False	False	True	True
Wanman	wbt	wanm1242	False	False	False	True	True	True
Wangaaybuwan-Ngiyambaa	wyb	wang1291	False	False	False	True	True	True
Walmajarri	wmt	walm1241	True	False	False	True	False	True
Wala	lgl	wala1266	False	False	False	True	True	True
Waimiri-Atroari	atr	waim1253	False	False	False	True	True	True
Waima	rro	waim1251	False	False	False	True	True	True
Waigeo	wgo	waig1244	False	False	False	True	True	True
Waddar	wbq	wadd1237	True	False	False	False	True	True
Waata	ssn	waat1238	True	False	False	False	True	True
Vwanji	wbi	vwan1235	False	False	False	True	True	True
Vurës	msn	vure1239	False	False	False	True	True	True
Votic	vot	voti1245	True	False	False	True	True	False
Ventureño	veo	vent1242	False	False	False	True	True	True
Vafsi	vaf	vafs1240	True	False	False	True	False	True
Ute-Southern Paiute	ute	utes1238	True	False	False	False	True	True
Urubú-Kaapor	urb	urub1250	True	False	False	True	True	False
Urim	uri	urim1252	False	False	False	True	True	True
Urarina	ura	urar1246	False	False	False	True	True	True
Ura (Vanuatu)	uur	urav1235	False	False	False	True	True	True
Upper Tanana	tau	uppe1437	False	False	False	True	True	True
Upper Sorbian	hsb	uppe1395	False	True	False	False	True	True
Upper Necaxa Totonac	tku	uppe1275	False	False	False	True	True	True
Upper Chinookan	wac	wasc1239	False	False	True	False	True	True
Unua	onu	unua1237	False	False	False	True	True	True
Umbuygamu	umg	umbu1256	False	False	False	True	True	True
Umbugarla	umr	umbu1235	False	False	True	False	True	True
Umbrian	xum	umbr1253	False	False	False	True	True	True
Udmurt	udm	udmu1245	False	False	True	True	True	False
Tübatulabal	tub	tuba1278	False	False	True	False	True	True
Tz'utujil	tzj	tzut1248	False	False	False	True	True	True
Tweed-Albert	xjb	twee1234	False	False	True	False	True	True
Tuwuli	bov	tuwu1238	False	False	False	True	True	True
Tuscarora	tus	tusc1257	True	False	False	False	True	True
Turung	try	turu1249	False	False	True	False	True	True
Turkmen	tuk	turk1304	False	False	True	False	True	True
Turkic Khalaj	klj	turk1303	False	False	True	False	True	True
Tungag	lcm	tung1290	True	False	False	False	True	True
Tulu	tcy	tulu1258	False	False	True	False	True	True
Tule-Kaweah Yokuts	NOCODE_Tule-Kaweah	tule1245	False	False	True	False	True	True
Tsou	tsu	tsou1248	True	False	False	False	True	True
Tshangla	tsj	tsha1245	True	False	False	False	True	True
Tsat	huq	tsat1238	True	False	False	False	True	True
Trió	tri	trio1238	False	False	False	True	True	True
Toto	txo	toto1302	True	False	False	False	True	True
Totela	ttl	tote1238	False	False	False	True	True	True
Toro Tegu Dogon	dtt	toro1253	False	False	False	True	True	True
Toro So Dogon	dts	toro1252	False	False	False	True	True	True
Torau	ttu	tora1259	False	False	False	True	True	True
Tonsawang	tnw	tons1239	True	False	False	False	True	True
Tonga (Tonga Islands)	ton	tong1325	False	False	False	True	True	True
Tomo Kan Dogon	dtm	tomo1243	True	False	False	False	True	True
Tol	jic	toll1241	False	False	False	True	True	True
Tokelau	tkl	toke1240	True	False	False	True	False	True
Toda	tcx	toda1252	False	False	True	False	True	True
To'abaita	mlu	toab1237	False	False	False	True	True	True
Tlaxcala-Puebla-Central Nahuatl	nhn	cent2132	True	False	False	False	True	True
Tlahuitoltepec Mixe	mxp	tlah1239	False	False	False	True	True	True
Tiwi	tiw	tiwi1244	False	False	True	False	True	True
Titan	ttv	tita1241	False	False	False	True	True	True
Tirax	mme	maee1241	False	False	False	True	True	True
Tilung	tij	tilu1238	True	False	False	False	True	True
Tikopia	tkp	tiko1237	False	False	False	True	True	True
Tigak	tgc	tiga1245	False	False	False	True	True	True
Tiefo-Nyafogo-Numudara	NOCODE_Tiefo-Nyafogo-Numudara	tief1244	False	False	False	True	True	True
