Language	ISO 639-3	Glottocode	case_marker	case_prefix	case_suffix	comitative	instrumental	locative
Mbalanhu	lnb	mbal1255	False	False	False	False	True	True
Mbabaram	vmb	mbab1239	False	False	False	False	True	True
Mayogo	mdm	mayo1261	False	False	False	False	True	True
Matumbi	mgw	matu1259	False	False	False	False	True	True
Matigsalug Manobo	mbt	mati1250	True	False	False	False	False	True
Masalit	mls	nucl1440	False	False	True	False	False	True
Marshallese	mah	mars1254	False	False	False	False	True	True
Maring	nng	mari1416	False	False	True	False	False	True
Marathi	mar	mara1378	False	False	False	False	True	True
Maranunggu	zmr	mara1386	False	False	False	False	True	True
Maragus	mrs	mara1399	False	False	False	False	True	True
Mar Paharia of Dumka	mkb	malp1246	False	False	False	False	True	True
Maori	mri	maor1246	False	False	False	False	True	True
Manumanaw Karen	kxf	manu1255	False	False	False	False	True	True
Mansaka	msk	mans1262	True	False	False	False	False	True
Mankanya	knf	mank1251	False	False	False	False	True	True
Mangbetu	mdj	mang1394	False	True	False	False	False	True
Mandeali	mjl	mand1409	False	False	True	False	False	True
Mandarin Chinese	cmn	mand1415	False	False	False	False	True	True
Mandara	tbf	mand1440	False	False	False	False	True	True
Mandan	mhq	mand1446	False	False	False	False	True	True
Manda-Matumba	mgs	mand1423	False	False	False	True	False	True
Manda (India)	mha	mand1413	False	False	False	False	True	True
Manchu	mnc	manc1252	False	False	False	False	True	True
Manam	mva	mana1295	False	False	False	False	True	True
Mamaindé	wmd	mama1278	False	False	False	True	False	True
Mam	mam	mamm1241	False	False	False	False	True	True
Malinaltepec Me'phaa	tcf	mali1285	False	False	False	False	True	True
Maleu-Kilenge	mgl	male1289	False	False	False	True	False	True
Makwe	ymk	makw1236	False	False	False	True	False	True
Makasae-Makalero	mkz	maka1316	True	False	False	False	False	True
Maithili	mai	mait1250	False	False	False	False	True	True
Mahasu Pahari	bfz	maha1287	False	False	False	False	True	True
Magahi	mag	maga1260	False	False	False	False	True	True
Mag-Anchi Ayta	sgb	maga1263	True	False	False	False	False	True
Madurese	mad	nucl1460	False	False	False	False	True	True
Macushi	mbc	macu1259	False	False	False	True	False	True
Maco	wpc	maco1239	False	False	False	False	True	True
Lydian	xld	lydi1241	False	False	False	False	True	True
Lycian A	xlc	lyci1241	False	False	False	False	True	True
Luyi	lyn	luya1241	False	False	False	False	True	True
Luvale	lue	luva1239	False	False	False	False	True	True
Lugbara	lgg	lugb1240	False	False	False	False	True	True
Luang	lex	luan1263	False	False	False	False	True	True
Lower Richmond	NOCODE_Lower-Richmond	lowe1444	False	False	True	False	False	True
Lotha Naga	njh	loth1237	False	False	False	False	True	True
Lote	uvl	lote1237	False	False	False	True	False	True
Lonwolwol	crc	lonw1238	False	False	False	False	True	True
Loniu	los	loni1238	False	False	False	False	True	True
Loma (Liberia)	lom	loma1260	False	False	False	False	True	True
Lokono	arw	araw1276	False	False	False	False	True	True
Logba	lgq	logb1245	False	False	False	False	True	True
Lodhi	lbm	lodh1246	False	False	False	False	True	True
Lithuanian	lit	lith1251	False	False	False	False	True	True
Linngithigh	lnj	leni1238	False	False	False	False	True	True
Limbum	lmp	limb1268	False	False	False	False	True	True
Liko	lik	lika1243	False	False	False	False	True	True
Lijili	mgi	liji1238	False	False	False	False	True	True
Libyan Arabic	ayl	liby1240	False	False	False	False	True	True
Lepcha	lep	lepc1244	False	False	False	False	True	True
Lendu	led	lend1245	False	False	False	False	True	True
Lemeting	beg	bela1260	False	False	False	False	True	True
Lele (Chad)	lln	lele1276	False	False	False	False	True	True
Leco	lec	leco1242	True	False	False	True	False	False
Lealao Chinantec	cle	leal1235	False	False	False	False	True	True
Lau	llu	lauu1247	False	False	False	False	True	True
Latvian	lav	latv1249	False	False	False	False	True	True
Latin	lat	lati1261	False	False	False	False	True	True
Larteh	lar	lart1238	False	False	False	False	True	True
Lamnso'	lns	lamn1239	False	False	False	False	True	True
Lamenu	lmu	lame1260	False	False	False	True	False	True
Lamboya	lmy	lamb1273	False	False	False	True	True	False
Lambadi	lmn	lamb1269	False	False	False	False	True	True
Lamba	lam	lamb1271	False	False	False	False	True	True
Lala	nrz	lala1268	False	False	False	True	False	True
Lakota	lkt	lako1247	False	False	False	False	True	True
Lakkia	lbc	lakk1238	False	False	False	False	True	True
Lachi	lbt	lach1248	False	False	False	False	True	True
Lacandon	lac	laca1243	False	False	False	False	True	True
Laari	ldi	laar1238	False	False	False	False	True	True
Kwerba	kwe	nucl1595	True	False	False	False	False	True
Kwara'ae	kwf	kwar1239	False	False	False	False	True	True
Kwamera	tnk	kwam1252	False	False	False	False	True	True
Kwama	kmq	kwam1249	False	False	False	False	True	True
Kwak'wala	kwk	kwak1269	False	False	False	False	True	True
Kwaio	kwd	kwai1243	False	False	False	False	True	True
Kuungkari of Barcoo River	lku	kuun1236	False	False	True	False	False	True
Kutenai	kut	kute1249	False	False	False	True	True	False
Kusaal	kus	kusa1250	False	False	False	False	True	True
Kuot	kto	kuot1243	False	False	False	False	True	True
Kuni-Boazi	kvg	kuni1265	False	False	False	False	True	True
Kunama	kun	kuna1268	False	False	False	False	True	True
Kumzari	zum	kumz1235	False	False	False	False	True	True
Kulungtfu-Yuanggeng-Tobo	kgf	kube1244	False	False	False	False	True	True
Kullu Pahari	kfx	kull1236	False	False	True	False	False	True
Kula (Indonesia)	tpg	kula1280	False	False	False	False	True	True
Kuku-Muminh	xmh	kuku1283	False	False	True	False	False	True
Kuku	ukv	kuku1285	False	False	False	False	True	True
Kukatja	kux	kuka1246	True	False	False	False	False	True
Kubachi	ugh	kuba1248	False	False	True	False	False	True
Krio	kri	krio1253	False	False	False	False	True	True
Kpan	kpk	kpan1246	False	False	False	False	True	True
Koya	kff	koya1251	False	False	False	False	True	True
Kota (India)	kfe	kota1263	False	False	False	False	True	True
Kosraean	kos	kosr1238	False	False	False	False	True	True
Kosarek Yale	kkl	kosa1249	False	False	False	True	True	False
Korra Koraga	kfd	korr1238	False	False	True	False	False	True
Koroshi	ktl	koro1296	False	False	True	False	False	True
Kono (Guinea)	knu	kono1267	False	False	False	True	False	True
Konni	kma	konn1242	False	False	False	False	True	True
Kombai	tyn	komb1274	False	False	False	True	False	True
Koluwawa	klx	kolu1245	False	False	False	False	True	True
Kokota	kkk	koko1269	False	False	False	True	False	True
Kok-Nar	gko	kokn1236	False	False	False	True	False	True
Kok Borok	trp	kokb1239	True	False	False	False	False	True
Koitabu	kqi	koit1244	False	False	False	False	True	True
Kochila Tharu	thq	koch1247	False	False	False	False	True	True
Klon	kyo	kelo1247	False	False	False	True	True	False
Kitja	gia	kitj1240	False	False	False	False	True	True
Kirghiz	kir	kirg1245	False	False	True	False	False	True
Kiowa	kio	kiow1266	False	False	False	False	True	True
Kinyarwanda	kin	kiny1244	False	False	False	False	True	True
Kilivila	kij	kili1267	False	False	False	False	True	True
Khowar	khw	khow1242	False	False	False	False	True	True
Khmu	kjg	khmu1256	False	False	False	False	True	True
Khasi	kha	khas1269	False	False	False	False	True	True
Kharia Thar	ksy	khar1283	False	False	False	False	True	True
Khaling	klr	khal1275	False	False	False	False	True	True
Kele (Papua New Guinea)	sbc	kele1258	False	False	False	True	False	True
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	True	False	False	True
Kaytetye	gbb	kayt1238	False	False	False	False	True	True
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	False	False	False	True	False	True
Kaulong	pss	kaul1240	False	False	False	True	False	True
Katë	bsh	kati1270	False	False	False	False	True	True
Kato	ktw	kato1244	False	False	False	False	True	True
Kaska	kkz	kask1239	False	False	False	False	True	True
Karkar-Yuri	yuj	kark1258	False	False	False	False	True	True
Karipúna Creole French	kmv	kari1301	False	False	False	False	True	True
Karao	kyj	kara1487	True	False	False	False	False	True
Karamojong	kdj	kara1483	False	False	False	False	True	True
Kaqchikel	cak	kaqc1270	False	False	False	False	True	True
Kansa	ksk	kans1243	False	False	False	False	True	True
Kanite	kmu	kani1286	True	False	False	False	False	True
Kanembu	kbl	kane1243	False	False	False	False	True	True
Kamula	xla	kamu1260	False	False	False	False	True	True
Kamasau	kms	kama1367	False	False	False	False	True	True
Kalkoti	xka	kalk1245	False	False	True	False	True	False
Kalispel-Pend d'Oreille	fla	kali1308	False	False	False	False	True	True
Kalanga	kck	kala1384	False	False	False	False	True	True
Kalami	gwc	kala1373	False	False	False	False	True	True
Kalam	kmh	kala1397	False	False	False	False	True	True
Kalagan	kqe	kala1388	True	False	False	False	False	True
Kalabari	ijn	kala1381	False	False	False	False	True	True
Kalaallisut	kal	kala1399	False	False	False	False	True	True
Kaki Ae	tbd	kaki1249	False	False	False	False	True	True
Kakabe	kke	kaka1265	False	False	False	False	True	True
Kajkavian	kjv	kajk1237	False	False	False	False	True	True
Kagulu	kki	kagu1239	False	False	False	False	True	True
Kafoa	kpu	kafo1240	False	False	False	False	True	True
Kadar	kej	kada1242	False	False	False	False	True	True
Kachi Koli	gjk	kach1272	False	False	False	False	True	True
Kachchi	kfr	kach1277	False	False	True	False	False	True
Kachari	xac	kach1279	False	False	False	False	True	True
Jukun Takum	jbu	juku1254	False	False	False	False	True	True
Judeo-Persian	jpr	jude1257	False	False	False	True	True	False
Jola-Fonyi	dyo	jola1263	False	False	False	False	True	True
Jibbali	shv	sheh1240	False	False	False	False	True	True
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	False	False	False	False	True	True
Jejueo	jje	jeju1234	False	False	False	True	False	True
Jedek	NOCODE_Jedek	jede1239	False	False	False	True	False	True
Jarawa (India)	anq	jara1245	False	False	False	True	False	True
Jaqaru	jqr	jaqa1244	True	False	False	False	True	False
Jamiltepec Mixtec	mxt	jami1235	False	False	False	False	True	True
Jamaican Creole English	jam	jama1262	False	False	False	False	True	True
Iyo	nca	iyoo1238	False	False	False	False	True	True
Ixtenco Otomi	otz	ixte1237	False	False	False	False	True	True
Iwam	iwm	iwam1256	False	False	False	False	True	True
Iwal	kbm	iwal1237	False	False	False	False	True	True
Iu Mien	ium	iumi1238	False	False	False	False	True	True
Isthmus Zapotec	zai	isth1244	False	False	False	False	True	True
Island Carib	crb	isla1278	False	False	False	False	True	True
Isirawa	srl	isir1237	True	False	False	False	True	False
Isinai	inn	isin1239	True	False	False	False	False	True
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	False	False	False	True	False	True
Irarutu	irh	irar1238	False	False	False	True	True	False
Ipai	NOCODE_Ipai	ipai1240	False	False	False	False	True	True
Inland-Buhi-Daraga Bikol	bhk	alba1269	False	False	False	True	False	True
Ineseño	inz	ines1240	False	False	False	False	True	True
Ilongot	ilk	ilon1239	False	False	False	True	False	True
Iloko	ilo	ilok1237	False	False	False	False	True	True
Ikoma-Nata	ntk	ikom1245	False	False	False	True	False	True
Igede	ige	iged1239	False	False	False	False	True	True
Ida'an	dbj	idaa1241	True	False	False	False	False	True
Ibibio	ibb	ibib1240	False	False	False	False	True	True
Ibatan	ivb	ibat1238	False	False	False	False	True	True
Iban	iba	iban1264	False	False	False	False	True	True
Iau	tmu	iauu1242	True	False	False	False	False	True
Iaai	iai	iaai1238	False	False	False	False	True	True
Hutterite German	geh	hutt1235	False	False	False	False	True	True
Huron-Wyandot	wya	wyan1247	False	False	False	False	True	True
Hula	hul	hula1239	False	False	False	False	True	True
Huehuetla Tepehua	tee	hueh1236	False	False	False	False	True	True
Huautla Mazatec	mau	huau1238	False	False	False	False	True	True
Hopi	hop	hopi1249	False	False	False	False	True	True
Hokkaido Ainu	ain	ainu1240	False	False	False	False	True	True
Ho-Chunk	win	hoch1243	False	False	False	False	True	True
Ho	hoc	hooo1248	False	False	False	False	True	True
Hittite	hit	hitt1242	False	False	False	False	True	True
Hills Karbi	mjw	karb1241	False	False	False	False	True	True
Hiligaynon	hil	hili1240	False	False	False	False	True	True
Highland Popoluca	poi	high1276	False	False	False	False	True	True
Hieroglyphic Luwian	hlu	hier1240	False	False	False	False	True	True
Hewa	ham	hewa1241	False	False	False	False	True	True
Herero	her	here1253	False	False	False	False	True	True
Hdi	xed	hdii1240	False	False	False	False	True	True
Hawkesbury	xda	hawk1239	False	False	False	False	True	True
Hausa States Fulfulde	fuv	nige1253	False	False	False	False	True	True
Hatam	had	hata1243	False	False	False	False	True	True
Haryanvi	bgc	hary1238	False	False	False	False	True	True
Harari	har	hara1271	False	False	False	False	True	True
Hano	lml	hano1246	False	False	False	False	True	True
Hanis	csz	coos1249	False	False	False	False	True	True
Halkomelem	hur	halk1245	False	False	False	False	True	True
Halbi	hlb	halb1244	False	False	False	False	True	True
Hakka Chinese	hak	hakk1236	False	False	False	False	True	True
Hadrami Arabic	ayh	hadr1236	False	False	False	False	True	True
Gwahatike	dah	gwah1244	False	False	False	False	True	True
Guugu Yimidhirr	kky	gugu1255	False	False	False	False	True	True
Gurung	gvr	guru1261	False	False	False	True	False	True
Gujarati	guj	guja1252	False	False	False	False	True	True
Guhu-Samane	ghs	guhu1244	False	False	False	False	True	True
Gude	gde	gude1246	False	False	False	False	True	True
Guahibo	guh	guah1255	False	False	False	False	True	True
Grenadian Creole English	gcl	gren1247	False	False	False	False	True	True
Gothic	got	goth1244	False	False	False	False	True	True
Gorowa	gow	goro1270	False	False	False	False	True	True
Gonja	gjn	gonj1241	False	False	False	False	True	True
Godwari	gdx	godw1241	False	False	True	False	False	True
Godié	god	godi1239	False	False	False	False	True	True
Gitonga	toh	gito1238	False	False	False	False	True	True
Gimi (Eastern Highlands)	gim	gimi1243	False	False	False	True	False	True
Gidar	gid	gida1247	False	False	False	False	True	True
Ghari	gri	ghar1239	False	False	False	False	True	True
German Northern Low Saxon	frs	nort2628	False	False	False	True	True	False
Gela	nlg	gela1263	False	False	False	False	True	True
Gbaya-Mbodomo	gmm	gbay1281	False	False	False	False	True	True
Gbaya-Bossangoa	gbp	gbay1287	False	False	False	False	True	True
Gbagyi	gbr	gbag1258	False	False	False	False	True	True
Gazi	gzi	gazi1243	False	False	False	True	False	True
Garo	grt	garo1247	False	False	False	False	True	True
Gapapaiwa	pwg	gapa1238	False	False	False	False	True	True
Gandhari	pgd	gand1259	False	False	False	False	True	True
Gamale Kham	kgj	gama1251	False	False	False	True	False	True
Galibi Carib	car	gali1262	False	False	False	False	True	True
Gadsup	gaj	gads1258	False	False	False	False	True	True
Gade	ged	gade1242	False	False	False	False	True	True
Ga	gaa	gaaa1244	False	False	False	False	True	True
Futuna-Aniwa	fut	futu1245	False	False	False	False	True	True
Finnish	fin	finn1318	False	False	False	True	False	True
Fijian	fij	fiji1243	False	False	False	False	True	True
Fayu	fau	fayu1238	False	False	False	False	True	True
Fataluku	ddg	fata1247	False	False	False	False	True	True
Fars Dialects	fay	sout2645	False	False	False	False	True	True
Faroese	fao	faro1244	False	False	False	False	True	True
Faliscan	xfa	fali1291	False	False	False	False	True	True
Faiwol	fai	faiw1243	False	False	False	False	True	True
Eton-Mengisa	eto	eton1253	False	False	False	True	False	True
Epigraphic Mayan	emy	epig1241	False	False	False	False	True	True
Epena	sja	epen1239	True	False	False	False	False	True
Enga	enq	enga1252	False	False	False	False	True	True
Eleme	elm	elem1253	False	False	False	False	True	True
Ekpeye	ekp	ekpe1253	False	False	False	False	True	True
Efe	efe	efee1239	False	False	True	False	False	True
Ebira	igb	ebir1243	False	False	False	False	True	True
Eastern Puroik	suv	sulu1241	False	False	False	False	True	True
Eastern Penan	pez	east2485	True	False	False	False	False	True
Eastern Panjabi	pan	panj1256	False	False	False	False	True	True
Eastern Ojibwa	ojg	east2542	False	False	False	False	True	True
Eastern Magar	mgp	east2352	False	False	False	False	True	True
Eastern Keres	kee	east1472	False	False	False	False	True	True
Eastern Huasteca Nahuatl	nhe	east2538	False	False	False	False	True	True
Eastern Egyptian Bedawi Arabic	avl	east2690	False	False	False	False	True	True
Eastern Armenian	hye	nucl1235	False	False	False	False	True	True
East Nyala	nle	east2409	False	False	False	False	True	True
Early Irish	sga	oldi1245	False	False	False	False	True	True
Duruwa	pci	duru1236	False	False	False	False	True	True
Doyayo	dow	doya1240	False	False	False	False	True	True
Djiwarli	dze	djiw1241	True	False	False	False	False	True
Djeebbana	djj	djee1236	False	False	True	False	False	True
Dimli	diq	diml1238	True	False	False	False	False	True
Dii	dur	diii1241	False	False	False	False	True	True
Didinga	did	didi1258	False	False	True	False	False	True
Dhargari	dhr	dhar1247	False	False	False	False	True	True
Dhao	nfa	dhao1237	False	False	False	False	True	True
Dhanki	dhn	dhan1264	False	False	True	False	False	True
Dera (Nigeria)	kna	dera1248	False	False	False	False	True	True
Deori	der	deor1238	False	False	False	False	True	True
Dehu	dhv	dehu1237	False	False	False	False	True	True
Degema	deg	dege1246	False	False	False	True	False	True
Dangaleat	daa	dang1274	False	False	False	False	True	True
Danau	dnu	dana1252	False	False	False	True	True	False
Dampelas	dms	damp1237	False	False	False	False	True	True
Dalmatian	dlm	dalm1243	False	False	False	True	False	True
Dakpakha	dka	dakp1242	True	False	False	False	False	True
Dakota	dak	dako1258	False	False	False	False	True	True
Dadibi	mps	dadi1250	False	False	False	False	True	True
Daba	dbq	nucl1683	False	False	False	False	True	True
Czech	ces	czec1258	False	False	False	False	True	True
Cusco Quechua	quz	cusc1236	False	False	False	False	True	True
Curripaco	kpc	curr1243	False	False	False	False	True	True
Cross River Mbembe	mfn	cros1244	False	False	False	False	True	True
Creek	mus	cree1270	False	False	False	False	True	True
Cowlitz	cow	cowl1242	False	False	False	False	True	True
Coeur d'Alene	crd	coeu1236	False	False	False	False	True	True
Cocos Islands Malay	coa	coco1260	False	False	False	True	False	True
Coatlán Mixe	mco	coat1238	False	False	False	False	True	True
Coastal-Virac Bikol	bln	sout2912	False	False	False	False	True	True
Coastal-Naga Bikol	bcl	cent2087	False	False	False	False	True	True
Classical Nahuatl	nci	clas1250	False	False	False	False	True	True
Classical Mandaic	myz	clas1253	False	False	False	False	True	True
Clallam	clm	clal1241	False	False	False	False	True	True
Church Slavic	chu	chur1257	False	False	False	False	True	True
Chumburung	ncu	chum1261	False	False	False	False	True	True
Chrau	crw	chra1242	False	False	False	False	True	True
Chong of Chanthaburi	cog	chon1284	False	False	False	False	True	True
Chol	ctu	chol1282	False	False	False	False	True	True
Chocangacakha	cgk	choc1275	True	False	False	False	False	True
Chittagonian	ctg	chit1275	False	False	False	False	True	True
Chiru	cdf	chir1283	False	False	False	False	True	True
Chimwiini	NOCODE_Chimwiini	chim1312	False	False	False	False	True	True
Chimalapa Zoque	zoh	chim1300	False	False	False	False	True	True
Chichimeca-Jonaz	pei	chic1272	False	False	False	True	False	True
Chhattisgarhi	hne	chha1249	False	False	False	False	True	True
Cheyenne	chy	chey1247	False	False	False	False	True	True
Cherokee	chr	cher1273	False	False	False	False	True	True
Chavacano	cbk	chav1241	False	False	False	False	True	True
Chang Naga	nbc	chan1313	False	False	False	False	True	True
Chaldean Neo-Aramaic	cld	chal1275	False	False	False	False	True	True
Chakali	cli	chak1271	False	False	False	False	True	True
Central-Eastern Niger Fulfulde	fuq	cent2018	False	False	False	False	True	True
Central Moroccan Berber	tzm	cent2194	False	False	False	False	True	True
Central Melanau	mel	cent2101	False	False	False	False	True	True
Central Maewo	mwo	cent2058	False	False	False	False	True	True
Central Dagaare	dga	sout2789	False	False	False	False	True	True
Central Chong	NOCODE_Central-Chong	cent2314	False	False	False	False	True	True
Central Cagayan Agta	agt	cent2084	True	False	False	False	False	True
Central Bontoc	lbk	cent2292	False	False	False	False	True	True
Central Asmat	cns	cent2117	False	False	False	False	True	True
Cemuhî	cam	cemu1238	False	False	False	True	False	True
Celtiberian	xce	celt1247	False	False	False	False	True	True
Cayuga	cay	cayu1261	False	False	False	False	True	True
Catalan	cat	stan1289	False	False	False	False	True	True
Carrier	crx	carr1249	False	False	False	False	True	True
Caribbean Javanese	jvn	cari1276	False	False	False	False	True	True
Cappadocian Greek	cpg	capp1239	True	False	False	False	False	True
Capanahua	kaq	capa1241	False	False	False	False	True	True
Cao Miao	cov	caom1238	False	False	False	False	True	True
Canela-Krahô	ram	cane1242	False	False	False	False	True	True
Camarines Norte Agta	abd	cama1250	True	False	False	False	False	True
Caddo	cad	cadd1256	False	False	False	False	True	True
C'lela	dri	clel1238	False	False	False	False	True	True
Bwaidoka	bwd	bwai1242	False	False	False	False	True	True
Busoa	bup	buso1238	False	False	False	True	False	True
Busa	bqp	busa1253	False	False	False	True	True	False
Buol	blf	buol1237	True	False	False	False	False	True
Bunoge Dogon	dgb	buno1241	False	False	False	False	True	True
Bundeli	bns	bund1253	False	False	False	False	True	True
Bumthangkha	kjz	bumt1240	False	False	True	False	False	True
Bullom So	buy	bull1247	False	False	False	False	True	True
Buli (Ghana)	bwu	buli1254	False	False	False	False	True	True
Bukiyip	ape	buki1249	False	False	False	False	True	True
Bugun	bgg	bugu1246	False	False	False	False	True	True
Bughotu	bgt	bugh1239	False	False	False	False	True	True
Budukh	bdk	budu1248	False	False	False	True	False	True
Budu	buu	budu1250	False	False	False	False	True	True
Brahui	brh	brah1256	False	False	False	False	True	True
Bororo	bor	boro1282	False	False	False	False	True	True
Border Kuna	kvn	bord1248	False	False	False	False	True	True
Bondei	bou	bond1247	False	False	False	False	True	True
Bolinao	smk	boli1256	False	False	False	False	True	True
Bole	bol	nucl1695	False	False	False	False	True	True
Bola	bnp	bola1250	False	False	False	False	True	True
Bokar-Ramo	NOCODE_Bokar	boka1249	False	False	False	False	True	True
Bohtan Neo-Aramaic	bhn	boht1238	False	False	False	False	True	True
Bodo Gadaba	gbj	bodo1267	True	False	True	False	False	False
Bishnupuriya	bpy	bish1244	False	False	False	False	True	True
Bini	bin	bini1246	False	False	False	False	True	True
Bimoba	bim	bimo1239	False	False	False	False	True	True
Biloxi	bll	bilo1248	False	False	False	False	True	True
Big Nambas	nmb	bign1238	False	False	False	False	True	True
Biali	beh	bial1238	False	False	False	False	True	True
Biafada	bif	biaf1240	False	False	False	False	True	True
Bhojpuri	bho	bhoj1244	False	False	False	False	True	True
Bhadrawahi	bhd	bhad1241	False	False	False	False	True	True
Berik	bkl	beri1254	False	False	False	True	True	False
Berbice Creole Dutch	brc	berb1259	False	False	False	False	True	True
Bengali	ben	beng1280	False	False	False	False	True	True
Ben Tey Dogon	dbt	bent1238	False	False	False	False	True	True
Belanda Viri	bvi	bela1255	False	False	False	False	True	True
Bekwarra	bkv	bekw1241	False	False	False	False	True	True
Bebele	beb	bebe1248	False	False	False	False	True	True
Baybayanon	bvy	bayb1234	True	False	False	False	False	True
Bathari	bhm	bath1244	False	False	False	False	True	True
Bashkir	bak	bash1264	False	False	True	False	False	True
Baruya	byr	baru1267	True	False	False	False	False	True
Barranbinya	NOCODE_Barranbinya	barr1252	False	False	True	False	False	True
Bari	bfa	bari1284	False	False	False	False	True	True
Barbareño	boi	barb1263	False	False	False	False	True	True
Barasana-Eduria	bsn	bara1380	True	False	False	False	False	True
Banao Itneg	bjx	bana1288	False	False	False	False	True	True
Bamun	bax	bamu1253	False	False	False	False	True	True
Bambili-Bambui	baw	bamb1266	False	False	False	False	True	True
Bambara	bam	bamb1269	False	False	False	False	True	True
Bambam	ptu	bamb1270	False	False	False	False	True	True
Balkan Romani	rmn	balk1252	False	False	False	False	True	True
Balinese	ban	bali1278	False	False	False	False	True	True
Balantak	blz	bala1315	False	False	False	False	True	True
Balangingi	sse	bala1311	False	False	False	False	True	True
Bakoko	bkh	bako1249	False	False	False	False	True	True
Bajan	bjs	baja1265	False	False	False	False	True	True
Bafut	bfd	bafu1246	False	False	False	False	True	True
Bafia	ksf	bafi1243	False	False	False	False	True	True
Bafaw-Balong	bwt	bafa1247	False	False	False	False	True	True
Bafanji	bfj	bafa1249	False	False	False	False	True	True
Bade	bde	bade1248	False	False	False	False	True	True
Bactrian	xbc	bact1239	False	False	True	False	False	True
Babuza	bzg	babu1240	True	False	False	False	False	True
Babine	bcr	babi1235	False	False	False	False	True	True
Baba	bbw	baba1264	False	True	False	False	True	False
Baba Malay	mbf	baba1267	False	False	False	False	True	True
Ayoreo	ayo	ayor1240	False	False	False	False	True	True
Axamb	ahb	axam1237	False	False	False	True	False	True
Awar	aya	awar1249	False	False	False	True	True	False
Awadhi	awa	awad1243	False	False	False	False	True	True
Awad Bing	bcu	awad1244	False	False	False	True	False	True
Awa (Papua New Guinea)	awb	awap1236	False	False	False	False	True	True
Avestan	ave	aves1237	False	False	False	False	True	True
Avava	tmb	katb1237	False	False	False	False	True	True
Auye	auu	auye1238	True	False	False	False	False	True
Atsugewi	atw	atsu1245	False	False	False	False	True	True
Atikamekw	atj	atik1240	False	False	False	False	True	True
Ati	atk	atii1237	False	False	False	False	True	True
Atakapa	aqp	atak1252	False	False	False	False	True	True
Asuri	asr	asur1254	False	False	False	False	True	True
Assiniboine	asb	assi1247	False	False	False	False	True	True
Assamese	asm	assa1263	False	False	False	False	True	True
Asho Chin	csh	asho1236	False	False	False	False	True	True
Arosi	aia	aros1241	False	False	False	False	True	True
Arop-Sissano	aps	arop1242	False	False	True	False	False	True
Arop-Lokep	apr	arop1243	False	False	False	True	False	True
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	False	False	False	True	True
Arikara	ari	arik1262	False	False	False	False	True	True
Are	mwc	aree1239	False	False	False	False	True	True
Archaic Angloromani	rme	angl1239	False	False	False	False	True	True
Arbore	arv	arbo1245	False	False	False	False	True	True
Arapaho	arp	arap1274	False	False	False	True	False	True
Arammba	stk	aram1253	False	False	False	False	True	True
Apalachee	xap	apal1237	False	False	True	False	False	True
Anufo	cko	anuf1239	False	False	False	False	True	True
Antigua and Barbuda Creole English	aig	anti1245	False	False	False	False	True	True
Ani Phowa	ypn	anip1235	False	False	False	False	True	True
Anguthimri	awg	angu1242	False	False	False	False	True	True
Angor	agg	ango1254	False	False	False	False	True	True
Angolar	aoa	ango1258	False	False	False	False	True	True
Ancient Greek	grc	anci1242	False	False	False	False	True	True
Alsea-Yaquina	aes	alse1251	False	False	False	False	True	True
Algonquin	alq	algo1255	False	False	False	False	True	True
Aleut	ale	aleu1260	False	False	False	False	True	True
Alekano	gah	alek1238	False	False	False	False	True	True
Alabat Island Agta	dul	alab1246	True	False	False	False	False	True
Akoye	miw	akoy1238	False	False	False	False	True	True
Aklanon	akl	akla1240	False	False	False	False	True	True
Akha	ahk	akha1245	False	False	False	True	False	True
Akei	tsr	akei1237	False	False	False	False	True	True
Akan	aka	akan1250	False	False	False	False	True	True
Aka-Jeru	akj	akaj1239	False	False	False	False	True	True
Ajië	aji	ajie1238	False	False	False	True	False	True
Ahom	aho	ahom1240	False	False	False	False	True	True
Agusan Manobo	msm	agus1235	False	False	False	False	True	True
Afar	aar	afar1241	True	False	False	False	False	True
Adzera	adz	adze1240	False	False	False	False	True	True
Adamawa Fulfulde	fub	adam1253	False	False	False	False	True	True
Acehnese	ace	achi1257	False	False	False	True	True	False
Abu' Arapesh	aah	abua1245	False	False	False	False	True	True
Abkhazian	abk	abkh1244	False	False	False	False	True	True
Aari	aiw	aari1239	False	False	False	False	True	True
'Are'are	alu	area1240	False	False	False	False	True	True
Zinza	zin	zinz1238	False	False	False	False	False	True
Zimbabwean Ndebele	nde	nort2795	False	False	False	False	False	True
Zia	zia	ziaa1250	False	False	False	False	False	True
Zhangzhung	xzh	zhan1239	False	False	False	False	True	False
Zenzontepec Chatino	czn	zenz1235	False	False	False	False	False	True
Zemba	dhm	zemb1238	False	False	False	False	False	True
Zacatepec Chatino	ctz	zaca1242	False	False	False	False	False	True
Yukuben	ybl	yuku1243	False	False	False	False	False	True
Yue Chinese	yue	yuec1235	False	False	False	False	False	True
Yucatec Maya	yua	yuca1254	False	False	False	False	True	False
Yoy	yoy	yoyy1238	False	False	False	False	False	True
Younuo Bunu	buh	youn1235	False	False	False	False	False	True
