Language	ISO 639-3	Glottocode	cardinals	quantifiers	reduced_numerals	reduced_system	small_numerals	small_system
Southwestern Dargwa	NOCODE_Southwestern-Dargwa	sout3261	False	True	False	False	False	False
Southwest Tanna	nwi	sout2869	False	True	False	False	False	False
Southern Yukaghir	yux	sout2750	False	True	False	False	False	False
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	True	False	False	False	False	False
Southern Sama	ssb	sout2918	False	True	False	False	False	False
Southern Rengma Naga	nre	sout2732	False	True	False	False	False	False
Southern Qiang	qxs	sout2728	False	True	False	False	False	False
Southern Pomo	peq	sout2984	False	True	False	False	False	False
Southern Pashto	pbt	sout2649	True	False	False	False	False	False
Southern Nambikuára	nab	sout2994	False	True	False	False	False	False
Southern Gumuz	NOCODE_Southern-Gumuz	sout3236	True	False	False	False	False	False
Southern Dong	kmc	sout2741	False	True	False	False	False	False
Southern Balochi	bcc	sout2642	True	False	False	False	False	False
Southern Aymara	ayc	sout2996	False	True	False	False	False	False
Southeastern Tepehuan	stp	sout2976	False	True	False	False	False	False
Southeast Pashayi	psi	sout2672	False	True	False	False	False	False
Southeast Ambrym	tvk	sout2859	False	True	False	False	False	False
South-Central Koongo	kng	koon1244	True	False	False	False	False	False
South Wa	prk	para1301	False	True	False	False	False	False
South Nuaulu	nxl	sout2895	False	True	False	False	False	False
South Efate	erk	sout2856	False	True	False	False	False	False
Sougb	mnx	mani1235	False	True	False	False	False	False
Soo	teu	sooo1256	False	True	False	False	False	False
Sonsorol	sov	sons1242	False	True	False	False	False	False
Solu-Khumbu Sherpa	xsr	sher1255	False	True	False	False	False	False
Soli	sby	soli1239	True	False	False	False	False	False
Sogdian	sog	sogd1245	True	False	False	False	False	False
Soga	xog	soga1242	False	True	False	False	False	False
Sochiapam Chinantec	cso	soch1239	False	True	False	False	False	False
Slovenian	slv	slov1268	True	False	False	False	False	False
Skou	skv	nucl1634	False	True	False	False	False	False
Siwi	siz	siwi1239	False	True	False	False	False	False
Siwai	siw	siwa1245	True	False	False	False	False	False
Siuslaw	sis	sius1254	True	False	False	False	False	False
Sisiqa	NOCODE_Sisiqa	sisi1250	False	True	False	False	False	False
Sirva	sbq	sile1255	False	True	False	False	False	False
Siraya	fos	sira1267	False	True	False	False	False	False
Sipacapense	qum	sipa1247	False	True	False	False	False	False
Siona-Tetete	snn	sion1247	False	True	False	False	False	False
Sio	xsi	sioo1240	False	True	False	False	False	False
Sinte-Manus Romani	rmo	sint1235	True	False	False	False	False	False
Sindhi	snd	sind1272	True	False	False	False	False	False
Sinaugoro	snc	sina1266	True	False	False	False	False	False
Simbo	sbb	simb1256	True	False	False	False	False	False
Silt'e	stv	silt1240	False	True	False	False	False	False
Silacayoapan Mixtec	mks	sila1250	False	True	False	False	False	False
Sierra de Juárez Zapotec	zaa	sier1250	False	True	False	False	False	False
Sie	erg	siee1239	False	True	False	False	False	False
Sicilian	scn	sici1248	True	False	False	False	False	False
Siar-Lak	sjr	siar1238	False	True	False	False	False	False
Siamou	sif	siam1242	False	True	False	False	False	False
Shua	shg	shua1254	True	False	False	False	False	False
Shoshoni	shh	shos1248	False	True	False	False	False	False
Shipibo-Conibo	shp	ship1254	False	True	False	False	False	False
Shi	shr	shii1238	False	True	False	False	False	False
Sherbro	bun	sher1258	True	False	False	False	False	False
Sheko	she	shek1245	False	True	False	False	False	False
Shawnee	sjw	shaw1249	False	True	False	False	False	False
Shawi	cbt	chay1248	False	True	False	False	False	False
Shatt	shj	shat1244	False	True	False	False	False	False
Seze	sze	seze1235	False	True	False	False	False	False
Serudung Murut	srk	seru1246	True	False	False	False	False	False
Serrano	ser	serr1255	False	True	False	False	False	False
Seri	sei	seri1257	False	True	False	False	False	False
Serbian-Croatian-Bosnian	hbs	sout1528	False	True	False	False	False	False
Senthang Chin	sez	sent1260	False	True	False	False	False	False
Semelai	sza	seme1247	False	True	False	False	False	False
Semaq Beri	szc	sema1265	False	True	False	False	False	False
Seimat	ssg	seim1238	False	True	False	False	False	False
Scanian	scy	scan1238	True	False	False	False	False	False
Savosavo	svs	savo1255	False	True	False	False	False	False
Savi	sdg	savi1242	False	True	False	False	False	False
Sauria Paharia	mjt	saur1249	False	True	False	False	False	False
Saurashtra	saz	saur1248	True	False	False	False	False	False
Sarikoli	srh	sari1246	False	True	False	False	False	False
Sara Kaba Náà	kwv	sara1321	False	True	False	False	False	False
Sapuan	spu	sapu1248	False	True	False	False	False	False
Santali	sat	sant1410	True	False	False	False	False	False
Santa María Quiegolani Zapotec	zpi	sant1451	False	True	False	False	False	False
Sanskrit	san	sans1269	True	False	False	False	False	False
Sangtam Naga	nsa	sang1321	False	True	False	False	False	False
San Miguel El Grande Mixtec	mig	sanm1295	False	True	False	False	False	False
San Dionisio del Mar Huave	hve	sand1278	False	True	False	False	False	False
San Andres Creole English	icr	sana1297	False	True	False	False	False	False
Salt-Yui	sll	salt1242	False	True	False	False	False	False
Salka-Tsishingini	tsw	tsis1238	False	True	False	False	False	False
Saidi Arabic	aec	said1239	True	False	False	False	False	False
Sahu	saj	sahu1245	False	True	False	False	False	False
Saho	ssy	saho1246	True	False	False	False	False	False
Sagalla	tga	saga1262	True	False	False	False	False	False
Safwa	sbk	safw1238	True	False	False	False	False	False
Safaliba	saf	safa1243	False	True	False	False	False	False
Sadri	sck	sadr1248	True	False	False	False	False	False
Sacapulteco	quv	saca1238	True	False	False	False	False	False
Sabaic	xsa	saba1279	True	False	False	False	False	False
Sabah Malay	msi	saba1263	False	True	False	False	False	False
Saaroa	sxr	saar1237	False	True	False	False	False	False
Saafi-Saafi	sav	saaf1238	False	True	False	False	False	False
Sa	sax	saaa1241	False	True	False	False	False	False
Rutul	rut	rutu1240	True	False	False	False	False	False
Russian	rus	russ1263	True	False	False	False	False	False
Rungus	drg	rung1259	True	False	False	False	False	False
Rundi	run	rund1242	True	False	False	False	False	False
Rumu	klq	rumu1243	False	True	False	False	False	False
Rotuman	rtm	rotu1241	True	False	False	False	False	False
Rongmei Naga	nbu	rong1266	True	False	False	False	False	False
Romblomanon	rol	romb1245	False	True	False	False	False	False
Romansh	roh	roma1326	False	True	False	False	False	False
Romanian	ron	roma1327	True	False	False	False	False	False
Romagnol	rgn	roma1328	False	True	False	False	False	False
Riuk Bekati'	bei	beka1241	False	True	False	False	False	False
Rimanggudinhma	zmv	mbar1253	False	True	False	False	False	False
Reta	ret	rett1240	False	True	False	False	False	False
Rerep	pgk	rere1240	True	False	False	False	False	False
Rennell-Bellona	mnv	renn1242	False	True	False	False	False	False
Rembong-Wangka	reb	remb1250	False	True	False	False	False	False
Rembarunga	rmb	remb1249	False	True	False	False	False	False
Rayón Zoque	zor	rayo1235	False	True	False	False	False	False
Rawat	jnl	rawa1264	True	False	False	False	False	False
Rawang	raw	rawa1265	False	True	False	False	False	False
Ravula	yea	ravu1237	True	False	False	False	False	False
Ratahan	rth	rata1244	False	True	False	False	False	False
Rapanui	rap	rapa1244	False	True	False	False	False	False
Rangkas	rgk	rang1266	True	False	False	False	False	False
Rana Tharu	thr	rana1246	False	True	False	False	False	False
Ramoaaina	rai	ramo1244	False	True	False	False	False	False
Rama	rma	rama1270	False	True	False	False	False	False
Rakahanga-Manihiki	rkh	raka1237	False	True	False	False	False	False
Rajbanshi	rjs	rajb1243	True	False	False	False	False	False
Quiotepec Chinantec	chq	quio1240	False	True	False	False	False	False
Qashqa'i	qxq	qash1240	False	True	False	False	False	False
Qaqet	byx	qaqe1238	False	True	False	False	False	False
Q'anjob'al	kjb	qanj1241	False	True	False	False	False	False
Puyuma	pyu	puyu1239	False	True	False	False	False	False
Purum	pub	puru1266	True	False	False	False	False	False
Purik-Sham-Nubra	prx	puri1258	False	True	False	False	False	False
Puluwatese	puw	pulu1242	False	True	False	False	False	False
Pular	fuf	pula1262	True	False	False	False	False	False
Pukapuka	pkp	puka1242	False	True	False	False	False	False
Principense	pre	prin1242	False	True	False	False	False	False
Pouye	bye	pouy1238	False	True	False	False	False	False
Poqomam	poc	poqo1253	False	True	False	False	False	False
Popti'	jac	popt1235	False	True	False	False	False	False
Pontic	pnt	pont1253	False	True	False	False	False	False
Pondi	lnm	lang1328	False	True	False	False	False	False
Polabian	pox	pola1255	True	False	False	False	False	False
Pnar	pbv	pnar1238	False	True	False	False	False	False
Pite Sami	sje	pite1240	False	True	False	False	False	False
Piscataway	psy	pisc1239	False	True	False	False	False	False
Pipil	ppl	pipi1250	False	True	False	False	False	False
Pinotepa Nacional Mixtec	mio	pino1237	False	True	False	False	False	False
Pimbwe	piw	pimb1238	False	True	False	False	False	False
Pima Bajo	pia	pima1248	False	True	False	False	False	False
Pilagá	plg	pila1245	False	True	False	False	False	False
Piemontese	pms	piem1238	False	True	False	False	False	False
Pichi	fpe	fern1234	False	True	False	False	False	False
Piaroa	pid	piar1243	False	True	False	False	False	False
Piapoco	pio	piap1246	False	True	False	False	False	False
Phom Naga	nph	phom1236	False	True	False	False	False	False
Phalura	phl	phal1254	False	True	False	False	False	False
Peñoles Mixtec	mil	peno1244	False	True	False	False	False	False
Peve	lme	peve1243	False	True	False	False	False	False
Pero	pip	pero1241	False	True	False	False	False	False
Penange	NOCODE_Penange	pena1270	False	True	False	False	False	False
Pele-Ata	ata	pele1245	False	True	False	False	False	False
Pech	pay	pech1241	True	False	False	False	False	False
Pattani	lae	patt1248	True	False	False	False	False	False
Patpatar	gfk	patp1243	False	True	False	False	False	False
Parecís	pab	pare1272	False	True	False	False	False	False
Papuan Malay	pmy	papu1250	False	True	False	False	False	False
Paniya	pcg	pani1256	True	False	False	False	False	False
Pangwa Naga	nst	tase1235	False	True	False	False	False	False
Pangutaran Sama	slm	pang1291	False	True	False	False	False	False
Panará	kre	pana1307	False	True	False	False	False	False
Panare	pbh	enap1235	False	True	False	False	False	False
Pamosu	hih	pamo1253	False	True	False	False	False	False
Paluai	blq	balu1257	False	True	False	False	False	False
Palikúr	plu	pali1279	False	True	False	False	False	False
Pali	pli	pali1273	True	False	False	False	False	False
Paite Chin	pck	pait1244	True	False	False	False	False	False
Pagu	pgu	pagu1249	False	True	False	False	False	False
Pagibete	pae	pagi1243	False	True	False	False	False	False
Pacoh	pac	paco1243	False	True	False	False	False	False
Pacific Gulf Yupik	ems	paci1278	False	True	False	False	False	False
Paasaal	sig	paas1238	False	True	False	False	False	False
Pa'a	pqa	paaa1242	False	True	False	False	False	False
Ozolotepec Zapotec	zao	ozol1235	False	True	False	False	False	False
Owa	stn	owaa1237	False	True	False	False	False	False
Otoro	otr	otor1240	True	False	False	False	False	False
Oroha	ora	oroh1237	True	False	False	False	False	False
Ormuri	oru	ormu1247	True	False	False	False	False	False
Onondaga	ono	onon1246	False	True	False	False	False	False
Omagua	omg	omag1248	False	True	False	False	False	False
Oluta Popoluca	plo	olut1240	False	True	False	False	False	False
Old Welsh	owl	oldw1239	True	False	False	False	False	False
Old Saxon	osx	olds1250	False	True	False	False	False	False
Old Sabellic	qhr	sabe1248	True	False	False	False	False	False
Old Russian	orv	oldr1238	True	False	False	False	False	False
Old Prussian	prg	prus1238	True	False	False	False	False	False
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	True	False	False	False	False	False
Old Nubian	onw	oldn1245	True	False	False	False	False	False
Old Mon	omx	oldm1242	False	True	False	False	False	False
Old Marathi	omr	oldm1244	True	False	False	False	False	False
Old Khmer	qok	oldk1249	False	True	False	False	False	False
Old Georgian	oge	oldg1234	True	False	False	False	False	False
Old Frisian	ofs	oldf1241	True	False	False	False	False	False
Old French (842-ca. 1400)	fro	oldf1239	True	False	False	False	False	False
Old English (ca. 450-1100)	ang	olde1238	True	False	False	False	False	False
Oksapmin	opm	oksa1245	False	True	False	False	False	False
Oko-Eni-Osayen	oks	okoe1238	False	True	False	False	False	False
Okanagan	oka	okan1243	False	True	False	False	False	False
Oinam	NOCODE_Oinam	-	True	False	False	False	False	False
Ogea	eri	ogea1238	False	True	False	False	False	False
Ogbronuagum	ogu	ogbr1243	False	True	False	False	False	False
Ogbia	ogb	ogbi1239	False	True	False	False	False	False
Odoodee	kkc	odoo1238	False	True	False	False	False	False
Ocotepec Mixtec	mie	ocot1243	False	True	False	False	False	False
Occitan	oci	occi1239	False	True	False	False	False	False
Obolo	ann	obol1243	False	True	False	False	False	False
Obokuitai	afz	obok1239	False	True	False	False	False	False
Obdorsk Khanty	NOCODE_Obdorsk-Khanty	obdo1234	False	True	False	False	False	False
Nzadi	nzd	nzad1234	False	True	False	False	False	False
Nyaturu	rim	nyat1246	True	False	False	False	False	False
Nyankole	nyn	nyan1307	False	True	False	False	False	False
Nyangumarta	nna	nyan1301	False	True	False	False	False	False
Nyangbo	nyb	nyan1302	False	True	False	False	False	False
Nyambo	now	nyam1277	False	True	False	False	False	False
Nuu-chah-nulth	nuk	nuuc1236	False	True	False	False	False	False
Nungali	nug	nung1291	False	True	False	False	False	False
Nung (Viet Nam)	nut	nung1283	True	False	False	False	False	False
Nukna	klt	nukn1238	False	True	False	False	False	False
Nuer	nus	nuer1246	True	False	False	False	False	False
Nubi	kcn	nubi1253	False	True	False	False	False	False
Nsenga	nse	nsen1242	True	False	False	False	False	False
Notsi	ncf	nots1237	False	True	False	False	False	False
Norwegian	nor	norw1258	True	False	False	False	False	False
Northwestern Ojibwa	ojb	nort2961	False	True	False	False	False	False
Northwest Alaska Inupiatun	esk	nort2945	False	True	False	False	False	False
Northern Yukaghir	ykg	nort2745	False	True	False	False	False	False
Northern Tosk Albanian	als	tosk1239	True	False	False	False	False	False
Northern Tepehuan	ntp	nort2959	False	True	False	False	False	False
Northern Subanen	stb	nort2885	False	True	False	False	False	False
Northern Sami	sme	nort2671	False	True	False	False	False	False
Northern Qiang	cng	nort2722	False	True	False	False	False	False
Northern Pumi	pmi	nort2723	False	True	False	False	False	False
Northern Puebla Nahuatl	ncj	nort2957	False	True	False	False	False	False
Northern Pomo	pej	nort2966	False	True	False	False	False	False
Northern Paiute	pao	nort2954	False	True	False	False	False	False
Northern One	onr	nort2907	False	True	False	False	False	False
Northern Mansi	mns	mans1258	True	False	False	False	False	False
Northern Jinghpaw	sgp	sing1264	True	False	False	False	False	False
Northern Hmong	NOCODE_Northern-Hmong	nort3244	False	True	False	False	False	False
Northern Frisian	frr	nort2626	True	False	False	False	False	False
Northern Emberá	emp	nort2972	False	True	False	False	False	False
Northern Alta	aqn	nort2875	False	True	False	False	False	False
Northeast Kiwai	kiw	nort2930	False	True	False	False	False	False
North-Central Talysh	tly	taly1247	True	False	False	False	False	False
North-Central Ju	knw	kung1261	False	True	False	False	False	False
North Tanna	tnn	nort2847	False	True	False	False	False	False
North Slavey	scs	nort2942	False	True	False	False	False	False
North Giziga	gis	nort3047	False	True	False	False	False	False
North Ambrym	mmg	nort2839	False	True	False	False	False	False
Nopala Chatino	cya	nopa1235	False	True	False	False	False	False
Noone	nhu	noon1243	False	True	False	False	False	False
Nomatsiguenga	not	noma1263	False	True	False	False	False	False
Nogai	nog	noga1249	True	False	False	False	False	False
Nobiin	fia	nobi1240	True	False	False	False	False	False
Nkami	nkq	nkam1239	False	True	False	False	False	False
Njerep	njr	njer1242	False	True	False	False	False	False
Njanga	NOCODE_Njanga	njan1240	True	False	False	False	False	False
Nipmuck	xlo	loup1243	False	True	False	False	False	False
Ninde	mwi	labo1244	False	True	False	False	False	False
Ninam	shb	nina1238	False	True	False	False	False	False
Nimboran	nir	nucl1633	False	True	False	False	False	False
Nimadi	noe	nima1243	True	False	False	False	False	False
Niellim	nie	niel1243	False	True	False	False	False	False
Nias	nia	nias1242	False	True	False	False	False	False
Ngäbere	gym	ngab1239	True	False	False	False	False	False
Ngochang	NOCODE_Ngochang	ngoc1235	False	True	False	False	False	False
Ngkâlmpw Kanum	kcd	ngka1235	False	True	False	False	False	False
Ngizim	ngi	ngiz1242	False	True	False	False	False	False
Ngiti	niy	ngit1239	False	True	False	False	False	False
Nggem	nbq	ngge1241	False	True	False	False	False	False
Ngazidja Comorian	zdj	ngaz1238	False	True	False	False	False	False
Ngas	anc	ngas1240	False	True	False	False	False	False
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	True	False	False	False	False
Nganasan	nio	ngan1291	False	True	False	False	False	False
Ngambay	sba	ngam1268	False	True	False	False	False	False
Ngalkbun	ngk	ngal1292	False	True	False	False	False	False
Ngad'a	nxg	ngad1261	False	True	False	False	False	False
Neverver	lgk	ling1265	False	True	False	False	False	False
Neve'ei	vnm	vinm1237	False	True	False	False	False	False
Nese	NOCODE_Nese	nese1235	False	True	False	False	False	False
Neo-Mandaic	mid	nucl1706	False	True	False	False	False	False
Nek	nif	nekk1240	False	True	False	False	False	False
Nedebang	nec	nede1245	False	True	False	False	False	False
Ndut	ndv	ndut1239	False	True	False	False	False	False
Ndengereko	ndg	nden1248	False	True	False	False	False	False
