Language	ISO 639-3	Glottocode	occlusive	plosive	stop
Tsafiki	cof	colo1256	False	False	True
Ts'ixa	NOCODE_Tsixa	tsix1234	False	False	True
Trumai	tpy	trum1247	False	False	True
Trinidadian Creole English	trf	trin1276	False	True	False
Towa	tow	jeme1245	False	False	True
Touo	tqu	touo1238	False	True	False
Totontepec Mixe	mto	toto1305	False	False	True
Torwali	trw	torw1241	False	False	True
Torres Strait Creole	tcs	torr1261	False	False	True
Toro Tegu Dogon	dtt	toro1253	False	False	True
Torau	ttu	tora1259	False	False	True
Tonkawa	tqw	tonk1249	False	False	True
Tonga (Tonga Islands)	ton	tong1325	False	False	True
Tondi Songway Kiini	tst	tond1249	False	False	True
Tomo Kan Dogon	dtm	tomo1243	False	False	True
Tolowa-Chetco	tol	tolo1259	False	False	True
Tolomako	tlm	tolo1255	False	False	True
Tol	jic	toll1241	False	False	True
Tokelau	tkl	toke1240	False	False	True
Tok Pisin	tpi	tokp1240	False	False	True
Tojolabal	toj	tojo1241	False	False	True
Tohono O'odham	ood	toho1245	False	False	True
Tocantins Asurini	asu	toca1235	False	False	True
Tobelo	tlb	tobe1252	False	False	True
Tobati	tti	toba1266	False	False	True
Toba	tob	toba1269	False	False	True
Tlingit	tli	tlin1245	False	False	True
Tlaxcala-Puebla-Central Nahuatl	nhn	cent2132	False	False	True
Tlachichilco Tepehua	tpt	tlac1235	False	False	True
Tiwi	tiw	tiwi1244	False	False	True
Tiwa (India)	lax	tiwa1253	False	False	True
Titan	ttv	tita1241	False	False	True
Tirax	mme	maee1241	False	False	True
Tiranige Diga Dogon	tde	tira1258	False	False	True
Tipai	dih	kumi1248	False	False	True
Tinani	lbf	tina1246	False	True	False
Timugon Murut	tih	timu1262	False	False	True
Timucua	tjm	timu1245	False	False	True
Timor Pidgin	tvy	timo1258	False	False	True
Timne	tem	timn1235	False	False	True
Timbe	tim	timb1251	False	False	True
Tilung	tij	tilu1238	False	False	True
Tillamook	til	till1254	False	False	True
Tikopia	tkp	tiko1237	False	False	True
Tikhak	NOCODE_Tikhak	tikh1243	False	True	False
Tigrinya	tir	tigr1271	False	False	True
Tigak	tgc	tiga1245	False	False	True
Tifal	tif	tifa1245	False	False	True
Ticuna	tca	ticu1245	False	False	True
Tibetan	bod	tibe1272	False	False	True
Thulung	tdh	thul1246	False	False	True
Thompson	thp	thom1243	False	False	True
Thayore	thd	thay1249	False	False	True
Thavung	thm	aheu1239	False	False	True
Thao	ssf	thao1240	False	False	True
Thai	tha	thai1261	False	False	True
Thado Chin	tcz	thad1238	False	False	True
Texistepec Popoluca	poq	texi1237	False	False	True
Tetun Dili	tdt	tetu1246	False	False	True
Tetelcingo Nahuatl	nhg	tete1251	False	False	True
Teso	teo	teso1249	False	False	True
Ternateño	tmg	tern1248	False	True	False
Termanu	twu	term1237	False	False	True
Teribe	tfr	teri1250	False	False	True
Terena-Kinikinao-Chane	ter	tere1279	False	False	True
Tera	ttr	tera1251	False	False	True
Tepeuxila Cuicatec	cux	tepe1280	False	False	True
Tepetotutla Chinantec	cnt	tepe1279	False	False	True
Tepecano	tep	tepe1278	False	False	True
Tenharim-Parintintin-Diahoi	pah	tenh1241	False	False	True
Tengou-Togo Dogon	dtk	tene1248	False	False	True
Temiar	tea	temi1246	False	False	True
Temi	soz	temi1247	False	False	True
Telugu	tel	telu1262	False	False	True
Telefol	tlf	tele1256	False	False	True
Teiwa	twe	teiw1235	False	False	True
Tehuelche	teh	tehu1242	False	False	True
Tedim Chin	ctd	tedi1235	False	False	True
Tebul Ure Dogon	dtu	tebu1239	False	False	True
Teanu	tkw	tean1237	False	False	True
Tboli	tbl	tbol1240	False	False	True
Tayart Tamajeq	thz	taya1257	False	False	True
Tawra	mhu	diga1241	False	False	True
Tawallammat Tamajaq	ttq	tawa1286	False	False	True
Tauya	tya	tauy1241	False	False	True
Tausug	tsg	taus1251	False	False	True
Taulil	tuh	taul1251	False	False	True
Tatuyo	tav	tatu1247	False	False	True
Tatar	tat	tata1255	False	False	True
Tasawaq	twq	tasa1240	False	False	True
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	rif	tari1263	False	False	True
Tariana	tae	tari1256	False	False	True
Tarao	tro	tara1313	False	False	True
Taos Northern Tiwa	twf	nort1550	False	False	True
Tanudan Kalinga	kml	lowe1412	False	False	True
Tanimuca-Retuarã	tnc	tani1257	False	False	True
Tangut	txg	tang1334	False	False	True
Tangam	NOCODE_Tangam	tang1377	False	False	True
Tanaina	tfn	tana1289	False	False	True
Tanacross	tcb	tana1290	False	False	True
Tamil	tam	tami1289	False	False	True
Tamasheq	taq	tama1365	False	False	True
Tamambo	mla	malo1243	False	False	True
Talise	tlr	tali1259	False	True	False
Talaud	tld	tala1285	False	False	True
Talaandig-Binukid	bkd	binu1244	False	False	True
Takuu	nho	taku1257	False	False	True
Takelma	tkm	take1257	False	False	True
Tairuma	uar	tair1256	False	False	True
Tainae	ago	tain1253	False	False	True
Tai Dón	twh	taid1250	False	False	True
Tai Dam	blt	taid1247	False	False	True
Tahltan	tht	tahl1239	False	False	True
Tahitian	tah	tahi1242	False	False	True
Tahaggart Tamahaq	thv	taha1241	False	False	True
Tagoi	tag	tago1246	False	False	True
Tagdal	tda	tagd1238	False	False	True
Tagbanwa	tbw	tagb1258	False	False	True
Tagalog	tgl	taga1270	False	False	True
Tagabawa	bgs	taga1272	False	False	True
Tafi	tcd	tafi1243	False	False	True
Tachelhit	shi	tach1250	False	False	True
Tacana	tna	taca1256	False	False	True
Tabo	knv	tabo1241	False	False	True
Tabla	tnm	tabl1243	False	False	True
Tabasco Chontal	chf	taba1266	False	False	True
Tabaru	tby	taba1263	False	False	True
Ta'izzi-Adeni Arabic	acq	taiz1242	False	False	True
T'apo	lgn	opuu1239	False	False	True
Sô	sss	sooo1254	False	False	True
Sydney	xdk	sydn1236	False	False	True
Swedish	swe	swed1254	False	False	True
Swati	ssw	swat1243	False	False	True
Swampy Cree	csw	swam1239	False	False	True
Swahili	swh	swah1253	False	False	True
Swabian	swg	swab1242	False	True	False
Svan	sva	svan1243	False	False	True
Sursurunga	sgz	surs1246	False	False	True
Surigaonon	sgd	suri1273	False	False	True
Surgut Khanty	NOCODE_Surgut-Khanty	surg1248	False	False	True
Supyire Senoufo	spp	supy1237	False	False	True
Sunwar	suz	sunw1242	False	False	True
Sumi Naga	nsm	sumi1235	False	False	True
Sumerian	sux	sume1241	False	False	True
Sukur	syk	suku1272	False	False	True
Sui	swi	suii1243	False	False	True
Suena	sue	suen1241	False	False	True
Sudest	tgo	sude1239	False	False	True
Sud Oranais-Gourara	grr	tazn1238	False	True	False
Subtiaba	sut	subt1250	False	False	True
Standard Malay	zsm	stan1306	False	False	True
Standard Indonesian	ind	indo1316	False	False	True
Standard Arabic	arb	stan1318	False	False	True
Sri Lanka Malay	sci	sril1245	False	False	True
Sranan Tongo	srn	sran1240	False	False	True
Spokane	spo	spok1245	False	False	True
Spanish	spa	stan1288	False	False	True
Southwestern Dinka	dik	sout2832	False	False	True
Southwest Tanna	nwi	sout2869	False	False	True
Southern-Coastal Tsimshian	tsi	nucl1649	False	False	True
Southern Tiwa	tix	sout2961	False	False	True
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	False	True
Southern Sierra Miwok	skd	sout2985	False	False	True
Southern Sama	ssb	sout2918	False	False	True
Southern Puget Sound Salish	slh	sout2965	False	False	True
Southern Pashto	pbt	sout2649	False	False	True
Southern Pame	pmz	sout2999	False	False	True
Southern Nambikuára	nab	sout2994	False	False	True
Southern Kiwai	kjd	sout2949	False	False	True
Southern Kisi	kss	sout2778	False	False	True
Southern Jinghpaw	kac	kach1280	False	False	True
Southern Haida	hax	sout2956	False	False	True
Southern Gumuz	NOCODE_Southern-Gumuz	sout3236	False	False	True
Southern Grebo	grj	sout2826	False	False	True
Southern Ghale	ghe	sout2715	False	True	False
Southern Balochi	bcc	sout2642	False	False	True
Southern Bai	bfs	sout2730	False	False	True
Southern Amami-Oshima	ams	sout2954	False	False	True
Southern Alta	agy	sout2905	False	False	True
Southeastern Tepehuan	stp	sout2976	False	False	True
Southeastern Pomo	pom	sout2982	False	False	True
Southeast Ijo	ijs	sout2774	False	False	True
Southeast Ambrym	tvk	sout2859	False	False	True
South-Central Koongo	kng	koon1244	False	False	True
South Nuaulu	nxl	sout2895	False	False	True
South Efate	erk	sout2856	False	False	True
South Bolivian Quechua	quh	sout2991	False	False	True
South Azerbaijani	azb	sout2697	False	False	True
Sora	srb	sora1254	False	False	True
Somali	som	soma1255	False	False	True
Solu-Khumbu Sherpa	xsr	sher1255	False	False	True
Soic	soj	soii1239	False	False	True
Sogdian	sog	sogd1245	False	False	True
Sobei	sob	sobe1238	False	False	True
So (Democratic Republic of Congo)	soc	sode1235	False	True	False
Slovak	slk	slov1269	False	False	True
Siyin Chin	csy	siyi1240	False	False	True
Siwai	siw	siwa1245	False	False	True
Siuslaw	sis	sius1254	False	False	True
Sisiqa	NOCODE_Sisiqa	sisi1250	False	False	True
Siroi	ssd	siro1249	False	False	True
Sirionó	srq	siri1273	False	False	True
Siona-Tetete	snn	sion1247	False	False	True
Sio	xsi	sioo1240	False	False	True
Sinte-Manus Romani	rmo	sint1235	False	False	True
Sinhala	sin	sinh1246	False	False	True
Sindhi	snd	sind1272	False	False	True
Sinaugoro	snc	sina1266	False	False	True
Silt'e	stv	silt1240	False	False	True
Silacayoapan Mixtec	mks	sila1250	False	False	True
Siksika	bla	siks1238	False	False	True
Sikkimese	sip	sikk1242	False	False	True
Sie	erg	siee1239	False	False	True
Siane	snp	sian1257	False	False	True
Siamou	sif	siam1242	False	False	True
Shwe Palaung	pll	shwe1236	False	False	True
Shuswap	shs	shus1248	False	False	True
Shumashti	sts	shum1235	True	False	False
Shuar	jiv	shua1257	False	False	True
Shua	shg	shua1254	False	False	True
Shoshoni	shh	shos1248	False	False	True
Shona	sna	shon1251	False	False	True
Sholaga	sle	shol1240	False	False	True
Shina	scl	shin1264	False	False	True
Shilluk	shk	shil1265	False	False	True
Shi	shr	shii1238	False	False	True
Sherdukpen	sdp	sher1257	False	False	True
Shekhawati	swv	shek1243	False	False	True
Shawnee	sjw	shaw1249	False	False	True
Shatt	shj	shat1244	False	False	True
Shasta	sht	shas1239	False	False	True
Shan	shn	shan1277	False	False	True
Shambala	ksb	sham1280	False	False	True
Shahrudi	shm	shah1254	False	True	False
Seze	sze	seze1235	False	False	True
Severn Ojibwa	ojs	seve1240	False	False	True
Serrano	ser	serr1255	False	False	True
Seri	sei	seri1257	False	False	True
Serbian-Croatian-Bosnian	hbs	sout1528	False	False	True
Senthang Chin	sez	sent1260	False	False	True
Seneca	see	sene1264	False	False	True
Senari	sef	ceba1235	False	False	True
Sena	seh	nucl1396	False	False	True
Semelai	sza	seme1247	False	False	True
Semai	sea	sema1266	False	False	True
Selepet	spl	sele1250	False	False	True
Selayar	sly	sela1260	False	False	True
Selaru	slu	sela1259	False	False	True
Seke (Nepal)	skj	seke1240	False	False	True
Sedang	sed	seda1262	False	False	True
Sechelt	sec	sech1246	False	False	True
Sebat Bet Gurage	sgw	seba1251	False	False	True
Sea Island Creole English	gul	gull1241	False	False	True
Scottish Gaelic	gla	scot1245	False	False	True
Scots	sco	scot1243	False	False	True
Sayula Popoluca	pos	sayu1241	False	False	True
Saya	say	saya1246	False	False	True
Sawai	szw	sawa1247	False	False	True
Savosavo	svs	savo1255	False	False	True
Savi	sdg	savi1242	False	True	False
Saurashtra	saz	saur1248	False	False	True
Sauraseni Prakrit	psu	saur1252	False	False	True
Sartang	onp	sart1249	False	False	True
Sarsi	srs	sars1236	False	False	True
Sarikoli	srh	sari1246	False	False	True
Sarangani Manobo	mbs	sara1327	False	False	True
Sarangani Blaan	bps	sara1326	False	False	True
Saramaccan	srm	sara1340	False	False	True
Saraiki	skr	sera1259	False	False	True
Sara Kaba Náà	kwv	sara1321	False	False	True
Sapuan	spu	sapu1248	False	False	True
Santali	sat	sant1410	False	False	True
Santa María Quiegolani Zapotec	zpi	sant1451	False	False	True
Sanskrit	san	sans1269	False	False	True
Sankaran Maninka	msc	sank1253	False	False	True
Saniyo-Hiyewe	sny	sani1270	False	False	True
Sangisari	sgr	sang1315	False	False	True
Sangir	sxn	sang1336	False	False	True
Sandawe	sad	sand1273	False	False	True
Sanaani Arabic	ayn	sana1295	False	False	True
San Miguel El Grande Mixtec	mig	sanm1295	False	False	True
San Francisco del Mar Huave	hue	sanf1258	False	False	True
San Dionisio del Mar Huave	hve	sand1278	False	False	True
San Blas Kuna	cuk	sanb1242	False	False	True
Samoan	smo	samo1305	False	False	True
Samburu	saq	samb1315	False	True	False
Sambalpuri	spv	samb1325	False	False	True
Salt-Yui	sll	salt1242	False	False	True
Salinan	sln	sali1253	False	False	True
Sakizaya	szy	saki1247	False	False	True
Sakha	sah	yaku1245	False	False	True
Sakao	sku	saka1289	False	False	True
Sajalong	sjl	saja1240	False	False	True
Saisiyat	xsy	sais1237	False	False	True
Saint Lucian Creole French	acf	sain1246	False	False	True
Sahu	saj	sahu1245	False	False	True
Sagalla	tga	saga1262	False	False	True
Safwa	sbk	safw1238	False	False	True
Safeyoka	apz	safe1240	False	False	True
Safaliba	saf	safa1243	False	False	True
Sadri	sck	sadr1248	False	False	True
Sabanê	sae	saba1268	False	False	True
Saaroa	sxr	saar1237	False	False	True
Saamia	lsm	saam1283	False	False	True
Sa'a	apb	saaa1240	False	False	True
Sa	sax	saaa1241	False	False	True
S'gaw Karen	ksw	sgaw1245	False	False	True
Rwa	rwk	rwaa1238	False	False	True
Ruund	rnd	ruun1238	False	False	True
Russian	rus	russ1263	False	False	True
Russia Buriat	bxr	russ1264	False	False	True
Rundi	run	rund1242	False	False	True
Rumu	klq	rumu1243	False	False	True
Rukai	dru	ruka1240	False	False	True
Ruching Palaung	pce	ruch1235	False	False	True
Roviana	rug	rovi1238	False	False	True
Rotuman	rtm	rotu1241	False	False	True
Rongmei Naga	nbu	rong1266	False	False	True
Romansh	roh	roma1326	False	False	True
Riuk Bekati'	bei	beka1241	False	False	True
Ritarungo	rit	rita1239	False	False	True
Riantana	ran	rian1263	False	False	True
Reshe	res	resh1242	False	False	True
Rerep	pgk	rere1240	False	False	True
Rennell-Bellona	mnv	renn1242	False	False	True
Rengao	ren	reng1252	False	False	True
Rembarunga	rmb	remb1249	False	False	True
Rejang	rej	reja1240	False	False	True
Rejang Kayan	ree	reja1241	False	False	True
Reel	atu	reel1238	False	False	True
Rayón Zoque	zor	rayo1235	False	False	True
Rawat	jnl	rawa1264	False	False	True
Rawang	raw	rawa1265	False	False	True
Rawa	rwo	rawa1267	False	False	True
Raute	rau	raut1239	False	False	True
Ratahan	rth	rata1244	False	False	True
Rao	rao	raoo1244	False	False	True
Rangpuri	rkt	rang1265	False	True	False
Rangkas	rgk	rang1266	False	True	False
Ramoaaina	rai	ramo1244	False	False	True
Rama	rma	rama1270	False	False	True
Raji	rji	raji1240	False	True	False
Rajbanshi	rjs	rajb1243	False	False	True
Quiotepec Chinantec	chq	quio1240	False	False	True
Quinault	qun	quin1251	False	False	True
Quechan	yum	quec1382	False	False	True
Quapaw	qua	quap1242	False	False	True
Q'anjob'al	kjb	qanj1241	False	False	True
Pökoot	pko	poko1263	False	False	True
Päri	lkr	pari1256	False	False	True
Páez	pbb	paez1247	False	False	True
Pwo Western Karen	pwo	pwow1235	False	False	True
Pwo Eastern Karen	kjp	pwoe1235	False	False	True
Puyuma	pyu	puyu1239	False	False	True
Purum	pub	puru1266	False	False	True
Purepecha	tsz	pure1242	False	False	True
Purari	iar	pura1257	False	False	True
Pumé	yae	pume1238	False	False	True
Puma	pum	puma1239	False	False	True
Puluwatese	puw	pulu1242	False	False	True
Pular	fuf	pula1262	False	False	True
Pulaar	fuc	pula1263	False	False	True
Pouye	bye	pouy1238	False	True	False
Pottangi Ollar Gadaba	gdb	pott1240	False	False	True
Potawatomi	pot	pota1247	False	False	True
Portuguese	por	port1283	False	False	True
Port Sandwich	psw	port1285	False	False	True
Poqomchi'	poh	poqo1254	False	False	True
Poqomam	poc	poqo1253	False	False	True
Popti'	jac	popt1235	False	False	True
Polish	pol	poli1260	False	False	True
Pohnpeian	pon	pohn1238	False	False	True
Plautdietsch	pdt	plau1238	False	False	True
Plateau Malagasy	plt	plat1254	False	False	True
Plains Cree	crk	plai1258	False	False	True
Pitta Pitta	pit	pitt1247	False	False	True
Pitjantjatjara	pjt	pitj1243	False	False	True
Pitcairn-Norfolk	pih	pitc1234	False	False	True
Pipil	ppl	pipi1250	False	False	True
Pintupi-Luritja	piu	pint1250	False	False	True
Pintiini	pti	pint1251	False	False	True
Pingelapese	pif	ping1243	False	False	True
Pinai-Hagahai	pnn	pina1252	False	True	False
Pima Bajo	pia	pima1248	False	False	True
Pilagá	plg	pila1245	False	False	True
Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	picu1248	False	False	True
Piapoco	pio	piap1246	False	False	True
Phrygian	xpg	phry1239	False	False	True
Phong-Kniang	pnx	phon1246	False	False	True
Phoenician	phn	phoe1239	False	False	True
Pfaelzisch	pfl	pala1330	False	True	False
Peñoles Mixtec	mil	peno1244	False	False	True
Peve	lme	peve1243	False	False	True
Pero	pip	pero1241	False	False	True
Peripheral Mongolian	mvf	peri1253	False	False	True
Peranakan Indonesian	pea	pera1256	False	False	True
Penrhyn	pnh	penr1237	False	False	True
Pennsylvania German	pdc	penn1240	False	False	True
Penange	NOCODE_Penange	pena1270	False	False	True
Pech	pay	pech1241	False	False	True
Pazeh	pzh	kulo1237	False	False	True
Pawnee	paw	pawn1254	False	False	True
Patpatar	gfk	patp1243	False	False	True
Patep	ptp	pate1247	False	False	True
Pará Arára	aap	para1310	False	False	True
Paraguayan Guaraní	gug	para1311	False	False	True
Papiamento	pap	papi1253	False	False	True
Papar	dpp	papa1268	False	False	True
Panytyima	pnw	pany1241	False	False	True
Pangwa Naga	nst	tase1235	False	False	True
Pangutaran Sama	slm	pang1291	False	False	True
Pangasinan	pag	pang1290	False	False	True
Panará	kre	pana1307	False	False	True
Panare	pbh	enap1235	False	False	True
Pamplona Atta	att	pamp1244	False	False	True
Pampanga	pam	pamp1243	False	False	True
Pali	pli	pali1273	False	False	True
Palauan	pau	pala1344	False	False	True
Paite Chin	pck	pait1244	False	False	True
Paipai	ppi	paip1241	False	False	True
Pahari Newari	phj	paha1257	False	False	True
Pacoh	pac	paco1243	False	False	True
Pacific Gulf Yupik	ems	paci1278	False	False	True
Pacaraos Quechua	qvp	paca1245	False	False	True
Paasaal	sig	paas1238	False	True	False
Paama	pma	paam1238	False	False	True
Paakantyi	drl	darl1243	False	False	True
Pa'a	pqa	paaa1242	False	False	True
Ozolotepec Zapotec	zao	ozol1235	False	False	True
Oyda	oyd	oyda1235	False	False	True
Owa	stn	owaa1237	False	False	True
Otuho	lot	otuh1238	False	False	True
Ottawa	otw	otta1242	False	False	True
Ot Danum	otd	otda1235	False	False	True
Ostfränkisch	vmf	main1267	False	False	True
Osage	osa	osag1243	False	False	True
Orya	ury	orya1242	False	False	True
Orowe	bpk	orow1242	False	False	True
Oroko	bdu	orok1266	False	False	True
Orokaiva	okv	orok1269	False	False	True
Orok	oaa	orok1265	False	False	True
Oro Win	orw	orow1243	False	True	False
Oriya	ory	oriy1255	False	False	True
Ongota	bxe	bira1253	False	False	True
Oneida	one	onei1249	False	False	True
Omi	omi	omii1238	False	False	True
Omani Arabic	acx	oman1239	False	False	True
Omaha-Ponca	oma	omah1247	False	False	True
Omagua	omg	omag1248	False	False	True
Oluta Popoluca	plo	olut1240	False	False	True
Olo	ong	oloo1241	False	False	True
Olekha	ole	olek1239	False	False	True
Old Uighur	oui	oldu1238	False	False	True
Old Tamil	oty	oldt1248	False	False	True
Old Sabellic	qhr	sabe1248	False	False	True
Old Russian	orv	oldr1238	False	False	True
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	False	False	True
Old Nubian	onw	oldn1245	False	True	False
Old Norse	non	oldn1244	False	False	True
Old Mon	omx	oldm1242	False	False	True
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	True
Old Latin	qbb	oldl1238	False	False	True
Old Khmer	qok	oldk1249	False	False	True
Old Japanese	ojp	oldj1239	False	False	True
Old Georgian	oge	oldg1234	False	False	True
Old Frisian	ofs	oldf1241	False	False	True
Old English (ca. 450-1100)	ang	olde1238	False	False	True
Old Chinese	och	oldc1244	False	False	True
Oku	oku	okuu1243	False	False	True
Oksapmin	opm	oksa1245	False	False	True
Okolie	oie	okol1243	False	False	True
Okiek	oki	okie1245	False	False	True
Okanagan	oka	okan1243	False	False	True
Oirata	oia	oira1263	False	False	True
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	True
Ogbronuagum	ogu	ogbr1243	False	True	False
Ogbia	ogb	ogbi1239	False	False	True
Odual	odu	odua1238	False	True	False
Obolo	ann	obol1243	False	False	True
Obokuitai	afz	obok1239	False	False	True
Obdorsk Khanty	NOCODE_Obdorsk-Khanty	obdo1234	False	False	True
N||ng	ngh	nngg1234	False	False	True
Nzanyi	nja	nzan1240	False	False	True
Nzadi	nzd	nzad1234	False	False	True
Nyulnyul	nyv	nyul1247	False	False	True
Nyoro	nyo	nyor1246	False	False	True
Nyishi-Hill Miri	njz	nyis1236	False	False	True
Nyigina	nyh	nyig1240	False	False	True
Nyawaygi	nyt	nyaw1247	False	False	True
Nyaturu	rim	nyat1246	False	False	True
Nyankole	nyn	nyan1307	False	False	True
Nyanja	nya	nyan1308	False	False	True
Nyangumarta	nna	nyan1301	False	False	True
Nyang'i	nyp	nyan1313	False	False	True
Nyambo	now	nyam1277	False	False	True
Nyahkur	cbn	nyah1250	False	False	True
Nuu-chah-nulth	nuk	nuuc1236	False	False	True
Nuristani Kalasha	wbk	waig1243	False	False	True
Nupe-Nupe-Tako	nup	nupe1254	False	False	True
Nungali	nug	nung1291	False	False	True
Nung (Viet Nam)	nut	nung1283	False	False	True
Nung (Myanmar)	nun	nung1282	False	False	True
Nukuoro	nkr	nuku1260	False	False	True
Nuer	nus	nuer1246	False	False	True
Nsong-Mpiin	soo	song1299	False	True	False
Nsenga	nse	nsen1242	False	False	True
Nottoway	ntw	nott1246	False	False	True
Notsi	ncf	nots1237	False	False	True
Norwegian	nor	norw1258	False	False	True
Northwestern Ojibwa	ojb	nort2961	False	False	True
Northwestern Lingala	NOCODE_Northwestern-Lingala	nort3345	False	False	True
Northwest Sahaptin	yak	yaki1237	False	False	True
Northwest Maidu	mjd	nort2951	False	False	True
Northwest Gbaya	gya	nort2775	False	False	True
Northern Uzbek	uzn	nort2690	False	False	True
Northern Tshwa	hio	tsoa1238	False	False	True
Northern Tosk Albanian	als	tosk1239	False	False	True
Northern Thai	nod	nort2740	False	False	True
Northern Tepehuan	ntp	nort2959	False	False	True
Northern Straits Salish	str	stra1244	False	False	True
Northern Sami	sme	nort2671	False	False	True
Northern Roglai	rog	nort2994	False	False	True
Northern Pumi	pmi	nort2723	False	False	True
Northern Puebla Nahuatl	ncj	nort2957	False	False	True
Northern Pomo	pej	nort2966	False	False	True
Northern Pastaza Quichua	qvz	nort2973	False	False	True
Northern Pashto	pbu	nort2646	False	False	True
Northern Paiute	pao	nort2954	False	False	True
Northern Mansi	mns	mans1258	False	False	True
Northern Lushootseed	lut	lush1252	False	False	True
Northern Luri	lrc	nort2645	False	False	True
Northern Kurdish	kmr	nort2641	False	False	True
Northern Kankanay	xnn	nort2877	False	False	True
Northern Jinghpaw	sgp	sing1264	False	False	True
Northern Gumuz	guk	gumu1244	False	False	True
Northern Gondi	gno	nort2702	False	False	True
Northern Frisian	frr	nort2626	False	False	True
Northern Emberá	emp	nort2972	False	False	True
Northern East Cree	crl	nort1552	False	False	True
Northern Dagara	dgi	nort2780	False	False	True
Northern Conchucos Ancash Quechua	qxn	nort2979	False	False	True
Northern Amami-Oshima	ryn	nort2935	False	False	True
Northern Alta	aqn	nort2875	False	False	True
Northeastern Thai	tts	nort2741	False	False	True
North-Central Talysh	tly	taly1247	False	True	False
North Tanna	tnn	nort2847	False	False	True
North Tairora	tbg	nort2920	False	False	True
North Slavey	scs	nort2942	False	False	True
North Moluccan Malay	max	nort2828	False	False	True
North Giziga	gis	nort3047	False	False	True
North Efate	llp	nort2836	False	False	True
North Azerbaijani	azj	nort2697	False	False	True
North Ambrym	mmg	nort2839	False	False	True
North Alaskan Inupiatun	esi	nort2943	False	False	True
Noone	nhu	noon1243	False	False	True
Nonuya	noj	nonu1241	False	False	True
Nomatsiguenga	not	noma1263	False	False	True
Nomaande	lem	noma1260	False	False	True
Nogai	nog	noga1249	False	False	True
Nizaa	sgi	suga1248	False	False	True
Niuean	niu	niue1239	False	False	True
Niuafo'ou	num	niua1240	False	False	True
Nisga'a	ncg	nisg1240	False	False	True
Nipmuck	xlo	loup1243	False	False	True
Ninam	shb	nina1238	False	False	True
Nimadi	noe	nima1243	False	False	True
Nilamba	nim	nila1242	False	False	True
Nii	nii	niii1240	False	False	True
Nihali	nll	niha1238	False	False	True
Nigerian Pidgin	pcm	nige1257	False	True	False
Nhengatu	yrl	nhen1239	False	False	True
Nhanda	nha	nhan1238	False	False	True
Ngwe	nwe	ngwe1238	False	True	False
Ngochang	NOCODE_Ngochang	ngoc1235	False	False	True
Ngkâlmpw Kanum	kcd	ngka1235	False	False	True
Ngizim	ngi	ngiz1242	False	False	True
Ngiti	niy	ngit1239	False	False	True
Nggem	nbq	ngge1241	False	False	True
Ngbaka Minagende	nga	ngba1285	False	False	True
Ngazidja Comorian	zdj	ngaz1238	False	False	True
Ngas	anc	ngas1240	False	False	True
Ngarluma	nrl	ngar1287	False	False	True
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	False	True
Ngarinyin	ung	ngar1284	False	False	True
Ngarinman	nbj	ngar1235	False	False	True
Ngardi	rxd	ngar1288	False	False	True
Ngangam	gng	ngan1299	False	False	True
Ngandi	nid	ngan1295	False	False	True
Nganasan	nio	ngan1291	False	False	True
Ngambay	sba	ngam1268	False	False	True
Ngalkbun	ngk	ngal1292	False	False	True
Ngalakan	nig	ngal1293	False	False	True
Ngaanyatjarra	ntj	ngaa1240	False	False	True
Nez Perce	nez	nezp1238	False	False	True
Neve'ei	vnm	vinm1237	False	False	True
Nese	NOCODE_Nese	nese1235	False	False	True
Nepali	npi	nepa1254	False	False	True
Neo-Mandaic	mid	nucl1706	False	False	True
Nengone	nen	neng1238	False	False	True
Nen	nqn	nenn1238	False	False	True
Nehan	nsn	neha1247	False	False	True
Negeri Sembilan Malay	zmi	nege1240	False	False	True
Negerhollands	dcr	nege1244	False	False	True
Ndut	ndv	ndut1239	False	False	True
Ndonga	ndo	ndon1254	False	False	True
Ndengereko	ndg	nden1248	False	False	True
Ndau	ndc	ndau1241	False	False	True
Ndali	ndh	ndal1241	False	False	True
Nayi	noz	nayi1243	False	False	True
Navajo	nav	nava1243	False	False	True
Nati	NOCODE_Nati	nati1244	False	False	True
Natchez	ncz	natc1249	False	False	True
Narungga	nnr	naru1238	False	False	True
Narrinyeri	nay	narr1259	False	False	True
Narim	loh	nari1240	False	False	True
Nanti	cox	nant1250	False	False	True
Nankina	nnk	nank1250	False	False	True
Nanggu	ngr	nang1262	False	False	True
Nanga	nzz	nang1261	False	False	True
Nandi	niq	nand1266	False	False	True
Nande	nnb	nand1264	False	False	True
Nambo	ncm	namb1293	False	False	True
Naman	lzl	litz1237	False	False	True
Namakura	nmk	nama1268	False	False	True
Nama (Namibia)	naq	nama1264	False	False	True
Nalik	nal	nali1244	False	False	True
Naki	mff	naki1238	False	False	True
Nakara	nck	naka1260	False	False	True
Nakanai	nak	naka1262	False	False	True
Najanga-Kindige	dbu	bond1248	False	False	True
