Language	ISO 639-3	Glottocode	nasal_consonant	occlusive	oral_consonant	plosive	stop
Kekchí	kek	kekc1242	False	True	False	False	True
Keiga	kec	keig1242	False	False	False	True	True
Keerak	hhr	kera1248	False	False	False	True	True
Kedang	ksx	keda1252	False	False	False	True	True
Ke'o	xxk	keoo1238	False	False	False	True	True
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	False	False	False	True	True
Kawaiisu	xaw	kawa1283	True	False	False	False	True
Kavalan	ckv	kava1241	False	False	False	True	True
Katso	kaf	kats1235	True	False	False	False	True
Kato	ktw	kato1244	True	False	False	False	True
Katkari	kfu	katk1238	True	False	False	False	True
Katcha-Kadugli-Miri	xtc	katc1249	False	False	False	True	True
Kashubian	csb	kash1274	True	False	False	False	True
Karo (Brazil)	arr	karo1305	True	False	False	False	True
Karamojong	kdj	kara1483	False	False	False	True	True
Karadjeri	gbd	kara1476	True	False	False	False	True
Kaonde	kqn	kaon1241	True	False	False	False	True
Kaninuwa	wat	kani1281	False	False	False	True	True
Kaningdon-Nindem	kdp	kani1277	False	False	False	True	True
Kanakanavu	xnb	kana1286	False	False	False	True	True
Kami (Tanzania)	kcu	kami1256	False	False	False	True	True
Kambera	xbr	kamb1299	True	False	False	False	True
Kamas-Koibal	xas	kama1351	True	False	False	False	True
Kamang	woi	kama1365	False	False	False	True	True
Kalkoti	xka	kalk1245	False	False	False	True	True
Kakua	cbv	cacu1241	True	False	False	False	True
Kaki Ae	tbd	kaki1249	False	False	True	False	True
Kaike	kzq	kaik1246	False	False	False	True	True
Kafoa	kpu	kafo1240	False	False	False	True	True
Kaera	jka	kaer1234	False	False	False	True	True
Kadiwéu	kbc	kadi1248	True	False	False	False	True
Kadar	kej	kada1242	True	False	False	False	True
Kachi Koli	gjk	kach1272	False	False	False	True	True
Kachama-Ganjule-Haro	kcx	kach1284	True	False	False	False	True
Jur Modo	bex	jurm1239	True	False	False	False	True
Juquila Mixe	mxq	juqu1238	True	False	False	False	True
Jumjum	jum	jumj1238	False	False	False	True	True
Judeo-Tripolitanian Arabic	yud	jude1264	False	False	False	True	True
Judeo-Persian	jpr	jude1257	False	False	False	True	True
Juang	jun	juan1238	True	False	False	False	True
Jowulu	jow	jowu1238	True	False	False	False	True
Jita	jit	jita1239	True	False	False	False	True
Jina	jia	jina1244	True	False	False	False	True
Jicarilla Apache	apj	jica1244	True	False	False	False	True
Jibbali	shv	sheh1240	True	False	False	False	True
Jiba	juo	jiba1237	False	False	False	True	True
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	False	False	False	True	True
Jennu Kurumba	xuj	jenn1240	False	False	False	True	True
Jehai	jhi	jeha1242	True	False	False	False	True
Jedek	NOCODE_Jedek	jede1239	True	False	False	False	True
Jebero	jeb	jebe1250	False	False	False	True	True
Jaunsari	jns	jaun1243	False	False	False	True	True
Jaru	ddj	jaru1254	True	False	False	False	True
Jarawa (India)	anq	jara1245	False	False	False	True	True
Jarai	jra	jara1266	False	False	False	True	True
Jamsay Dogon	djm	jams1239	True	False	False	False	True
Jambi Malay	jax	jamb1236	False	False	False	True	True
Jah Hut	jah	jahh1242	False	True	False	False	True
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238	False	False	False	True	True
Izere	izr	izer1241	False	False	False	True	True
Itbayat	ivv	ivat1242	False	False	False	True	True
Italian	ita	ital1282	True	False	False	False	True
Island Carib	crb	isla1278	True	False	False	False	True
Isinai	inn	isin1239	False	False	False	True	True
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	True	False	False	False	True
Irántxe-Münkü	irn	iran1263	True	False	False	False	True
Irula of the Nilagiri	iru	irul1243	False	False	False	True	True
Iraya	iry	iray1237	True	False	False	False	True
Iraqw	irk	iraq1241	False	False	False	True	True
Iowa-Oto	iow	iowa1245	True	False	False	False	True
Inter-Zab Jewish Neo-Aramaic	aij	lish1245	False	False	False	True	True
Inor	ior	inor1238	True	False	False	False	True
Ingush	inh	ingu1240	False	False	False	True	True
Indus Kohistani	mvy	indu1241	True	False	False	False	True
Indo-Aryan Kinnauri	kjo	hari1246	True	False	False	True	False
Imonda	imn	imon1245	False	False	False	True	True
Imbabura Highland Quichua	qvi	imba1240	False	False	False	True	True
Ikaranggal	ikr	ikar1243	False	False	False	True	True
Ika	ikk	ikaa1238	False	False	False	True	True
Idun	ldb	idun1241	True	False	False	False	True
Ida'an	dbj	idaa1241	True	False	False	False	True
Ibibio	ibb	ibib1240	False	False	True	False	True
Ibanag	ibg	iban1267	True	False	False	False	True
Ibaloi	ibl	ibal1244	True	False	False	False	True
I'saka	ksi	kris1246	False	False	True	False	True
Hunzib	huz	hunz1247	False	False	False	True	True
Hungarian	hun	hung1274	False	False	False	True	True
Hung	hnu	hung1275	False	True	False	False	True
Hun-Saare	dud	huns1239	True	False	False	False	True
Humburi Senni Songhay	hmb	humb1243	True	False	False	False	True
Huli	hui	huli1244	False	False	False	True	True
Hula	hul	hula1239	False	False	False	True	True
Huizhou Chinese	czh	huiz1242	False	False	False	True	True
Huichol	hch	huic1243	False	False	False	True	True
Huba	hbb	huba1236	False	False	False	True	True
Huambisa	hub	huam1247	True	False	False	False	True
Hoava	hoa	hoav1238	False	False	False	True	True
Ho-Chunk	win	hoch1243	True	False	False	False	True
Hmar	hmr	hmar1241	True	False	False	False	True
Hlai	lic	hlai1239	True	False	False	False	True
Hixkaryána	hix	hixk1239	False	False	False	True	True
Hinuq	gin	hinu1240	False	False	False	True	True
Hindi	hin	hind1269	True	False	False	False	True
Herero	her	here1253	False	False	False	True	True
Heiltsuk-Oowekyala	hei	heil1246	False	False	False	True	True
Hdi	xed	hdii1240	True	False	False	False	True
Hawai'i Creole English	hwc	hawa1247	False	False	False	True	True
Hatang Kayi	agv	remo1247	True	False	False	False	True
Harari	har	hara1271	False	False	False	True	True
Hano	lml	hano1246	True	False	False	False	True
Haitian	hat	hait1244	True	False	False	False	True
Hadza	hts	hadz1240	False	False	False	True	True
Hadiyya	hdy	hadi1240	False	False	False	True	True
Ha	haq	haaa1252	False	False	False	True	True
Gweno	gwe	gwen1239	True	False	False	False	True
Guyanese Creole English	gyn	creo1235	False	False	False	True	True
Gurinji	gue	guri1247	True	False	False	False	True
Gurani	hac	gura1251	False	False	False	True	True
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	True	False	False	False	True
Gugubera	kkp	gugu1254	False	False	False	True	True
Grenadian Creole English	gcl	gren1247	True	False	False	False	True
Gorowa	gow	goro1270	False	False	True	False	True
Gooniyandi	gni	goon1238	False	True	False	False	True
Gofa	gof	gofa1235	False	False	False	True	True
Godwari	gdx	godw1241	False	False	True	False	True
Godié	god	godi1239	True	False	False	False	True
Gidar	gid	gida1247	True	False	False	False	True
Ghanongga	ghn	ghan1242	False	False	False	True	True
Ghanaian Pidgin English	gpe	ghan1244	False	False	False	True	True
Ghadames	gha	ghad1239	False	True	False	False	True
German Northern Low Saxon	frs	nort2628	False	False	False	True	True
Gebe	gei	gebe1237	True	False	False	False	True
Geba Karen	kvq	geba1237	False	False	False	True	True
Gbaya-Mbodomo	gmm	gbay1281	True	False	False	False	True
Gbaya-Bossangoa	gbp	gbay1287	True	False	False	False	True
Gbari	gby	gbar1246	False	False	False	True	True
Gbagyi	gbr	gbag1258	True	False	False	False	True
Gavião Do Jiparaná	gvo	gavi1246	True	False	False	False	True
Garifuna	cab	gari1256	False	False	False	True	True
Garawa	wrk	gara1269	True	False	False	False	True
Ganggalida	gcd	gang1267	True	False	False	False	True
Ganai	unn	gana1278	False	False	False	True	True
Gan Chinese	gan	ganc1239	False	False	False	True	True
Gafat	gft	gafa1240	False	True	False	False	True
Gade	ged	gade1242	True	False	False	False	True
Gade Lohar	gda	gade1236	True	False	False	False	True
Ga	gaa	gaaa1244	True	False	False	False	True
Fuyug	fuy	fuyu1242	True	False	False	True	False
Futuna-Aniwa	fut	futu1245	False	False	False	True	True
Fur	fvr	furr1244	False	False	False	True	True
French	fra	stan1290	True	False	False	False	True
Foodo	fod	food1238	True	False	False	False	True
Finnish	fin	finn1318	True	False	False	False	True
Fataluku	ddg	fata1247	False	False	False	True	True
Fars Dialects	fay	sout2645	False	False	False	True	True
Farefare	gur	fare1241	True	False	False	False	True
Faliscan	xfa	fali1291	True	True	False	False	False
Faiwol	fai	faiw1243	False	False	False	True	True
Faifi	fif	faif1234	False	False	False	True	True
Eyak	eya	eyak1241	False	True	False	False	True
Evenki	evn	even1259	True	False	False	False	True
Even	eve	even1260	False	False	False	True	True
Esselen	esq	esse1238	True	False	False	False	True
Ese Ejja	ese	esee1248	False	True	False	False	True
Erzya	myv	erzy1239	False	False	False	True	True
Engenni	enn	enge1239	False	False	False	True	True
Emberá-Catío	cto	embe1260	True	False	False	False	True
Emai-Iuleha-Ora	ema	emai1241	True	False	False	False	True
El Molo	elo	elmo1238	False	False	False	True	True
Eipomek	eip	eipo1242	False	False	False	True	True
Ebira	igb	ebir1243	False	False	False	True	True
Eastern Pomo	peb	east2545	False	False	False	True	True
Eastern Panjabi	pan	panj1256	True	False	False	False	True
Eastern Low German	nds	nort2627	False	False	False	True	True
Eastern Egyptian Bedawi Arabic	avl	east2690	False	False	False	True	True
Eastern Atadei	lmf	sout2896	False	False	False	True	True
Eastern Arrernte	aer	east2379	False	False	False	True	True
Eastern Abenaki	aaq	east2544	True	False	False	False	True
Dâw	kwa	daww1239	True	False	False	False	True
Duruwa	pci	duru1236	False	True	False	False	True
Duna	duc	duna1248	True	False	False	False	True
Doyayo	dow	doya1240	True	False	False	False	True
Doromu-Koki	kqc	doro1266	False	False	False	True	True
Donno So Dogon	dds	donn1239	True	False	False	False	True
Dongxiang	sce	dong1285	True	False	False	False	True
Dolgan	dlg	dolg1241	True	False	False	False	True
Dogul Dom Dogon	dbg	dogu1235	False	False	False	True	True
Dogri	dgo	dogr1250	True	False	False	False	True
Dobel	kvo	dobe1238	False	False	False	True	True
Dii	dur	diii1241	True	False	False	False	True
Dhundari	dhd	dhun1238	True	False	False	False	True
Dhofari Arabic	adf	dhof1235	False	False	False	True	True
Dhivehi	div	dhiv1236	True	False	False	False	True
Dharumbal	xgm	dhar1248	False	False	False	True	True
Dhao	nfa	dhao1237	False	False	False	True	True
Dhalandji	dhl	dhal1245	False	False	False	True	True
Dezfuli-Shushtari	def	dezf1238	True	False	False	False	True
Dera (Indonesia)	kbv	dera1245	False	False	False	True	True
Darai	dry	dara1250	False	False	False	True	True
Dangaleat	daa	dang1274	True	False	False	False	True
Dampelas	dms	damp1237	False	False	False	True	True
Dameli	dml	dame1241	False	False	False	True	True
Dakota	dak	dako1258	True	False	False	False	True
Dakaka	bpa	daka1243	True	False	False	False	True
Dahalo	dal	daha1245	False	True	False	False	True
Dahalik	dlk	daha1247	False	False	False	True	True
Dagik	dec	dagi1241	False	False	False	True	True
Dadibi	mps	dadi1250	True	False	False	False	True
Cypriot Arabic	acy	cypr1248	False	False	False	True	True
Culina	cul	culi1244	False	False	False	True	True
Crimean Tatar	crh	crim1257	False	False	False	True	True
Creek	mus	cree1270	True	False	False	False	True
Copala Triqui	trc	copa1237	True	False	False	False	True
Comanche	com	coma1245	True	False	False	False	True
Comaltepec Chinantec	cco	coma1246	True	False	False	False	True
Colombian Inga	inb	inga1252	True	False	False	False	True
Classical Syriac	syc	clas1252	False	False	False	True	True
Classical Nahuatl	nci	clas1250	True	False	False	False	True
Classical Mandaic	myz	clas1253	False	False	False	True	True
Classical Armenian	xcl	clas1249	False	True	False	False	True
Cimbrian	cim	cimb1238	True	False	False	False	True
Chuwabu	chw	chuw1238	True	False	False	False	True
Chuvash	chv	chuv1255	False	False	False	True	True
Chuukese	chk	chuu1238	True	False	False	False	True
Church Slavic	chu	chur1257	True	False	False	False	True
Chumburung	ncu	chum1261	True	False	False	False	True
Chocangacakha	cgk	choc1275	False	False	False	True	True
Chittagonian	ctg	chit1275	False	False	False	True	True
Chitimacha	ctm	chit1248	True	False	False	False	True
Chintang	ctn	chhi1245	False	False	False	True	True
Chimwiini	NOCODE_Chimwiini	chim1312	False	False	False	True	True
Chimariko	cid	chim1301	False	False	False	True	True
Chilcotin	clc	chil1280	True	False	False	False	True
Chepang	cdm	chep1245	True	False	False	False	True
Chechen	che	chec1245	False	False	False	True	True
Che	ruk	chee1238	True	False	False	False	True
Chavacano	cbk	chav1241	False	False	False	True	True
Chambeali	cdh	cham1307	True	False	False	False	True
Chaldean Neo-Aramaic	cld	chal1275	False	False	False	True	True
Chakma	ccp	chak1266	False	False	False	True	True
Chak	ckh	chak1270	False	False	False	True	True
Central Tarahumara	tar	cent2131	False	False	False	True	True
Central Melanau	mel	cent2101	True	False	False	False	True
Central Lembata-Lewokukun	lvu	levu1239	False	False	False	True	True
Central Kanuri	knc	cent2050	False	False	False	True	True
Central Bai	bca	cent2004	False	True	False	False	True
Central Aymara	ayr	cent2142	False	True	False	False	True
Cayubaba	cyb	cayu1262	True	False	False	False	True
Cavineña	cav	cavi1250	False	False	False	True	True
Catalan	cat	stan1289	False	False	False	True	True
Cashibo-Cacataibo	cbr	cash1251	True	False	False	False	True
Caribbean Hindustani	hns	cari1275	False	False	False	True	True
Campidanese Sardinian	sro	camp1261	True	False	False	False	True
Camarines Norte Agta	abd	cama1250	False	False	False	True	True
Cabécar	cjp	cabe1245	True	False	False	True	False
C'lela	dri	clel1238	True	False	False	False	True
Byangsi	bee	byan1241	True	False	False	False	True
Buwal	bhs	buwa1243	False	False	False	True	True
Busoa	bup	buso1238	False	False	False	True	True
Busa	bqp	busa1253	False	False	False	True	True
Burushaski	bsk	buru1296	False	False	False	True	True
Buru (Indonesia)	mhs	buru1303	True	False	False	False	True
Burmese	mya	nucl1310	True	False	False	False	True
Burji	bji	burj1242	False	False	False	True	True
Bure	bvh	bure1242	False	False	False	True	True
Bunoge Dogon	dgb	buno1241	True	False	False	False	True
Bunak	bfn	buna1278	True	False	False	False	True
Bunaba	bck	buna1275	True	False	False	False	True
Bumthangkha	kjz	bumt1240	False	True	False	True	False
Buli (Ghana)	bwu	buli1254	False	False	False	True	True
Bukusu	bxk	buku1249	True	False	False	False	True
Bujhyal	byh	bujh1238	False	False	False	True	True
Budukh	bdk	budu1248	False	True	False	False	True
Budu	buu	budu1250	False	False	False	True	True
Brokpake	sgt	brok1248	False	False	False	True	True
Borei	gai	bore1247	True	False	False	False	True
Border Kuna	kvn	bord1248	True	False	False	False	True
Bora	boa	bora1263	True	False	False	False	True
Bonggi	bdg	bong1289	True	False	False	False	True
Bonan	peh	bona1250	False	False	False	True	True
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	False	False	False	True	True
Bolgo	bvo	bolg1251	True	False	False	False	True
Bola	bnp	bola1250	False	False	False	True	True
Bohtan Neo-Aramaic	bhn	boht1238	False	False	False	True	True
Bodo Gadaba	gbj	bodo1267	False	False	False	True	True
Bobangi	bni	bang1354	True	False	False	False	True
Blang	blr	blan1242	False	False	False	True	True
Biwat	bwm	biwa1243	True	False	False	False	True
Bishnupuriya	bpy	bish1244	False	False	False	True	True
Birri	bvq	birr1240	False	False	False	True	True
Binumarien	bjr	binu1245	False	False	False	True	True
Bini	bin	bini1246	True	False	False	False	True
Binandere	bhg	bina1277	True	False	False	False	True
Bimin	bhl	bimi1240	False	False	False	True	True
Big Nambas	nmb	bign1238	False	False	False	True	True
Bierebo	bnk	bier1244	False	False	False	True	True
Betta Kurumba	xub	bett1235	True	False	False	False	True
Berta	wti	bert1248	False	False	False	True	True
Berbice Creole Dutch	brc	berb1259	False	False	False	True	True
Berau Malay	bve	bera1262	True	False	False	False	True
Beng	nhb	beng1286	False	False	True	False	True
Bembe	bmb	bemb1255	False	False	False	True	True
Bella Coola	blc	bell1243	False	True	False	False	True
Belize Kriol English	bzj	beli1260	True	False	False	False	True
Belarusian	bel	bela1254	False	False	False	True	True
Bekwarra	bkv	bekw1241	False	False	False	True	True
Bebele	beb	bebe1248	True	False	False	False	True
Bayungu	bxj	bayu1240	False	False	False	True	True
Bauni	bpe	wara1302	True	False	False	False	True
Batuley	bay	batu1258	False	False	False	True	True
Bats	bbl	bats1242	True	False	False	False	True
Batak Alas-Kluet	btz	bata1292	False	False	False	True	True
Bassari-Tanda	bsc	bass1258	False	True	False	True	False
Basque	eus	basq1248	False	False	False	True	True
Bashkardi	bsg	bash1263	False	True	False	False	True
Baré	bae	bare1276	True	False	False	False	True
Bariai	bch	bari1286	False	False	False	True	True
Bargam	mlp	barg1252	True	False	False	False	True
Bannoni	bcm	bann1247	True	False	False	False	True
Bandi	bza	band1352	True	False	False	False	True
Bambassi	myf	bamb1262	False	False	False	True	True
Bambara	bam	bamb1269	True	False	False	False	True
Baltic Romani	rml	balt1257	False	False	False	True	True
Balti	bft	balt1258	False	False	False	True	True
Balinese	ban	bali1278	True	False	False	False	True
Balantak	blz	bala1315	False	False	False	True	True
Balanta-Ganja	bjt	bala1302	False	False	False	True	True
Balangao	blw	bala1310	True	False	False	False	True
Baiso	bsw	bais1246	False	False	False	True	True
Baharna Arabic	abv	baha1259	False	False	False	True	True
Baga Sitemu	bsp	baga1272	False	False	False	True	True
Bade	bde	bade1248	True	False	False	False	True
Baba	bbw	baba1264	True	False	False	False	True
Baba Malay	mbf	baba1267	False	False	False	True	True
Ayoreo	ayo	ayor1240	True	False	False	False	True
Awiakay-Karimba	NOCODE_Awiakay	awia1234	False	False	False	True	True
Aweer	bob	awee1242	False	False	False	True	True
Awa-Cuaiquer	kwi	awac1239	True	False	False	False	True
Awa (Papua New Guinea)	awb	awap1236	False	False	False	True	True
Avokaya	avu	avok1242	False	False	False	True	True
Avatime	avn	avat1244	True	False	False	False	True
Aushi	auh	aush1241	False	False	False	True	True
Atzingo Matlatzinca	ocu	atzi1235	True	False	False	False	True
Athpariya	aph	athp1241	True	False	False	False	True
Assyrian Neo-Aramaic	aii	assy1241	False	False	False	True	True
Assiniboine	asb	assi1247	True	False	False	False	True
Argobba	agj	argo1244	False	True	False	False	True
Arbore	arv	arbo1245	False	False	False	True	True
Arapaho	arp	arap1274	True	False	False	False	True
Araona	aro	arao1248	False	False	False	True	True
Araki	akr	arak1252	True	False	False	False	True
Apurinã	apu	apur1254	False	False	False	True	True
Apinayé	apn	apin1244	False	False	False	True	True
Apalaí	apy	apal1257	True	False	False	False	True
Anufo	cko	anuf1239	True	False	False	False	True
Anu	anl	anuu1241	False	False	False	True	True
Anta-Komnzo-Wára-Wérè	tci	wara1294	False	False	False	True	True
Annobonese	fab	fada1250	True	False	False	True	False
Anindilyakwa	aoi	anin1240	True	False	False	False	True
Anii	blo	anii1245	True	False	False	False	True
Anamuxra	imi	anam1248	True	False	False	False	True
Amur Nivkh	niv	gily1242	False	False	False	True	True
Amkoe	huc	hoaa1235	False	False	False	True	True
Amele	aey	amel1241	False	False	False	True	True
Ama (Sudan)	nyi	amas1236	False	False	False	True	True
Ama (Papua New Guinea)	amm	amap1240	False	False	False	True	True
Alutor	alr	alut1245	False	False	False	True	True
Alorese	aol	alor1247	True	False	False	False	True
Ale	gwd	gaww1239	False	False	False	True	True
Alabama	akz	alab1237	True	False	False	False	True
Alaba-K'abeena	alw	alab1254	False	False	False	True	True
Akhvakh	akv	akhv1239	True	False	False	True	False
Akan	aka	akan1250	True	False	False	False	True
Aka-Kora	ack	akak1251	False	False	False	True	True
Aka-Jeru	akj	akaj1239	False	False	False	True	True
Aja (Benin)	ajg	ajab1235	True	False	False	False	True
Aguaruna	agr	agua1253	True	False	False	False	True
Adyghe	ady	adyg1241	False	True	False	True	False
Adonara	adr	adon1237	True	False	False	False	True
Adangme	ada	adan1247	True	False	False	False	True
Acoli	ach	acol1236	False	False	False	True	True
Achuar-Shiwiar	acu	achu1248	True	False	False	False	True
Acheron	acz	ache1245	False	False	False	True	True
Acehnese	ace	achi1257	True	False	False	False	True
Abun	kgr	abun1252	False	False	False	True	True
Abui	abz	abui1241	False	False	False	True	True
Abkhazian	abk	abkh1244	False	False	False	True	True
Abaza	abq	abaz1241	False	False	False	True	True
Aari	aiw	aari1239	False	False	False	True	True
A'ou	aou	aoua1234	True	False	False	False	True
/Xam	xam	xamm1241	False	False	False	True	True
'Are'are	alu	area1240	False	False	False	True	True
Önge	oon	onge1236	False	False	False	False	True
Ömie	aom	omie1241	False	False	False	False	True
Zuni	zun	zuni1245	False	False	False	False	True
Zulu	zul	zulu1248	False	False	False	False	True
Zou	zom	zouu1235	False	False	False	False	True
Zoogocho Zapotec	zpq	zoog1238	False	False	False	False	True
Zimbabwean Ndebele	nde	nort2795	False	False	False	False	True
Zimba	zmb	zimb1251	False	False	False	False	True
Zigula-Mushungulu	ziw	zigu1244	False	False	False	False	True
Zhangzhung	xzh	zhan1239	False	False	False	False	True
Zeme Naga	nzm	zeme1240	False	False	False	False	True
Zbu	NOCODE_Zbu	zbua1234	False	False	False	False	True
Zarma-Kaado	dje	zarm1239	False	False	False	False	True
Zaniza Zapotec	zpw	zani1235	False	False	False	False	True
Zande	zne	zand1248	False	False	False	False	True
Zabana	kji	zaba1237	False	False	False	False	True
Yámana	yag	yama1264	False	False	False	False	True
Yuwaalaraay-Gamilaraay	kld	gami1243	False	False	False	False	True
Yurok	yur	yuro1248	False	False	False	False	True
Yulu	yul	yulu1243	False	False	False	False	True
Yulparija	NOCODE_Yulparija	yulp1239	False	False	False	False	True
Yukuben	ybl	yuku1243	False	False	False	True	False
Yucatec Maya	yua	yuca1254	False	False	False	False	True
Younuo Bunu	buh	youn1235	False	False	False	False	True
Yosondúa Mixtec	mpm	yoso1239	False	False	False	False	True
Yoruba	yor	yoru1245	False	False	False	False	True
Yorta Yorta	xyy	yort1237	False	False	False	False	True
Yora	mts	yora1241	False	False	False	False	True
Yongning Na	nru	yong1270	False	False	False	False	True
Yonggom	yon	yong1280	False	False	False	True	False
Yokuts	yok	yoku1256	False	False	False	False	True
Yogad	yog	yoga1237	False	False	False	False	True
Yiwom	gek	yiwo1237	False	False	False	False	True
Yir-Yoront	yiy	yiry1245	False	False	False	False	True
Yintyinka-Ayabadhu	ayd	ayab1239	False	False	False	False	True
Yinggarda	yia	ying1247	False	False	False	False	True
Yindjibarndi	yij	yind1247	False	False	False	False	True
Yimas	yee	yima1243	False	False	False	False	True
Yidiny	yii	yidi1250	False	False	False	False	True
Yessan-Mayo	yss	yess1239	False	False	False	False	True
Yemba	ybb	yemb1246	False	False	False	False	True
Yele	yle	yele1255	False	False	False	False	True
Yecuatla Totonac	tlc	yecu1235	False	False	False	False	True
Yauyos Quechua	qux	yauy1235	False	False	False	True	False
Yaqui	yaq	yaqu1251	False	False	False	False	True
Yao	yao	yaoo1241	False	False	False	False	True
Yanyuwa	jao	yany1243	False	False	False	False	True
Yankunytjatjara	kdd	yank1247	False	False	False	False	True
Yanesha'	ame	yane1238	False	False	False	False	True
Yandruwandha	ynd	yand1253	False	False	False	False	True
Yana	ynn	yana1271	False	False	False	False	True
Yalarnnga	ylr	yala1262	False	False	False	False	True
Yala	yba	yala1263	False	False	False	False	True
Yakan	yka	yaka1277	False	False	False	False	True
Yagua	yad	yagu1244	False	False	False	False	True
Yagaria	ygr	yaga1260	False	False	False	False	True
Yabem	jae	yabe1254	False	False	False	False	True
Xârâcùù	ane	xara1244	False	False	False	False	True
Xishanba Lalo	ywt	xish1235	False	False	False	False	True
Xinca-Guazacapan	NOCODE_Xinca-Guazacapan	xinc1246	False	False	False	False	True
Xicotepec De Juárez Totonac	too	xico1235	False	False	False	False	True
Wutunhua	wuh	wutu1241	False	False	False	False	True
Wunambal	wub	wuna1249	False	False	False	False	True
Wulguru	qgu	wulg1239	False	False	False	False	True
Wotu	wtw	wotu1240	False	False	False	False	True
Worimi	kda	wori1245	False	False	False	False	True
Woods Cree	cwd	wood1236	False	False	False	False	True
Wolof	wol	nucl1347	False	False	False	False	True
Wolio	wlo	woli1241	False	False	False	False	True
Wolaytta	wal	wola1242	False	False	False	False	True
Woiwurrung	wyi	woiw1237	False	False	False	False	True
Wiyot	wiy	wiyo1248	False	False	False	False	True
Wiradhuri	wrh	wira1262	False	False	False	False	True
Wipi	gdr	wipi1242	False	False	False	True	False
Wintu	wit	wint1259	False	False	False	False	True
Wilson River (Grey Range)	nbx	ngur1261	False	False	False	False	True
Wik-Ngathana	wig	wikn1245	False	False	False	False	True
Wik-Mungkan	wim	wikm1247	False	False	False	False	True
Wichí Lhamtés Vejoz	wlv	wich1263	False	False	False	False	True
Wichita	wic	wich1260	False	False	False	False	True
Whitesands	tnp	whit1269	False	False	False	False	True
Western Tlacolula Valley Zapotec	zab	sanj1284	False	False	False	False	True
Western Tamang	tdg	west2415	False	False	False	False	True
Western Subanon	suc	west2557	False	False	False	False	True
Western Neo-Aramaic	amw	west2763	False	False	False	False	True
Western Muria	mut	west2408	False	False	False	False	True
Western Huasteca Nahuatl	nhw	west2624	False	False	False	False	True
Western Highland Chatino	ctp	west2644	False	False	False	False	True
Western Frisian	fry	west2354	False	False	False	False	True
Western Fijian	wyy	west2519	False	False	False	False	True
Western Farsi	pes	west2369	False	False	False	False	True
Western Dani	dnw	west2594	False	False	False	False	True
Western Canadian Inuktitut	ikt	west2618	False	False	False	False	True
Western Bukidnon Manobo	mbb	west2555	False	False	False	False	True
Western Bru	brv	west2397	False	False	False	False	True
Western Arrarnta	are	west2441	False	False	False	False	True
Western Armenian	hyw	homs1234	False	False	False	False	True
Western Apache	apw	west2615	False	False	False	False	True
Western Abenaki	abe	west2630	False	False	False	False	True
West Tarangan	txn	west2538	False	False	False	False	True
West Kewa	kew	west2599	False	False	False	False	True
West Central Oromo	gaz	west2721	False	False	False	False	True
Weri	wer	weri1253	False	False	False	False	True
Welsh	cym	wels1247	False	False	False	False	True
Welsh Romani	rmw	wels1246	False	False	False	False	True
Wedau	wed	weda1241	False	False	False	False	True
Wayu	vay	wayu1241	False	False	False	False	True
Wathawurrung	wth	wath1238	False	False	False	False	True
Watam	wax	wata1253	False	False	False	False	True
Washo	was	wash1253	False	False	False	False	True
Warungu	wrg	waru1264	False	False	False	False	True
Warumungu	wrm	waru1265	False	False	False	False	True
Warrwa	wwr	warr1258	False	False	False	False	True
Warrnambool	gjm	warr1257	False	False	False	False	True
Warrgamay	wgy	warr1255	False	False	False	False	True
Warray	wrz	wara1290	False	False	False	False	True
Warlpiri	wbp	warl1254	False	False	False	False	True
Waris	wrs	wari1266	False	False	False	False	True
Warembori	wsa	ware1253	False	False	False	False	True
Waray (Philippines)	war	wara1300	False	False	False	False	True
Wappo	wao	wapp1239	False	False	False	False	True
Wapishana	wap	wapi1253	False	False	False	False	True
Waorani	auc	waor1240	False	False	False	False	True
Wanman	wbt	wanm1242	False	False	False	False	True
Wangaaybuwan-Ngiyambaa	wyb	wang1291	False	False	False	False	True
Waneci	wne	wane1241	False	False	False	False	True
Wandarang	wnd	wand1263	False	False	False	False	True
Wamey	cou	wame1240	False	False	False	False	True
Wambayan	wmb	wamb1258	False	False	False	False	True
Walser	wae	wals1238	False	False	False	False	True
Walmajarri	wmt	walm1241	False	False	False	False	True
Wala	lgl	wala1266	False	False	False	False	True
Wakhi	wbl	wakh1245	False	False	False	False	True
Wakawaka	wkw	waka1274	False	False	False	False	True
Wajarri	wbv	waja1257	False	False	False	False	True
Waima'a	wmh	waim1252	False	False	False	False	True
Waima	rro	waim1251	False	False	False	False	True
Wailaki	wlk	wail1244	False	False	False	False	True
Wageman	waq	wage1238	False	False	False	False	True
Wagaya	wga	waga1260	False	False	False	False	True
Wadjiginy	wdj	wadj1254	False	False	False	False	True
Waddar	wbq	wadd1237	False	False	False	False	True
Vunjo	vun	vunj1238	False	False	False	False	True
Votic	vot	voti1245	False	False	False	False	True
Vlax Romani	rmy	vlax1238	False	False	False	False	True
