Language	ISO 639-3	Glottocode	coordination	serial_verb	verb_serialization	yuxtaposition
Potawatomi	pot	pota1247	False	False	False	False
Portuguese	por	port1283	False	False	False	False
Pontic	pnt	pont1253	False	False	False	False
Polish	pol	poli1260	False	False	False	False
Polci	plj	polc1243	False	False	False	False
Polabian	pox	pola1255	False	False	False	False
Pohnpeian	pon	pohn1238	False	False	False	False
Plautdietsch	pdt	plau1238	False	False	False	False
Plateau Malagasy	plt	plat1254	False	False	False	False
Plains Cree	crk	plai1258	False	False	False	False
Pitcairn-Norfolk	pih	pitc1234	False	False	False	False
Pintupi-Luritja	piu	pint1250	False	False	False	False
Pintiini	pti	pint1251	False	False	False	False
Pimbwe	piw	pimb1238	False	False	False	False
Piemontese	pms	piem1238	False	False	False	False
Piaroa	pid	piar1243	False	False	False	False
Phrygian	xpg	phry1239	False	False	False	False
Phoenician	phn	phoe1239	False	False	False	False
Phake	phk	phak1238	False	False	False	False
Pfaelzisch	pfl	pala1330	False	False	False	False
Peñoles Mixtec	mil	peno1244	False	False	False	False
Penrhyn	pnh	penr1237	False	False	False	False
Pennsylvania German	pdc	penn1240	False	False	False	False
Pazeh	pzh	kulo1237	False	False	False	False
Pawnee	paw	pawn1254	False	False	False	False
Pass Valley Yali	yac	pass1247	False	False	False	False
Pará Arára	aap	para1310	False	False	False	False
Parachi	prc	para1299	False	False	False	False
Papiamento	pap	papi1253	False	False	False	False
Papar	dpp	papa1268	False	False	False	False
Paniya	pcg	pani1256	False	False	False	False
Pangwa Naga	nst	tase1235	False	False	False	False
Pamplona Atta	att	pamp1244	False	False	False	False
Pampanga	pam	pamp1243	False	False	False	False
Palikúr	plu	pali1279	False	False	False	False
Pali	pli	pali1273	False	False	False	False
Palauan	pau	pala1344	False	False	False	False
Palantla Chinantec	cpa	pala1351	False	False	False	False
Paiwan	pwn	paiw1248	False	False	False	False
Paisaci Prakrit	qpp	pais1238	False	False	False	False
Paipai	ppi	paip1241	False	False	False	False
Pahlavi	pal	pahl1241	False	False	False	False
Pacific Gulf Yupik	ems	paci1278	False	False	False	False
Pacaraos Quechua	qvp	paca1245	False	False	False	False
Pa'a	pqa	paaa1242	False	False	False	False
Ozolotepec Zapotec	zao	ozol1235	False	False	False	False
Oyda	oyd	oyda1235	False	False	False	False
Owa	stn	owaa1237	False	False	False	False
Ottawa	otw	otta1242	False	False	False	False
Otoro	otr	otor1240	False	False	False	False
Ostfränkisch	vmf	main1267	False	False	False	False
Oroko	bdu	orok1266	False	False	False	False
Oroha	ora	oroh1237	False	False	False	False
Oro Win	orw	orow1243	False	False	False	False
Ormu	orz	ormu1248	False	False	False	False
Orma	orc	orma1241	False	False	False	False
Oriya	ory	oriy1255	False	False	False	False
Onondaga	ono	onon1246	False	False	False	False
Ongota	bxe	bira1253	False	False	False	False
Omi	omi	omii1238	False	False	False	False
Omani Arabic	acx	oman1239	False	False	False	False
Olekha	ole	olek1239	False	False	False	False
Older Runic	NOCODE_Older-Runic	olde1239	False	False	False	False
Old Tamil	oty	oldt1248	False	False	False	False
Old Sabellic	qhr	sabe1248	False	False	False	False
Old Russian	orv	oldr1238	False	False	False	False
Old Prussian	prg	prus1238	False	False	False	False
Old Provençal	pro	oldp1253	False	False	False	False
Old Nubian	onw	oldn1245	False	False	False	False
Old Norse	non	oldn1244	False	False	False	False
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	False	False
Old Khmer	qok	oldk1249	False	False	False	False
Old Kannada	qkn	oldk1250	False	False	False	False
Old Japanese	ojp	oldj1239	False	False	False	False
Old High German (ca. 750-1050)	goh	oldh1241	False	False	False	False
Old Frisian	ofs	oldf1241	False	False	False	False
Old French (842-ca. 1400)	fro	oldf1239	False	False	False	False
Old English (ca. 450-1100)	ang	olde1238	False	False	False	False
Oku	oku	okuu1243	False	False	False	False
Okolie	oie	okol1243	False	False	False	False
Oki-No-Erabu	okn	okin1246	False	False	False	False
Okanagan	oka	okan1243	False	False	False	False
Oirad-Kalmyk-Darkhat	xal	kalm1243	False	False	False	False
Oinam	NOCODE_Oinam	-	False	False	False	False
Occitan	oci	occi1239	False	False	False	False
Nyoro	nyo	nyor1246	False	False	False	False
Nyishi-Hill Miri	njz	nyis1236	False	False	False	False
Nyigina	nyh	nyig1240	False	False	False	False
Nyanja	nya	nyan1308	False	False	False	False
Nyangumarta	nna	nyan1301	False	False	False	False
Nyangatom	nnj	nyan1315	False	False	False	False
Nyam	nmi	nyam1285	False	False	False	False
Nyali	nlj	nyal1250	False	False	False	False
Nyahkur	cbn	nyah1250	False	False	False	False
Nyaheun	nev	nyah1249	False	False	False	False
Nuu-chah-nulth	nuk	nuuc1236	False	False	False	False
Nuristani Kalasha	wbk	waig1243	False	False	False	False
Nung (Viet Nam)	nut	nung1283	False	False	False	False
Nukuoro	nkr	nuku1260	False	False	False	False
Nugunu (Cameroon)	yas	nugu1242	False	False	False	False
Nuer	nus	nuer1246	False	False	False	False
Nsong-Mpiin	soo	song1299	False	False	False	False
Nsenga	nse	nsen1242	False	False	False	False
Nottoway	ntw	nott1246	False	False	False	False
Norwegian	nor	norw1258	False	False	False	False
Northwestern Lingala	NOCODE_Northwestern-Lingala	nort3345	False	False	False	False
Northwest Sahaptin	yak	yaki1237	False	False	False	False
Northwest Maidu	mjd	nort2951	False	False	False	False
Northwest Gbaya	gya	nort2775	False	False	False	False
Northern Uzbek	uzn	nort2690	False	False	False	False
Northern Tosk Albanian	als	tosk1239	False	False	False	False
Northern Thai	nod	nort2740	False	False	False	False
Northern Straits Salish	str	stra1244	False	False	False	False
Northern Puebla Nahuatl	ncj	nort2957	False	False	False	False
Northern Pashto	pbu	nort2646	False	False	False	False
Northern Lushootseed	lut	lush1252	False	False	False	False
Northern Luri	lrc	nort2645	False	False	False	False
Northern Kurdish	kmr	nort2641	False	False	False	False
Northern Khmer	kxm	nort2684	False	False	False	False
Northern Jinghpaw	sgp	sing1264	False	False	False	False
Northern Inland Yuin	NOCODE_Northern-Inland-Yuin	nort2760	False	False	False	False
Northern Haida	hdn	nort2938	False	False	False	False
Northern Gumuz	guk	gumu1244	False	False	False	False
Northern Gondi	gno	nort2702	False	False	False	False
Northern Frisian	frr	nort2626	False	False	False	False
Northern East Cree	crl	nort1552	False	False	False	False
Northern Conchucos Ancash Quechua	qxn	nort2979	False	False	False	False
Northern Amami-Oshima	ryn	nort2935	False	False	False	False
Northeast Maidu	nmu	nort2952	False	False	False	False
North Tairora	tbg	nort2920	False	False	False	False
North Slavey	scs	nort2942	False	False	False	False
North Moluccan Malay	max	nort2828	False	False	False	False
North Mesopotamian Arabic	ayp	nort3142	False	False	False	False
North Levantine Arabic	apc	nort3139	False	False	False	False
North Efate	llp	nort2836	False	False	False	False
North Azerbaijani	azj	nort2697	False	False	False	False
North Alaskan Inupiatun	esi	nort2943	False	False	False	False
Nomaande	lem	noma1260	False	False	False	False
Nokuku	nkk	noku1237	False	False	False	False
Nkonya	nko	nkon1248	False	False	False	False
Nkem-Nkum	isi	nkem1242	False	False	False	False
Njerep	njr	njer1242	False	False	False	False
Njebi	nzb	njeb1242	False	False	False	False
Niuean	niu	niue1239	False	False	False	False
Nisenan	nsz	nise1244	False	False	False	False
Nimboran	nir	nucl1633	False	False	False	False
Nimadi	noe	nima1243	False	False	False	False
Nilamba	nim	nila1242	False	False	False	False
Nihali	nll	niha1238	False	False	False	False
Nhengatu	yrl	nhen1239	False	False	False	False
Ngäbere	gym	ngab1239	False	False	False	False
Ngwe	nwe	ngwe1238	False	False	False	False
Ngkâlmpw Kanum	kcd	ngka1235	False	False	False	False
Ngie	ngj	ngie1242	False	False	False	False
Ngbaka Minagende	nga	ngba1285	False	False	False	False
Ngarluma	nrl	ngar1287	False	False	False	False
Ngamo	nbh	ngam1282	False	False	False	False
Ngadjunmaya	nju	ngad1258	False	False	False	False
Ngaanyatjarra	ntj	ngaa1240	False	False	False	False
Nez Perce	nez	nezp1238	False	False	False	False
Nepali	npi	nepa1254	False	False	False	False
Neo-Mandaic	mid	nucl1706	False	False	False	False
Nengone	nen	neng1238	False	False	False	False
Nen	nqn	nenn1238	False	False	False	False
Negeri Sembilan Malay	zmi	nege1240	False	False	False	False
Ndonga	ndo	ndon1254	False	False	False	False
Ndau	ndc	ndau1241	False	False	False	False
Ndamba	ndj	ndam1239	False	False	False	False
Nayi	noz	nayi1243	False	False	False	False
Navajo	nav	nava1243	False	False	False	False
Nauru	nau	naur1243	False	False	False	False
Nati	NOCODE_Nati	nati1244	False	False	False	False
Natchez	ncz	natc1249	False	False	False	False
Narrinyeri	nay	narr1259	False	False	False	False
Naro	nhr	naro1249	False	False	False	False
Narim	loh	nari1240	False	False	False	False
Nara	nrb	nara1262	False	False	False	False
Nar Phu	npa	narp1239	False	False	False	False
Nanai	gld	nana1257	False	False	False	False
Najdi Arabic	ars	najd1235	False	False	False	False
Naga Pidgin	nag	naga1394	False	False	False	False
Naasioi	nas	naas1242	False	False	False	False
Na	nbt	naaa1245	False	False	False	False
Mün Chin	mwq	munc1235	False	False	False	False
Mískito	miq	misk1235	False	False	False	False
Máku	xak	maku1246	False	False	False	False
Myene	mye	myen1241	False	False	False	False
Mycenaean Greek	gmy	myce1241	False	False	False	False
Mwani	wmw	mwan1247	False	False	False	False
Mwan	moa	mwan1250	False	False	False	False
Mwakai	mgt	mong1344	False	False	False	False
Muyuw	myw	muyu1244	False	False	False	False
Mutsun	css	muts1243	False	False	False	False
Muthuvan	muv	muth1236	False	False	False	False
Musom	msu	muso1238	False	False	False	False
Murle	mur	murl1244	False	False	False	False
Muong	mtq	muon1246	False	False	False	False
Munsee	umu	muns1251	False	False	False	False
Mungaka	mhk	mung1266	False	False	False	False
Mumuye	mzm	nucl1240	False	False	False	False
Mufian	aoj	mufi1238	False	False	False	False
Mudhili Gadaba	gau	mudh1235	False	False	False	False
Mro Chin	cmr	mroc1235	False	False	False	False
Mpongmpong	mgg	mpon1254	False	False	False	False
Mpi	mpz	mpii1239	False	False	False	False
Movono	tgp	tang1347	False	False	False	False
Mota	mtt	mota1237	False	False	False	False
Mossi	mos	moss1236	False	False	False	False
Moselle Franconian	ltz	luxe1241	False	False	False	False
Moroccan Arabic	ary	moro1292	False	False	False	False
Moro	mor	moro1285	False	False	False	False
Morisyen	mfe	mori1278	False	False	False	False
Mori Bawah	xmz	mori1268	False	False	False	False
Morelos Nahuatl	nhm	more1259	False	False	False	False
Mor (Mor Islands)	mhz	morm1235	False	False	False	False
Moose Cree	crm	moos1236	False	False	False	False
Moni	mnz	moni1261	False	False	False	False
Mongolia Buriat	bxm	mong1330	False	False	False	False
Mongo	lol	mong1338	False	False	False	False
Moklen	mkm	mokl1243	False	False	False	False
Mohegan-Montauk-Narragansett	mof	mohe1244	False	False	False	False
Mogholi	mhj	mogh1245	False	False	False	False
Mochica	omc	moch1259	False	False	False	False
Mlahsô	lhs	mlah1239	False	False	False	False
Mizo	lus	lush1249	False	False	False	False
Mixtepec Zapotec	zpm	mixt1426	False	False	False	False
Mitla Zapotec	zaw	mitl1236	False	False	False	False
Mising-Padam-Miri-Minyong	mrg	misi1242	False	False	False	False
Misima-Paneati	mpx	misi1243	False	False	False	False
Miship	mjs	mish1244	False	False	False	False
Miriwung	mep	miri1266	False	False	False	False
Mirandese	mwl	mira1251	False	False	False	False
Min Nan Chinese	nan	minn1241	False	False	False	False
Miluk	iml	milu1241	False	False	False	False
Millcayac	NOCODE_Millcayac	mill1237	False	False	False	False
Mikasuki	mik	mika1239	False	False	False	False
Middle High German	gmh	midd1343	False	False	False	False
Miami	mia	miam1252	False	False	False	False
Mi'kmaq	mic	mikm1235	False	False	False	False
Mezquital Otomi	ote	mezq1235	False	False	False	False
Mewati	wtm	mewa1250	False	False	False	False
Meta'	mgo	meta1238	False	False	False	False
Meskwaki	sac	mesk1242	False	False	False	False
Mescalero-Chiricahua Apache	apm	mesc1238	False	False	False	False
Mesaka	iyo	mesa1245	False	False	False	False
Meru	mer	meru1245	False	False	False	False
Meriam	ulk	meri1244	False	False	False	False
Mende (Sierra Leone)	men	mend1266	False	False	False	False
Melpa	med	melp1238	False	False	False	False
Mele-Fila	mxe	mele1250	False	False	False	False
Mehri	gdq	mehr1241	False	False	False	False
Mednyj Aleut	mud	medn1235	False	False	False	False
Me'en	mym	meen1242	False	False	False	False
Mbukushu	mhw	mbuk1240	False	False	False	False
Mbuko	mqb	mbuk1243	False	False	False	False
Mbugwe	mgz	mbug1242	False	False	False	False
Mbugu	mhd	mbug1240	False	False	False	False
Mbosi	mdw	mbos1242	False	False	False	False
Mbere-Mbamba	mdt	mber1257	False	False	False	False
Mbe	mfo	mbee1249	False	False	False	False
Mbabaram	vmb	mbab1239	False	False	False	False
Mazanderani	mzn	maza1291	False	False	False	False
Matumbi	mgw	matu1259	False	False	False	False
Mattole	mvb	matt1238	False	False	False	False
Matigsalug Manobo	mbt	mati1250	False	False	False	False
Masai	mas	masa1300	False	False	False	False
Masaaba	myx	masa1299	False	False	False	False
Maru	mhx	maru1249	False	False	False	False
Marshallese	mah	mars1254	False	False	False	False
Marori	mok	moro1289	False	False	False	False
Maring	mbw	mari1435	False	False	False	False
Marik	dad	mari1428	False	False	False	False
Marathi	mar	mara1378	False	False	False	False
Maranunggu	zmr	mara1386	False	False	False	False
Maranao	mrw	mara1404	False	False	False	False
Maraghei	vmh	mara1373	False	False	False	False
Mara Chin	mrh	mara1382	False	False	False	False
Mar Paharia of Dumka	mkb	malp1246	False	False	False	False
Mape	mlh	mape1249	False	False	False	False
Maori	mri	maor1246	False	False	False	False
Manyika	mxc	many1258	False	False	False	False
Manx	glv	manx1243	False	False	False	False
Mansaka	msk	mans1262	False	False	False	False
Manipuri	mni	mani1292	False	False	False	False
Mangbetu	mdj	mang1394	False	False	False	False
Mandinka	mnk	mand1436	False	False	False	False
Mandeali	mjl	mand1409	False	False	False	False
Mandari	mqu	mand1425	False	False	False	False
Manda (India)	mha	mand1413	False	False	False	False
Manchu	mnc	manc1252	False	False	False	False
Manam	mva	mana1295	False	False	False	False
Mampruli	maw	mamp1244	False	False	False	False
Mambwe-Lungu	mgr	mamb1296	False	False	False	False
Mambae	mgm	mamb1306	False	False	False	False
Mam	mam	mamm1241	False	False	False	False
Malua Bay	mll	malu1245	False	False	False	False
Maltese	mlt	malt1254	False	False	False	False
Malgana	vml	malg1242	False	False	False	False
Malecite-Passamaquoddy	pqm	male1292	False	False	False	False
Malba Birifor	bfo	malb1235	False	False	False	False
Malayalam	mal	mala1464	False	False	False	False
Malawi Lomwe	lon	mala1256	False	False	False	False
Malaweg	NOCODE_Malaweg	mala1534	False	False	False	False
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	mala1544	False	False	False	False
Maku'a	lva	maku1277	False	False	False	False
Makonde	kde	mako1251	False	False	False	False
Makhuwa-Meetto	mgh	makh1261	False	False	False	False
Makhuwa	vmw	makh1264	False	False	False	False
Makasar	mak	maka1311	False	False	False	False
Makaa	mcp	maka1304	False	False	False	False
Mak (China)	mkg	makc1235	False	False	False	False
Majang	mpe	maja1242	False	False	False	False
Maithili	mai	mait1250	False	False	False	False
Mahasu Pahari	bfz	maha1287	False	False	False	False
Maharastri Prakrit	pmh	maha1305	False	False	False	False
Maguindanao	mdh	magu1243	False	False	False	False
Magahi	mag	maga1260	False	False	False	False
Mag-Anchi Ayta	sgb	maga1263	False	False	False	False
Madngele	zml	madn1237	False	False	False	False
Machinga	mvw	mach1265	False	False	False	False
Macedonian	mkd	mace1250	False	False	False	False
Macanese	mzs	maca1262	False	False	False	False
Mabaale	mmz	maba1270	False	False	False	False
Maay	ymm	maay1238	False	False	False	False
Maasina Fulfulde	ffm	maas1239	False	False	False	False
Ma'di	mhi	madi1260	False	False	False	False
Lydian	xld	lydi1241	False	False	False	False
Lycian A	xlc	lyci1241	False	False	False	False
Luyi	lyn	luya1241	False	False	False	False
Luvale	lue	luva1239	False	False	False	False
Luo (Kenya and Tanzania)	luo	luok1236	False	False	False	False
Luna	luj	luna1244	False	False	False	False
Luba-Lulua	lua	luba1249	False	False	False	False
Luba-Katanga	lub	luba1250	False	False	False	False
Luangiua	ojv	onto1237	False	False	False	False
Lozi	loz	lozi1239	False	False	False	False
Lower-Nosop	nsb	lowe1407	False	False	False	False
Lower Tanana	taa	lowe1425	False	False	False	False
Lower Riverland	NOCODE_Lower-Riverland	lowe1402	False	False	False	False
Lotha Naga	njh	loth1237	False	False	False	False
Loma (Liberia)	lom	loma1260	False	False	False	False
Lolak	llq	lola1250	False	False	False	False
Loko	lok	loko1255	False	False	False	False
Logo	log	logo1259	False	False	False	False
Lodhi	lbm	lodh1246	False	False	False	False
Lithuanian	lit	lith1251	False	False	False	False
Lisu	lis	lisu1250	False	False	False	False
Linngithigh	lnj	leni1238	False	False	False	False
Lingala	lin	ling1263	False	False	False	False
Limos Kalinga	kmk	limo1248	False	False	False	False
Limilngan	lmc	nucl1327	False	False	False	False
Limbum	lmp	limb1268	False	False	False	False
Lijili	mgi	liji1238	False	False	False	False
Ligurian	lij	ligu1248	False	False	False	False
Ligbi	lig	ligb1244	False	False	False	False
Libyan Arabic	ayl	liby1240	False	False	False	False
Libinza	liz	libi1244	False	False	False	False
Liberia Kpelle	xpe	libe1247	False	False	False	False
Liangmai Naga	njn	lian1251	False	False	False	False
Lese	les	lese1243	False	False	False	False
Lepcha	lep	lepc1244	False	False	False	False
Lenje	leh	lenj1248	False	False	False	False
Lendu	led	lend1245	False	False	False	False
Lemeting	beg	bela1260	False	False	False	False
Lega-Shabunda	lea	lega1249	False	False	False	False
Lega-Mwenga	lgm	lega1250	False	False	False	False
Leco	lec	leco1242	False	False	False	False
Lealao Chinantec	cle	leal1235	False	False	False	False
Laz	lzz	lazz1240	False	False	False	False
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	False	False	False	False
Lau	llu	lauu1247	False	False	False	False
Latvian	lav	latv1249	False	False	False	False
Latin	lat	lati1261	False	False	False	False
Late Palestinian Aramaic	NOCODE_Late-Palestinian-Aramaic	late1255	False	False	False	False
Late Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	midd1350	False	False	False	False
Lardil	lbz	lard1243	False	False	False	False
Laragia	lrg	lara1258	False	False	False	False
Lamnso'	lns	lamn1239	False	False	False	False
Lamjung-Melamchi Yolmo	scp	hela1238	False	False	False	False
Lamboya	lmy	lamb1273	False	False	False	False
Lama (Togo)	las	lama1275	False	False	False	False
Lala-Bisa	leb	lala1264	False	False	False	False
Lakota	lkt	lako1247	False	False	False	False
Lake Miwok	lmw	lake1258	False	False	False	False
Lak	lbe	lakk1252	False	False	False	False
Laiyolo	lji	laiy1246	False	False	False	False
Ladino	lad	ladi1251	False	False	False	False
Ladin	lld	ladi1250	False	False	False	False
Lacandon	lac	laca1243	False	False	False	False
Kyaka	kyc	kyak1244	False	False	False	False
Kwoma	kmo	kwom1262	False	False	False	False
Kwini	gww	kwin1241	False	False	False	False
Kwerba	kwe	nucl1595	False	False	False	False
Kwaya	kya	kway1241	False	False	False	False
Kwama	kmq	kwam1249	False	False	False	False
Kven Finnish	fkv	kven1236	False	False	False	False
Kuvi	kxv	kuvi1243	False	False	False	False
Kutenai	kut	kute1249	False	False	False	False
Kurukh	kru	kuru1301	False	False	False	False
Kupia	key	kupi1238	False	False	False	False
Kuni-Boazi	kvg	kuni1265	False	False	False	False
Kung	kfl	kung1260	False	False	False	False
Kunama	kun	kuna1268	False	False	False	False
Kumbainggar	kgs	kumb1268	False	False	False	False
Kuman	kue	kuma1280	False	False	False	False
Kumam	kdi	kuma1275	False	False	False	False
Kulungtfu-Yuanggeng-Tobo	kgf	kube1244	False	False	False	False
Kullu Pahari	kfx	kull1236	False	False	False	False
Kuku-Muminh	xmh	kuku1283	False	False	False	False
Kuku	ukv	kuku1285	False	False	False	False
Kui (India)	kxu	kuii1252	False	False	False	False
Kubachi	ugh	kuba1248	False	False	False	False
Kriol	rop	krio1252	False	False	False	False
Kpan	kpk	kpan1246	False	False	False	False
Koyukon	koy	koyu1237	False	False	False	False
Koya	kff	koya1251	False	False	False	False
Koy Sanjaq Jewish Neo-Aramaic	kqd	koys1242	False	False	False	False
Kotia-Adivasi Oriya-Desiya	ort	adiv1239	False	False	False	False
Koti	eko	koti1238	False	False	False	False
Kosraean	kos	kosr1238	False	False	False	False
Korku	kfq	kork1243	False	False	False	False
Koorete	kqy	koor1239	False	False	False	False
Konzo	koo	konz1239	False	False	False	False
Konyak Naga	nbe	kony1248	False	False	False	False
Konkan Marathi	knn	konk1267	False	False	False	False
Komo (Sudan)	xom	komo1258	False	False	False	False
Komo (Democratic Republic of Congo)	kmw	komo1260	False	False	False	False
Kom (India)	kmm	komi1270	False	False	False	False
Kom (Cameroon)	bkm	komc1235	False	False	False	False
Koko Dhawa	NOCODE_Koko-Dhawa	koko1272	False	False	False	False
Kok-Nar	gko	kokn1236	False	False	False	False
Kok Borok	trp	kokb1239	False	False	False	False
Koireng	nkd	koir1240	False	False	False	False
Kohumono	bcs	kohu1244	False	False	False	False
Kohistani Shina	plk	kohi1248	False	False	False	False
Kofyar	kwl	kofy1242	False	False	False	False
Kodava	kfa	koda1255	False	False	False	False
Koda	cdz	koda1236	False	False	False	False
Koasati	cku	koas1236	False	False	False	False
Kman	mxj	miju1243	False	False	False	False
Klao	klu	klao1243	False	False	False	False
Klamath-Modoc	kla	klam1254	False	False	False	False
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	False	False	False
Kitja	gia	kitj1240	False	False	False	False
Kitan	zkt	kita1247	False	False	False	False
Kistane	gru	kist1241	False	False	False	False
Kirghiz	kir	kirg1245	False	False	False	False
Kire	geb	kire1240	False	False	False	False
Kipchak Urum	uum	urum1249	False	False	False	False
Kinnauri	kfk	kinn1249	False	False	False	False
Kilivila	kij	kili1267	False	False	False	False
Kikuyu	kik	kiku1240	False	False	False	False
Kickapoo	kic	kick1244	False	False	False	False
Khün	kkh	khun1259	False	False	False	False
Khwarezmian	xco	khwa1238	False	False	False	False
Khowar	khw	khow1242	False	False	False	False
Khotanese	kho	khot1251	False	False	False	False
Khoresh-e Rostam	okh	kore1279	False	False	False	False
Khorasan Arabic	NOCODE_Khorasan-Arabic	khor1274	False	False	False	False
Kho'ini	xkc	khoi1250	False	False	False	False
Khezha Naga	nkh	khez1235	False	False	False	False
Khengkha	xkf	khen1241	False	False	False	False
Kharia	khr	khar1287	False	False	False	False
Kharia Thar	ksy	khar1283	False	False	False	False
Khandesi	khn	khan1272	False	False	False	False
Khamti	kht	kham1290	False	False	False	False
Khamnigan Mongol	NOCODE_Khamnigan-Mongol	kham1281	False	False	False	False
Khamba	kbg	kham1283	False	False	False	False
Khaling	klr	khal1275	False	False	False	False
Kerinci	kvr	keri1250	False	False	False	False
Kensiu	kns	kens1248	False	False	False	False
Kendayan-Belangin	knx	kend1254	False	False	False	False
Kemtuik	kmt	kemt1242	False	False	False	False
Kemak	kem	kema1243	False	False	False	False
Keley-i Kallahan	ify	kele1259	False	False	False	False
Kele-Foma	khy	kele1255	False	False	False	False
Kelantan-Pattani Malay	mfa	patt1249	False	False	False	False
Kekchí	kek	kekc1242	False	False	False	False
Keerak	hhr	kera1248	False	False	False	False
Kedang	ksx	keda1252	False	False	False	False
Keapara	khz	keap1239	False	False	False	False
Kazym-Berezover-Suryskarer Khanty	kca	khan1273	False	False	False	False
Kazakh	kaz	kaza1248	False	False	False	False
Kaytetye	gbb	kayt1238	False	False	False	False
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	False	False	False	False
Kavir	NOCODE_Kavir	kavi1234	False	False	False	False
Kaurna	zku	kaur1267	False	False	False	False
Katë	bsh	kati1270	False	False	False	False
Kato	ktw	kato1244	False	False	False	False
Katkari	kfu	katk1238	False	False	False	False
Kashaya	kju	kash1280	False	False	False	False
Kasem	xsm	kase1253	False	False	False	False
Karok	kyh	karo1304	False	False	False	False
Karo (Ethiopia)	kxh	karo1297	False	False	False	False
Kariyarra	vka	kari1304	False	False	False	False
Karingani	kgn	kari1303	False	False	False	False
Kari	kbj	kari1306	False	False	False	False
Karankawa	zkk	kara1289	False	False	False	False
Karajá	kpj	kara1500	False	False	False	False
Kara (Papua New Guinea)	leu	kara1486	False	False	False	False
Kapingamarangi	kpg	kapi1249	False	False	False	False
Kaonde	kqn	kaon1241	False	False	False	False
Kansa	ksk	kans1243	False	False	False	False
Kannada	kan	nucl1305	False	False	False	False
Kankanaey	kne	kank1243	False	False	False	False
Kanite	kmu	kani1286	False	False	False	False
Kaningdon-Nindem	kdp	kani1277	False	False	False	False
Kanikkaran	kev	kani1275	False	False	False	False
Kanembu	kbl	kane1243	False	False	False	False
Kamula	xla	kamu1260	False	False	False	False
Kami (Tanzania)	kcu	kami1256	False	False	False	False
Kamba (Kenya)	kam	kamb1297	False	False	False	False
Kamasau	kms	kama1367	False	False	False	False
Kamas-Koibal	xas	kama1351	False	False	False	False
Kamara	jmr	kama1357	False	False	False	False
Kalo Finnish Romani	rmf	kalo1256	False	False	False	False
Kalkoti	xka	kalk1245	False	False	False	False
Kalasha	kls	kala1372	False	False	False	False
Kalami	gwc	kala1373	False	False	False	False
Kalam	kmh	kala1397	False	False	False	False
Kala Lagaw Ya	mwp	kala1377	False	False	False	False
Kajkavian	kjv	kajk1237	False	False	False	False
Kajali	xkj	kaja1247	False	False	False	False
Kaiwá	kgk	kaiw1246	False	False	False	False
Kahua	agw	kahu1241	False	False	False	False
Kadazan Dusun	dtp	cent2100	False	False	False	False
Kacipo-Balesi	koe	kaci1244	False	False	False	False
Kachari	xac	kach1279	False	False	False	False
Kabyle	kab	kaby1243	False	False	False	False
Kabikabi	gbw	kabi1260	False	False	False	False
K'iche'	quc	kich1262	False	False	False	False
Jumjum	jum	jumj1238	False	False	False	False
Jukun Takum	jbu	juku1254	False	False	False	False
Judeo-Yemeni Arabic	jye	jude1267	False	False	False	False
Judeo-Persian	jpr	jude1257	False	False	False	False
Judeo-Moroccan Arabic	aju	jude1265	False	False	False	False
Judeo-Iraqi Arabic	yhd	jude1266	False	False	False	False
Juang	jun	juan1238	False	False	False	False
Jita	jit	jita1239	False	False	False	False
Jina	jia	jina1244	False	False	False	False
Jicarilla Apache	apj	jica1244	False	False	False	False
Jerung	jee	jeru1240	False	False	False	False
Jennu Kurumba	xuj	jenn1240	False	False	False	False
Jejueo	jje	jeju1234	False	False	False	False
Jedek	NOCODE_Jedek	jede1239	False	False	False	False
Javanese	jav	java1254	False	False	False	False
Jaunsari	jns	jaun1243	False	False	False	False
Jaminjung-Ngaliwurru	djd	djam1255	False	False	False	False
Jamamadí	jaa	jama1261	False	False	False	False
Jah Hut	jah	jahh1242	False	False	False	False
Izon	ijc	izon1238	False	False	False	False
Izere	izr	izer1241	False	False	False	False
Ixtenco Otomi	otz	ixte1237	False	False	False	False
Ixil	ixl	ixil1251	False	False	False	False
Iwam	iwm	iwam1256	False	False	False	False
Itonama	ito	iton1250	False	False	False	False
Itbayat	ivv	ivat1242	False	False	False	False
Itawit	itv	itaw1240	False	False	False	False
Italian	ita	ital1282	False	False	False	False
Isu (Fako Division)	szv	isuf1235	False	False	False	False
Istro Romanian	ruo	istr1245	False	False	False	False
Isthmus-Mecayapan Nahuatl	nhx	isth1242	False	False	False	False
Isnag	isd	isna1241	False	False	False	False
Island Carib	crb	isla1278	False	False	False	False
Isirawa	srl	isir1237	False	False	False	False
Isimjeega-Rootigaanga	NOCODE_Isimjeega	isim1234	False	False	False	False
Irántxe-Münkü	irn	iran1263	False	False	False	False
Irula of the Nilagiri	iru	irul1243	False	False	False	False
Irish	gle	iris1253	False	False	False	False
Irarutu	irh	irar1238	False	False	False	False
Iquito	iqu	iqui1243	False	False	False	False
