Language	ISO 639-3	Glottocode	coordination	serial_verb	verb_serialization	yuxtaposition
Tanudan Kalinga	kml	lowe1412	True	False	False	False
Tangut	txg	tang1334	False	True	False	False
Tanacross	tcb	tana1290	True	False	False	False
Tamasheq	taq	tama1365	True	False	False	False
Takia	tbc	taki1248	False	False	True	False
Takestani	tks	take1255	False	False	False	True
Tairuma	uar	tair1256	False	True	False	False
Tai Laing	tjl	tail1248	False	True	False	False
Tagin	tgj	tagi1241	False	False	False	True
Tagdal	tda	tagd1238	True	False	False	False
T'apo	lgn	opuu1239	False	True	False	False
Sìcìté Sénoufo	sep	sici1249	False	True	False	False
Sylheti	syl	sylh1242	True	False	False	False
Swedish	swe	swed1254	True	False	False	False
Svan	sva	svan1243	False	False	False	True
Surigaonon	sgd	suri1273	False	False	False	True
Surgut Khanty	NOCODE_Surgut-Khanty	surg1248	False	False	False	True
Sunwar	suz	sunw1242	True	False	False	False
Sundanese	sun	sund1252	True	False	False	False
Sumi Naga	nsm	sumi1235	True	False	False	False
Sumbawa	smw	sumb1241	True	False	False	False
Sumayela Ndebele	NOCODE_Sumayela-Ndebele	sout2808	False	False	False	True
Sula	szn	sula1248	False	True	False	False
Suena	sue	suen1241	True	False	False	False
Sud Oranais-Gourara	grr	tazn1238	True	False	False	False
Suba	sxb	suba1238	True	False	False	False
Suabo	szp	suab1238	True	False	False	False
Standard Indonesian	ind	indo1316	True	False	False	False
Sri Lanka Malay	sci	sril1245	False	True	False	False
Spiti Bhoti	spt	spit1240	False	False	False	True
Southwest Tanna	nwi	sout2869	True	False	False	False
Southern Tiwa	tix	sout2961	True	False	False	False
Southern Sierra Miwok	skd	sout2985	False	False	False	True
Southern Pashto	pbt	sout2649	True	False	False	False
Southern Dong	kmc	sout2741	False	True	False	False
Southern Bobo Madaré	bwq	sout2840	False	False	False	True
Southern Bai	bfs	sout2730	False	False	False	True
Southern Alta	agy	sout2905	True	False	False	False
South-Eastern Ju	ktz	juho1239	False	True	False	False
South Bolivian Quechua	quh	sout2991	True	False	False	False
Sora	srb	sora1254	True	False	False	False
Soqotri	sqt	soqo1240	True	False	False	False
Sipacapense	qum	sipa1247	True	False	False	False
Sinhala	sin	sinh1246	True	False	False	False
Sindhi	snd	sind1272	True	False	False	False
Silt'e	stv	silt1240	True	False	False	False
Sikkimese	sip	sikk1242	True	False	False	False
Sikaiana	sky	sika1261	False	False	False	True
Sidamo	sid	sida1246	True	False	False	False
Sichuan Yi	iii	sich1238	False	True	False	False
Shwe Palaung	pll	shwe1236	True	False	False	False
Shuswap	shs	shus1248	True	False	False	False
Shoshoni	shh	shos1248	True	False	False	False
Shixing	sxg	shix1238	False	False	False	True
Sherdukpen	sdp	sher1257	True	False	False	False
Shawnee	sjw	shaw1249	False	False	False	True
Shawi	cbt	chay1248	False	True	False	False
Shasta	sht	shas1239	False	False	False	True
Serrano	ser	serr1255	True	False	False	False
Seri	sei	seri1257	False	False	False	True
Sentani	set	nucl1632	False	False	False	True
Senhaja De Srair	sjs	senh1238	True	False	False	False
Semaq Beri	szc	sema1265	True	False	False	False
Selk'nam	ona	onaa1245	True	False	False	False
Selepet	spl	sele1250	True	False	False	False
Selayar	sly	sela1260	False	False	False	True
Seke (Nepal)	skj	seke1240	False	True	False	False
Sayula Popoluca	pos	sayu1241	True	False	False	False
Sarangani Manobo	mbs	sara1327	True	False	False	False
Sapuan	spu	sapu1248	False	True	False	False
Santa María Quiegolani Zapotec	zpi	sant1451	True	False	False	False
Sanskrit	san	sans1269	True	False	False	False
Sangtam Naga	nsa	sang1321	False	True	False	False
Sango	sag	sang1328	False	False	False	True
Sanaani Arabic	ayn	sana1295	True	False	False	False
San Martín Quechua	qvs	sanm1289	True	False	False	False
San Francisco del Mar Huave	hue	sanf1258	False	False	False	True
San Blas Kuna	cuk	sanb1242	True	False	False	False
San Andres Creole English	icr	sana1297	False	True	False	False
Samaritan	smp	sama1313	False	False	False	True
Salt-Yui	sll	salt1242	True	False	False	False
Salinan	sln	sali1253	False	False	False	True
Sakizaya	szy	saki1247	True	False	False	False
Sakao	sku	saka1289	True	False	False	False
Safeyoka	apz	safe1240	False	False	False	True
Sabaic	xsa	saba1279	True	False	False	False
Sa	sax	saaa1241	False	False	False	True
Ruund	rnd	ruun1238	True	False	False	False
Russia Buriat	bxr	russ1264	True	False	False	False
Rundi	run	rund1242	True	False	False	False
Rumu	klq	rumu1243	False	True	False	False
Rotuman	rtm	rotu1241	True	False	False	False
Rotokas	roo	roto1249	True	False	False	False
Romanian	ron	roma1327	True	False	False	False
Ritarungo	rit	rita1239	False	False	False	True
Rio Grande Tewa	tew	tewa1260	False	False	False	True
Reta	ret	rett1240	False	True	False	False
Rennell-Bellona	mnv	renn1242	False	False	False	True
Rawat	jnl	rawa1264	False	False	False	True
Rawang	raw	rawa1265	False	False	False	True
Raute	rau	raut1239	True	False	False	False
Rangkas	rgk	rang1266	False	False	False	True
Rana Tharu	thr	rana1246	True	False	False	False
Rakahanga-Manihiki	rkh	raka1237	True	False	False	False
Qimant	ahg	qima1242	False	False	False	True
Pökoot	pko	poko1263	False	False	False	True
Páez	pbb	paez1247	False	False	False	True
Purepecha	tsz	pure1242	False	False	False	True
Puluwatese	puw	pulu1242	True	False	False	False
Pular	fuf	pula1262	False	False	False	True
Psikye	kvj	psik1239	False	False	False	True
Prai	prt	phai1238	False	False	True	False
Poqomchi'	poh	poqo1254	True	False	False	False
Poqomam	poc	poqo1253	False	False	False	True
Pondi	lnm	lang1328	True	False	False	False
Pitta Pitta	pit	pitt1247	True	False	False	False
Piscataway	psy	pisc1239	True	False	False	False
Pipil	ppl	pipi1250	True	False	False	False
Pinotepa Nacional Mixtec	mio	pino1237	False	False	False	True
Picuris Northern Tiwa	NOCODE_Picuris-Northern-Tiwa	picu1248	True	False	False	False
Phong-Kniang	pnx	phon1246	False	False	False	True
Phom Naga	nph	phom1236	False	True	False	False
Peripheral Mongolian	mvf	peri1253	True	False	False	False
Pengo	peg	peng1244	False	False	False	True
Pele-Ata	ata	pele1245	False	True	False	False
Pedi	nso	pedi1238	False	False	False	True
Pech	pay	pech1241	False	True	False	False
Patep	ptp	pate1247	False	False	False	True
Panytyima	pnw	pany1241	False	False	False	True
Pangasinan	pag	pang1290	True	False	False	False
Panare	pbh	enap1235	True	False	False	False
Panamint	par	pana1305	True	False	False	False
Paite Chin	pck	pait1244	False	False	False	True
Pahari Newari	phj	paha1257	True	False	False	False
Pagibete	pae	pagi1243	True	False	False	False
Otuho	lot	otuh1238	False	False	False	True
Ot Danum	otd	otda1235	False	True	False	False
Osage	osa	osag1243	False	False	False	True
Orya	ury	orya1242	False	True	False	False
Orokaiva	okv	orok1269	True	False	False	False
Orok	oaa	orok1265	False	False	False	True
Ormuri	oru	ormu1247	False	False	False	True
Oneida	one	onei1249	False	False	False	True
Omaha-Ponca	oma	omah1247	True	False	False	False
Old Welsh	owl	oldw1239	True	False	False	False
Old Uighur	oui	oldu1238	True	False	False	False
Old Telugu	NOCODE_Old-Telugu	oldt1249	False	True	False	False
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	True	False	False	False
Old Marathi	omr	oldm1244	False	False	False	True
Old Georgian	oge	oldg1234	True	False	False	False
Okiek	oki	okie1245	True	False	False	False
Ogbia	ogb	ogbi1239	False	True	False	False
Obolo	ann	obol1243	False	True	False	False
N||ng	ngh	nngg1234	False	False	False	True
Nzanyi	nja	nzan1240	True	False	False	False
Nyunga	nys	nyun1247	True	False	False	False
Nyiyaparli	xny	nija1241	False	False	False	True
Nyawaygi	nyt	nyaw1247	True	False	False	False
Nyaturu	rim	nyat1246	False	False	False	True
Nyankole	nyn	nyan1307	True	False	False	False
Nyang'i	nyp	nyan1313	False	False	False	True
Nyamwezi	nym	nyam1276	False	False	False	True
Nyambo	now	nyam1277	True	False	False	False
Nupe-Nupe-Tako	nup	nupe1254	False	True	False	False
Nungali	nug	nung1291	True	False	False	False
Nung (Myanmar)	nun	nung1282	False	False	False	True
Notsi	ncf	nots1237	True	False	False	False
Northwest Alaska Inupiatun	esk	nort2945	True	False	False	False
Northern Tshwa	hio	tsoa1238	False	False	False	True
Northern Tepehuan	ntp	nort2959	False	False	False	True
Northern Sami	sme	nort2671	True	False	False	False
Northern Roglai	rog	nort2994	False	False	False	True
Northern Pomo	pej	nort2966	False	False	False	True
Northern Pame	pmq	nort2984	True	False	False	False
Northern One	onr	nort2907	False	True	False	False
Northern Mansi	mns	mans1258	True	False	False	False
Northern Kankanay	xnn	nort2877	True	False	False	False
Northern Hmong	NOCODE_Northern-Hmong	nort3244	False	True	False	False
Northern Alta	aqn	nort2875	False	False	False	True
Northeastern Thai	tts	nort2741	False	False	False	True
North-Central Talysh	tly	taly1247	True	False	False	False
North-Central Dargwa	dar	darg1241	True	False	False	False
North Tanna	tnn	nort2847	False	True	False	False
Nopala Chatino	cya	nopa1235	False	False	False	True
Noone	nhu	noon1243	True	False	False	False
Nonuya	noj	nonu1241	False	False	False	True
Nogai	nog	noga1249	True	False	False	False
Njyem	njy	njye1238	False	True	False	False
Njanga	NOCODE_Njanga	njan1240	False	True	False	False
Niuafo'ou	num	niua1240	True	False	False	False
Nisga'a	ncg	nisg1240	True	False	False	False
Nipmuck	xlo	loup1243	False	False	False	True
Ninam	shb	nina1238	True	False	False	False
Nii	nii	niii1240	False	False	False	True
Nias	nia	nias1242	False	False	False	True
Ngochang	NOCODE_Ngochang	ngoc1235	True	False	False	False
Ngazidja Comorian	zdj	ngaz1238	False	False	False	True
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	False	False	True
Ngardi	rxd	ngar1288	True	False	False	False
Ngangam	gng	ngan1299	False	False	False	True
Ngandi	nid	ngan1295	False	False	False	True
Ngambay	sba	ngam1268	False	True	False	False
Ngalakan	nig	ngal1293	False	False	False	True
Negerhollands	dcr	nege1244	False	True	False	False
Ndut	ndv	ndut1239	False	False	False	True
Ndengereko	ndg	nden1248	False	False	False	True
Ndali	ndh	ndal1241	True	False	False	False
Nawuri	naw	nawu1242	False	True	False	False
Narungga	nnr	naru1238	False	False	False	True
Nanti	cox	nant1250	True	False	False	False
Nandi	niq	nand1266	True	False	False	False
Nande	nnb	nand1264	False	False	False	True
Namuyi	nmy	namu1246	False	True	False	False
Namia	nnm	nami1256	False	False	False	True
Nambo	ncm	namb1293	False	True	False	False
Nama (Namibia)	naq	nama1264	False	False	False	True
Naki	mff	naki1238	True	False	False	False
Najanga-Kindige	dbu	bond1248	True	False	False	False
Nahenic	NOCODE_Nahenic	nahe1238	False	True	False	False
Mwera (Nyasa)	mjh	mwer1247	True	False	False	False
Mwera (Chimwera)	mwe	mwer1248	False	False	False	True
Muyang	muy	muya1243	False	False	False	True
Muruwari	zmu	muru1266	False	False	False	True
Mursi	muz	murs1242	True	False	False	False
Murrinh-Patha	mwf	murr1258	False	True	False	False
Mundari	unr	mund1320	True	False	False	False
Muduga	udg	mudu1239	False	False	False	True
Mru	mro	mruu1242	False	False	False	True
Mpur	akc	mpur1239	False	True	False	False
Mpoto	mpa	mpot1240	True	False	False	False
Mountain Koiali	kpx	moun1252	False	False	False	True
Motu	meu	motu1246	False	False	False	True
Montagnais	moe	mont1268	True	False	False	False
Mono (USA)	mnr	mono1275	True	False	False	False
Mono (Democratic Republic of Congo)	mnh	mono1270	True	False	False	False
Mongghul	mjg	huzh1238	False	False	False	True
Mon	mnw	monn1252	False	False	False	True
Mombo Dogon	dmb	momb1254	True	False	False	False
Moloko	mlw	molo1266	False	False	False	True
Moi (Indonesia)	mxn	moii1235	False	False	False	True
Mohawk	moh	moha1258	False	False	False	True
Modern Hebrew	heb	hebr1245	True	False	False	False
Mocho	mhc	moch1257	False	True	False	False
Miyako	mvi	miya1259	True	False	False	False
Mingrelian	xmf	ming1252	True	False	False	False
Minangkabau	min	mina1268	False	True	False	False
Middle Mongol	xng	midd1351	False	False	False	True
Middle English	enm	midd1317	False	False	False	True
Middle Clarence	bdy	midd1357	False	False	False	True
Middle Chinese	ltc	midd1344	False	False	False	True
Michif	crg	mich1243	True	False	False	False
Mesqan	mvz	mesq1240	True	False	False	False
Menominee	mez	meno1252	True	False	False	False
Melo	mfx	melo1242	False	False	False	True
Mbay	myb	mbay1241	False	True	False	False
Mbalanhu	lnb	mbal1255	True	False	False	False
Mayo	mfy	mayo1264	False	False	False	True
Masbatenyo	msb	masb1238	True	False	False	False
Masalit	mls	nucl1440	False	False	False	True
Marwari (India)	rwr	marw1260	True	False	False	False
Martuthunira	vma	mart1255	False	False	True	False
Marithiel	mfr	mari1424	False	False	False	True
Maring	nng	mari1416	False	False	False	True
Maricopa	mrc	mari1440	False	False	False	True
Maria (India)	mrr	mari1414	False	False	False	True
Maram Naga	nma	mara1379	False	False	False	True
Mara	mec	mara1385	False	False	False	True
Mapos Buang	bzh	mapo1242	True	False	False	False
Maore Comorian	swb	maor1244	True	False	False	False
Mansim	NOCODE_Mansim	mans1260	False	True	False	False
Mannan	mjv	mann1246	False	True	False	False
Mann	mev	mann1248	True	False	False	False
Maniq	tnz	tong1308	False	True	False	False
Mangseng	mbh	mang1403	True	False	False	False
Manggarai	mqy	mang1405	True	False	False	False
Mangaia-Old Rapa	ray	rapa1245	True	False	False	False
Manga Kanuri	kby	mang1399	False	False	False	True
Mandjak	mfv	mand1419	False	False	False	True
Mandaya	mry	kara1489	True	False	False	False
Mandarin Chinese	cmn	mand1415	True	False	False	False
Mandan	mhq	mand1446	False	False	False	True
Mand	ate	atem1241	True	False	False	False
Malinaltepec Me'phaa	tcf	mali1285	True	False	False	False
Maleu-Kilenge	mgl	male1289	False	True	False	False
Malayo	mbp	mala1522	False	False	False	True
Malay, Manado	xmm	mala1481	True	False	False	False
Malavedan	mjr	mala1463	False	False	False	True
Makah	myh	maka1318	False	False	False	True
Mairasi	zrs	nucl1594	False	False	False	True
Mailu	mgu	mail1248	False	False	False	True
Madurese	mad	nucl1460	True	False	False	False
Madak	mmx	mada1285	False	True	False	False
Lü	khb	luuu1242	True	False	False	False
Luwo	lwo	luwo1239	False	False	False	True
Lusi	khl	lusi1240	False	False	False	True
Lunda	lun	lund1266	True	False	False	False
Luiseno	lui	luis1253	True	False	False	False
Luguru	ruf	lugu1238	True	False	False	False
Lugbara	lgg	lugb1240	False	False	False	True
Lower Silesian	sli	lowe1388	False	False	False	True
Lower Richmond	NOCODE_Lower-Richmond	lowe1444	True	False	False	False
Lower Grand Valley Dani	dni	lowe1415	False	False	False	True
Lower Chehalis	cea	lowe1427	False	True	False	False
Louisiana Creole French	lou	loui1240	False	True	False	False
Lonwolwol	crc	lonw1238	True	False	False	False
Lombard	lmo	lomb1257	True	False	False	False
Lokono	arw	araw1276	False	False	False	True
Lokaa	yaz	loka1252	False	False	False	True
Lizu	NOCODE_Lizu	lizu1234	False	False	False	True
Liv	liv	livv1244	True	False	False	False
Lishán Didán	trg	lish1246	False	False	False	True
Lishana Deni	lsd	lish1247	False	False	False	True
Lillooet	lil	lill1248	False	False	False	True
Libido	liq	libi1250	False	False	False	True
Lenakel	tnl	lena1238	True	False	False	False
Lembena	leq	lemb1266	True	False	False	False
Lelemi	lef	lele1264	False	True	False	False
Lele (Chad)	lln	lele1276	False	True	False	False
Leh Ladakhi	lbj	lada1244	False	False	False	True
Lambadi	lmn	lamb1269	True	False	False	False
Lamba	lam	lamb1271	False	False	False	True
Lala	nrz	lala1268	True	False	False	False
Lahu	lhu	lahu1253	False	False	False	True
Lachi	lbt	lach1248	False	False	False	True
Labuk-Kinabatangan Kadazan	dtb	labu1249	False	False	True	False
Laari	ldi	laar1238	False	False	False	True
Kâte	kmg	kate1253	True	False	False	False
Kwegu	xwg	kweg1241	True	False	False	False
Kwara'ae	kwf	kwar1239	False	False	False	True
Kwangali	kwn	kwan1273	False	False	False	True
Kwamera	tnk	kwam1252	True	False	False	False
Kwakum	kwu	kwak1266	False	True	False	False
Kwak'wala	kwk	kwak1269	True	False	False	False
Kwaio	kwd	kwai1243	False	True	False	False
Kwadi	kwz	kwad1244	False	True	False	False
Kupsabiny	kpz	kups1238	False	False	False	True
Kupang Malay	mkn	kupa1239	False	True	False	False
Kunimaipa	kup	kuni1267	False	False	False	True
Kumarbhag Paharia	kmj	kuma1274	True	False	False	False
Kumaoni	kfy	kuma1273	False	False	False	True
Kulung (Nepal)	kle	kulu1253	False	False	False	True
Kuku-Yalanji	gvn	kuku1273	True	False	False	False
Kuku-Uwanh	uwa	kuku1280	True	False	False	False
Kukatja	kux	kuka1246	False	True	False	False
Kui (Indonesia)	kvd	kuii1253	False	True	False	False
Kuanyama	kua	kuan1247	False	False	False	True
Kryz	kry	kryt1240	True	False	False	False
Kriang-Khlor	ngt	ngeq1245	False	True	False	False
Kovai	kqb	kova1243	True	False	False	False
Kota (India)	kfe	kota1263	True	False	False	False
Korra Koraga	kfd	korr1238	False	False	False	True
Korowai	khe	koro1312	False	True	False	False
Korop	krp	koro1304	False	True	False	False
Korana	kqz	kora1292	False	False	False	True
Koonzime	ozm	koon1245	False	True	False	False
Konso	kxc	kons1243	True	False	False	False
Kono (Guinea)	knu	kono1267	True	False	False	False
Konda-Dora	kfc	kond1295	True	False	False	False
Kombai	tyn	komb1274	True	False	False	False
Komba	kpf	komb1273	False	False	False	True
Kol (Cameroon)	biw	kolc1235	False	True	False	False
Kokata	ktd	koka1244	True	False	False	False
Koitabu	kqi	koit1244	False	False	False	True
Koho	kpm	koho1244	True	False	False	False
Kochila Tharu	thq	koch1247	True	False	False	False
Kobon	kpw	kobo1249	False	False	False	True
Kipsigis	sgc	kips1239	True	False	False	False
Kiowa Apache	apk	kiow1264	False	False	False	True
Kinyarwanda	kin	kiny1244	True	False	False	False
Kimaragang	kqr	kima1244	False	True	False	False
Kiliwa	klb	kili1268	True	False	False	False
Khwarshi-Inkhoqwari	khv	khva1239	True	False	False	False
Khoibu	nkb	khoi1251	True	False	False	False
Khmu	kjg	khmu1256	False	True	False	False
Khinalugh	kjj	khin1240	True	False	False	False
Khasi	kha	khas1269	False	False	False	True
Kharam Naga	kfw	khar1288	False	False	False	True
Khams Tibetan	khg	kham1282	False	False	False	True
Khakas	kjh	khak1248	True	False	False	False
Kgalagadi	xkv	kgal1244	True	False	False	False
Kenuzi-Dongola	kzh	kenu1236	True	False	False	False
Kayapó	txu	kaya1330	True	False	False	False
Kawi	kaw	kawi1241	True	False	False	False
Katukína-Kanamarí	knm	kana1291	True	False	False	False
Kathmandu Valley Newari	new	newa1246	True	False	False	False
Kathlamet	NOCODE_Kathlamet	kath1253	False	False	False	True
Katcha-Kadugli-Miri	xtc	katc1249	True	False	False	False
Kaska	kkz	kask1239	False	False	False	True
Kashubian	csb	kash1274	True	False	False	False
Kashmiri	kas	kash1277	True	False	False	False
Karo (Brazil)	arr	karo1305	False	False	False	True
Karkar-Yuri	yuj	kark1258	True	False	False	False
Karipúna Creole French	kmv	kari1301	False	False	False	True
Karata	kpt	kara1474	True	False	False	False
Karao	kyj	kara1487	False	True	False	False
Karachay-Balkar	krc	kara1465	True	False	False	False
Kara-Kalpak	kaa	kara1467	False	False	False	True
Kaqchikel	cak	kaqc1270	False	False	False	True
Kangri	xnr	kang1280	False	False	False	True
Kanashi	xns	kana1283	False	False	False	True
Kamu	xmu	kamu1258	False	True	False	False
Kalispel-Pend d'Oreille	fla	kali1308	False	False	False	True
Kalagan	kqe	kala1388	False	False	False	True
Kalabari	ijn	kala1381	False	True	False	False
Kalaallisut	kal	kala1399	True	False	False	False
Kaki Ae	tbd	kaki1249	False	False	False	True
Kagayanen	cgc	kaga1256	False	True	False	False
Kafoa	kpu	kafo1240	False	True	False	False
Kaera	jka	kaer1234	False	True	False	False
Kadar	kej	kada1242	False	False	False	True
Kachi Koli	gjk	kach1272	True	False	False	False
Kachchi	kfr	kach1277	False	True	False	False
Kabuverdianu	kea	kabu1256	True	False	False	False
Kabardian	kbd	kaba1278	True	False	False	False
Jur Modo	bex	jurm1239	False	True	False	False
Juquila Mixe	mxq	juqu1238	False	False	False	True
Judeo-Tripolitanian Arabic	yud	jude1264	True	False	False	False
Jowulu	jow	jowu1238	False	True	False	False
Jola-Fonyi	dyo	jola1263	False	False	False	True
Jju	kaj	jjuu1238	False	True	False	False
Jibbali	shv	sheh1240	True	False	False	False
Jewish Babylonian Aramaic (ca. 200-1200 CE)	tmr	jewi1240	False	False	False	True
Jehai	jhi	jeha1242	True	False	False	False
Jeh	jeh	jehh1245	False	False	False	True
Jaru	ddj	jaru1254	False	False	False	True
Jaqaru	jqr	jaqa1244	False	False	False	True
Jambi Malay	jax	jamb1236	True	False	False	False
Jamaican Creole English	jam	jama1262	False	True	False	False
Jalkunan	bxl	jalk1242	True	False	False	False
Jad	jda	jadd1243	False	False	False	True
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238	False	False	False	True
Iwaidja	ibd	iwai1244	True	False	False	False
Itzá	itz	itza1241	True	False	False	False
Isthmus Zapotec	zai	isth1244	False	False	False	True
Isinai	inn	isin1239	False	False	False	True
Iraya	iry	iray1237	False	False	False	True
Iraqw	irk	iraq1241	False	False	False	True
Inor	ior	inor1238	True	False	False	False
Inland-Buhi-Daraga Bikol	bhk	alba1269	True	False	False	False
Ineseño	inz	ines1240	True	False	False	False
Inari Sami	smn	inar1241	True	False	False	False
Imperial Aramaic (700-300 BCE)	arc	impe1235	False	False	False	True
Iloko	ilo	ilok1237	True	False	False	False
Ili Turki	ili	ilit1241	False	False	False	True
Ika	ikk	ikaa1238	True	False	False	False
Ik	ikx	ikkk1242	True	False	False	False
Igor Ossetian	oss	iron1242	True	False	False	False
Igede	ige	iged1239	False	True	False	False
Iduna	viv	idun1242	False	False	False	True
Ida'an	dbj	idaa1241	False	False	False	True
Ibibio	ibb	ibib1240	False	False	False	True
Ibatan	ivb	ibat1238	True	False	False	False
Iban	iba	iban1264	True	False	False	False
Hutterite German	geh	hutt1235	False	False	False	True
Huron-Wyandot	wya	wyan1247	False	False	False	True
Hunzib	huz	hunz1247	True	False	False	False
Hungarian	hun	hung1274	True	False	False	False
Hung	hnu	hung1275	False	False	True	False
Hulaulá	huy	hula1244	False	False	False	True
Huichol	hch	huic1243	False	False	False	True
Huba	hbb	huba1236	False	False	False	True
Huastec	hus	huas1242	False	False	False	True
Huallaga Huánuco Quechua	qub	hual1241	False	False	False	True
Hote	hot	hote1245	False	False	False	True
Ho-Chunk	win	hoch1243	False	False	False	True
Hiligaynon	hil	hili1240	True	False	False	False
Highland Popoluca	poi	high1276	False	False	False	True
Hieroglyphic Luwian	hlu	hier1240	True	False	False	False
Hezhou	NOCODE_Hezhou	hezh1244	False	True	False	False
Hewa	ham	hewa1241	False	False	False	True
Herero	her	here1253	False	False	False	True
Hawu	hvn	sabu1255	True	False	False	False
Hawai'i Creole English	hwc	hawa1247	False	True	False	False
Hausa States Fulfulde	fuv	nige1253	False	False	False	True
Hatam	had	hata1243	False	True	False	False
Harari	har	hara1271	True	False	False	False
Hamer-Banna	amf	hame1242	False	False	False	True
Halkomelem	hur	halk1245	True	False	False	False
Halia	hla	hali1244	False	False	False	True
Halbi	hlb	halb1244	False	False	False	True
Haitian	hat	hait1244	False	True	False	False
Hadiyya	hdy	hadi1240	True	False	False	False
Guyanese Creole English	gyn	creo1235	False	False	False	True
Gurung	gvr	guru1261	True	False	False	False
Gurani	hac	gura1251	False	False	False	True
Gujari	gju	guja1253	True	False	False	False
Guianese Creole French	gcr	guia1246	False	True	False	False
Gude	gde	gude1246	False	False	False	True
Gubeeher-Gufangor-Gubelor	NOCODE_Gubeeher-Gufangor-Gubelor	gube1234	False	False	False	True
Guadeloupean Creole French	gcf	guad1242	False	False	False	True
Gorowa	gow	goro1270	True	False	False	False
Gooniyandi	gni	goon1238	False	False	False	True
Gofa	gof	gofa1235	False	False	False	True
Godié	god	godi1239	True	False	False	False
Gitxsan	git	gitx1241	True	False	False	False
Gitonga	toh	gito1238	False	False	False	True
Gimi (Eastern Highlands)	gim	gimi1243	True	False	False	False
Gilbertese	gil	gilb1244	False	False	False	True
Ghadames	gha	ghad1239	True	False	False	False
German Northern Low Saxon	frs	nort2628	True	False	False	False
Georgian	kat	nucl1302	True	False	False	False
Gedaged	gdd	geda1237	True	False	False	False
Gebe	gei	gebe1237	True	False	False	False
Gbaya-Bossangoa	gbp	gbay1287	False	False	False	True
Gata'	gaq	gata1239	True	False	False	False
Garawa	wrk	gara1269	True	False	False	False
Gangte	gnb	gang1266	True	False	False	False
Ganggalida	gcd	gang1267	False	False	False	True
Gamo	gmv	gamo1243	True	False	False	False
Gafat	gft	gafa1240	True	False	False	False
Ga	gaa	gaaa1244	False	False	False	True
Fungwa	ula	fung1245	True	False	False	False
French	fra	stan1290	True	False	False	False
Forest Nenets	NOCODE_Forest-Nenets	fore1274	False	False	False	True
Foodo	fod	food1238	False	True	False	False
Fayu	fau	fayu1238	False	True	False	False
Fasu	faa	fasu1242	False	False	False	True
Fars Dialects	fay	sout2645	True	False	False	False
Faliscan	xfa	fali1291	True	False	False	False
Faiwol	fai	faiw1243	True	False	False	False
Faifi	fif	faif1234	True	False	False	False
Eyak	eya	eyak1241	True	False	False	False
Ewe	ewe	ewee1241	False	True	False	False
Eudeve	NOCODE_Eudeve	eude1234	False	False	False	True
Etruscan	ett	etru1241	True	False	False	False
Eton-Mengisa	eto	eton1253	True	False	False	False
Esselen	esq	esse1238	True	False	False	False
Epena	sja	epen1239	False	True	False	False
Emberá-Catío	cto	embe1260	False	False	False	True
Emai-Iuleha-Ora	ema	emai1241	False	True	False	False
Emae	mmw	emae1237	False	False	False	True
El Nayar Cora	crn	elna1235	False	True	False	False
El Molo	elo	elmo1238	True	False	False	False
Ejagham	etu	ejag1239	True	False	False	False
Egyptian (Ancient)	egy	egyp1246	True	False	False	False
Efe	efe	efee1239	False	False	False	True
Edolo	etr	edol1239	False	True	False	False
Eastern Subanen	sfe	east2694	True	False	False	False
Eastern Oromo	hae	east2652	True	False	False	False
Eastern Ojibwa	ojg	east2542	False	False	False	True
Eastern Newari	NOCODE_Dolakha-Newari	east2773	False	True	False	False
Eastern Keres	kee	east1472	False	False	False	True
East Nyala	nle	east2409	False	False	False	True
Dyirbal	dbl	dyir1250	True	False	False	False
Dyaabugay	dyy	dyaa1242	True	False	False	False
Duruwa	pci	duru1236	False	False	False	True
Drung	duu	drun1238	False	True	False	False
Doyayo	dow	doya1240	False	False	False	True
Domari	rmt	doma1258	True	False	False	False
Dogul Dom Dogon	dbg	dogu1235	True	False	False	False
Dogrib	dgr	dogr1252	True	False	False	False
Dobel	kvo	dobe1238	False	True	False	False
Djingili	jig	djin1251	True	False	False	False
Djambarrpuyngu	djr	djam1256	False	False	False	True
Dirasha	gdl	dira1242	False	False	False	True
Digor Ossetian	NOCODE_Digor-Ossetian	digo1242	True	False	False	False
Dhuwal	duj	dhuw1249	False	False	False	True
Dhivehi	div	dhiv1236	True	False	False	False
Dharumbal	xgm	dhar1248	False	False	False	True
Dhargari	dhr	dhar1247	False	False	False	True
Dhangu	dhg	dhan1270	False	False	False	True
Dera (Nigeria)	kna	dera1248	False	False	False	True
Defaka	afn	defa1248	False	True	False	False
Dawro	dwr	dawr1236	False	False	False	True
Darai	dry	dara1250	True	False	False	False
Danish	dan	dani1285	True	False	False	False
Dandami Maria	daq	dand1238	False	False	False	True
Danau	dnu	dana1252	True	False	False	False
Dakota	dak	dako1258	False	False	False	True
Daba	dbq	nucl1683	True	False	False	False
Daats'iin	dtn	daat1234	False	False	False	True
Daai Chin	dao	daai1236	True	False	False	False
Cypriot Arabic	acy	cypr1248	False	False	False	True
Culina	cul	culi1244	True	False	False	False
Cross River Mbembe	mfn	cros1244	False	False	False	True
Crimean Tatar	crh	crim1257	True	False	False	False
