Language	ISO 639-3	Glottocode	adverbial_clause	complement_clause	nominalization	relative_clause	subordination
Caribbean Javanese	jvn	cari1276	False	True	False	True	True
Caquinte	cot	caqu1242	False	False	True	True	True
Campidanese Sardinian	sro	camp1261	True	True	False	True	False
Camarines Norte Agta	abd	cama1250	False	True	True	True	False
Caddo	cad	cadd1256	True	False	True	False	True
Bushoong	buf	bush1247	True	False	False	True	True
Buol	blf	buol1237	False	True	True	True	False
Bunun	bnn	bunu1267	False	True	True	True	False
Bunak	bfn	buna1278	True	True	False	True	False
Bullom So	buy	bull1247	False	False	True	True	True
Breton	bre	bret1244	True	True	False	True	False
Bouyei	pcc	bouy1240	False	False	True	True	True
Boro (Ethiopia)	bwo	boro1277	True	False	False	True	True
Borei	gai	bore1247	True	False	False	True	True
Border Kuna	kvn	bord1248	True	False	True	True	False
Bolinao	smk	boli1256	True	False	True	False	True
Bodo Gadaba	gbj	bodo1267	False	True	True	True	False
Bobangi	bni	bang1354	True	False	False	True	True
Blablanga	blp	blab1237	False	True	False	True	True
Bini	bin	bini1246	False	False	True	True	True
Bimin	bhl	bimi1240	False	True	True	True	False
Bezhta	kap	bezh1248	False	False	True	True	True
Betoi-Jirara	NOCODE_Betoi	beto1236	True	True	False	True	False
Beria	zag	zagh1240	False	False	True	True	True
Berbice Creole Dutch	brc	berb1259	False	True	True	True	False
Bena (Tanzania)	bez	bena1262	True	True	False	True	False
Bella Coola	blc	bell1243	False	False	True	True	True
Belanda Bor	bxb	bela1256	False	True	True	True	False
Batanga	bnm	bata1285	True	False	False	True	True
Bassari-Tanda	bsc	bass1258	False	False	True	True	True
Baruga	bjz	baru1269	False	True	False	True	True
Bardi	bcj	bard1255	False	False	True	True	True
Baraamu	brd	bara1357	True	True	False	True	False
Baniva de Maroa	gae	guar1293	False	True	True	True	False
Bambili-Bambui	baw	bamb1266	True	False	False	True	True
Balangingi	sse	bala1311	False	True	False	True	True
Baga Sitemu	bsp	baga1272	True	True	False	True	False
Bafut	bfd	bafu1246	False	False	True	True	True
Badimaya	bia	badi1246	False	True	True	False	True
Babanki	bbk	baba1266	False	True	True	True	False
Baa	kwb	kwaa1262	False	False	True	True	True
Avava	tmb	katb1237	False	False	True	True	True
Arosi	aia	aros1241	False	False	True	True	True
Arizona Tewa	NOCODE_Arizona-Tewa	ariz1237	False	False	True	True	True
Arhuaco	arh	arhu1242	True	False	False	True	True
Anindilyakwa	aoi	anin1240	False	False	True	True	True
Amdo Tibetan	adx	amdo1237	True	True	False	True	False
Alorese	aol	alor1247	True	True	False	True	False
Alagwa	wbj	alag1248	False	False	True	True	True
Alabama	akz	alab1237	False	True	False	True	True
Akoose	bss	akoo1248	True	True	False	True	False
Aghem	agq	aghe1239	True	False	True	True	False
Adangme	ada	adan1247	True	True	False	True	False
Acehnese	ace	achi1257	False	True	True	True	False
Abui	abz	abui1241	False	False	True	True	True
Abkhazian	abk	abkh1244	True	True	False	True	False
Zigula-Mushungulu	ziw	zigu1244	False	False	False	True	True
Zenzontepec Chatino	czn	zenz1235	False	False	True	True	False
Zemba	dhm	zemb1238	False	False	True	False	True
Yuwaalaraay-Gamilaraay	kld	gami1243	False	False	True	True	False
Yulparija	NOCODE_Yulparija	yulp1239	False	False	True	False	True
Yongnan Zhuang	zyn	yong1275	False	False	False	True	True
Yonaguni	yoi	yona1241	False	False	False	True	True
Yindjibarndi	yij	yind1247	False	False	True	True	False
Yemba	ybb	yemb1246	False	False	True	True	False
Yecuatla Totonac	tlc	yecu1235	False	False	True	True	False
Yawa	yva	nucl1454	False	True	True	False	False
Yareba	yrb	yare1248	False	False	False	True	True
Yandruwandha	ynd	yand1253	False	False	False	True	True
Yami	tao	yami1254	False	False	True	True	False
Yalunka	yal	yalu1240	False	False	True	True	False
Yaeyama	rys	yaey1239	False	True	False	False	True
Xishanba Lalo	ywt	xish1235	False	False	False	True	True
Xanaguía Zapotec	ztg	xana1235	False	True	False	True	False
Wutunhua	wuh	wutu1241	False	False	True	False	True
Wutung	wut	wutu1244	False	True	False	True	False
Wolaytta	wal	wola1242	False	False	False	True	True
Wiyot	wiy	wiyo1248	False	False	True	False	True
Wilson River (Grey Range)	nbx	ngur1261	False	False	True	True	False
Whitesands	tnp	whit1269	False	False	True	True	False
Western Tlacolula Valley Zapotec	zab	sanj1284	False	True	False	True	False
Western Armenian	hyw	homs1234	False	False	False	True	True
West Tarangan	txn	west2538	False	False	True	False	True
Weri	wer	weri1253	False	False	True	True	False
Welsh	cym	wels1247	True	False	False	True	False
Wayuu	guc	wayu1243	False	False	True	False	True
Waurá	wau	waur1244	False	False	True	False	True
Waskia	wsk	wask1241	True	False	False	True	False
Warray	wrz	wara1290	False	False	False	True	True
Warlpiri	wbp	warl1254	False	False	True	True	False
Waris	wrs	wari1266	False	False	False	True	True
Warembori	wsa	ware1253	False	False	False	True	True
Waray (Philippines)	war	wara1300	False	False	True	True	False
Wanga	lwg	wang1294	True	False	False	True	False
Wandamen	wad	wand1267	False	False	True	True	False
Wambayan	wmb	wamb1258	False	False	False	True	True
Wallisian	wls	wall1257	False	False	True	True	False
Wakawaka	wkw	waka1274	False	False	True	True	False
Wageman	waq	wage1238	False	False	False	True	True
Wagaya	wga	waga1260	False	False	True	False	True
Vwanji	wbi	vwan1235	False	False	True	True	False
Vera'a	vra	vera1241	False	True	False	True	False
Ventureño	veo	vent1242	False	False	True	True	False
Vaiphei	vap	vaip1239	False	False	True	False	True
Urartian	xur	urar1245	False	False	True	True	False
Upper Kinabatangan	dmg	uppe1427	False	False	False	True	True
Uneapa	bbn	unea1237	False	False	False	True	True
Una	mtg	unaa1239	True	False	True	False	False
Umbu-Ungu	ubu	umbu1258	False	False	False	True	True
Umbrian	xum	umbr1253	False	False	False	True	True
Ulwa	ulw	ulwa1239	False	False	True	True	False
Ugaritic	uga	ugar1238	False	False	False	True	True
Udmurt	udm	udmu1245	False	False	False	True	True
Udi	udi	udii1243	False	False	False	True	True
Turks And Caicos Creole English	tch	turk1310	False	True	False	True	False
Turkmen	tuk	turk1304	False	False	False	True	True
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	tuni1262	False	True	False	True	False
Tungurahua Highland Quichua	qxl	sala1272	False	False	True	False	True
Tunen	tvu	tune1261	False	False	True	True	False
Tsou	tsu	tsou1248	False	False	True	True	False
Towa	tow	jeme1245	False	False	True	True	False
Totela	ttl	tote1238	False	True	False	True	False
Torres Strait Creole	tcs	torr1261	False	False	False	True	True
Toposa	toq	topo1242	False	False	True	True	False
Tonkawa	tqw	tonk1249	False	False	True	True	False
Tol	jic	toll1241	False	False	False	True	True
Tocantins Asurini	asu	toca1235	False	False	True	True	False
Tobati	tti	toba1266	False	False	False	True	True
Titan	ttv	tita1241	False	False	False	True	True
Tigrinya	tir	tigr1271	False	False	False	True	True
Tigre	tig	tigr1270	False	False	False	True	True
Tibetan	bod	tibe1272	False	False	True	True	False
Thulung	tdh	thul1246	False	False	True	True	False
Thangmi	thf	than1259	True	False	False	True	False
Thangal Naga	nki	than1255	True	False	False	True	False
Tera	ttr	tera1251	False	False	True	True	False
Tepetotutla Chinantec	cnt	tepe1279	False	True	False	True	False
Tennet	tex	tenn1246	True	False	False	True	False
Tengger	tes	teng1272	False	False	True	True	False
Temiar	tea	temi1246	False	False	True	False	True
Tehit	kps	tehi1237	False	False	True	True	False
Tayo	cks	tayo1238	False	False	False	True	True
Tawra	mhu	diga1241	False	False	False	True	True
Tatar	tat	tata1255	False	False	False	True	True
Tarok	yer	taro1263	False	False	True	True	False
Takuu	nho	taku1257	False	False	True	True	False
Tagabawa	bgs	taga1272	False	False	True	True	False
Tabo	knv	tabo1241	False	True	False	True	False
Tabla	tnm	tabl1243	False	False	False	True	True
T'apo	lgn	opuu1239	False	False	True	True	False
Sô	sss	sooo1254	False	False	True	True	False
Sylheti	syl	sylh1242	False	False	False	True	True
Sumerian	sux	sume1241	False	False	False	True	True
Sumbawa	smw	sumb1241	False	True	False	True	False
Sula	szn	sula1248	False	True	False	True	False
Sud Oranais-Gourara	grr	tazn1238	False	False	False	True	True
Standard Indonesian	ind	indo1316	False	False	True	True	False
Sri Lanka Malay	sci	sril1245	False	True	False	True	False
Southwest Tanna	nwi	sout2869	False	False	True	True	False
Southern Pashto	pbt	sout2649	False	False	False	True	True
South Nuaulu	nxl	sout2895	False	False	False	True	True
Soo	teu	sooo1256	False	False	False	True	True
Sobei	sob	sobe1238	False	False	False	True	True
Slovak	slk	slov1269	False	False	False	True	True
Siwu	akp	siwu1238	False	False	True	True	False
Siwi	siz	siwi1239	False	False	True	True	False
Siwai	siw	siwa1245	True	False	False	True	False
Situ	tzi	situ1238	False	False	True	True	False
Sirva	sbq	sile1255	False	False	True	True	False
Sio	xsi	sioo1240	False	False	True	True	False
Simte	smt	simt1238	True	False	False	True	False
Silacayoapan Mixtec	mks	sila1250	False	False	False	True	True
Siamou	sif	siam1242	False	False	True	True	False
Shuswap	shs	shus1248	False	False	True	False	True
Shua	shg	shua1254	False	False	False	True	True
Shixing	sxg	shix1238	False	False	True	True	False
Sherdukpen	sdp	sher1257	False	False	False	True	True
Serbian-Croatian-Bosnian	hbs	sout1528	False	False	False	True	True
Semai	sea	sema1266	False	False	True	False	True
Selk'nam	ona	onaa1245	False	False	True	True	False
Selee	snw	sele1249	False	False	True	True	False
Sebat Bet Gurage	sgw	seba1251	False	False	False	True	True
Sawila	swt	sawi1256	False	False	True	True	False
Savi	sdg	savi1242	False	False	False	True	True
Sarsi	srs	sars1236	False	False	True	True	False
Saramaccan	srm	sara1340	False	True	False	True	False
Sango	sag	sang1328	False	False	False	True	True
San Martín Quechua	qvs	sanm1289	False	False	True	False	True
Samburu	saq	samb1315	False	False	True	True	False
Samba Daka	ccg	samb1311	False	False	True	True	False
Samaritan	smp	sama1313	False	False	False	True	True
Salka-Tsishingini	tsw	tsis1238	False	False	True	True	False
Sakizaya	szy	saki1247	True	False	False	True	False
Saho	ssy	saho1246	False	True	False	True	False
Sacapulteco	quv	saca1238	False	False	True	True	False
Sabanê	sae	saba1268	False	False	True	True	False
Sabaic	xsa	saba1279	False	False	False	True	True
Sabah Malay	msi	saba1263	False	False	False	True	True
Saamia	lsm	saam1283	True	False	False	True	False
Sa'a	apb	saaa1240	False	False	True	True	False
Rwa	rwk	rwaa1238	False	True	False	True	False
Rusyn	rue	rusy1239	False	False	False	True	True
Russian	rus	russ1263	True	False	False	True	False
Rundi	run	rund1242	True	False	False	True	False
Rotuman	rtm	rotu1241	False	False	False	True	True
Romblomanon	rol	romb1245	False	False	True	True	False
Romansh	roh	roma1326	False	False	False	True	True
Riuk Bekati'	bei	beka1241	False	True	False	True	False
Reta	ret	rett1240	False	True	False	True	False
Resígaro	rgr	resi1247	False	False	True	True	False
Rejang	rej	reja1240	False	False	True	True	False
Rawa	rwo	rawa1267	False	False	True	True	False
Rade	rad	rade1240	False	False	True	False	True
Rabha	rah	rabh1238	False	False	True	True	False
Purepecha	tsz	pure1242	True	False	False	True	False
Puluwatese	puw	pulu1242	False	False	False	True	True
Pouye	bye	pouy1238	False	False	False	True	True
Port Sandwich	psw	port1285	False	False	False	True	True
Poqomchi'	poh	poqo1254	False	False	False	True	True
Poqomam	poc	poqo1253	False	False	True	True	False
Pondi	lnm	lang1328	False	False	False	True	True
Polish	pol	poli1260	True	False	False	True	False
Peve	lme	peve1243	False	True	False	True	False
Peripheral Mongolian	mvf	peri1253	False	True	False	False	True
Pawnee	paw	pawn1254	False	False	True	False	True
Papuan Malay	pmy	papu1250	False	True	False	True	False
Pangutaran Sama	slm	pang1291	False	False	False	True	True
Pampanga	pam	pamp1243	False	False	True	True	False
Paiwan	pwn	paiw1248	False	False	False	True	True
Paasaal	sig	paas1238	False	False	True	True	False
Paama	pma	paam1238	False	False	False	True	True
Pa'a	pqa	paaa1242	False	False	True	True	False
Ozolotepec Zapotec	zao	ozol1235	False	True	False	True	False
Orya	ury	orya1242	False	False	True	True	False
Oneida	one	onei1249	False	False	False	True	True
Omagua	omg	omag1248	False	True	True	False	False
Olo	ong	oloo1241	False	False	False	True	True
Old Sabellic	qhr	sabe1248	True	False	False	True	False
Old Provençal	pro	oldp1253	True	False	False	True	False
Old Nubian	onw	oldn1245	False	False	False	True	True
Old Malay	NOCODE_Old-Malay	oldm1243	False	False	True	True	False
Old Khmer	qok	oldk1249	False	False	False	True	True
Old Japanese	ojp	oldj1239	False	False	True	True	False
Old Georgian	oge	oldg1234	False	False	False	True	True
Old French (842-ca. 1400)	fro	oldf1239	True	False	False	True	False
Okiek	oki	okie1245	False	False	False	True	True
Okanagan	oka	okan1243	False	False	False	True	True
Ogbronuagum	ogu	ogbr1243	False	False	False	True	True
Nzima	nzi	nzim1238	False	False	True	True	False
Nyigina	nyh	nyig1240	False	False	True	True	False
Nyawaygi	nyt	nyaw1247	False	True	False	False	True
Nyankole	nyn	nyan1307	False	False	True	True	False
Nyangumarta	nna	nyan1301	False	False	True	True	False
Nugunu (Cameroon)	yas	nugu1242	True	False	False	True	False
Nsong-Mpiin	soo	song1299	True	False	False	True	False
Norwegian	nor	norw1258	True	False	False	True	False
Northern Tujia	tji	nort2732	False	False	True	True	False
Northern Tepehuan	ntp	nort2959	False	True	False	True	False
Northern Straits Salish	str	stra1244	False	False	True	True	False
Northern Sami	sme	nort2671	False	True	False	True	False
Northern Mansi	mns	mans1258	False	False	False	True	True
Northern Lushootseed	lut	lush1252	False	False	True	True	False
Northern Khmer	kxm	nort2684	False	False	True	True	False
Northern Alta	aqn	nort2875	False	True	True	False	False
North Levantine Arabic	apc	nort3139	False	False	False	True	True
North Giziga	gis	nort3047	False	True	False	True	False
North Azerbaijani	azj	nort2697	True	False	False	True	False
Nomaande	lem	noma1260	True	False	False	True	False
Nipmuck	xlo	loup1243	False	False	False	True	True
Nimboran	nir	nucl1633	False	False	False	True	True
Nimadi	noe	nima1243	True	False	False	True	False
Niellim	nie	niel1243	True	False	False	True	False
Nicaragua Creole English	bzk	nica1252	True	False	False	True	False
Nhanda	nha	nhan1238	False	False	False	True	True
Ngomba	jgo	ngom1272	False	True	False	True	False
Ngkâlmpw Kanum	kcd	ngka1235	False	False	True	True	False
Ngas	anc	ngas1240	False	False	True	True	False
Ngarla on the Ashburton river south of the Hamersley range	nrk	ngar1296	False	False	True	True	False
Ngarinyin	ung	ngar1284	False	True	False	True	False
Ngangam	gng	ngan1299	False	True	False	True	False
Ngaanyatjarra	ntj	ngaa1240	True	False	False	True	False
Nez Perce	nez	nezp1238	False	True	True	False	False
Neo-Mandaic	mid	nucl1706	True	False	False	True	False
Ndengereko	ndg	nden1248	False	False	True	True	False
Ndali	ndh	ndal1241	True	False	False	True	False
Ncane	ncr	ncan1245	False	True	False	True	False
Nayi	noz	nayi1243	True	False	False	True	False
Nawuri	naw	nawu1242	False	True	False	True	False
Nauru	nau	naur1243	True	False	False	True	False
Natchez	ncz	natc1249	False	False	True	True	False
Nankina	nnk	nank1250	False	False	False	True	True
Nande	nnb	nand1264	False	False	False	True	True
Namuyi	nmy	namu1246	False	False	True	True	False
Namia	nnm	nami1256	False	False	True	True	False
Nalik	nal	nali1244	False	False	True	True	False
Nakara	nck	naka1260	False	True	True	False	False
Nai	bio	naii1241	False	False	False	True	True
Mwotlap	mlv	motl1237	False	False	False	True	True
Mwera (Chimwera)	mwe	mwer1248	True	False	False	True	False
Mwan	moa	mwan1250	True	False	False	True	False
Mundari	unr	mund1320	True	False	False	True	False
Mpi	mpz	mpii1239	False	False	True	True	False
Mono (USA)	mnr	mono1275	False	False	False	True	True
Mono (Democratic Republic of Congo)	mnh	mono1270	False	False	True	True	False
Mongghul	mjg	huzh1238	False	False	False	True	True
Mombo Dogon	dmb	momb1254	True	False	False	True	False
Moken	mwt	moke1242	False	False	True	True	False
Mmen	bfm	mmen1238	False	False	True	True	False
Misool-Salawati Ma'ya	slz	maya1282	False	False	True	True	False
Miship	mjs	mish1244	False	False	True	True	False
Miriwung	mep	miri1266	True	False	False	False	True
Mina (Cameroon)	hna	mina1276	False	True	False	True	False
Mikasuki	mik	mika1239	False	False	True	False	True
Middle Clarence	bdy	midd1357	False	False	False	True	True
Middle Chinese	ltc	midd1344	False	False	False	True	True
Miami	mia	miam1252	False	False	True	True	False
Meru	mer	meru1245	True	False	False	True	False
Menominee	mez	meno1252	False	True	False	False	True
Mende (Papua New Guinea)	sim	mend1268	False	False	False	True	True
Mehri	gdq	mehr1241	False	True	False	True	False
Mehek	nux	mehe1243	False	True	False	True	False
Mbukushu	mhw	mbuk1240	True	False	False	True	False
Mbay	myb	mbay1241	True	False	False	True	False
Mayo	mfy	mayo1264	False	True	False	True	False
Matigsalug Manobo	mbt	mati1250	False	False	True	True	False
Matbat	xmt	matb1237	False	False	True	False	True
Martu Wangka	mpj	mart1256	False	False	True	True	False
Maria (India)	mrr	mari1414	False	False	False	True	True
Maniq	tnz	tong1308	False	False	True	True	False
Mangseng	mbh	mang1403	False	False	True	True	False
Mangaia-Old Rapa	ray	rapa1245	False	False	True	True	False
Mandara	tbf	mand1440	False	True	False	True	False
Manat	pmr	payn1244	False	False	True	True	False
Manam	mva	mana1295	False	False	False	True	True
Mam	mam	mamm1241	False	False	False	True	True
Maleu-Kilenge	mgl	male1289	True	False	False	True	False
Malba Birifor	bfo	malb1235	False	True	False	True	False
Malabar-Sri Lanka Portuguese	NOCODE_Malabar-Sri-Lanka-Portuguese	mala1544	True	False	False	True	False
Mairasi	zrs	nucl1594	True	False	True	False	False
Mada (Nigeria)	mda	mada1282	False	False	True	True	False
Machame	jmc	mach1266	False	False	False	True	True
Macedonian	mkd	mace1250	False	False	False	True	True
Luvale	lue	luva1239	True	False	False	True	False
Lugbara	lgg	lugb1240	True	False	False	True	False
Luba-Lulua	lua	luba1249	True	False	False	True	False
Luang	lex	luan1263	False	False	True	True	False
Lower Tanana	taa	lowe1425	False	False	True	True	False
Lower Chehalis	cea	lowe1427	False	False	True	False	True
Louisiana Creole French	lou	loui1240	False	False	False	True	True
Loko	lok	loko1255	False	False	False	True	True
Lisu	lis	lisu1250	False	False	True	True	False
Lishana Deni	lsd	lish1247	False	False	False	True	True
Limonese Creole	qlm	limo1249	False	False	False	True	True
Limbum	lmp	limb1268	False	False	True	True	False
Lillooet	lil	lill1248	False	False	True	True	False
Libinza	liz	libi1244	False	True	False	True	False
Liangmai Naga	njn	lian1251	False	True	False	True	False
Lengo	lgr	leng1259	False	True	False	True	False
Lenakel	tnl	lena1238	False	False	True	True	False
Lemeting	beg	bela1260	False	False	True	True	False
Laz	lzz	lazz1240	True	False	False	True	False
Latvian	lav	latv1249	False	False	False	True	True
Latin	lat	lati1261	False	False	False	True	True
Lampung Api	ljp	lamp1243	False	False	True	False	True
Lamkang	lmk	lamk1238	False	False	False	True	True
Lamenu	lmu	lame1260	False	False	False	True	True
Lakota	lkt	lako1247	True	False	False	True	False
Lak	lbe	lakk1252	False	False	False	True	True
Laiyolo	lji	laiy1246	False	False	True	True	False
Lahu	lhu	lahu1253	False	False	True	True	False
Ladin	lld	ladi1250	False	False	False	True	True
Labu	lbu	labu1248	False	False	False	True	True
Laari	ldi	laar1238	False	False	True	False	True
Kâte	kmg	kate1253	True	False	False	True	False
Kwoma	kmo	kwom1262	False	True	False	True	False
Kwaya	kya	kway1241	True	False	False	True	False
Kwamera	tnk	kwam1252	False	False	False	True	True
Kwaio	kwd	kwai1243	False	True	False	True	False
Kuvi	kxv	kuvi1243	True	False	False	True	False
Kupsabiny	kpz	kups1238	True	False	False	True	False
Kunjen	kjn	kunj1245	False	False	True	True	False
Kuni-Boazi	kvg	kuni1265	False	True	False	True	False
Kumam	kdi	kuma1275	False	False	True	True	False
Kulung (Nigeria)	bbu	kulu1255	True	False	False	True	False
Kulung (Nepal)	kle	kulu1253	True	False	False	True	False
Kula (Indonesia)	tpg	kula1280	False	False	True	True	False
Kuku-Uwanh	uwa	kuku1280	False	False	False	True	True
Kuku	ukv	kuku1285	False	False	True	True	False
Kuanyama	kua	kuan1247	True	False	False	True	False
Kuanua	ksd	kuan1248	False	False	True	True	False
Kosarek Yale	kkl	kosa1249	False	False	False	True	True
Korop	krp	koro1304	False	False	True	False	True
Koorete	kqy	koor1239	True	False	False	True	False
Koonzime	ozm	koon1245	False	False	False	True	True
Konai	kxw	kona1242	False	False	True	True	False
Kofyar	kwl	kofy1242	False	False	True	True	False
Kochila Tharu	thq	koch1247	False	False	False	True	True
Koch	kdq	koch1250	False	False	False	True	True
Koasati	cku	koas1236	False	False	True	True	False
Kistane	gru	kist1241	False	False	True	True	False
Kipsigis	sgc	kips1239	False	False	True	True	False
Kinyarwanda	kin	kiny1244	True	False	False	True	False
Kilivila	kij	kili1267	False	False	True	True	False
Kikuyu	kik	kiku1240	False	False	True	True	False
Khroskyabs	jiq	guan1266	True	False	True	False	False
Khinalugh	kjj	khin1240	False	False	False	True	True
Kharam Naga	kfw	khar1288	False	False	True	True	False
Kerinci	kvr	keri1250	False	True	False	True	False
Kenuzi-Dongola	kzh	kenu1236	False	True	False	True	False
Kendayan-Belangin	knx	kend1254	False	False	True	True	False
Kemezung	dmo	keme1240	True	False	False	True	False
Keley-i Kallahan	ify	kele1259	False	True	False	True	False
Kele (Papua New Guinea)	sbc	kele1258	False	False	False	True	True
Kekchí	kek	kekc1242	False	False	True	True	False
Kawarrang-Ogh Undjan	NOCODE_Kawarrang-Ogh-Undjan	kawa1290	False	False	True	True	False
Kathmandu Valley Newari	new	newa1246	False	False	False	True	True
Katcha-Kadugli-Miri	xtc	katc1249	False	False	False	True	True
Kashaya	kju	kash1280	True	False	False	True	False
Karo (Ethiopia)	kxh	karo1297	True	False	False	True	False
Karipúna Creole French	kmv	kari1301	False	False	False	True	True
Karao	kyj	kara1487	False	True	False	True	False
Kaqchikel	cak	kaqc1270	False	False	False	True	True
Kaninuwa	wat	kani1281	False	False	True	False	True
Kaningdon-Nindem	kdp	kani1277	False	True	False	True	False
Kalabari	ijn	kala1381	False	False	True	True	False
Kalaallisut	kal	kala1399	False	False	False	True	True
Kala Lagaw Ya	mwp	kala1377	False	False	True	True	False
Kaki Ae	tbd	kaki1249	False	False	True	True	False
Kagayanen	cgc	kaga1256	False	True	False	True	False
Kabardian	kbd	kaba1278	False	False	False	True	True
Jur Modo	bex	jurm1239	True	False	False	True	False
Juquila Mixe	mxq	juqu1238	True	False	False	True	False
Jowulu	jow	jowu1238	False	True	False	True	False
Jola-Fonyi	dyo	jola1263	False	False	False	True	True
Jita	jit	jita1239	True	False	False	True	False
Jina	jia	jina1244	False	False	True	True	False
Jaru	ddj	jaru1254	True	False	False	True	False
Jaqaru	jqr	jaqa1244	False	False	True	False	True
Japanese	jpn	nucl1643	True	False	False	True	False
Jamamadí	jaa	jama1261	False	False	True	True	False
Jah Hut	jah	jahh1242	False	False	True	True	False
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238	False	True	False	True	False
Iwal	kbm	iwal1237	False	True	False	True	False
Ivbie North-Okpela-Arhe	atg	ivbi1241	False	False	True	True	False
Iu Mien	ium	iumi1238	False	False	True	True	False
Isthmus Zapotec	zai	isth1244	True	False	False	True	False
Iquito	iqu	iqui1243	False	True	False	True	False
Inor	ior	inor1238	False	False	False	True	True
Ili'uun	ilu	iliu1237	False	False	False	True	True
Ikoma-Nata	ntk	ikom1245	False	True	False	True	False
Iban	iba	iban1264	False	False	True	True	False
Iau	tmu	iauu1242	True	False	False	True	False
Hunzib	huz	hunz1247	False	False	False	True	True
Huli	hui	huli1244	True	False	True	False	False
Huaylla Wanca Quechua	qvw	huay1241	True	False	True	False	False
Highland Popoluca	poi	high1276	False	False	False	True	True
Hieroglyphic Luwian	hlu	hier1240	False	False	False	True	True
Haya	hay	haya1250	False	False	True	True	False
Hawu	hvn	sabu1255	False	False	True	True	False
Hanis	csz	coos1249	True	True	False	False	False
Halkomelem	hur	halk1245	False	False	True	True	False
Hadza	hts	hadz1240	False	False	True	True	False
Gwahatike	dah	gwah1244	False	False	False	True	True
Guruntum-Mbaaru	grd	guru1271	True	False	False	True	False
Gurani	hac	gura1251	False	True	False	True	False
Guragone	gge	gura1252	False	False	False	True	True
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	False	False	False	True	True
Gujari	gju	guja1253	False	True	False	True	False
Guató	gta	guat1253	False	False	False	True	True
Guaicurian	NOCODE_Guaicurian	guai1237	True	False	False	True	False
Grass Koiari	kbk	gras1249	True	False	False	True	False
Gorontalo	gor	goro1259	False	False	True	True	False
Gogodala	ggw	gogo1265	True	False	False	True	False
Gilbertese	gil	gilb1244	False	False	True	True	False
Gilaki	glk	gila1241	False	False	False	True	True
Georgian	kat	nucl1302	False	False	False	True	True
Gen	gej	genn1243	False	False	True	True	False
Gbaya-Bossangoa	gbp	gbay1287	False	False	False	True	True
Gandhari	pgd	gand1259	False	False	True	True	False
Gagadu	gbu	gaga1251	False	False	False	True	True
Gade	ged	gade1242	False	False	True	True	False
Gaam	tbi	gaam1241	False	True	False	True	False
Ga'anda	gqa	gaan1243	False	False	True	True	False
Fungwa	ula	fung1245	False	False	True	True	False
Fore	for	fore1270	False	False	True	True	False
Folopa	ppo	folo1238	False	False	True	True	False
Finallig	bkb	fina1242	False	False	True	True	False
Fiji Hindi	hif	fiji1242	True	False	True	False	False
Fayu	fau	fayu1238	False	True	True	False	False
Fataluku	ddg	fata1247	False	False	True	True	False
Faifi	fif	faif1234	False	False	True	True	False
Faeto and Celle San Vito Francoprovencal	NOCODE_Faeto-Celle-San-Vito-Francoprovencal	faet1240	False	False	True	True	False
Ewe	ewe	ewee1241	False	False	True	True	False
Evenki	evn	even1259	False	False	False	True	True
Eudeve	NOCODE_Eudeve	eude1234	False	False	True	True	False
Esan	ish	esan1238	False	False	True	True	False
Erzya	myv	erzy1239	False	False	True	False	True
Epigraphic Mayan	emy	epig1241	False	False	True	False	True
El Molo	elo	elmo1238	False	False	False	True	True
Ejagham	etu	ejag1239	False	True	False	True	False
Eastern Tamang	taj	east2347	False	False	False	True	True
Eastern Pomo	peb	east2545	False	False	False	True	True
Eastern Kayah	eky	east2342	False	False	True	True	False
East-Central Tangkhul Naga	nmf	tang1336	False	False	True	True	False
East Taa	nmn	huaa1248	False	False	True	True	False
Early Irish	sga	oldi1245	False	False	False	True	True
Dyirbal	dbl	dyir1250	False	False	True	True	False
Dyaabugay	dyy	dyaa1242	False	False	False	True	True
Dusner	dsn	dusn1237	False	True	False	True	False
Drung	duu	drun1238	False	False	True	True	False
Dogrib	dgr	dogr1252	False	True	False	True	False
Dobel	kvo	dobe1238	False	False	True	True	False
Diriku	diu	diri1252	True	False	False	True	False
Dime	dim	dime1235	False	False	True	True	False
Digo	dig	digo1243	False	False	True	True	False
Dibole	bvx	dibo1245	False	False	True	True	False
Dharumbal	xgm	dhar1248	True	True	False	False	False
Dera (Nigeria)	kna	dera1248	False	False	True	True	False
Degema	deg	dege1246	False	False	False	True	True
Dawro	dwr	dawr1236	False	False	True	True	False
Dass	dot	dass1243	False	False	False	True	True
Dari	prs	dari1249	True	False	False	True	False
Danish	dan	dani1285	True	False	False	True	False
Dangaleat	daa	dang1274	False	True	False	True	False
Dagik	dec	dagi1241	False	False	True	True	False
Daats'iin	dtn	daat1234	False	False	True	True	False
Cross River Mbembe	mfn	cros1244	False	False	False	True	True
Creolized Grand Ronde Chinook Jargon	chn	chin1272	False	False	False	True	True
Creek	mus	cree1270	False	False	False	True	True
Cotabato Manobo	mta	cota1241	False	False	False	True	True
Coptic	cop	copt1239	True	False	False	True	False
Coeur d'Alene	crd	coeu1236	False	False	False	True	True
Coatlán Mixe	mco	coat1238	True	False	False	True	False
Classical Tibetan	xct	clas1254	False	False	True	True	False
Classical Syriac	syc	clas1252	False	False	False	True	True
