Language	ISO 639-3	Glottocode	object_agreement	subject_agreement	subject_indexing
Maku'a	lva	maku1277	False	True	False
Makhuwa-Meetto	mgh	makh1261	False	True	False
Makaa	mcp	maka1304	False	True	False
Majang	mpe	maja1242	False	True	False
Mairasi	zrs	nucl1594	False	True	False
Maia	sks	maia1254	True	False	False
Macushi	mbc	macu1259	True	False	False
Macedonian	mkd	mace1250	False	True	False
Macanese	mzs	maca1262	False	True	False
Maay	ymm	maay1238	False	True	False
Ma'di	mhi	madi1260	False	True	False
Luyi	lyn	luya1241	False	True	False
Luo (Kenya and Tanzania)	luo	luok1236	False	True	False
Luiseno	lui	luis1253	False	True	False
Luba-Lulua	lua	luba1249	False	True	False
Lozi	loz	lozi1239	False	True	False
Lowland Tarahumara	tac	lowl1265	False	True	False
Lowland Oaxaca Chontal	clo	lowl1260	False	True	False
Lower Silesian	sli	lowe1388	False	True	False
Lou	loj	louu1245	False	True	False
Lote	uvl	lote1237	False	True	False
Longgu	lgu	long1395	True	False	False
Lombard	lmo	lomb1257	False	True	False
Loko	lok	loko1255	False	True	False
Lokaa	yaz	loka1252	False	True	False
Liv	liv	livv1244	True	False	False
Lithuanian	lit	lith1251	False	True	False
Limilngan	lmc	nucl1327	False	True	False
Limbu	lif	limb1266	False	True	False
Libyan Arabic	ayl	liby1240	False	True	False
Libinza	liz	libi1244	False	True	False
Libido	liq	libi1250	False	True	False
Lhomi	lhm	lhom1239	False	True	False
Lezghian	lez	lezg1247	False	True	False
Lewo	lww	lewo1242	False	True	False
Lenje	leh	lenj1248	False	True	False
Lengua Sur	enx	sout2989	False	True	False
Lembena	leq	lemb1266	False	True	False
Lelemi	lef	lele1264	False	True	False
Lele (Papua New Guinea)	lle	lele1270	False	True	False
Lele (Chad)	lln	lele1276	False	True	False
Lau	llu	lauu1247	True	False	False
Latin	lat	lati1261	False	True	False
Larteh	lar	lart1238	False	True	False
Laragia	lrg	lara1258	True	False	False
Lamkang	lmk	lamk1238	False	True	False
Lambadi	lmn	lamb1269	False	True	False
Lamba	lam	lamb1271	False	True	False
Lak	lbe	lakk1252	True	False	False
Laiyolo	lji	laiy1246	True	False	False
Ladin	lld	ladi1250	True	False	False
Kwomtari	kwo	nucl1593	False	True	False
Kwegu	xwg	kweg1241	False	True	False
Kwara'ae	kwf	kwar1239	True	False	False
Kwama	kmq	kwam1249	False	True	False
Kwakum	kwu	kwak1266	False	True	False
Kwak'wala	kwk	kwak1269	False	True	False
Kutep	kub	kute1248	False	True	False
Kusunda	kgg	kusu1250	False	True	False
Kurukh	kru	kuru1301	False	True	False
Kurrama	vku	kurr1243	False	True	False
Kupia	key	kupi1238	False	True	False
Kumzari	zum	kumz1235	False	True	False
Kumarbhag Paharia	kmj	kuma1274	False	True	False
Kulung (Nigeria)	bbu	kulu1255	False	True	False
Kuikúro-Kalapálo	kui	kuik1246	True	False	False
Kui (Indonesia)	kvd	kuii1253	False	True	False
Kui (India)	kxu	kuii1252	False	True	False
Kubachi	ugh	kuba1248	False	True	False
Kuanua	ksd	kuan1248	False	True	False
Koyra Chiini Songhay	khq	koyr1240	False	True	False
Kota (India)	kfe	kota1263	False	True	False
Koshin	kid	kosh1246	False	True	False
Kosarek Yale	kkl	kosa1249	False	True	False
Korowai	khe	koro1312	False	True	False
Koroshi	ktl	koro1296	True	False	False
Korop	krp	koro1304	False	True	False
Koonzime	ozm	koon1245	False	True	False
Komi-Zyrian	kpv	komi1268	False	True	False
Kombai	tyn	komb1274	False	True	False
Komba	kpf	komb1273	True	False	False
Kohumono	bcs	kohu1244	False	True	False
Kofyar	kwl	kofy1242	False	True	False
Kobon	kpw	kobo1249	False	True	False
Klamath-Modoc	kla	klam1254	False	True	False
Kituba (Democratic Republic of Congo)	ktu	kitu1246	False	True	False
Kikuyu	kik	kiku1240	False	True	False
Khotanese	kho	khot1251	False	True	False
Khoresh-e Rostam	okh	kore1279	True	False	False
Kharia	khr	khar1287	False	True	False
Khandesi	khn	khan1272	True	False	False
Khana	ogo	khan1278	False	True	False
Khaling	klr	khal1275	False	True	False
Khakas	kjh	khak1248	False	True	False
Kgalagadi	xkv	kgal1244	False	True	False
Keiga	kec	keig1242	False	True	False
Keerak	hhr	kera1248	False	True	False
Keapara	khz	keap1239	False	True	False
Katcha-Kadugli-Miri	xtc	katc1249	False	True	False
Kaska	kkz	kask1239	True	False	False
Kashubian	csb	kash1274	False	True	False
Karo (Ethiopia)	kxh	karo1297	False	True	False
Karao	kyj	kara1487	False	True	False
Karachay-Balkar	krc	kara1465	False	True	False
Kara (Papua New Guinea)	leu	kara1486	False	True	False
Kaqchikel	cak	kaqc1270	False	True	False
Kapriman	dju	kapr1245	False	True	False
Kanembu	kbl	kane1243	False	True	False
Kamba (Kenya)	kam	kamb1297	False	True	False
Kamas-Koibal	xas	kama1351	False	True	False
Kamano	kbq	kama1370	False	True	False
Kaluli	bco	kalu1248	False	True	False
Kalasha	kls	kala1372	False	True	False
Kalam	kmh	kala1397	False	True	False
Kalabari	ijn	kala1381	True	False	False
Kakua	cbv	cacu1241	False	True	False
Kajkavian	kjv	kajk1237	False	True	False
Kairiru	kxa	kair1263	False	False	True
Kacipo-Balesi	koe	kaci1244	False	True	False
Kabyle	kab	kaby1243	False	True	False
Kabuverdianu	kea	kabu1256	True	False	False
Kabikabi	gbw	kabi1260	True	False	False
Kaba	ksp	kaba1281	False	True	False
Jumjum	jum	jumj1238	False	True	False
Judeo-Moroccan Arabic	aju	jude1265	False	True	False
Jicarilla Apache	apj	jica1244	True	False	False
Jibbali	shv	sheh1240	False	True	False
Jerung	jee	jeru1240	False	True	False
Japanese	jpn	nucl1643	False	True	False
Jad	jda	jadd1243	False	True	False
Izi-Ezaa-Ikwo-Mgbo	izi	izie1238	True	False	False
Iyo	nca	iyoo1238	False	True	False
Iwal	kbm	iwal1237	False	True	False
Istro Romanian	ruo	istr1245	False	True	False
Isinai	inn	isin1239	True	False	False
Irish	gle	iris1253	False	True	False
Irarutu	irh	irar1238	False	True	False
Indus Kohistani	mvy	indu1241	False	True	False
Inari Sami	smn	inar1241	False	True	False
Imperial Aramaic (700-300 BCE)	arc	impe1235	False	True	False
Ili'uun	ilu	iliu1237	False	True	False
Ila	ilb	ilaa1246	False	True	False
Ik	ikx	ikkk1242	False	True	False
Igor Ossetian	oss	iron1242	False	True	False
Iatmul	ian	iatm1242	False	True	False
Huli	hui	huli1244	False	True	False
Huba	hbb	huba1236	False	True	False
Ho	hoc	hooo1248	True	False	False
Hmar	hmr	hmar1241	True	False	False
Hittite	hit	hitt1242	False	True	False
Hijazi Arabic	acw	hija1235	False	True	False
Hieroglyphic Luwian	hlu	hier1240	False	True	False
Hidatsa	hid	hida1246	True	False	False
Heiltsuk-Oowekyala	hei	heil1246	False	True	False
Hawu	hvn	sabu1255	False	True	False
Hausa States Fulfulde	fuv	nige1253	False	True	False
Hassaniyya	mey	hass1238	False	True	False
Haryanvi	bgc	hary1238	False	True	False
Harari	har	hara1271	False	True	False
Halia	hla	hali1244	False	True	False
Hadiyya	hdy	hadi1240	False	True	False
Ha	haq	haaa1252	True	False	False
Gweno	gwe	gwen1239	False	True	False
Gwahatike	dah	gwah1244	False	True	False
Guyanese Creole English	gyn	creo1235	False	True	False
Guugu Yimidhirr	kky	gugu1255	False	True	False
Guruntum-Mbaaru	grd	guru1271	False	True	False
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	False	True	False
Guiqiong	gqi	guiq1238	False	True	False
Guianese Creole French	gcr	guia1246	False	True	False
Gude	gde	gude1246	False	True	False
Guaicurian	NOCODE_Guaicurian	guai1237	False	True	False
Gorum-Parenga	pcj	pare1266	False	True	False
Gorontalo	gor	goro1259	False	True	False
Golin	gvf	goli1247	False	True	False
Godié	god	godi1239	False	True	False
Glavda	glw	glav1244	True	False	False
Girirra	gii	giri1245	False	True	False
Girawa	bbr	gira1247	False	True	False
Gimi (Eastern Highlands)	gim	gimi1243	False	True	False
Gilit Mesopotamian Arabic	acm	meso1252	False	True	False
Gilbertese	gil	gilb1244	False	True	False
Ghari	gri	ghar1239	True	False	False
Ghadames	gha	ghad1239	False	True	False
German	deu	stan1295	False	True	False
Gen	gej	genn1243	False	True	False
Geez	gez	geez1241	False	True	False
Gebe	gei	gebe1237	False	True	False
Gbaya-Mbodomo	gmm	gbay1281	False	True	False
Gbagyi	gbr	gbag1258	True	False	False
Gawar-Bati	gwt	gawa1247	False	True	False
Gavião Do Jiparaná	gvo	gavi1246	False	True	False
Gata'	gaq	gata1239	False	True	False
Gapapaiwa	pwg	gapa1238	True	False	False
Gants	gao	gant1244	False	True	False
Ganda	lug	gand1255	True	False	False
Galibi Carib	car	gali1262	False	True	False
Gagauz	gag	gaga1249	False	True	False
Gagadu	gbu	gaga1251	False	True	False
Gadsup	gaj	gads1258	False	True	False
Gade	ged	gade1242	False	True	False
Ga'anda	gqa	gaan1243	False	True	False
Fyam	pym	fyam1238	False	True	False
Fuyug	fuy	fuyu1242	False	True	False
Fordata	frd	ford1242	False	True	False
Foi	foi	foii1241	False	True	False
Fe'fe'	fmp	fefe1239	False	True	False
Fataluku	ddg	fata1247	False	True	False
Fars Dialects	fay	sout2645	False	True	False
Faroese	fao	faro1244	False	True	False
Farefare	gur	fare1241	True	False	False
Faliscan	xfa	fali1291	False	True	False
Faiwol	fai	faiw1243	True	False	False
Faifi	fif	faif1234	False	True	False
Evenki	evn	even1259	False	True	False
Even	eve	even1260	False	True	False
Etruscan	ett	etru1241	True	False	False
Esimbi	ags	esim1238	False	True	False
Emerillon	eme	emer1243	False	True	False
Emberá-Catío	cto	embe1260	False	True	False
Eleme	elm	elem1253	False	True	False
Egyptian Arabic	arz	egyp1253	False	True	False
Egyptian (Ancient)	egy	egyp1246	False	True	False
Efe	efe	efee1239	False	True	False
Eastern Newari	NOCODE_Dolakha-Newari	east2773	False	True	False
Eastern Atadei	lmf	sout2896	False	True	False
Eastern Arrernte	aer	east2379	False	True	False
Eastern Armenian	hye	nucl1235	False	True	False
Eastern Abenaki	aaq	east2544	True	False	False
East Taa	nmn	huaa1248	True	False	False
East Makian	mky	east2440	False	True	False
East Ambae	omb	east2443	False	False	True
Duna	duc	duna1248	False	True	False
Duhumbi	cvg	chug1252	False	True	False
Donno So Dogon	dds	donn1239	False	True	False
Domaaki	dmk	doma1260	False	True	False
Dolgan	dlg	dolg1241	False	True	False
Dogri	dgo	dogr1250	False	True	False
Dobel	kvo	dobe1238	True	False	False
Djiwarli	dze	djiw1241	False	True	False
Dirasha	gdl	dira1242	False	True	False
Dime	dim	dime1235	False	True	False
Dieri	dif	dier1241	False	True	False
Dhivehi	div	dhiv1236	False	True	False
Dhalandji	dhl	dhal1245	False	True	False
Desano	des	desa1247	False	True	False
Denya	anv	deny1238	False	True	False
Dawro	dwr	dawr1236	False	True	False
Darma	drd	darm1243	False	True	False
Dari	prs	dari1249	False	True	False
Dar Daju Daju	djc	dard1243	False	True	False
Dangaleat	daa	dang1274	False	True	False
Dampelas	dms	damp1237	False	True	False
Dalmatian	dlm	dalm1243	True	False	False
Dakaka	bpa	daka1243	False	True	False
Dahalo	dal	daha1245	False	True	False
Dagbani	dag	dagb1246	False	True	False
Czech	ces	czec1258	False	True	False
Cypriot Arabic	acy	cypr1248	False	True	False
Curripaco	kpc	curr1243	False	True	False
Cross River Mbembe	mfn	cros1244	False	True	False
Crimean Tatar	crh	crim1257	False	True	False
Creek	mus	cree1270	True	False	False
Coptic	cop	copt1239	False	True	False
Copala Triqui	trc	copa1237	False	True	False
Cochimi	coj	coch1272	False	True	False
Cocama-Cocamilla	cod	coca1259	False	True	False
Classical Syriac	syc	clas1252	True	False	False
Classical Nahuatl	nci	clas1250	False	True	False
Classical Mandaic	myz	clas1253	False	True	False
Chácobo	cao	chac1251	False	True	False
Chuvash	chv	chuv1255	False	True	False
Church Slavic	chu	chur1257	False	True	False
Chulym Turkic	clw	chul1246	False	True	False
Chukchi	ckt	chuk1273	False	True	False
Chuj	cac	chuj1250	False	True	False
Chothe	nct	chot1239	False	True	False
Chiru	cdf	chir1283	False	True	False
China Buriat	bxu	chin1476	False	True	False
Chhattisgarhi	hne	chha1249	False	True	False
Che	ruk	chee1238	False	True	False
Central Maewo	mwo	cent2058	False	True	False
Central Kurdish	ckb	cent1972	False	True	False
Central Kalapuya	kyl	kala1400	False	False	True
Central Alaskan Yupik	esu	cent2127	True	False	False
Cayuga	cay	cayu1261	True	False	False
Canela-Krahô	ram	cane1242	False	True	False
Cajun French	frc	caju1236	False	True	False
C'lela	dri	clel1238	False	True	False
Byangsi	bee	byan1241	False	True	False
Bussa	dox	buss1239	False	True	False
Bushoong	buf	bush1247	False	True	False
Busa	bqp	busa1253	False	True	False
Burji	bji	burj1242	False	True	False
Bure	bvh	bure1242	False	True	False
Bura-Pabir	bwr	bura1292	True	False	False
Bunoge Dogon	dgb	buno1241	False	True	False
Bulgarian	bul	bulg1262	False	True	False
Bukharic	bhh	bukh1238	False	True	False
Buhutu	bxh	buhu1237	False	True	False
Bughotu	bgt	bugh1239	True	False	False
Bugawac	buk	buga1250	False	True	False
Breton	bre	bret1244	False	True	False
Bororo	bor	boro1282	False	True	False
Borei	gai	bore1247	True	False	False
Bondo	bfw	bond1245	False	True	False
Bondei	bou	bond1247	True	False	False
Bolivar-North Chimborazo Highland Quichua	qug	chim1302	False	True	False
Bole	bol	nucl1695	False	True	False
Bola	bnp	bola1250	False	True	False
Bohtan Neo-Aramaic	bhn	boht1238	True	False	False
Bislama	bis	bisl1239	False	True	False
Bishnupuriya	bpy	bish1244	False	True	False
Bilin	byn	bili1260	False	True	False
Bila	bip	bila1255	False	True	False
Biak	bhw	biak1248	False	True	False
Bhadrawahi	bhd	bhad1241	False	True	False
Betta Kurumba	xub	bett1235	False	True	False
Betoi-Jirara	NOCODE_Betoi	beto1236	False	True	False
Berik	bkl	beri1254	True	False	False
Bemba (Zambia)	bem	bemb1257	False	True	False
Bella Coola	blc	bell1243	False	False	True
Belhariya	byw	belh1239	True	False	False
Belanda Viri	bvi	bela1255	False	True	False
Bekwarra	bkv	bekw1241	False	True	False
Bebe	bzv	bebe1250	False	True	False
Bati (Cameroon)	btc	bati1251	False	True	False
Batanga	bnm	bata1285	False	True	False
Batak Karo	btx	bata1293	False	True	False
Bashkir	bak	bash1264	False	True	False
Baruya	byr	baru1267	True	False	False
Barok	bjk	baro1253	False	True	False
Bari	bfa	bari1284	False	True	False
Baoulé	bci	baou1238	False	True	False
Bannoni	bcm	bann1247	False	True	False
Banggarla	bjb	bang1339	False	True	False
Bandi	bza	band1352	True	False	False
Bamun	bax	bamu1253	False	True	False
Baltic Romani	rml	balt1257	False	True	False
Balantak	blz	bala1315	False	True	False
Balangingi	sse	bala1311	False	True	False
Bakoko	bkh	bako1249	False	True	False
Bafut	bfd	bafu1246	False	True	False
Bafaw-Balong	bwt	bafa1247	False	True	False
Bade	bde	bade1248	False	True	False
Badaga	bfq	bada1257	False	True	False
Baba	bbw	baba1264	True	False	False
Axamb	ahb	axam1237	False	True	False
Avatime	avn	avat1244	False	True	False
Au	avt	auuu1241	False	True	False
Atikamekw	atj	atik1240	True	False	False
Athpariya	aph	athp1241	False	True	False
Atayal	tay	atay1247	False	True	False
Asuri	asr	asur1254	True	False	False
Ashéninka Perené	prq	ashe1272	False	True	False
Arop-Sissano	aps	arop1242	False	True	False
Aromanian	rup	arom1237	False	True	False
Argobba	agj	argo1244	False	True	False
Are	mwc	aree1239	True	False	False
Arbore	arv	arbo1245	False	True	False
Ancient Hebrew	hbo	anci1244	False	True	False
Amurdak	amg	amar1271	False	True	False
Ambulas	abt	ambu1247	False	True	False
Ambai	amk	amba1265	False	True	False
Amanab	amn	aman1265	False	True	False
Amam	NOCODE_Amam	amam1246	True	False	False
Alur	alz	alur1250	False	True	False
Alorese	aol	alor1247	False	True	False
Alekano	gah	alek1238	False	True	False
Ale	gwd	gaww1239	False	True	False
Alawa	alh	alaw1244	False	True	False
Alacatlatzala Mixtec	mim	alac1244	False	True	False
Akie	mwy	mosi1247	False	True	False
Aka-Bea	abj	akab1249	True	False	False
Aja (Benin)	ajg	ajab1235	True	False	False
Aguacateco	agu	agua1252	False	True	False
Aghu	ahh	aghu1255	False	True	False
Aghem	agq	aghe1239	False	True	False
Afar	aar	afar1241	False	True	False
Adilabad Gondi	wsg	utno1237	False	True	False
Achuar-Shiwiar	acu	achu1248	False	False	True
Acheron	acz	ache1245	False	True	False
Acehnese	ace	achi1257	False	True	False
Abu' Arapesh	aah	abua1245	False	True	False
Abawiri	flh	foau1240	False	False	True
Aari	aiw	aari1239	False	True	False
Önge	oon	onge1236	False	False	False
Záparo	zro	zapa1253	False	False	False
Zoroastrian Dari	gbz	zoro1242	False	False	False
Zimbabwean Ndebele	nde	nort2795	False	False	False
Zialo	zil	zial1235	False	False	False
Zia	zia	ziaa1250	False	False	False
Zhangzhung	xzh	zhan1239	False	False	False
Zenzontepec Chatino	czn	zenz1235	False	False	False
Zeme Naga	nzm	zeme1240	False	False	False
Zemba	dhm	zemb1238	False	False	False
Zbu	NOCODE_Zbu	zbua1234	False	False	False
Zauzou	zal	zauz1238	False	False	False
Zarma-Kaado	dje	zarm1239	False	False	False
Zaniza Zapotec	zpw	zani1235	False	False	False
Zande	zne	zand1248	False	False	False
Zakhring	zkr	zakh1243	False	False	False
Zaiwa	atb	zaiw1241	False	False	False
Yámana	yag	yama1264	False	False	False
Yuwaalaraay-Gamilaraay	kld	gami1243	False	False	False
Yurok	yur	yuro1248	False	False	False
Yuputhimri	NOCODE_Yuputhimri	yupu1235	False	False	False
Yulu	yul	yulu1243	False	False	False
Yulparija	NOCODE_Yulparija	yulp1239	False	False	False
Yuki	yuk	yuki1243	False	False	False
Yue Chinese	yue	yuec1235	False	False	False
Yucuna	ycn	yucu1253	False	False	False
Yuchi	yuc	yuch1247	False	False	False
Yucatec Maya	yua	yuca1254	False	False	False
Yoy	yoy	yoyy1238	False	False	False
Younuo Bunu	buh	youn1235	False	False	False
Yoruba	yor	yoru1245	False	False	False
Yorta Yorta	xyy	yort1237	False	False	False
Yongning Na	nru	yong1270	False	False	False
Yongnan Zhuang	zyn	yong1275	False	False	False
Yonaguni	yoi	yona1241	False	False	False
Yom	pil	yomm1242	False	False	False
Yokuts	yok	yoku1256	False	False	False
Yogad	yog	yoga1237	False	False	False
Yiwom	gek	yiwo1237	False	False	False
Yintyinka-Ayabadhu	ayd	ayab1239	False	False	False
Yine	pib	yine1238	False	False	False
Yinchia	yin	yinc1238	False	False	False
Yessan-Mayo	yss	yess1239	False	False	False
Yerukula	yeu	yeru1240	False	False	False
Yekhee	ets	yekh1238	False	False	False
Yaygir	xya	yayg1236	False	False	False
Yaweyuha	yby	yawe1241	False	False	False
Yanomám	wca	yano1262	False	False	False
Yanesha'	ame	yane1238	False	False	False
Yandruwandha	ynd	yand1253	False	False	False
Yana	ynn	yana1271	False	False	False
Yan-nhangu	jay	yann1237	False	False	False
Yami	tao	yami1254	False	False	False
Yamba	yam	yamb1251	False	False	False
Yalarnnga	ylr	yala1262	False	False	False
Yalahatan-Haruru-Awaiya	jal	yala1266	False	False	False
Yala	yba	yala1263	False	False	False
Yagara-Jandai	NOCODE_Yagara	yaga1256	False	False	False
Yaeyama	rys	yaey1239	False	False	False
Yaaku	muu	yaak1241	False	False	False
Xârâcùù	ane	xara1244	False	False	False
Xokleng	xok	xokl1240	False	False	False
Xishanba Lalo	ywt	xish1235	False	False	False
Xiang Chinese	hsn	xian1251	False	False	False
Xhosa	xho	xhos1239	False	False	False
Xanaguía Zapotec	ztg	xana1235	False	False	False
Wutunhua	wuh	wutu1241	False	False	False
Wunambal	wub	wuna1249	False	False	False
Wulguru	qgu	wulg1239	False	False	False
Wu Chinese	wuu	wuch1236	False	False	False
Woun Meu	noa	woun1238	False	False	False
Worodougou	jud	woro1256	False	False	False
Worimi	kda	wori1245	False	False	False
Wongo	won	wong1247	False	False	False
Woiwurrung	wyi	woiw1237	False	False	False
Wiyot	wiy	wiyo1248	False	False	False
Wiru	wiu	wiru1244	False	False	False
Wirangu	wgu	wira1265	False	False	False
Wiradhuri	wrh	wira1262	False	False	False
Wilson River (Grey Range)	nbx	ngur1261	False	False	False
Wik-Ngathana	wig	wikn1245	False	False	False
Wichí Lhamtés Vejoz	wlv	wich1263	False	False	False
Westphalic	wep	west2356	False	False	False
Western Xiangxi Miao	mmr	west2430	False	False	False
Western Victoria	NOCODE_Western-Victoria	west2443	False	False	False
Western Subanon	suc	west2557	False	False	False
Western Sisaala	ssl	west2465	False	False	False
Western Puroik	NOCODE_Western-Puroik	west2873	False	False	False
Western Pantar	lev	lamm1241	False	False	False
Western Muria	mut	west2408	False	False	False
Western Lawa	lcp	west2396	False	False	False
Western Keres	kjq	west2632	False	False	False
Western Kayah	kyu	west2409	False	False	False
Western Juxtlahuaca Mixtec	jmx	west2643	False	False	False
Western Huasteca Nahuatl	nhw	west2624	False	False	False
Western Highland Chatino	ctp	west2644	False	False	False
Western Fijian	wyy	west2519	False	False	False
Western Dani	dnw	west2594	False	False	False
Western Cham	cja	west2650	False	False	False
Western Canadian Inuktitut	ikt	west2618	False	False	False
Western Bukidnon Manobo	mbb	west2555	False	False	False
Western Bru	brv	west2397	False	False	False
Western Armenian	hyw	homs1234	False	False	False
West Makian	mqs	west2600	False	False	False
West Kewa	kew	west2599	False	False	False
West Damar	drn	west2548	False	False	False
West Coast Bajau	bdr	west2560	False	False	False
West Berawan	zbw	west2564	False	False	False
Welsh	cym	wels1247	False	False	False
Welsh Romani	rmw	wels1246	False	False	False
Wayana	way	waya1269	False	False	False
Wathawurrung	wth	wath1238	False	False	False
Watam	wax	wata1253	False	False	False
Washo	was	wash1253	False	False	False
Warumungu	wrm	waru1265	False	False	False
Warrwa	wwr	warr1258	False	False	False
Warrnambool	gjm	warr1257	False	False	False
Warrgamay	wgy	warr1255	False	False	False
Warray	wrz	wara1290	False	False	False
Warluwara	wrb	warl1256	False	False	False
Warao	wba	wara1303	False	False	False
Wara	wbf	wara1292	False	False	False
Wapishana	wap	wapi1253	False	False	False
Wapan	juk	wapa1235	False	False	False
Wantoat	wnc	want1252	False	False	False
Wanman	wbt	wanm1242	False	False	False
Wangaaybuwan-Ngiyambaa	wyb	wang1291	False	False	False
Waneci	wne	wane1241	False	False	False
Wandarang	wnd	wand1263	False	False	False
Wandamen	wad	wand1267	False	False	False
Wampanoag	wam	wamp1249	False	False	False
Walmajarri	wmt	walm1241	False	False	False
Wakawaka	wkw	waka1274	False	False	False
Wajarri	wbv	waja1257	False	False	False
Waiwai	waw	waiw1244	False	False	False
Waima'a	wmh	waim1252	False	False	False
Wagaya	wga	waga1260	False	False	False
Waffa	waj	waff1241	False	False	False
Wadjiginy	wdj	wadj1254	False	False	False
Waddar	wbq	wadd1237	False	False	False
Vwanji	wbi	vwan1235	False	False	False
Vunjo	vun	vunj1238	False	False	False
Votic	vot	voti1245	False	False	False
Vlax Romani	rmy	vlax1238	False	False	False
Virgin Islands Creole English	vic	virg1240	False	False	False
Vinza	vin	vinz1238	False	False	False
Vincentian Creole English	svc	vinc1243	False	False	False
Vietnamese	vie	viet1252	False	False	False
Vera'a	vra	vera1241	False	False	False
Ventureño	veo	vent1242	False	False	False
Venetic	xve	vene1257	False	False	False
Venetian	vec	vene1258	False	False	False
Vai	vai	vaii1241	False	False	False
Vagla	vag	vagl1239	False	False	False
Vaal-Orange	kqu	vaal1235	False	False	False
Uru	ure	uruu1244	False	False	False
Urak Lawoi'	urk	urak1238	False	False	False
Ura (Vanuatu)	uur	urav1235	False	False	False
Upper Kinabatangan	dmg	uppe1427	False	False	False
Upper Guinea Crioulo	pov	uppe1455	False	False	False
Upper Chinookan	wac	wasc1239	False	False	False
Upper Chehalis	cjh	uppe1439	False	False	False
Unserdeutsch	uln	unse1236	False	False	False
Uncunwee	ghl	ghul1238	False	False	False
Unami	unm	unam1242	False	False	False
Una	mtg	unaa1239	False	False	False
Umiray Dumaget Agta	due	umir1236	False	False	False
Umbuygamu	umg	umbu1256	False	False	False
Umbugarla	umr	umbu1235	False	False	False
Umbu-Ungu	ubu	umbu1258	False	False	False
Umanakaina	gdn	uman1240	False	False	False
Ukaan	kcf	ukaa1243	False	False	False
Uighur	uig	uigh1240	False	False	False
Ugong	ugo	ugon1239	False	False	False
Udi	udi	udii1243	False	False	False
Ubir	ubr	ubir1237	False	False	False
U	uuu	uuuu1243	False	False	False
Tübatulabal	tub	tuba1278	False	False	False
Tzeltal	tzh	tzel1254	False	False	False
Tweed-Albert	xjb	twee1234	False	False	False
Twana	twa	twan1247	False	False	False
Tututni	tuu	tutu1242	False	False	False
Tutsa Naga	tvt	tuts1235	False	False	False
Tutelo	tta	tute1247	False	False	False
Turung	try	turu1249	False	False	False
Turks And Caicos Creole English	tch	turk1310	False	False	False
Turkmen	tuk	turk1304	False	False	False
Turkic Khalaj	klj	turk1303	False	False	False
Tunumiisiut	NOCODE_Tunumiisiut	tunu1234	False	False	False
Tunisian Arabic	aeb	tuni1259	False	False	False
Tungurahua Highland Quichua	qxl	sala1272	False	False	False
Tunen	tvu	tune1261	False	False	False
Tumbuka	tum	tumb1250	False	False	False
Tulu	tcy	tulu1258	False	False	False
Tule-Kaweah Yokuts	NOCODE_Tule-Kaweah	tule1245	False	False	False
Tula	tul	tula1252	False	False	False
Tucano	tuo	tuca1252	False	False	False
Tswa	tsc	tswa1255	False	False	False
Tsou	tsu	tsou1248	False	False	False
Tsonga	tso	tson1249	False	False	False
Tshobdun	NOCODE_Tshobdun	tsho1240	False	False	False
Tshangla	tsj	tsha1245	False	False	False
Tsat	huq	tsat1238	False	False	False
Tsakonian	tsd	tsak1248	False	False	False
Ts'ixa	NOCODE_Tsixa	tsix1234	False	False	False
Trinidadian Creole English	trf	trin1276	False	False	False
Toto	txo	toto1302	False	False	False
Torwali	trw	torw1241	False	False	False
Torres Strait Creole	tcs	torr1261	False	False	False
Tonsawang	tnw	tons1239	False	False	False
Tonga (Zambia)	toi	tong1318	False	False	False
Tonga (Tonga Islands)	ton	tong1325	False	False	False
Tondi Songway Kiini	tst	tond1249	False	False	False
Tondano	tdn	tond1251	False	False	False
Tombonuo	txa	tomb1244	False	False	False
Tolowa-Chetco	tol	tolo1259	False	False	False
Tol	jic	toll1241	False	False	False
Tokelau	tkl	toke1240	False	False	False
Tok Pisin	tpi	tokp1240	False	False	False
Tohono O'odham	ood	toho1245	False	False	False
Toba	tob	toba1269	False	False	False
Toaripi	tqo	toar1246	False	False	False
Tlingit	tli	tlin1245	False	False	False
Tiwa (India)	lax	tiwa1253	False	False	False
Tirahi	tra	tira1253	False	False	False
Tipai	dih	kumi1248	False	False	False
Tinà Sambal	xsb	tina1248	False	False	False
Timugon Murut	tih	timu1262	False	False	False
Timucua	tjm	timu1245	False	False	False
Timor Pidgin	tvy	timo1258	False	False	False
Timne	tem	timn1235	False	False	False
Timbe	tim	timb1251	False	False	False
Tilung	tij	tilu1238	False	False	False
Tikopia	tkp	tiko1237	False	False	False
Tikhak	NOCODE_Tikhak	tikh1243	False	False	False
Tigre	tig	tigr1270	False	False	False
Tigak	tgc	tiga1245	False	False	False
Tifal	tif	tifa1245	False	False	False
Tiene	tii	tien1242	False	False	False
Tidore	tvo	tido1248	False	False	False
Tibetan	bod	tibe1272	False	False	False
Thurawal	tbh	thur1254	False	False	False
Thompson	thp	thom1243	False	False	False
Thayore	thd	thay1249	False	False	False
Thavung	thm	aheu1239	False	False	False
Tharaka	thk	thar1283	False	False	False
Thai	tha	thai1261	False	False	False
Tetun Dili	tdt	tetu1246	False	False	False
Teso	teo	teso1249	False	False	False
Ternateño	tmg	tern1248	False	False	False
Termanu	twu	term1237	False	False	False
