Language	ISO 639-3	Glottocode	animacy	classifier	gender	nominal_classification	noun_class
Kaonde	kqn	kaon1241	False	False	True	False	True
Kaninuwa	wat	kani1281	False	True	False	False	True
Kambera	xbr	kamb1299	True	True	False	False	False
Kalispel-Pend d'Oreille	fla	kali1308	False	False	True	False	True
Kalasha	kls	kala1372	True	False	True	False	False
Kalanga	kck	kala1384	False	False	True	False	True
Kakabe	kke	kaka1265	False	False	True	False	True
Kairiru	kxa	kair1263	False	True	False	False	True
Kaera	jka	kaer1234	False	True	False	False	True
Kachi Koli	gjk	kach1272	False	True	True	False	False
Kachama-Ganjule-Haro	kcx	kach1284	False	False	True	False	True
Kabuverdianu	kea	kabu1256	True	False	True	False	False
Kabardian	kbd	kaba1278	True	False	True	False	False
Jur Modo	bex	jurm1239	False	False	True	False	True
Judeo-Persian	jpr	jude1257	True	False	True	False	False
Jita	jit	jita1239	False	False	True	False	True
Jicarilla Apache	apj	jica1244	False	True	False	False	True
Jiba	juo	jiba1237	False	False	True	False	True
Jedek	NOCODE_Jedek	jede1239	False	True	True	False	False
Jarawa (India)	anq	jara1245	False	False	True	False	True
Jaqaru	jqr	jaqa1244	False	False	True	False	True
Japanese	jpn	nucl1643	False	True	True	False	False
Jamsay Dogon	djm	jams1239	True	False	True	False	False
Jamiltepec Mixtec	mxt	jami1235	False	True	True	False	False
Jamamadí	jaa	jama1261	True	False	True	False	False
Iwaidja	ibd	iwai1244	False	False	True	False	True
Island Carib	crb	isla1278	False	False	True	False	True
Iquito	iqu	iqui1243	True	False	True	False	False
Ineseño	inz	ines1240	True	True	False	False	False
Imbabura Highland Quichua	qvi	imba1240	True	False	True	False	False
Ili'uun	ilu	iliu1237	False	True	True	False	False
Ikulu	ikl	ikul1238	False	False	True	False	True
Ikoma-Nata	ntk	ikom1245	False	False	True	False	True
Ikaranggal	ikr	ikar1243	False	True	False	False	True
Ida'an	dbj	idaa1241	True	True	False	False	False
Ibaloi	ibl	ibal1244	True	False	True	False	False
Iau	tmu	iauu1242	False	True	False	False	True
Hungarian	hun	hung1274	False	True	True	False	False
Hungana	hum	hung1278	False	False	True	False	True
Hun-Saare	dud	huns1239	False	False	True	False	True
Humburi Senni Songhay	hmb	humb1243	False	False	True	False	True
Huizhou Chinese	czh	huiz1242	False	True	True	False	False
Huichol	hch	huic1243	True	False	True	False	False
Huba	hbb	huba1236	False	False	True	False	True
Huaylla Wanca Quechua	qvw	huay1241	True	False	True	False	False
Huallaga Huánuco Quechua	qub	hual1241	False	True	True	False	False
Hoava	hoa	hoav1238	True	True	False	False	False
Hills Karbi	mjw	karb1241	False	True	True	False	False
Highland Puebla Nahuatl	azz	high1278	False	False	True	False	True
Hezhou	NOCODE_Hezhou	hezh1244	False	True	False	False	True
Herero	her	here1253	False	False	True	False	True
Hano	lml	hano1246	False	True	True	False	False
Hanga Hundi	wos	hang1263	False	False	True	False	True
Halkomelem	hur	halk1245	False	True	True	False	False
Halbi	hlb	halb1244	False	True	True	False	False
Hakka Chinese	hak	hakk1236	False	True	True	False	False
Haka Chin	cnh	haka1240	False	True	True	False	False
Ha	haq	haaa1252	True	False	False	False	True
Gweno	gwe	gwen1239	False	False	True	False	True
Gurung	gvr	guru1261	False	True	True	False	False
Gujari	gju	guja1253	False	False	True	False	True
Guiqiong	gqi	guiq1238	False	True	True	False	False
Gugubera	kkp	gugu1254	True	True	False	False	False
Guerrero Amuzgo	amu	guer1243	False	True	False	False	True
Gude	gde	gude1246	False	False	True	False	True
Guahibo	guh	guah1255	False	False	True	False	True
Gourmanchéma	gux	gour1243	False	False	True	False	True
Gofa	gof	gofa1235	False	False	True	False	True
Gitonga	toh	gito1238	False	False	True	False	True
Girirra	gii	giri1245	False	True	True	False	False
Ghomara	gho	ghom1257	False	False	True	False	True
Georgian	kat	nucl1302	True	False	True	False	False
Gedeo	drs	gede1246	False	False	True	False	True
Gayo	gay	gayo1244	False	True	True	False	False
Gata'	gaq	gata1239	False	True	True	False	False
Garo	grt	garo1247	False	True	True	False	False
Garawa	wrk	gara1269	False	False	True	False	True
Gangte	gnb	gang1266	False	False	True	False	True
Gangou	NOCODE_Gangou	gang1272	False	True	False	False	True
Ganda	lug	gand1255	False	False	True	False	True
Gan Chinese	gan	ganc1239	False	True	True	False	False
Gamo	gmv	gamo1243	False	False	True	False	True
Gade	ged	gade1242	False	False	True	False	True
Gade Lohar	gda	gade1236	False	False	True	False	True
Fwe	fwe	fwee1238	False	False	True	False	True
Fulniô	fun	fuln1247	False	False	True	False	True
Fijian	fij	fiji1243	False	True	True	False	False
Fiji Hindi	hif	fiji1242	False	True	True	False	False
Fasu	faa	fasu1242	False	True	False	False	True
Etruscan	ett	etru1241	True	False	True	False	False
Esimbi	ags	esim1238	False	False	True	False	True
Esan	ish	esan1238	False	False	True	False	True
Erzya	myv	erzy1239	True	False	True	False	False
Epigraphic Mayan	emy	epig1241	False	True	True	False	False
Emberá-Catío	cto	embe1260	False	True	True	False	False
El Molo	elo	elmo1238	False	False	True	False	True
Ekari	ekg	ekar1243	False	True	True	False	False
Eastern Ojibwa	ojg	east2542	False	False	True	False	True
Eastern Newari	NOCODE_Dolakha-Newari	east2773	False	True	True	False	False
East Taa	nmn	huaa1248	True	False	False	False	True
Dzongkha	dzo	dzon1239	True	False	True	False	False
Dyirbal	dbl	dyir1250	False	False	True	False	True
Dungar Varli	vav	varl1238	False	False	True	False	True
Dungan	dng	dung1253	False	True	False	False	True
Duna	duc	duna1248	True	False	True	False	False
Dongxiang	sce	dong1285	False	True	True	False	False
Dom	doa	domm1246	False	True	False	False	True
Dogul Dom Dogon	dbg	dogu1235	True	False	False	False	True
Dogrib	dgr	dogr1252	False	True	True	False	False
Dizin	mdx	dizi1235	False	False	True	False	True
Diriku	diu	diri1252	False	False	True	False	True
Dimasa	dis	dima1251	False	True	True	False	False
Dii	dur	diii1241	False	False	True	False	True
Dieri	dif	dier1241	True	False	True	False	False
Dibole	bvx	dibo1245	False	False	True	False	True
Dhundari	dhd	dhun1238	True	False	True	False	False
Dhofari Arabic	adf	dhof1235	True	False	True	False	False
Dhivehi	div	dhiv1236	False	False	True	False	True
Dhangu	dhg	dhan1270	True	True	False	False	False
Dhalandji	dhl	dhal1245	True	False	True	False	False
Dazaga	dzg	daza1242	True	False	True	False	False
Darma	drd	darm1243	False	True	True	False	False
Darai	dry	dara1250	False	True	True	False	False
Dar Daju Daju	djc	dard1243	False	False	True	False	True
Dangaleat	daa	dang1274	True	False	True	False	False
Dandami Maria	daq	dand1238	False	True	True	False	False
Danau	dnu	dana1252	True	True	False	False	False
Dampelas	dms	damp1237	False	True	True	False	False
Dameli	dml	dame1241	True	False	True	False	False
Cypriot Greek	NOCODE_Cypriot-Greek	cypr1249	False	True	True	False	False
Cupeño	cup	cupe1243	True	True	False	False	False
Cori	cry	cori1240	False	False	True	False	True
Comaltepec Chinantec	cco	coma1246	False	True	True	False	False
Colonia Tovar German	gct	colo1254	False	False	True	False	True
Coeur d'Alene	crd	coeu1236	False	True	True	False	False
Cocama-Cocamilla	cod	coca1259	True	False	True	False	False
Classical Nahuatl	nci	clas1250	False	True	True	False	False
Cia-Cia	cia	ciac1237	False	True	True	False	False
Chuwabu	chw	chuw1238	False	False	True	False	True
Chothe	nct	chot1239	False	False	True	False	True
Chong of Chanthaburi	cog	chon1284	False	True	False	False	True
Cholón	cht	chol1284	False	True	True	False	False
Chitimacha	ctm	chit1248	False	False	True	False	True
Chiru	cdf	chir1283	False	False	True	False	True
Chintang	ctn	chhi1245	False	True	True	False	False
Chinali	cih	chin1475	False	False	True	False	True
Chiga	cgg	chig1238	False	False	True	False	True
Cheyenne	chy	chey1247	True	False	True	False	False
Cherokee	chr	cher1273	False	True	True	False	False
Cheke Holo	mrn	chek1238	False	False	True	False	True
Chechen	che	chec1245	False	False	True	False	True
Chakma	ccp	chak1266	True	False	True	False	False
Chak	ckh	chak1270	False	True	True	False	False
Chadong	cdy	chad1240	False	True	True	False	False
Central Tarahumara	tar	cent2131	False	True	True	False	False
Central Mnong	cmo	cent1992	False	True	False	False	True
Central Mansi	NOCODE_Central-Mansi	cent2322	True	False	True	False	False
Central Lembata-Lewokukun	lvu	levu1239	True	True	False	False	False
Central Khmer	khm	cent1989	False	True	True	False	False
Central Bai	bca	cent2004	False	True	False	False	True
Cayubaba	cyb	cayu1262	False	True	False	False	True
Carrier	crx	carr1249	False	True	True	False	False
Caribbean Javanese	jvn	cari1276	True	False	True	False	False
Car Nicobarese	caq	carn1240	False	True	False	False	True
Cappadocian Greek	cpg	capp1239	True	False	True	False	False
Cao Miao	cov	caom1238	False	True	True	False	False
Camling	rab	caml1239	False	True	True	False	False
C'lela	dri	clel1238	False	False	True	False	True
Busoa	bup	buso1238	False	True	True	False	False
Burarra	bvr	bura1267	False	False	True	False	True
Bunoge Dogon	dgb	buno1241	True	True	False	False	False
Bunan	bfu	gahr1239	True	False	True	False	False
Buli (Ghana)	bwu	buli1254	False	False	True	False	True
Bukusu	bxk	buku1249	False	False	True	False	True
Bukiyip	ape	buki1249	False	False	True	False	True
Bukharic	bhh	bukh1238	False	True	True	False	False
Brokskat	bkk	brok1247	False	False	True	False	True
Bouyei	pcc	bouy1240	False	True	False	False	True
Bororo	bor	boro1282	False	True	True	False	False
Boro (Ethiopia)	bwo	boro1277	False	True	True	False	False
Bori-Karko	adi	bori1243	False	True	True	False	False
Bonggi	bdg	bong1289	True	True	False	False	False
Bondo	bfw	bond1245	False	True	True	False	False
Bonan	peh	bona1250	False	True	True	False	False
Bodo-Mech	brx	bodo1269	False	True	True	False	False
Bisu	bzi	bisu1244	False	True	True	False	False
Bininj Kun-Wok	gup	gunw1252	False	False	True	False	True
Bine	bon	bine1240	False	True	True	False	False
Bimin	bhl	bimi1240	True	False	True	False	False
Bilua	blb	bilu1245	False	False	True	False	True
Bilin	byn	bili1260	False	False	True	False	True
Bila	bip	bila1255	True	False	False	False	True
Biali	beh	bial1238	False	False	True	False	True
Betta Kurumba	xub	bett1235	True	False	True	False	False
Betawi	bew	beta1252	False	True	True	False	False
Beng	nhb	beng1286	False	False	True	False	True
Bemba (Zambia)	bem	bemb1257	False	False	True	False	True
Bella Coola	blc	bell1243	False	True	True	False	False
Belhariya	byw	belh1239	False	True	True	False	False
Belarusian	bel	bela1254	True	False	True	False	False
Befang	bby	befa1241	False	False	True	False	True
Bebele	beb	bebe1248	False	False	True	False	True
Bebe	bzv	bebe1250	False	False	True	False	True
Beaver	bea	beav1236	False	True	True	False	False
Bauni	bpe	wara1302	True	False	True	False	False
Batanga	bnm	bata1285	False	False	True	False	True
Basque	eus	basq1248	True	False	True	False	False
Basa (Cameroon)	bas	basa1284	False	False	True	False	True
Baré	bae	bare1276	False	True	True	False	False
Baruya	byr	baru1267	False	False	True	False	True
Barok	bjk	baro1253	False	False	True	False	True
Bantawa	bap	bant1281	False	True	True	False	False
Bannoni	bcm	bann1247	False	False	True	False	True
Bankan Tey Dogon	dbw	bank1259	True	True	False	False	False
Baniva de Maroa	gae	guar1293	False	True	True	False	False
Banggarla	bjb	bang1339	False	True	False	False	True
Bambara	bam	bamb1269	False	False	True	True	False
Bambalang	bmo	bamb1265	False	False	True	False	True
Balantak	blz	bala1315	False	True	True	False	False
Bakole	kme	bako1250	False	False	True	False	True
Bakoko	bkh	bako1249	False	False	True	False	True
Bahing	bhj	bahi1252	False	True	True	False	False
Bahinemo	bjh	bahi1254	False	True	False	False	True
Bagri	bgq	bagr1243	True	False	True	False	False
Baga Koga	bgo	baga1273	False	False	True	False	True
Bafut	bfd	bafu1246	False	False	True	False	True
Bafia	ksf	bafi1243	False	False	True	False	True
Bafaw-Balong	bwt	bafa1247	False	False	True	False	True
Bafanji	bfj	bafa1249	False	False	True	False	True
Badaga	bfq	bada1257	False	False	True	False	True
Babanki	bbk	baba1266	False	False	True	False	True
Ayutla Mixtec	miy	ayut1236	False	True	True	False	False
Ayoreo	ayo	ayor1240	False	True	True	False	False
Aweer	bob	awee1242	False	False	True	False	True
Awara	awx	awar1248	False	True	False	False	True
Awar	aya	awar1249	False	False	True	False	True
Awa (Papua New Guinea)	awb	awap1236	False	True	True	False	False
Avatime	avn	avat1244	False	False	True	False	True
Aukan	djk	ndyu1242	False	False	True	False	True
Atzingo Matlatzinca	ocu	atzi1235	False	True	False	False	True
Athpariya	aph	athp1241	False	True	True	False	False
Asu (Tanzania)	asa	asut1235	False	False	True	False	True
Assamese	asm	assa1263	False	True	True	False	False
Arta	atz	arta1239	False	True	False	False	True
Archi	aqc	arch1244	True	False	True	False	False
Arapaho	arp	arap1274	True	False	True	False	False
Apma	app	apma1240	True	True	False	False	False
Anufo	cko	anuf1239	True	False	False	False	True
Anu	anl	anuu1241	False	True	True	False	False
Anta-Komnzo-Wára-Wérè	tci	wara1294	True	False	True	False	False
Anii	blo	anii1245	False	False	True	False	True
Angolar	aoa	ango1258	False	False	True	False	True
Andaman Creole Hindi	hca	anda1280	False	True	True	False	False
Algonquin	alq	algo1255	False	False	True	False	True
Alekano	gah	alek1238	False	True	False	False	True
Alagwa	wbj	alag1248	False	False	True	False	True
Alacatlatzala Mixtec	mim	alac1244	False	True	True	False	False
Alabama	akz	alab1237	True	False	False	False	True
Akum	aku	akum1238	False	False	True	False	True
Akoose	bss	akoo1248	False	False	True	False	True
Aklanon	akl	akla1240	False	False	True	False	True
Akhvakh	akv	akhv1239	False	False	True	False	True
Akawaio	ake	akaw1239	False	False	True	False	True
Aka-Bea	abj	akab1249	False	True	True	False	False
Aja (Benin)	ajg	ajab1235	False	True	True	False	False
Aguaruna	agr	agua1253	False	False	True	False	True
Aguacateco	agu	agua1252	True	False	False	False	True
Aghwan	xag	aghw1237	False	False	True	False	True
Aghem	agq	aghe1239	False	False	True	False	True
Afar	aar	afar1241	False	False	True	False	True
Aekyom	awi	aeky1238	False	False	True	False	True
Adnyamathanha	adt	adny1235	False	True	True	False	False
Adilabad Gondi	wsg	utno1237	False	True	True	False	False
Adang	adn	adan1251	False	True	False	False	True
Achumawi	acv	achu1247	False	False	True	False	True
Acheron	acz	ache1245	False	False	True	False	True
Abu' Arapesh	aah	abua1245	False	False	True	False	True
Abaza	abq	abaz1241	False	True	True	False	False
//Ani	hnh	anii1246	False	False	True	False	True
Záparo	zro	zapa1253	False	False	True	False	False
Zuni	zun	zuni1245	False	False	False	False	True
Zou	zom	zouu1235	False	False	True	False	False
Zinza	zin	zinz1238	False	False	False	False	True
Zimba	zmb	zimb1251	False	False	False	False	True
Zeme Naga	nzm	zeme1240	False	False	True	False	False
Zemba	dhm	zemb1238	False	False	False	False	True
Zayse-Zergulla	zay	zays1235	False	False	True	False	False
Zande	zne	zand1248	False	False	True	False	False
Zakhring	zkr	zakh1243	False	False	True	False	False
Zacatepec Chatino	ctz	zaca1242	False	False	True	False	False
Zabana	kji	zaba1237	False	True	False	False	False
Yurok	yur	yuro1248	False	True	False	False	False
Yuputhimri	NOCODE_Yuputhimri	yupu1235	False	False	True	False	False
Yulu	yul	yulu1243	False	False	True	False	False
Yukuben	ybl	yuku1243	False	False	False	False	True
Yoruba	yor	yoru1245	False	False	True	False	False
Yorta Yorta	xyy	yort1237	False	False	True	False	False
Yora	mts	yora1241	False	False	False	False	True
Yopno	yut	yopn1238	True	False	False	False	False
Yonaguni	yoi	yona1241	False	True	False	False	False
Yom	pil	yomm1242	False	False	False	False	True
Yogad	yog	yoga1237	False	False	True	False	False
Yinchia	yin	yinc1238	False	True	False	False	False
Yessan-Mayo	yss	yess1239	False	False	True	False	False
Yerukula	yeu	yeru1240	False	False	True	False	False
Yecuatla Totonac	tlc	yecu1235	False	True	False	False	False
Ye'kwana	mch	maqu1238	True	False	False	False	False
Yaweyuha	yby	yawe1241	False	False	False	False	True
Yawa	yva	nucl1454	False	False	True	False	False
Yauyos Quechua	qux	yauy1235	False	False	True	False	False
Yao	yao	yaoo1241	False	False	False	False	True
Yamba	yam	yamb1251	False	False	False	False	True
Yagara-Jandai	NOCODE_Yagara	yaga1256	False	False	True	False	False
Yaeyama	rys	yaey1239	False	True	False	False	False
Yaaku	muu	yaak1241	False	False	True	False	False
Xârâcùù	ane	xara1244	False	True	False	False	False
Xhosa	xho	xhos1239	False	False	False	False	True
Xanaguía Zapotec	ztg	xana1235	True	False	False	False	False
Xamtanga	xan	xamt1239	False	False	True	False	False
Wymysorys	wym	wymy1235	False	False	True	False	False
Wutung	wut	wutu1244	False	False	True	False	False
Wulguru	qgu	wulg1239	False	False	False	False	True
Wu Chinese	wuu	wuch1236	False	True	False	False	False
Woun Meu	noa	woun1238	False	False	True	False	False
Wotu	wtw	wotu1240	False	True	False	False	False
Worodougou	jud	woro1256	False	False	True	False	False
Worimi	kda	wori1245	False	False	True	False	False
Wongo	won	wong1247	False	True	False	False	False
Woleaian	woe	wole1240	False	True	False	False	False
Woiwurrung	wyi	woiw1237	False	False	True	False	False
Wik-Ngathana	wig	wikn1245	False	True	False	False	False
Wik-Mungkan	wim	wikm1247	False	True	False	False	False
Wichí Lhamtés Vejoz	wlv	wich1263	False	False	True	False	False
Westphalic	wep	west2356	False	False	True	False	False
Western Puroik	NOCODE_Western-Puroik	west2873	True	False	False	False	False
Western Panjabi	pnb	west2386	False	False	True	False	False
Western Neo-Aramaic	amw	west2763	False	False	True	False	False
Western Lawa	lcp	west2396	False	True	False	False	False
Western Kayah	kyu	west2409	False	True	False	False	False
Western Juxtlahuaca Mixtec	jmx	west2643	False	True	False	False	False
Western Huasteca Nahuatl	nhw	west2624	False	False	True	False	False
Western Frisian	fry	west2354	False	False	True	False	False
Western Farsi	pes	west2369	False	False	True	False	False
Western Cham	cja	west2650	False	True	False	False	False
Western Balochi	bgn	west2368	False	False	True	False	False
Western Arrarnta	are	west2441	False	False	True	False	False
Western Armenian	hyw	homs1234	False	False	True	False	False
Western Abenaki	abe	west2630	False	False	True	False	False
West Central Oromo	gaz	west2721	False	False	True	False	False
Welsh	cym	wels1247	False	False	True	False	False
Welsh Romani	rmw	wels1246	False	False	True	False	False
Wathawurrung	wth	wath1238	False	False	True	False	False
Watam	wax	wata1253	False	False	False	False	True
Washo	was	wash1253	False	False	True	False	False
Warumungu	wrm	waru1265	False	False	True	False	False
Warrnambool	gjm	warr1257	False	False	True	False	False
Warlpiri	wbp	warl1254	True	False	False	False	False
Warembori	wsa	ware1253	False	False	False	False	True
Waray (Philippines)	war	wara1300	True	False	False	False	False
Wara	wbf	wara1292	False	False	False	False	True
Wappo	wao	wapp1239	False	False	True	False	False
Waneci	wne	wane1241	False	False	True	False	False
Wampanoag	wam	wamp1249	False	False	True	False	False
Walser	wae	wals1238	False	False	True	False	False
Walmajarri	wmt	walm1241	False	False	True	False	False
Wakhi	wbl	wakh1245	False	False	True	False	False
Waiwai	waw	waiw1244	False	False	True	False	False
Waima	rro	waim1251	True	False	False	False	False
Waddar	wbq	wadd1237	False	False	True	False	False
Vlax Romani	rmy	vlax1238	False	False	True	False	False
Virgin Islands Creole English	vic	virg1240	False	False	True	False	False
Vincentian Creole English	svc	vinc1243	False	False	True	False	False
Vietnamese	vie	viet1252	False	True	False	False	False
Venetic	xve	vene1257	False	False	True	False	False
Venetian	vec	vene1258	False	False	True	False	False
Varhadi-Nagpuri	vah	varh1239	False	False	True	False	False
Vanimo	vam	vani1248	False	False	True	False	False
Vaghri	vgr	vagh1246	False	False	True	False	False
Vaagri Booli	vaa	vaag1238	False	False	True	False	False
Uzbeki Arabic	auz	uzbe1248	False	False	True	False	False
Ute-Southern Paiute	ute	utes1238	True	False	False	False	False
Usan	wnu	usan1239	True	False	False	False	False
Uripiv-Wala-Rano-Atchin	upv	urip1239	False	False	True	False	False
Urim	uri	urim1252	False	True	False	False	False
Urdu	urd	urdu1245	False	False	True	False	False
Urak Lawoi'	urk	urak1238	False	True	False	False	False
Upper Taromi	tov	uppe1235	False	False	True	False	False
Upper Sorbian	hsb	uppe1395	False	False	True	False	False
Upper Guinea Crioulo	pov	uppe1455	False	False	True	False	False
Upper Chinookan	wac	wasc1239	False	False	True	False	False
Unserdeutsch	uln	unse1236	False	False	True	False	False
Uncunwee	ghl	ghul1238	False	False	True	False	False
Unami	unm	unam1242	False	False	True	False	False
Una	mtg	unaa1239	False	False	True	False	False
Umbu-Ungu	ubu	umbu1258	True	False	False	False	False
Umbrian	xum	umbr1253	False	False	True	False	False
Umanakaina	gdn	uman1240	False	False	False	False	True
Ulwa	ulw	ulwa1239	False	False	True	False	False
Ulwa (Papua New Guinea)	yla	yaul1241	False	False	True	False	False
Uighur	uig	uigh1240	False	False	True	False	False
Ugong	ugo	ugon1239	False	True	False	False	False
Ugaritic	uga	ugar1238	False	False	True	False	False
U	uuu	uuuu1243	False	True	False	False	False
Tübatulabal	tub	tuba1278	False	False	False	False	True
Tày	tyz	tayy1238	False	True	False	False	False
Tzotzil	tzo	tzot1259	False	True	False	False	False
Tweed-Albert	xjb	twee1234	False	False	True	False	False
Twana	twa	twan1247	False	False	True	False	False
Tuvinian	tyv	tuvi1240	False	False	True	False	False
Tututni	tuu	tutu1242	False	True	False	False	False
Tutsa Naga	tvt	tuts1235	False	False	True	False	False
Turung	try	turu1249	False	False	True	False	False
Turks And Caicos Creole English	tch	turk1310	False	False	True	False	False
Turkmen	tuk	turk1304	False	False	True	False	False
Turkish	tur	nucl1301	False	False	True	False	False
Turkana	tuv	turk1308	False	False	True	False	False
Tunisian-Zuwara Berber	NOCODE_Tunisian-Zuwara	tuni1262	False	False	True	False	False
Tunisian Arabic	aeb	tuni1259	False	False	True	False	False
Tunica	tun	tuni1252	False	False	True	False	False
Tungag	lcm	tung1290	True	False	False	False	False
Tunen	tvu	tune1261	False	False	False	False	True
Tumbuka	tum	tumb1250	False	False	False	False	True
Tulu	tcy	tulu1258	False	False	True	False	False
Tugun	tzn	tugu1245	False	True	False	False	False
Tswa	tsc	tswa1255	False	False	True	False	False
Tsuvadi	tvd	tsuv1239	False	False	False	False	True
Tsonga	tso	tson1249	False	False	False	False	True
Tsez	ddo	dido1241	False	False	True	False	False
Tsamai	tsb	tsam1247	False	False	True	False	False
Tsakonian	tsd	tsak1248	False	False	True	False	False
Trinidadian Creole English	trf	trin1276	False	False	True	False	False
Torwali	trw	torw1241	False	False	True	False	False
Torres Strait Creole	tcs	torr1261	False	False	True	False	False
Toro Tegu Dogon	dtt	toro1253	False	False	True	False	False
Tonga (Zambia)	toi	tong1318	False	False	False	False	True
Tondi Songway Kiini	tst	tond1249	False	True	False	False	False
Tombonuo	txa	tomb1244	False	True	False	False	False
Toma	tod	toma1245	False	False	False	False	True
Tolowa-Chetco	tol	tolo1259	False	True	False	False	False
Tolomako	tlm	tolo1255	False	True	False	False	False
Tok Pisin	tpi	tokp1240	False	False	True	False	False
Toda	tcx	toda1252	False	False	True	False	False
Tobagonian Creole English	tgh	toba1282	False	False	True	False	False
Toaripi	tqo	toar1246	False	False	True	False	False
Tlingit	tli	tlin1245	False	True	False	False	False
Tiwa (India)	lax	tiwa1253	False	False	True	False	False
Tiv	tiv	tivv1240	False	False	False	False	True
Tiranige Diga Dogon	tde	tira1258	False	True	False	False	False
Tirahi	tra	tira1253	False	False	True	False	False
Tira	tic	tira1254	False	False	False	False	True
Tipai	dih	kumi1248	True	False	False	False	False
Tinani	lbf	tina1246	False	False	True	False	False
Timor Pidgin	tvy	timo1258	False	False	True	False	False
Timne	tem	timn1235	False	False	True	False	False
Tillamook	til	till1254	False	False	True	False	False
Tigrinya	tir	tigr1271	False	False	True	False	False
Tigre	tig	tigr1270	False	False	True	False	False
Tigak	tgc	tiga1245	False	False	False	False	True
Tifal	tif	tifa1245	False	False	True	False	False
Tiefo-Nyafogo-Numudara	NOCODE_Tiefo-Nyafogo-Numudara	tief1244	False	False	False	False	True
Tibetan	bod	tibe1272	False	False	True	False	False
Thurawal	tbh	thur1254	False	False	True	False	False
Thangal Naga	nki	than1255	False	False	True	False	False
Teso	teo	teso1249	False	False	True	False	False
Ternateño	tmg	tern1248	False	False	True	False	False
Terena-Kinikinao-Chane	ter	tere1279	False	True	False	False	False
Terei	buo	tere1278	False	False	True	False	False
Tera	ttr	tera1251	False	False	True	False	False
Tepeuxila Cuicatec	cux	tepe1280	False	False	True	False	False
Tengger	tes	teng1272	False	False	True	False	False
Tena Lowland Quichua	quw	tena1240	True	False	False	False	False
Temi	soz	temi1247	False	False	False	False	True
Telugu	tel	telu1262	False	False	True	False	False
Telefol	tlf	tele1256	False	False	True	False	False
Tehuelche	teh	tehu1242	False	False	True	False	False
Tedim Chin	ctd	tedi1235	False	False	True	False	False
Teanu	tkw	tean1237	False	True	False	False	False
Tayo	cks	tayo1238	False	False	True	False	False
Tayart Tamajeq	thz	taya1257	False	False	True	False	False
Tawallammat Tamajaq	ttq	tawa1286	False	False	True	False	False
Tatana	txx	tata1257	False	True	False	False	False
Tasawaq	twq	tasa1240	False	False	True	False	False
Tarok	yer	taro1263	False	False	False	False	True
Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber	rif	tari1263	False	False	True	False	False
Tarao	tro	tara1313	False	False	True	False	False
Taos Northern Tiwa	twf	nort1550	False	False	True	False	False
Tanzanian Ngoni	xnj	tanz1241	False	False	False	False	True
Tangwang	NOCODE_Tangwang	tang1373	False	True	False	False	False
Tangut	txg	tang1334	False	True	False	False	False
Tangale	tan	nucl1696	False	False	True	False	False
Tamil	tam	tami1289	False	False	True	False	False
Tamasheq	taq	tama1365	False	False	True	False	False
Takuu	nho	taku1257	False	False	True	False	False
Takia	tbc	taki1248	False	True	False	False	False
Takestani	tks	take1255	False	False	True	False	False
Takelma	tkm	take1257	False	True	False	False	False
Taita	dav	tait1250	False	False	False	False	True
Taiga Sayan Turkic	kim	kara1462	False	False	True	False	False
Tai Dón	twh	taid1250	False	True	False	False	False
Tahltan	tht	tahl1239	False	True	False	False	False
Tahaggart Tamahaq	thv	taha1241	False	False	True	False	False
Tagdal	tda	tagd1238	False	False	True	False	False
Tagalog	tgl	taga1270	False	False	True	False	False
Tadaksahak	dsq	tada1238	False	False	True	False	False
Tachelhit	shi	tach1250	False	False	True	False	False
Tacana	tna	taca1256	False	False	True	False	False
Ta'izzi-Adeni Arabic	acq	taiz1242	False	False	True	False	False
Sô	sss	sooo1254	False	True	False	False	False
Sãotomense	cri	saot1239	False	False	True	False	False
Sydney	xdk	sydn1236	False	False	True	False	False
Swedish	swe	swed1254	False	False	True	False	False
Swampy Cree	csw	swam1239	False	False	True	False	False
Swabian	swg	swab1242	False	False	True	False	False
Svan	sva	svan1243	True	False	False	False	False
Susu	sus	susu1250	False	False	True	False	False
Sursurunga	sgz	surs1246	False	False	True	False	False
Surigaonon	sgd	suri1273	False	False	True	False	False
Sundanese	sun	sund1252	False	False	False	False	True
Sumi Naga	nsm	sumi1235	False	False	True	False	False
Sumerian	sux	sume1241	False	False	True	False	False
Sumayela Ndebele	NOCODE_Sumayela-Ndebele	sout2808	False	False	False	False	True
Sui	swi	suii1243	False	True	False	False	False
Suena	sue	suen1241	False	False	False	False	True
Sudanese Arabic	apd	suda1236	False	False	True	False	False
Sud Oranais-Gourara	grr	tazn1238	False	False	True	False	False
Subtiaba	sut	subt1250	False	True	False	False	False
Subiya	sbs	subi1246	False	False	False	False	True
Suba-Simbiti	ssc	suba1252	False	False	False	False	True
Suabo	szp	suab1238	False	False	True	False	False
Stoney	sto	ston1242	False	False	True	False	False
Stod Bhoti	sbu	stod1241	False	False	True	False	False
Standard Malay	zsm	stan1306	False	True	False	False	False
Standard Indonesian	ind	indo1316	False	True	False	False	False
Standard Arabic	arb	stan1318	False	False	True	False	False
Sri Lanka Malay	sci	sril1245	True	False	False	False	False
Sranan Tongo	srn	sran1240	False	False	True	False	False
Squamish	squ	squa1248	False	False	True	False	False
