Language	ISO 639-3	Glottocode	feet	finger	five	hand	numerals	quinary	toe
Maltese	mlt	malt1254	True	True	True	True	True	False	True
Male (Ethiopia)	mdy	male1284	True	True	True	True	True	False	True
Malayalam	mal	mala1464	True	True	True	True	True	False	True
Malavedan	mjr	mala1463	True	True	True	True	True	False	True
Makwe	ymk	makw1236	True	True	True	True	True	False	True
Maisin	mbq	mais1250	True	True	True	True	True	False	True
Maipure-Avane	NOCODE_Maipure	maip1247	True	True	True	True	True	False	True
Mailu	mgu	mail1248	True	True	True	True	True	False	True
Mahasu Pahari	bfz	maha1287	True	True	True	True	True	False	True
Mafea	mkv	mafe1237	True	True	True	True	True	False	True
Mada (Nigeria)	mda	mada1282	True	True	True	True	True	False	True
Macushi	mbc	macu1259	True	True	True	True	True	False	True
Maasina Fulfulde	ffm	maas1239	True	True	True	True	True	False	True
Ma'di	mhi	madi1260	False	True	True	True	True	True	True
Luo (Kenya and Tanzania)	luo	luok1236	True	True	True	True	True	False	True
Lumun	lmd	lumu1239	True	True	True	True	True	False	True
Lugbara	lgg	lugb1240	True	True	True	True	True	False	True
Luba-Lulua	lua	luba1249	True	True	True	True	True	False	True
Lotha Naga	njh	loth1237	True	True	True	True	True	False	True
Lote	uvl	lote1237	True	False	True	True	True	True	True
Loniu	los	loni1238	True	True	True	True	True	False	True
Lokono	arw	araw1276	True	True	True	True	True	False	True
Logba	lgq	logb1245	True	True	True	True	True	False	True
Lishán Didán	trg	lish1246	True	True	True	True	True	False	True
Lillooet	lil	lill1248	True	True	True	True	True	False	True
Liko	lik	lika1243	True	True	True	True	True	False	True
Liberia Kpelle	xpe	libe1247	True	True	True	True	True	False	True
Liangmai Naga	njn	lian1251	True	True	True	True	True	False	True
Lezghian	lez	lezg1247	True	True	True	True	True	False	True
Lewotobi	lwt	lewo1244	True	True	True	True	True	False	True
Leti (Indonesia)	lti	leti1246	True	True	True	True	True	False	True
Lenje	leh	lenj1248	True	True	True	True	True	False	True
Lengo	lgr	leng1259	True	True	True	True	True	False	True
Lelemi	lef	lele1264	True	True	True	True	True	False	True
Lele (Papua New Guinea)	lle	lele1270	True	True	True	True	True	False	True
Lavia-Awalai-Damangnuo Awa	vwa	awac1238	True	True	True	True	True	False	True
Laven	lbo	lave1248	True	True	True	True	True	False	True
Latin	lat	lati1261	True	True	True	True	True	False	True
Lango (Uganda)	laj	lang1324	True	True	True	True	True	False	True
Lamang	hia	lama1288	True	True	True	True	True	False	True
Lamaholot	slp	lama1277	True	True	True	True	True	False	True
Lala-Bisa	leb	lala1264	True	True	True	True	True	False	True
Lakkia	lbc	lakk1238	True	True	True	True	True	False	True
Labu	lbu	labu1248	True	True	True	True	True	False	True
Kyerung	kgy	kyer1238	True	True	True	True	True	False	True
Kyaka	kyc	kyak1244	True	True	True	True	True	False	True
Kxoe	xuu	kxoe1243	True	True	True	True	True	False	True
Kwara'ae	kwf	kwar1239	True	True	True	True	True	False	True
Kwaio	kwd	kwai1243	True	True	True	True	True	False	True
Kuvi	kxv	kuvi1243	True	True	True	True	True	False	True
Kutep	kub	kute1248	True	True	True	True	True	False	True
Kutenai	kut	kute1249	True	True	True	True	True	False	True
Kusaal	kus	kusa1250	True	True	True	True	True	False	True
Kurtokha	xkz	kurt1248	True	True	True	True	True	False	True
Kuot	kto	kuot1243	True	True	True	True	True	False	True
Kunbarlang	wlg	kunb1251	True	True	True	True	True	False	True
Kumaoni	kfy	kuma1273	True	True	True	True	True	False	True
Kulung (Nepal)	kle	kulu1253	True	True	True	True	True	False	True
Kullu Pahari	kfx	kull1236	True	True	True	True	True	False	True
Kula (Indonesia)	tpg	kula1280	True	True	True	True	True	True	False
Kui (India)	kxu	kuii1252	True	True	True	True	True	False	True
Kuanua	ksd	kuan1248	True	True	True	True	True	False	True
Koyraboro Senni Songhai	ses	koyr1242	True	True	True	True	True	False	True
Koyra Chiini Songhay	khq	koyr1240	True	True	True	True	True	False	True
Koy Sanjaq Jewish Neo-Aramaic	kqd	koys1242	True	True	True	True	True	False	True
Koti	eko	koti1238	True	True	True	True	True	False	True
Koshin	kid	kosh1246	True	True	True	True	True	False	True
Korop	krp	koro1304	True	True	True	True	True	False	True
Korlai Portuguese	vkp	korl1238	True	True	True	True	True	False	True
Konkan Marathi	knn	konk1267	True	True	True	True	True	False	True
Komba	kpf	komb1273	True	True	True	True	True	False	True
Kol (Cameroon)	biw	kolc1235	True	True	True	True	True	False	True
Kokota	kkk	koko1269	True	True	True	True	True	False	True
Koitabu	kqi	koit1244	True	True	True	True	True	False	True
Koireng	nkd	koir1240	True	True	True	True	True	False	True
Kodava	kfa	koda1255	True	True	True	True	True	False	True
Kiliwa	klb	kili1268	True	True	True	True	True	False	True
Kilivila	kij	kili1267	True	True	True	True	True	False	True
Khoibu	nkb	khoi1251	True	True	True	True	True	False	True
Khinalugh	kjj	khin1240	True	True	True	True	True	False	True
Khezha Naga	nkh	khez1235	True	True	True	True	True	False	True
Kharam Naga	kfw	khar1288	True	True	True	True	True	False	True
Khana	ogo	khan1278	True	True	True	True	True	False	True
Khams Tibetan	khg	kham1282	True	True	True	True	True	False	True
Kensiu	kns	kens1248	True	True	True	True	True	False	True
Kendayan-Belangin	knx	kend1254	True	True	True	True	True	False	True
Ke'o	xxk	keoo1238	True	True	True	True	True	False	True
Kawaiisu	xaw	kawa1283	True	True	True	True	True	False	True
Katë	bsh	kati1270	True	True	True	True	True	False	True
Katso	kaf	kats1235	True	True	True	True	True	False	True
Kato	ktw	kato1244	True	False	True	True	True	True	True
Katkari	kfu	katk1238	True	True	True	True	True	False	True
Kashaya	kju	kash1280	True	True	True	True	True	False	True
Kasem	xsm	kase1253	True	True	True	True	True	False	True
Karo (Brazil)	arr	karo1305	True	True	True	True	True	False	True
Karitiâna	ktn	kari1311	True	True	True	True	True	False	True
Karamojong	kdj	kara1483	False	True	True	True	True	True	True
Karachay-Balkar	krc	kara1465	True	True	True	True	True	False	True
Kapriman	dju	kapr1245	True	True	True	True	True	True	False
Kapingamarangi	kpg	kapi1249	True	True	True	True	True	False	True
Kaonde	kqn	kaon1241	True	True	True	True	True	False	True
Kambaata	ktb	kamb1316	True	True	True	True	True	False	True
Kamba (Kenya)	kam	kamb1297	True	True	True	True	True	False	True
Kamano	kbq	kama1370	True	True	True	True	True	False	True
Kalispel-Pend d'Oreille	fla	kali1308	True	True	True	True	True	False	True
Kalamang	kgv	kara1499	True	True	True	True	True	False	True
Kakua	cbv	cacu1241	True	True	True	True	True	False	True
Kakabe	kke	kaka1265	True	True	True	True	True	False	True
Kajkavian	kjv	kajk1237	True	True	True	True	True	False	True
Kado	kdv	kado1242	True	True	True	True	True	False	True
Kadar	kej	kada1242	True	True	True	True	True	False	True
Kachi Koli	gjk	kach1272	True	True	True	True	True	False	True
Kachchi	kfr	kach1277	True	True	True	True	True	False	True
Kachama-Ganjule-Haro	kcx	kach1284	True	True	True	True	True	True	False
Kaba	ksp	kaba1281	True	True	True	True	True	False	True
Jur Modo	bex	jurm1239	True	True	True	True	True	False	True
Jukun Takum	jbu	juku1254	True	True	True	True	True	False	True
Judeo-Tripolitanian Arabic	yud	jude1264	True	True	True	True	True	False	True
Judeo-Moroccan Arabic	aju	jude1265	True	True	True	True	True	False	True
Juang	jun	juan1238	True	True	True	True	True	False	True
Jerung	jee	jeru1240	True	True	True	True	True	False	True
Jennu Kurumba	xuj	jenn1240	True	True	True	True	True	False	True
Jehai	jhi	jeha1242	True	True	True	True	True	False	True
Jarawa (India)	anq	jara1245	True	True	True	True	True	False	True
Japhug	NOCODE_Japhug	japh1234	True	True	True	True	True	True	False
Jamiltepec Mixtec	mxt	jami1235	True	True	True	True	True	False	True
Jalkunan	bxl	jalk1242	True	True	True	True	True	False	True
Izere	izr	izer1241	True	True	True	True	True	False	True
Ivbie North-Okpela-Arhe	atg	ivbi1241	True	True	True	True	True	False	True
Itzá	itz	itza1241	True	True	True	True	True	False	True
Itbayat	ivv	ivat1242	True	True	True	True	True	False	True
Istro Romanian	ruo	istr1245	True	True	True	True	True	False	True
Iraya	iry	iray1237	True	True	True	True	True	False	True
Iraqw	irk	iraq1241	True	True	True	True	True	False	True
Ipai	NOCODE_Ipai	ipai1240	True	True	True	True	True	False	True
Ineseño	inz	ines1240	True	True	True	True	True	False	True
Indonesian Bajau	bdl	indo1317	True	True	True	True	True	False	True
Imperial Aramaic (700-300 BCE)	arc	impe1235	True	True	True	True	True	False	True
Ila	ilb	ilaa1246	True	True	True	True	True	False	True
Igala	igl	igal1242	True	True	True	True	True	False	True
Idoma	idu	idom1241	True	True	True	True	True	False	True
Ida'an	dbj	idaa1241	True	True	True	True	True	False	True
Icelandic	isl	icel1247	True	True	True	True	True	False	True
Iban	iba	iban1264	True	True	True	True	True	False	True
Ibaloi	ibl	ibal1244	True	True	True	True	True	False	True
Iatmul	ian	iatm1242	True	True	True	True	True	False	True
Hupa	hup	hupa1239	True	True	True	True	True	False	True
Hup	jup	hupd1244	True	True	True	True	True	False	True
Hunzib	huz	hunz1247	True	True	True	True	True	False	True
Humburi Senni Songhay	hmb	humb1243	True	True	True	True	True	False	True
Hulaulá	huy	hula1244	True	True	True	True	True	False	True
Hula	hul	hula1239	True	True	True	True	True	False	True
Huehuetla Tepehua	tee	hueh1236	True	True	True	True	True	False	True
Huallaga Huánuco Quechua	qub	hual1241	True	True	True	True	True	False	True
Hozo	hoz	hozo1236	True	True	True	True	True	False	True
Hokkaido Ainu	ain	ainu1240	True	True	True	True	True	False	True
Ho-Chunk	win	hoch1243	True	True	True	True	True	False	True
Ho	hoc	hooo1248	True	True	True	True	True	False	True
Hmong Njua	hnj	hmon1264	True	True	True	True	True	False	True
Hidatsa	hid	hida1246	True	True	True	True	True	False	True
Herero	her	here1253	True	True	True	True	True	True	False
Heiltsuk-Oowekyala	hei	heil1246	True	True	True	True	True	False	True
Hawu	hvn	sabu1255	True	True	True	True	True	False	True
Haryanvi	bgc	hary1238	True	True	True	True	True	False	True
Halkomelem	hur	halk1245	True	True	True	True	True	False	True
Halbi	hlb	halb1244	True	True	True	True	True	False	True
Haka Chin	cnh	haka1240	True	True	True	True	True	False	True
Hadrami Arabic	ayh	hadr1236	True	True	True	True	True	False	True
Hadothi	hoj	hado1235	True	True	True	True	True	False	True
Ha	haq	haaa1252	True	True	True	True	True	False	True
Gusii	guz	gusi1247	True	True	True	True	True	False	True
Gulf Coast French	NOCODE_Gulf-Coast-French	gulf1242	True	True	True	True	True	False	True
Gujari	gju	guja1253	True	True	True	True	True	False	True
Guiqiong	gqi	guiq1238	True	True	True	True	True	False	True
Grass Koiari	kbk	gras1249	True	True	True	True	True	False	True
Gorontalo	gor	goro1259	True	True	True	True	True	False	True
Gooniyandi	gni	goon1238	True	True	True	True	True	False	True
Gonja	gjn	gonj1241	True	True	True	True	True	False	True
Golin	gvf	goli1247	True	True	True	True	True	False	True
Gogo	gog	gogo1263	True	True	True	True	True	False	True
Gofa	gof	gofa1235	True	True	True	True	True	False	True
Godoberi	gdo	ghod1238	True	True	True	True	True	False	True
Girirra	gii	giri1245	True	True	True	True	True	False	True
Gilbertese	gil	gilb1244	True	True	True	True	True	False	True
Gilaki	glk	gila1241	True	True	True	True	True	False	True
Ghomara	gho	ghom1257	True	True	True	True	True	False	True
Gedaged	gdd	geda1237	True	True	True	True	True	False	True
Gbaya-Mbodomo	gmm	gbay1281	True	True	True	True	True	False	True
Gbaya-Bossangoa	gbp	gbay1287	True	True	True	True	True	False	True
Gbagyi	gbr	gbag1258	True	True	True	True	True	False	True
Gayo	gay	gayo1244	True	True	True	True	True	False	True
Garawa	wrk	gara1269	True	True	True	True	True	False	True
Ganda	lug	gand1255	True	True	True	True	True	False	True
Gamo	gmv	gamo1243	True	True	True	True	True	False	True
Galibi Carib	car	gali1262	True	True	True	True	True	False	True
Gade Lohar	gda	gade1236	True	True	True	True	True	False	True
Gaam	tbi	gaam1241	True	True	True	True	True	False	True
Ga	gaa	gaaa1244	True	True	True	True	True	False	True
Fyam	pym	fyam1238	True	True	True	True	True	False	True
Fwe	fwe	fwee1238	True	True	True	True	True	False	True
Fuyug	fuy	fuyu1242	True	True	True	True	True	False	True
Futuna-Aniwa	fut	futu1245	True	True	True	True	True	False	True
Fungwa	ula	fung1245	True	True	True	True	True	False	True
Fuliiru	flr	fuli1240	True	True	True	True	True	False	True
Forest Enets	enf	fore1265	True	True	True	True	True	False	True
Fon	fon	fonn1241	True	True	True	True	True	False	True
Finnish	fin	finn1318	True	True	True	True	True	False	True
Fars Dialects	fay	sout2645	True	True	True	True	True	False	True
Faroese	fao	faro1244	True	True	True	True	True	False	True
Eyak	eya	eyak1241	True	True	True	True	True	False	True
Ewondo	ewo	ewon1239	True	True	True	True	True	False	True
Even	eve	even1260	True	True	True	True	True	False	True
Eton-Mengisa	eto	eton1253	True	True	True	True	True	False	True
Esimbi	ags	esim1238	True	True	True	True	True	False	True
Ese Ejja	ese	esee1248	True	True	True	True	True	False	True
Erzya	myv	erzy1239	True	True	True	True	True	False	True
Ersu	ers	ersu1241	True	True	True	True	True	False	True
Emai-Iuleha-Ora	ema	emai1241	True	True	True	True	True	False	True
El Nayar Cora	crn	elna1235	True	True	True	True	True	False	True
Ejagham	etu	ejag1239	True	True	True	True	True	False	True
Egyptian (Ancient)	egy	egyp1246	True	True	True	True	True	False	True
Efe	efe	efee1239	True	True	True	True	True	False	True
Eastern Yiddish	ydd	east2295	True	True	True	True	True	False	True
Eastern Pomo	peb	east2545	True	True	True	True	True	False	True
Eastern Panjabi	pan	panj1256	True	True	True	True	True	False	True
Eastern Oromo	hae	east2652	True	True	True	True	True	False	True
Eastern Ojibwa	ojg	east2542	True	True	True	True	True	False	True
Eastern Mari	mhr	east2328	True	True	True	True	True	False	True
Eastern Balochi	bgp	east2304	True	True	True	True	True	False	True
East-Central Tangkhul Naga	nmf	tang1336	True	True	True	True	True	False	True
East Taa	nmn	huaa1248	True	True	True	True	True	False	True
East Kewa	kjs	east2516	True	True	True	True	True	False	True
Dzongkha	dzo	dzon1239	True	True	True	True	True	False	True
Dutch	nld	dutc1256	True	True	True	True	True	False	True
Duruwa	pci	duru1236	True	True	True	True	True	False	True
Dura	drq	dura1244	True	True	True	True	True	False	True
Dupaninan Agta	duo	dupa1235	True	True	True	True	True	False	True
Dungar Varli	vav	varl1238	True	True	True	True	True	False	True
Dumi	dus	dumi1241	True	True	True	True	True	False	True
Domaaki	dmk	doma1260	True	True	True	True	True	False	True
Dom	doa	domm1246	True	True	True	True	True	False	True
Dolgan	dlg	dolg1241	True	True	True	True	True	False	True
Dogri	dgo	dogr1250	True	True	True	True	True	False	True
Djingili	jig	djin1251	True	True	True	True	True	False	True
Dime	dim	dime1235	True	True	True	True	True	False	True
Digo	dig	digo1243	True	True	True	True	True	False	True
Dieri	dif	dier1241	True	True	True	True	True	False	True
Dhofari Arabic	adf	dhof1235	True	True	True	True	True	False	True
Dhimal	dhi	dhim1246	True	True	True	True	True	False	True
Dhatki	mki	dhat1238	True	True	True	True	True	False	True
Dhao	nfa	dhao1237	True	True	True	True	True	False	True
Dera (Indonesia)	kbv	dera1245	True	True	True	True	True	False	True
Deori	der	deor1238	True	True	True	True	True	False	True
Dehu	dhv	dehu1237	False	True	True	True	True	True	True
Danish	dan	dani1285	True	True	True	True	True	False	True
Dan	daf	dann1241	True	True	True	True	True	False	True
Dakota	dak	dako1258	True	True	True	True	True	False	True
Dakaka	bpa	daka1243	True	True	True	True	True	False	True
Daga	dgz	daga1275	True	True	True	True	True	False	True
Cypriot Arabic	acy	cypr1248	True	True	True	True	True	False	True
Cupeño	cup	cupe1243	True	True	True	True	True	False	True
Cubeo	cub	cube1242	True	True	True	True	True	False	True
Condamine-Upper Clarence	gih	cond1242	True	True	True	True	True	False	True
Comox	coo	como1259	True	True	True	True	True	False	True
Comanche	com	coma1245	True	True	True	True	True	False	True
Columbia-Wenatchi	col	colu1241	True	True	True	True	True	False	True
Colloquial Malay	zlm	mala1479	True	True	True	True	True	False	True
Cocama-Cocamilla	cod	coca1259	True	True	True	True	True	False	True
Classical Tibetan	xct	clas1254	True	True	True	True	True	False	True
Classical Syriac	syc	clas1252	True	True	True	True	True	False	True
Classical Nahuatl	nci	clas1250	True	True	True	True	True	False	True
Classical Mandaic	myz	clas1253	True	True	True	True	True	False	True
Clallam	clm	clal1241	True	True	True	True	True	False	True
Chácobo	cao	chac1251	True	True	True	True	True	False	True
Chuwabu	chw	chuw1238	True	True	True	True	True	True	False
Chuukese	chk	chuu1238	True	True	True	True	True	False	True
Church Slavic	chu	chur1257	True	True	True	True	True	False	True
Chiga	cgg	chig1238	True	True	True	True	True	False	True
Chhattisgarhi	hne	chha1249	True	True	True	True	True	False	True
Chechen	che	chec1245	True	True	True	True	True	False	True
Chambeali	cdh	cham1307	True	True	True	True	True	False	True
Chamalal	cji	cham1309	True	True	True	True	True	False	True
Chakma	ccp	chak1266	True	True	True	True	True	False	True
Chakali	cli	chak1271	True	True	True	True	True	False	True
Chak	ckh	chak1270	True	True	True	True	True	False	True
Central Romani	rmc	carp1235	True	True	True	True	True	False	True
Central Pashto	pst	cent1973	True	True	True	True	True	False	True
Central Nicobarese	ncb	cent1990	True	True	True	True	True	False	True
Central Mansi	NOCODE_Central-Mansi	cent2322	True	True	True	True	True	False	True
Central Cagayan Agta	agt	cent2084	True	True	True	True	True	False	True
Central Aymara	ayr	cent2142	True	True	True	True	True	False	True
Central Asmat	cns	cent2117	True	True	True	True	True	False	True
Central Alaskan Yupik	esu	cent2127	True	True	True	True	True	False	True
Cavineña	cav	cavi1250	True	True	True	True	True	False	True
Catawba	chc	cata1286	True	True	True	True	True	False	True
Catalan	cat	stan1289	True	True	True	True	True	False	True
Cashibo-Cacataibo	cbr	cash1251	True	True	True	True	True	False	True
Caribbean Hindustani	hns	cari1275	True	True	True	True	True	False	True
Caquinte	cot	caqu1242	True	True	True	True	True	False	True
Cao Miao	cov	caom1238	True	True	True	True	True	False	True
