Language	ISO 639-3	Glottocode	feet	finger	five	hand	numerals	quinary	toe
Bajan	bjs	baja1265	True	True	True	True	True	False	False
Baiso	bsw	bais1246	False	True	True	True	True	False	True
Baikeno	bkx	baik1238	False	True	True	True	True	False	True
Baharna Arabic	abv	baha1259	True	True	True	True	True	False	False
Bagri	bgq	bagr1243	True	True	True	True	True	False	False
Bafut	bfd	bafu1246	True	True	True	True	True	False	False
Badjirri	jbi	badj1244	False	True	True	True	True	False	True
Babine	bcr	babi1235	True	True	True	True	False	False	True
Babatana	baa	baba1268	True	True	True	True	True	False	False
Ayutla Mixtec	miy	ayut1236	True	True	True	True	True	False	False
Ayacucho Quechua	quy	ayac1239	True	True	True	True	True	False	False
Awutu	afu	awut1241	False	True	True	True	True	False	True
Awngi	awn	awng1244	True	True	True	True	True	False	False
Awjilah	auj	awji1241	True	True	True	True	True	False	False
Awabakal	awk	awab1243	True	True	True	True	False	False	True
Awa (Papua New Guinea)	awb	awap1236	True	True	True	True	False	False	True
Auye	auu	auye1238	True	True	True	True	True	False	False
Atikamekw	atj	atik1240	True	True	True	True	True	False	False
Athpariya	aph	athp1241	False	True	True	True	True	False	True
Assamese	asm	assa1263	True	False	True	True	True	False	True
Ashéninka Perené	prq	ashe1272	True	True	True	True	True	False	False
Asho Chin	csh	asho1236	False	True	True	True	True	False	True
Aromanian	rup	arom1237	False	True	True	True	True	False	True
Arikara	ari	arik1262	True	True	True	True	False	False	True
Argobba	agj	argo1244	True	True	True	True	True	False	False
Ani Phowa	ypn	anip1235	False	True	True	True	True	False	True
Angor	agg	ango1254	True	True	True	True	False	False	True
Angolar	aoa	ango1258	True	True	True	True	True	False	False
Ancient Greek	grc	anci1242	True	False	True	True	True	False	True
Ami	amy	amii1238	True	True	True	True	False	False	True
Ambai	amk	amba1265	False	True	True	True	True	False	True
Alawa	alh	alaw1244	True	True	True	True	False	False	True
Alaba-K'abeena	alw	alab1254	True	True	True	True	True	False	False
Akuntsu	aqz	akun1241	True	False	True	True	True	False	True
Akoye	miw	akoy1238	True	True	True	True	False	False	True
Akoose	bss	akoo1248	True	True	True	True	True	False	False
Aklanon	akl	akla1240	True	True	True	True	False	False	True
Akie	mwy	mosi1247	True	True	True	True	True	False	False
Akei	tsr	akei1237	False	True	True	True	True	True	False
Aka-Jeru	akj	akaj1239	False	True	True	True	True	False	True
Aja (Benin)	ajg	ajab1235	False	True	True	True	True	False	True
Agob	kit	agob1244	True	True	True	True	True	False	False
Aghem	agq	aghe1239	True	False	True	True	True	False	True
Afrikaans	afr	afri1274	False	True	True	True	True	False	True
Adzera	adz	adze1240	True	True	True	True	True	False	False
Adyghe	ady	adyg1241	False	True	True	True	True	False	True
Adamawa Fulfulde	fub	adam1253	True	False	True	True	True	False	True
Achumawi	acv	achu1247	True	True	True	True	True	False	False
Acehnese	ace	achi1257	True	True	True	True	True	False	False
Abun	kgr	abun1252	False	True	True	True	True	False	True
Abu' Arapesh	aah	abua1245	False	False	True	True	True	True	True
Abkhazian	abk	abkh1244	True	False	True	True	True	False	True
Abaza	abq	abaz1241	True	True	True	True	True	False	False
//Ani	hnh	anii1246	True	True	True	True	True	False	False
'Are'are	alu	area1240	False	True	True	True	True	False	True
Ömie	aom	omie1241	False	True	True	True	True	False	False
Zoogocho Zapotec	zpq	zoog1238	True	False	True	True	True	False	False
Zimbabwean Ndebele	nde	nort2795	True	True	True	True	False	False	False
Zimba	zmb	zimb1251	False	True	True	True	True	False	False
Zenzontepec Chatino	czn	zenz1235	False	True	True	True	True	False	False
Zayse-Zergulla	zay	zays1235	False	False	True	True	True	False	True
Zarma-Kaado	dje	zarm1239	True	True	True	True	False	False	False
Zabana	kji	zaba1237	False	False	True	True	True	False	True
Yukuben	ybl	yuku1243	True	False	True	True	True	False	False
Yucuna	ycn	yucu1253	True	False	True	True	True	False	False
Yoy	yoy	yoyy1238	False	True	True	True	True	False	False
Yosondúa Mixtec	mpm	yoso1239	True	False	True	True	True	False	False
Yoruba	yor	yoru1245	True	False	True	True	True	False	False
Yongning Na	nru	yong1270	False	True	True	True	True	False	False
Yonggom	yon	yong1280	False	True	True	True	True	False	False
Yonaguni	yoi	yona1241	True	False	True	True	True	False	False
Yogad	yog	yoga1237	False	True	True	True	False	False	True
Yemba	ybb	yemb1246	True	False	True	True	True	False	False
Yele	yle	yele1255	False	False	True	True	True	False	True
Yaygir	xya	yayg1236	True	True	True	True	False	False	False
Yaweyuha	yby	yawe1241	False	False	True	True	True	False	True
Yauyos Quechua	qux	yauy1235	True	False	True	True	True	False	False
Yau (Morobe Province)	yuw	yaum1237	True	False	True	True	False	False	True
Yanesha'	ame	yane1238	True	False	True	True	False	False	True
Yalarnnga	ylr	yala1262	False	False	True	True	True	False	True
Yala	yba	yala1263	False	True	True	True	False	False	True
Yaeyama	rys	yaey1239	True	False	True	True	True	False	False
Xârâcùù	ane	xara1244	False	False	True	True	True	True	False
Wulguru	qgu	wulg1239	False	True	True	True	False	False	True
Wotu	wtw	wotu1240	False	True	True	True	True	False	False
Worrorra	wro	worr1237	True	True	True	True	False	False	False
Wolaytta	wal	wola1242	True	False	True	True	True	False	False
Woi	wbw	woii1237	False	False	True	True	True	False	True
Wiradhuri	wrh	wira1262	True	True	False	True	False	False	True
Wik-Ngathana	wig	wikn1245	False	False	True	True	True	False	True
Westphalic	wep	west2356	True	True	False	True	True	False	False
Western Tamang	tdg	west2415	True	False	True	True	True	False	False
Western Pantar	lev	lamm1241	False	True	True	True	True	False	False
Western Neo-Aramaic	amw	west2763	False	True	True	True	True	False	False
Western Minyag	wmg	west2417	True	False	True	True	True	False	False
Western Keres	kjq	west2632	True	False	True	True	True	False	False
Western Highland Chatino	ctp	west2644	True	False	True	True	True	False	False
Western Farsi	pes	west2369	True	False	True	True	True	False	False
Western Bukidnon Manobo	mbb	west2555	False	True	True	True	True	False	False
Western Armenian	hyw	homs1234	True	False	True	True	True	False	False
West Central Oromo	gaz	west2721	False	True	True	True	True	False	False
West Berawan	zbw	west2564	False	True	True	True	True	False	False
Wersing	kvw	wers1238	False	False	True	True	True	True	False
Weri	wer	weri1253	False	True	True	True	True	False	False
Wayuu	guc	wayu1243	True	False	True	True	True	False	False
Waskia	wsk	wask1241	False	True	True	True	True	False	False
Warlpiri	wbp	warl1254	True	True	True	True	False	False	False
Warlmanpa	wrl	warl1255	True	False	True	True	True	False	False
Warembori	wsa	ware1253	False	True	True	True	True	False	False
Wapan	juk	wapa1235	False	False	True	True	True	False	True
Waorani	auc	waor1240	False	True	True	True	True	False	False
Wandarang	wnd	wand1263	False	False	True	True	True	False	True
Wanam Yelmek	NOCODE_Wanam	wana1273	True	False	True	True	True	False	False
Wambayan	wmb	wamb1258	True	False	True	True	True	False	False
Walmajarri	wmt	walm1241	False	True	True	True	False	False	True
Wakhi	wbl	wakh1245	True	False	True	True	True	False	False
Wajarri	wbv	waja1257	True	True	False	True	False	False	True
Waimiri-Atroari	atr	waim1253	True	False	True	True	True	False	False
Waima'a	wmh	waim1252	True	False	True	True	True	False	False
Waima	rro	waim1251	False	True	True	True	True	False	False
Wagdi	wbr	wagd1238	False	True	True	True	True	False	False
Waffa	waj	waff1241	True	False	True	True	False	False	True
Vurës	msn	vure1239	False	False	True	True	True	True	False
Venetian	vec	vene1258	False	False	True	True	True	False	True
Venda	ven	vend1245	False	False	True	True	True	False	True
Vanimo	vam	vani1248	False	True	True	True	True	False	False
Urhobo	urh	urho1239	False	False	True	True	True	False	True
Urdu	urd	urdu1245	False	True	True	True	True	False	False
Urat	urt	urat1244	False	False	True	True	True	False	True
Ura (Vanuatu)	uur	urav1235	False	True	True	True	True	False	False
Upper Taromi	tov	uppe1235	True	False	True	True	True	False	False
Umbundu	umb	umbu1257	True	False	True	True	True	False	False
Umbu-Ungu	ubu	umbu1258	False	True	True	True	True	False	False
Umbrian	xum	umbr1253	False	False	True	True	True	False	True
Umatilla	uma	umat1237	False	False	True	True	True	False	True
Ukrainian	ukr	ukra1253	True	False	True	True	True	False	False
Tübatulabal	tub	tuba1278	False	True	True	True	True	False	False
Tày	tyz	tayy1238	False	False	True	True	True	False	True
Tzotzil	tzo	tzot1259	True	True	True	True	False	False	False
Turks And Caicos Creole English	tch	turk1310	True	True	True	True	False	False	False
Turkish	tur	nucl1301	True	False	True	True	True	False	False
Turkana	tuv	turk1308	False	True	True	True	True	False	False
Tunni	tqq	tunn1238	False	True	True	True	True	False	False
Tungag	lcm	tung1290	False	True	True	True	True	False	False
Tundra Nenets	yrk	nene1249	False	False	True	True	True	False	True
Tumbuka	tum	tumb1250	True	False	True	True	False	False	True
Tulu	tcy	tulu1258	False	True	True	True	True	False	False
Tuki	bag	tuki1240	True	False	True	True	True	False	False
Tugen	tuy	tuge1241	False	True	True	True	False	False	True
Tshobdun	NOCODE_Tshobdun	tsho1240	True	False	True	True	True	False	False
Tsez	ddo	dido1241	False	True	True	True	True	False	False
Tsakonian	tsd	tsak1248	True	False	True	True	False	False	True
Trumai	tpy	trum1247	False	True	True	True	True	False	False
Totontepec Mixe	mto	toto1305	True	False	True	True	False	False	True
Torwali	trw	torw1241	False	True	True	True	True	False	False
Tomo Kan Dogon	dtm	tomo1243	False	True	True	True	True	False	False
Tommo So Dogon	dto	tomm1242	False	False	True	True	True	False	True
Tol	jic	toll1241	False	False	True	True	True	False	True
Tobagonian Creole English	tgh	toba1282	True	True	True	True	False	False	False
Toaripi	tqo	toar1246	True	False	True	True	True	False	False
Tlahuitoltepec Mixe	mxp	tlah1239	False	False	True	True	True	True	False
Tiv	tiv	tivv1240	False	False	True	True	True	False	True
Timucua	tjm	timu1245	False	True	True	True	True	False	False
Timne	tem	timn1235	False	True	True	True	True	False	False
Tilung	tij	tilu1238	False	True	True	True	True	False	False
Tikopia	tkp	tiko1237	False	False	True	True	True	False	True
Tigre	tig	tigr1270	False	True	True	True	True	False	False
Tigak	tgc	tiga1245	False	True	True	True	True	False	False
Tiene	tii	tien1242	False	True	True	True	True	False	False
Tibetan	bod	tibe1272	False	False	True	True	True	False	True
Teso	teo	teso1249	False	True	True	True	True	False	False
Teribe	tfr	teri1250	False	True	True	True	False	False	True
Terena-Kinikinao-Chane	ter	tere1279	True	False	True	True	True	False	False
Tequistlateco Chontal	NOCODE_Tequistlateco-Chontal	tequ1245	False	True	True	True	False	False	True
Tepetotutla Chinantec	cnt	tepe1279	True	False	True	True	True	False	False
Teop	tio	teop1238	True	False	True	True	True	False	False
Tengger	tes	teng1272	False	True	True	True	False	False	True
Temiar	tea	temi1246	True	True	False	False	True	False	True
Teanu	tkw	tean1237	False	False	True	True	True	False	True
Tayart Tamajeq	thz	taya1257	True	False	True	True	True	False	False
Tawra	mhu	diga1241	False	True	True	True	True	False	False
Tawallammat Tamajaq	ttq	tawa1286	False	True	True	True	False	False	True
Tatuyo	tav	tatu1247	False	False	True	True	True	False	True
Tarok	yer	taro1263	False	True	True	True	True	False	False
Taos Northern Tiwa	twf	nort1550	False	False	True	True	True	False	True
Tanzanian Ngoni	xnj	tanz1241	False	True	True	True	True	False	False
Tanimuca-Retuarã	tnc	tani1257	True	False	True	True	True	False	False
Tangale	tan	nucl1696	False	True	True	True	False	False	True
Tamambo	mla	malo1243	False	True	True	True	True	False	False
Tairuma	uar	tair1256	False	False	True	True	True	False	True
Tainae	ago	tain1253	True	False	True	True	True	False	False
Tai Laing	tjl	tail1248	False	True	True	True	False	False	True
Tabla	tnm	tabl1243	False	True	True	True	True	False	False
Ta'izzi-Adeni Arabic	acq	taiz1242	False	True	True	True	False	False	True
Sìcìté Sénoufo	sep	sici1249	False	True	True	True	False	False	True
Sãotomense	cri	saot1239	False	True	True	True	True	False	False
Syan	NOCODE_Syan	syan1242	True	False	True	True	True	False	False
Sumerian	sux	sume1241	True	False	True	True	True	False	False
Sudanese Creole Arabic	pga	suda1237	True	False	True	True	True	False	False
Subtiaba	sut	subt1250	False	True	True	True	False	False	True
Standard Indonesian	ind	indo1316	True	False	True	True	True	False	False
Standard Arabic	arb	stan1318	True	False	True	True	True	False	False
Sranan Tongo	srn	sran1240	True	False	True	True	True	False	False
Southern Tiwa	tix	sout2961	False	True	True	True	True	False	False
Southern Tangkhul Naga	NOCODE_Southern-Tangkhul	khan1277	False	True	True	True	True	False	False
Southern Haida	hax	sout2956	True	False	True	True	True	False	False
Southeast Pashayi	psi	sout2672	False	True	True	True	True	False	False
South-Eastern Ju	ktz	juho1239	True	False	True	True	True	False	False
South Nuaulu	nxl	sout2895	True	False	True	True	True	False	False
South Levantine Arabic	ajp	sout3123	True	False	True	True	True	False	False
South Fali	fal	sout2782	False	False	True	True	True	False	True
Sorkhei	sqo	sork1239	False	True	False	True	True	False	True
Soqotri	sqt	soqo1240	True	False	True	True	True	False	False
Soli	sby	soli1239	True	False	True	True	True	False	False
Soic	soj	soii1239	True	True	True	True	False	False	False
Sobei	sob	sobe1238	False	False	True	True	True	False	True
So (Democratic Republic of Congo)	soc	sode1235	False	True	True	True	True	False	False
Skolt Sami	sms	skol1241	False	True	True	True	True	False	False
Siyin Chin	csy	siyi1240	False	True	True	True	True	False	False
Sirva	sbq	sile1255	False	True	False	True	True	False	True
Sinte-Manus Romani	rmo	sint1235	False	False	True	True	True	False	True
Sinhala	sin	sinh1246	False	True	True	True	True	False	False
Sinasina	sst	sina1271	False	True	False	True	True	False	True
Sika	ski	sika1262	False	True	True	True	True	False	False
Sierra de Juárez Zapotec	zaa	sier1250	True	False	True	True	True	False	False
Sidamo	sid	sida1246	False	True	True	True	True	False	False
Sicilian	scn	sici1248	False	True	True	True	True	False	False
Siane	snp	sian1257	False	True	True	True	True	False	False
Shughni	sgh	shug1248	False	True	True	True	True	False	False
Shua	shg	shua1254	False	False	True	True	True	False	True
Shoshoni	shh	shos1248	True	False	True	True	True	False	False
Shekhawati	swv	shek1243	True	False	True	True	True	False	False
Shawi	cbt	chay1248	False	False	True	True	True	False	True
Shasta	sht	shas1239	True	False	True	True	True	False	False
Shambala	ksb	sham1280	True	False	True	True	False	False	True
Shabo	sbf	shab1252	False	False	True	True	True	False	True
Seselwa Creole French	crs	sese1246	True	False	True	True	True	False	False
Semnani	smy	semn1249	True	False	True	True	True	False	False
Semai	sea	sema1266	False	True	True	True	True	False	False
Selk'nam	ona	onaa1245	False	True	True	True	True	False	False
Selayar	sly	sela1260	True	False	True	True	True	False	False
Sebat Bet Gurage	sgw	seba1251	False	True	True	True	True	False	False
Scanian	scy	scan1238	True	False	True	True	True	False	False
Saya	say	saya1246	False	True	True	True	True	False	False
Sauria Paharia	mjt	saur1249	False	True	True	True	True	False	False
Sasak	sas	sasa1249	False	True	True	True	True	False	False
Sartang	onp	sart1249	False	True	True	True	True	False	False
Sanskrit	san	sans1269	True	False	True	True	True	False	False
Sandawe	sad	sand1273	False	False	True	True	True	False	True
San Francisco del Mar Huave	hue	sanf1258	True	False	True	True	True	False	False
Samburu	saq	samb1315	False	True	True	True	True	False	False
Salt-Yui	sll	salt1242	False	False	True	True	True	False	True
Safeyoka	apz	safe1240	True	False	True	True	False	False	True
Sacapulteco	quv	saca1238	False	True	True	True	True	False	False
Sabaic	xsa	saba1279	False	True	True	True	True	False	False
Sa	sax	saaa1241	False	False	True	True	True	False	True
S'gaw Karen	ksw	sgaw1245	False	True	True	True	True	False	False
Ruund	rnd	ruun1238	True	True	True	True	False	False	False
Rongpo	rnp	rong1264	False	True	True	True	True	False	False
Romanian	ron	roma1327	True	False	True	True	True	False	False
Riuk Bekati'	bei	beka1241	False	True	True	True	True	False	False
Ritarungo	rit	rita1239	False	True	True	True	False	False	True
Riantana	ran	rian1263	False	True	True	True	True	False	False
Rendille	rel	rend1243	False	True	True	True	True	False	False
Rawat	jnl	rawa1264	False	True	True	True	True	False	False
Rao	rao	raoo1244	False	True	True	True	False	False	True
Rangpuri	rkt	rang1265	True	False	True	True	True	False	False
Rana Tharu	thr	rana1246	False	False	True	True	True	False	True
Rajbanshi	rjs	rajb1243	False	True	True	True	True	False	False
Päri	lkr	pari1256	True	True	True	True	False	False	False
Puyuma	pyu	puyu1239	True	False	True	True	True	False	False
Purari	iar	pura1257	False	True	True	True	True	False	False
Pumé	yae	pume1238	True	True	True	True	False	False	False
Potawatomi	pot	pota1247	True	False	True	True	True	False	False
Plautdietsch	pdt	plau1238	True	False	True	True	False	False	True
Pite Sami	sje	pite1240	True	False	True	True	True	False	False
Pitcairn-Norfolk	pih	pitc1234	False	False	True	True	True	False	True
Pinai-Hagahai	pnn	pina1252	False	True	True	True	True	False	False
Pichi	fpe	fern1234	False	True	True	True	True	False	False
Phrygian	xpg	phry1239	False	False	True	True	True	False	True
Phoenician	phn	phoe1239	True	False	True	True	True	False	False
Peve	lme	peve1243	True	False	True	True	True	False	False
Penange	NOCODE_Penange	pena1270	False	True	True	True	True	False	False
Pele-Ata	ata	pele1245	True	True	True	True	False	False	False
Patpatar	gfk	patp1243	False	False	True	True	True	False	True
Pará Arára	aap	para1310	True	False	True	True	False	False	True
Papuan Malay	pmy	papu1250	True	False	True	True	True	False	False
Panytyima	pnw	pany1241	False	False	True	True	True	False	True
Pangwa Naga	nst	tase1235	False	True	True	True	True	False	False
Paiwan	pwn	paiw1248	True	False	True	True	True	False	False
Pagu	pgu	pagu1249	False	True	True	True	True	False	False
Pagibete	pae	pagi1243	False	True	True	True	True	False	False
Pacoh	pac	paco1243	True	False	True	True	True	False	False
Ostfränkisch	vmf	main1267	True	False	True	True	True	False	False
Orok	oaa	orok1265	True	True	True	True	False	False	False
Orma	orc	orma1241	False	True	True	True	True	False	False
Oriya	ory	oriy1255	True	False	True	True	True	False	False
Onondaga	ono	onon1246	False	False	True	True	True	False	True
Oneida	one	onei1249	True	False	True	True	False	False	True
Olekha	ole	olek1239	False	True	True	True	True	False	False
Old Welsh	owl	oldw1239	True	False	True	True	True	False	False
Old Uighur	oui	oldu1238	True	False	True	True	True	False	False
Old Sabellic	qhr	sabe1248	True	False	True	True	True	False	False
Old Provençal	pro	oldp1253	True	False	True	True	True	False	False
Old Persian (ca. 600-400 B.C.)	peo	oldp1254	True	False	True	True	True	False	False
Old Nubian	onw	oldn1245	False	False	True	True	True	False	True
Old Marathi	omr	oldm1244	True	False	True	True	True	False	False
Old Khmer	qok	oldk1249	True	False	True	True	True	False	False
Old Japanese	ojp	oldj1239	True	False	True	True	True	False	False
Old Georgian	oge	oldg1234	True	False	True	True	True	False	False
Old Chinese	och	oldc1244	True	False	True	True	True	False	False
Okiek	oki	okie1245	False	True	True	True	True	False	False
Odoodee	kkc	odoo1238	False	True	True	True	True	False	False
Ocotepec Mixtec	mie	ocot1243	False	True	True	True	True	False	False
Obolo	ann	obol1243	False	True	True	True	False	False	True
N||ng	ngh	nngg1234	True	False	True	True	True	False	False
Nyanja	nya	nyan1308	False	True	True	True	True	False	False
Nyangumarta	nna	nyan1301	True	False	True	True	True	False	False
Nyahkur	cbn	nyah1250	False	True	True	True	True	False	False
Nukuoro	nkr	nuku1260	True	False	True	True	True	False	False
Nukna	klt	nukn1238	True	False	True	True	True	False	False
Nubi	kcn	nubi1253	False	True	True	True	True	False	False
Nsong-Mpiin	soo	song1299	False	True	True	True	True	False	False
Nsenga	nse	nsen1242	False	True	True	True	True	False	False
Northwest Alaska Inupiatun	esk	nort2945	True	False	True	True	True	False	False
Northern Uzbek	uzn	nort2690	False	True	True	True	True	False	False
Northern Tepehuan	ntp	nort2959	False	True	True	True	True	False	False
Northern Sami	sme	nort2671	True	False	True	True	True	False	False
Northern Pomo	pej	nort2966	True	False	True	True	False	False	True
Northern Pastaza Quichua	qvz	nort2973	True	True	True	True	False	False	False
Northern Pashto	pbu	nort2646	False	True	True	True	True	False	False
Northern Lushootseed	lut	lush1252	True	True	True	True	False	False	False
Northern Haida	hdn	nort2938	True	False	True	True	False	False	True
North-Central Ju	knw	kung1261	False	True	True	True	True	False	False
North Mesopotamian Arabic	ayp	nort3142	True	False	True	True	True	False	False
North Giziga	gis	nort3047	True	False	True	True	True	False	False
North Azerbaijani	azj	nort2697	False	True	True	True	True	False	False
North Alaskan Inupiatun	esi	nort2943	False	True	True	True	False	False	True
Nopala Chatino	cya	nopa1235	True	False	True	True	True	False	False
Nomatsiguenga	not	noma1263	True	False	True	True	True	False	False
Nomaande	lem	noma1260	False	False	True	True	True	False	True
Njyem	njy	njye1238	True	True	True	True	False	False	False
Njerep	njr	njer1242	False	True	True	True	True	False	False
Njebi	nzb	njeb1242	True	True	True	True	False	False	False
Nizaa	sgi	suga1248	True	True	True	True	False	False	False
Niuafo'ou	num	niua1240	False	False	True	True	True	False	True
Nhanda	nha	nhan1238	True	True	False	True	False	False	True
Ngäbere	gym	ngab1239	False	False	True	True	True	False	True
Ngizim	ngi	ngiz1242	False	True	True	True	True	False	False
Ngarinyin	ung	ngar1284	True	True	True	True	False	False	False
Ngarinman	nbj	ngar1235	True	False	True	True	True	False	False
Ngardi	rxd	ngar1288	True	False	True	True	True	False	False
Ngandi	nid	ngan1295	False	False	True	True	True	False	True
Ngambay	sba	ngam1268	False	True	True	True	True	False	False
Nese	NOCODE_Nese	nese1235	False	True	True	True	True	False	False
Nepali	npi	nepa1254	True	False	True	True	True	False	False
Nehan	nsn	neha1247	False	True	True	True	True	False	False
Ndengereko	ndg	nden1248	False	True	True	True	True	False	False
Nati	NOCODE_Nati	nati1244	False	True	True	True	False	False	True
Narungga	nnr	naru1238	True	False	True	True	False	False	True
Nar Phu	npa	narp1239	False	True	True	True	True	False	False
Nankina	nnk	nank1250	True	True	True	True	False	False	False
Nanga	nzz	nang1261	False	True	True	True	True	False	False
Namuyi	nmy	namu1246	False	True	True	True	True	False	False
Nambo	ncm	namb1293	True	False	True	True	True	False	False
Nama (Namibia)	naq	nama1264	True	False	True	True	True	False	False
Nalca	nlc	nalc1240	False	True	True	True	True	False	False
Na	nbt	naaa1245	False	True	True	True	True	False	False
Mwera (Nyasa)	mjh	mwer1247	False	True	True	True	True	False	False
Mwani	wmw	mwan1247	False	True	True	True	True	False	False
Mwaghavul	sur	mwag1236	False	False	True	True	True	True	False
Munsee	umu	muns1251	True	True	True	True	False	False	False
Mungbam	mij	abar1238	True	False	True	True	True	False	False
Mullukmulluk	mpb	mull1237	True	False	True	True	False	False	True
Mru	mro	mruu1242	False	True	True	True	True	False	False
Mro Chin	cmr	mroc1235	True	True	True	True	False	False	False
Mountain Koiali	kpx	moun1252	False	False	True	True	True	False	True
Moroccan Arabic	ary	moro1292	True	False	True	True	True	False	False
Morisyen	mfe	mori1278	True	True	True	True	False	False	False
Mori Bawah	xmz	mori1268	False	False	True	True	True	False	True
Morelos Nahuatl	nhm	more1259	False	True	True	True	True	False	False
Montagnais	moe	mont1268	True	False	True	True	True	False	False
Mono-Alu	mte	mono1273	True	False	True	True	True	False	False
Moni	mnz	moni1261	False	False	True	True	True	False	True
Mon	mnw	monn1252	False	False	True	True	True	False	True
Mombo Dogon	dmb	momb1254	False	False	True	True	True	False	True
Mocho	mhc	moch1257	False	True	True	True	True	False	False
Mizo	lus	lush1249	False	True	True	True	True	False	False
Mixtepec Zapotec	zpm	mixt1426	True	False	True	True	True	False	False
Minangkabau	min	mina1268	True	False	True	True	True	False	False
Miluk	iml	milu1241	True	False	True	True	True	False	False
Middle Chinese	ltc	midd1344	True	False	True	True	True	False	False
Michif	crg	mich1243	False	False	True	True	True	False	True
Miami	mia	miam1252	True	False	True	True	True	False	False
Mi'kmaq	mic	mikm1235	True	True	True	True	False	False	False
Mezquital Otomi	ote	mezq1235	True	False	True	True	True	False	False
Mesqan	mvz	mesq1240	False	True	True	True	True	False	False
Merei	lmb	mere1242	False	False	True	True	True	True	False
Mende (Sierra Leone)	men	mend1266	False	True	True	True	True	False	False
Melo	mfx	melo1242	False	True	True	True	True	False	False
Mekens	skf	saki1248	True	False	True	True	False	False	True
Mbukushu	mhw	mbuk1240	False	True	True	True	True	False	False
Mbay	myb	mbay1241	True	False	True	True	True	False	False
Mbalanhu	lnb	mbal1255	False	False	True	True	True	True	False
Mayo	mfy	mayo1264	True	False	True	True	True	False	False
Mattole	mvb	matt1238	False	True	True	True	False	False	True
Mato	met	mato1252	True	False	True	True	True	False	False
Mateq	xem	kemb1249	True	False	True	True	True	False	False
Martuthunira	vma	mart1255	True	True	True	True	False	False	False
Markweeta	enb	mark1255	False	True	True	True	True	False	False
Maram Naga	nma	mara1379	False	True	True	True	False	False	True
Mara Chin	mrh	mara1382	False	True	True	True	False	False	True
Mapos Buang	bzh	mapo1242	False	True	True	True	True	False	False
Manyika	mxc	many1258	False	False	True	True	True	False	True
Mankanya	knf	mank1251	True	False	True	True	False	False	True
Manggarai	mqy	mang1405	False	False	True	True	True	False	True
Mangbetu	mdj	mang1394	True	False	True	True	True	False	False
Mangaia-Old Rapa	ray	rapa1245	True	True	True	True	False	False	False
Mandjak	mfv	mand1419	False	False	True	True	True	False	True
Mandinka	mnk	mand1436	True	False	True	True	True	False	False
Mandeali	mjl	mand1409	False	True	True	True	True	False	False
Manda-Matumba	mgs	mand1423	False	True	True	True	True	False	False
Mam	mam	mamm1241	True	False	True	True	False	False	True
Maleu-Kilenge	mgl	male1289	False	False	True	True	True	False	True
Malacca-Batavia Portuguese Creole	mcm	mala1533	True	False	True	True	True	False	False
Maku'a	lva	maku1277	True	False	True	True	True	False	False
Makonde	kde	mako1251	False	True	True	True	True	False	False
Makhuwa	vmw	makh1264	False	True	False	True	True	False	True
Mak (China)	mkg	makc1235	True	False	True	True	True	False	False
Majang	mpe	maja1242	False	False	True	True	True	False	True
Maithili	mai	mait1250	True	False	True	True	True	False	False
Maharastri Prakrit	pmh	maha1305	False	False	True	True	True	False	True
Maco	wpc	maco1239	False	True	True	True	True	False	False
Macanese	mzs	maca1262	True	False	True	True	False	False	True
Maay	ymm	maay1238	True	True	True	True	False	False	False
Ma'anyan	mhy	maan1238	True	False	True	True	True	False	False
Luyi	lyn	luya1241	False	True	True	True	True	False	False
Lunda	lun	lund1266	False	True	True	True	True	False	False
Luguru	ruf	lugu1238	False	True	True	True	True	False	False
Luchazi	lch	luch1239	False	False	True	True	True	True	False
Lower Riverland	NOCODE_Lower-Riverland	lowe1402	True	True	False	True	False	False	True
Lower Richmond	NOCODE_Lower-Richmond	lowe1444	True	False	True	True	True	False	False
Lower Chehalis	cea	lowe1427	True	False	True	True	True	False	False
Lou	loj	louu1245	True	False	True	True	True	False	False
Lopit	lpx	lopi1242	False	True	True	True	True	False	False
Longgu	lgu	long1395	False	True	True	True	True	False	False
Loko	lok	loko1255	False	False	True	True	True	False	True
Lokaa	yaz	loka1252	True	False	True	True	True	False	False
Lizu	NOCODE_Lizu	lizu1234	True	False	True	True	True	False	False
Liv	liv	livv1244	True	False	True	True	True	False	False
Limonese Creole	qlm	limo1249	True	False	True	True	True	False	False
Lijili	mgi	liji1238	True	False	True	True	True	False	False
Libyan Arabic	ayl	liby1240	False	True	True	True	True	False	False
Libido	liq	libi1250	False	False	True	True	True	False	True
Lhomi	lhm	lhom1239	False	True	True	True	True	False	False
Lendu	led	lend1245	False	True	True	True	True	False	False
Lenakel	tnl	lena1238	True	False	True	True	True	False	False
Lemeting	beg	bela1260	False	True	True	True	True	False	False
Lega-Shabunda	lea	lega1249	True	False	True	True	False	False	True
Latvian	lav	latv1249	True	False	True	True	True	False	False
Late Palestinian Aramaic	NOCODE_Late-Palestinian-Aramaic	late1255	False	False	True	True	True	False	True
Late Middle Indo-Aryan	NOCODE_Middle-Indo-Aryan	midd1350	True	False	True	True	False	False	True
Larike-Wakasihu	alo	lari1255	False	False	True	True	True	False	True
Laragia	lrg	lara1258	True	True	False	True	False	False	True
Lampung Api	ljp	lamp1243	False	True	True	True	True	False	False
Lama (Togo)	las	lama1275	True	True	True	True	False	False	False
