id,family_id,name,iso639P3code,aes,population
sout1555,hmon1336,Southern Guiyang Hmong,hmy,Not Endangered,28000
sout1556,hmon1336,Southern Mashan Hmong,hma,6b (Threatened),10000
sout2618,indo1319,South Picene,spx,unk,-1
sout2640,indo1319,Southern Kurdish,sdh,Not Endangered,3650000
sout2642,indo1319,Southern Balochi,bcc,Not Endangered,3608400
sout2645,indo1319,Fars Dialects,fay,7 (Shifting),108000
sout2647,indo1319,Southern Luri,luz,Not Endangered,1320000
sout2649,indo1319,Southern Pashto,pbt,Not Endangered,16891000
sout2668,indo1319,Southern Hindko,hnd,Not Endangered,1170000
sout2671,indo1319,Southwest Pashayi,psh,6b (Threatened),100000
sout2672,indo1319,Southeast Pashayi,psi,6b (Threatened),180000
sout2674,ural1272,South Saami,sma,7 (Shifting),600
sout2679,ural1272,South Estonian,vro,6b (Threatened),87210
sout2689,aust1305,Southern Nicobarese,nik,7 (Shifting),7500
sout2692,aust1305,Southern Mnong,mnn,Not Endangered,30000
sout2694,turk1311,Southern Altai,alt,7 (Shifting),57400
sout2697,turk1311,South Azerbaijani,azb,Not Endangered,13924250
sout2699,turk1311,Southern Uzbek,uzs,Not Endangered,4575700
sout2711,drav1251,Southern Gondi,ggo,Not Endangered,100000
sout2715,sino1245,Southern Ghale,ghe,6b (Threatened),18000
sout2718,book1242,Southwestern Tamang,tsf,unk,-1
sout2722,sino1245,Southern Muji,ymc,6b (Threatened),26000
sout2723,sino1245,Southern Nisu,nsd,8a (Moribund),210000
sout2728,sino1245,Southern Qiang,qxs,7 (Shifting),81300
sout2729,sino1245,Southern Pumi,pmj,6b (Threatened),19000
sout2730,sino1245,Southern Bai,bfs,Not Endangered,680000
sout2732,sino1245,Southern Rengma Naga,nre,6b (Threatened),21000
sout2734,sino1245,Southern Yamphu,lrr,7 (Shifting),2500
sout2739,sino1245,Southern Tujia,tjs,8a (Moribund),1500
sout2741,taik1256,Southern Dong,kmc,Not Endangered,1000000
sout2746,taik1256,Southern Thai,sou,Not Endangered,4500000
sout2750,yuka1259,Southern Yukaghir,yux,8b (Nearly extinct),370
sout2754,hmon1336,Southern Qiandong Miao,hms,Not Endangered,500000
sout2755,hmon1336,Southwestern Huishui Hmong,hmh,Not Endangered,56000
sout2756,hmon1336,Southwestern Guiyang Hmong,hmg,Not Endangered,70000
sout2771,pama1250,Southern Coastal Yuin,xtv,10 (Extinct),0
sout2774,ijoi1239,Southeast Ijo,ijs,6b (Threatened),2000000
sout2778,atla1278,Southern Kisi,kss,Not Endangered,293000
sout2782,atla1278,South Fali,fal,Not Endangered,20000
sout2784,atla1278,Southern Ngbandi,nbw,Not Endangered,105000
sout2785,atla1278,Southwest Gbaya,gso,Not Endangered,220000
sout2787,atla1278,South Central Banda,lnl,Not Endangered,153000
sout2789,atla1278,Central Dagaare,dga,Not Endangered,924000
sout2790,atla1278,Southern Birifor,biv,Not Endangered,129310
sout2795,atla1278,Southern Nuni,nnw,Not Endangered,147000
sout2797,atla1278,Southern Toussian,wib,Not Endangered,19500
sout2807,atla1278,Southern Sotho,sot,Not Endangered,5625500
sout2826,krua1234,Southern Grebo,grj,Not Endangered,170000
sout2828,cent2225,Southern Ma'di,snm,Not Endangered,60000
sout2832,nilo1247,Southwestern Dinka,dik,Not Endangered,450000
sout2833,nilo1247,South Central Dinka,dib,Not Endangered,250000
sout2834,nilo1247,Southeastern Dinka,dks,Not Endangered,252120
sout2840,mand1469,Southern Bobo Madaré,bwq,Not Endangered,181000
sout2844,mand1469,Southern Samo,sbd,Not Endangered,85000
sout2856,aust1307,South Efate,erk,Not Endangered,6000
sout2857,aust1307,Nahavaq,sns,7 (Shifting),600
sout2859,aust1307,Southeast Ambrym,tvk,Not Endangered,2000
sout2866,aust1307,South Marquesan,mqm,7 (Shifting),2700
sout2869,aust1307,Southwest Tanna,nwi,Not Endangered,4500
sout2877,aust1307,South Watut,mcy,6b (Threatened),730
sout2883,aust1307,Southeast Babar,vbb,Not Endangered,4460
sout2892,book1242,South Wemale,tlw,unk,-1
sout2895,aust1307,South Nuaulu,nxl,6b (Threatened),1500
sout2896,aust1307,Eastern Atadei,lmf,Not Endangered,7000
sout2905,aust1307,Southern Alta,agy,7 (Shifting),400
sout2908,aust1307,Bangad,ksc,Not Endangered,13000
sout2912,aust1307,Coastal-Virac Bikol,bln,Not Endangered,135000
sout2916,aust1307,Southwest Palawano,plv,Not Endangered,12000
sout2918,aust1307,Southern Sama,ssb,Not Endangered,260000
sout2920,aust1307,Southern Betsimisaraka Malagasy,bzc,Not Endangered,2000000
sout2932,nucl1708,Southern One,osu,7 (Shifting),200
sout2940,nucl1709,South Muyu,kts,7 (Shifting),4000
sout2941,nucl1709,South Awyu,aws,6b (Threatened),9340
sout2943,nucl1709,South Tairora,omw,Not Endangered,7000
sout2949,kiwa1251,Southern Kiwai,kjd,Not Endangered,20000
sout2954,japo1237,Southern Amami-Oshima,ams,7 (Shifting),1800
sout2956,haid1248,Southern Haida,hax,8b (Nearly extinct),7
sout2957,atha1245,Southern Tutchone,tce,8a (Moribund),70
sout2958,atha1245,Southern Carrier,caf,8a (Moribund),500
sout2959,atha1245,South Slavey,xsl,7 (Shifting),950
sout2961,kiow1265,Southern Tiwa,tix,7 (Shifting),1600
sout2965,sali1255,Southern Puget Sound Salish,slh,10 (Extinct),0
sout2971,utoa1244,Southwestern Tarahumara,twr,6b (Threatened),100
sout2972,utoa1244,Southeastern Tarahumara,tcu,6b (Threatened),5410
sout2973,utoa1244,"Nahuatl, Southeastern Puebla",npl,Not Endangered,92000
sout2976,utoa1244,Southeastern Tepehuan,stp,6b (Threatened),10600
sout2977,utoa1244,Southwestern Tepehuan,tla,6b (Threatened),8700
sout2978,algi1248,Southern East Cree,crj,6b (Threatened),45
sout2982,pomo1273,Southeastern Pomo,pom,10 (Extinct),1
sout2984,pomo1273,Southern Pomo,peq,8b (Nearly extinct),1
sout2985,miwo1274,Southern Sierra Miwok,skd,8b (Nearly extinct),3
sout2986,miwo1274,Southern Ohlone,css,10 (Extinct),0
sout2989,leng1261,Southern Lengua,enx,Not Endangered,3840
sout2990,quec1387,Southern Pastaza Quechua,qup,Not Endangered,1550
sout2991,quec1387,South Bolivian Quechua,quh,Not Endangered,1616120
sout2992,quec1387,Southern Conchucos Ancash Quechua,qxo,6b (Threatened),250000
sout2994,namb1299,Southern Nambikuára,nab,7 (Shifting),720
sout2996,ayma1253,Southern Aymara,ayc,Not Endangered,213000
sout2999,otom1299,Southern Pame,pmz,10 (Extinct),0
sout3000,otom1299,Southwestern Tlaxiaco Mixtec,meh,6b (Threatened),7340
sout3001,otom1299,Southern Puebla Mixtec,mit,7 (Shifting),3180
sout3002,otom1299,Southeastern Nochixtlán Mixtec,mxy,6b (Threatened),4200
sout3004,otom1299,Southern Rincon Zapotec,zsr,7 (Shifting),12000
sout3005,otom1299,Southeastern Ixtlán Zapotec,zpd,6b (Threatened),6000
sout3010,aust1307,Southern Roglai,rgs,6b (Threatened),18000
sout3051,afro1255,South Giziga,giz,Not Endangered,60000
sout3123,afro1255,South Levantine Arabic,ajp,Not Endangered,11873030
sout3125,book1242,Southern Betsimisaraka Malagasy (Retired),bjq,unk,-1
sout3127,araw1281,South Ucayali Ashéninka,cpy,6b (Threatened),13000
sout3128,book1242,Southwestern Nisu,nsv,6b (Threatened),15000
sout3129,book1242,Southern Lolopo,ysp,6b (Threatened),190000
sout3221,book1242,Southern Zhuang,ccy,unk,-1
sout3222,book1242,Southwest Gbaya (Retired),mdo,unk,-1
sout3223,book1242,Southeastern Puebla Nahuatl,nhs,unk,-1
sout3224,book1242,Southern Pesisir,pec,unk,-1
sout3225,book1242,Southern Marakwet,tle,unk,-1
sout3241,aust1307,Southern Tidung,itd,Not Endangered,27000
sout3250,sino1245,Southern Pinghua,csp,Not Endangered,2370000
sout3251,aust1305,Southern Katang,sct,Not Endangered,40000
sout3270,atla1278,South Transvaal Ndebele,nbl,unk,-1
souu1238,aust1305,Sou,sqq,7 (Shifting),2500
sowa1244,aust1307,Sowa,sww,10 (Extinct),0
sowa1245,bord1247,Sowanda,sow,7 (Shifting),1180
soya1236,otom1299,Soyaltepec Mixtec,vmq,7 (Shifting),220
soya1237,otom1299,Soyaltepec Mazatec,vmp,6b (Threatened),27500
span1263,sign1238,Spanish Sign Language,ssp,6b (Threatened),60000
spit1240,sino1245,Spiti Bhoti,spt,7 (Shifting),10000
spok1245,sali1255,Spokane,spo,10 (Extinct),0
squa1248,sali1255,Squamish,squ,8b (Nearly extinct),7
sran1240,indo1319,Sranan Tongo,srn,Not Endangered,497600
sril1237,sign1238,Sri Lankan Sign Language,sqs,6b (Threatened),73300
sril1245,aust1307,Sri Lanka Malay,sci,7 (Shifting),46000
stan1288,indo1319,Spanish,spa,Not Endangered,463025390
stan1289,indo1319,Catalan,cat,6b (Threatened),4077310
stan1290,indo1319,French,fra,Not Endangered,77267420
stan1293,indo1319,English,eng,Not Endangered,369704070
stan1295,indo1319,German,deu,Not Endangered,75545870
stan1306,aust1307,Standard Malay,zsm,Not Endangered,10
stan1318,afro1255,Standard Arabic,arb,Not Endangered,273989700
stan1324,afro1255,Standard Moroccan Tamazight,zgh,unk,-1
stan1325,indo1319,Standard Latvian,lvs,Not Endangered,1519940
stel1238,indo1319,Stellingwerfs,stl,6b (Threatened),5000
stod1241,sino1245,Stod Bhoti,sbu,6b (Threatened),2500
ston1242,siou1252,Stoney,sto,7 (Shifting),3030
stra1244,sali1255,Northern Straits Salish,str,8b (Nearly extinct),12
suab1238,inan1242,Suabo,szp,8b (Nearly extinct),1100
suar1238,suar1238,Asabano,seo,7 (Shifting),140
suau1242,aust1307,Suau,swp,Not Endangered,20800
suba1238,atla1278,Suba,sxb,Not Endangered,139000
suba1252,atla1278,Suba-Simbiti,ssc,6b (Threatened),113000
suba1254,book1242,Suba (Retired),suh,unk,-1
subi1246,atla1278,Subiya,sbs,6b (Threatened),39570
subi1247,book1242,Subi,xsj,6b (Threatened),105000
subt1250,otom1299,Subtiaba,sut,10 (Extinct),0
suda1236,afro1255,Sudanese Arabic,apd,Not Endangered,33222030
suda1237,afro1255,South Sudanese Creole Arabic,pga,Not Endangered,820000
sude1239,aust1307,Sudest,tgo,Not Endangered,2000
suen1241,nucl1709,Suena,sue,7 (Shifting),3600
suga1248,atla1278,Nizaa,sgi,6b (Threatened),10000
suga1249,nucl1709,Suganga,sug,7 (Shifting),350
sugu1243,aust1307,Sugut Dusun,kzs,6b (Threatened),12200
suii1243,taik1256,Sui,swi,Not Endangered,300120
suki1245,suki1244,Suki,sui,Not Endangered,3510
suku1259,atla1278,Suku,sub,Not Endangered,80000
suku1261,atla1278,Sukuma,suk,Not Endangered,8130000
suku1264,aust1307,Sukurum,zsu,Not Endangered,1160
suku1272,afro1255,Sukur,syk,6b (Threatened),14800
sula1248,aust1307,Sula,szn,Not Endangered,20000
sulk1246,sulk1246,Sulka,sua,7 (Shifting),2500
sulo1237,aust1307,Sulod,srg,6b (Threatened),1990
sulu1241,sino1245,Eastern Puroik,suv,7 (Shifting),15000
suma1264,atla1278,Suma,sqm,Not Endangered,50000
suma1269,sepi1257,Sumariup,siv,8a (Moribund),80
suma1270,nucl1709,Sumau,six,Not Endangered,2580
sumb1240,atla1278,Sumbwa,suw,Not Endangered,361000
sumb1241,aust1307,Sumbawa,smw,Not Endangered,300000
sume1241,sume1241,Sumerian,sux,10 (Extinct),0
sumi1235,sino1245,Sumi Naga,nsm,Not Endangered,10800
sumt1234,sino1245,Sumtu Chin,csv,Not Endangered,14000
sumu1234,misu1242,Sumuic,sum,unk,-1
suna1241,sino1245,Sunam,ssk,7 (Shifting),560
sund1252,aust1307,Sundanese,sun,Not Endangered,32400000
sung1271,book1242,Sungkai (Indonesia),suu,unk,-1
sunw1242,sino1245,Sunwar,suz,7 (Shifting),39760
suoy1242,aust1305,Suoy,syo,7 (Shifting),300
supy1237,atla1278,Supyire Senoufo,spp,Not Endangered,350000
surb1238,maba1274,Surbakhal,sbj,Not Endangered,7890
surg1246,indo1319,Surgujia,sgj,Not Endangered,1740000
suri1267,surm1244,Tirma-Chai,suq,6b (Threatened),26900
suri1273,aust1307,Surigaonon,sgd,Not Endangered,501000
suri1274,aust1307,Surigao,sul,unk,-1
surj1235,indo1319,Surjapuri,sjp,Not Endangered,2260000
surr1238,atla1278,Sur,tdl,6b (Threatened),5000
surs1246,aust1307,Sursurunga,sgz,Not Endangered,3000
suru1258,atla1278,Vori,sde,7 (Shifting),3000
suru1261,tupi1275,Suruí Do Pará,mdz,7 (Shifting),260
suru1262,tupi1275,Suruí,sru,7 (Shifting),1010
suru1263,araw1282,Suruahá,swx,7 (Shifting),140
susq1241,iroq1247,Susquehannock,sqn,unk,-1
susu1250,mand1469,Susu,sus,Not Endangered,1619140
susu1251,anga1289,Susuami,ssu,8a (Moribund),10
suun1239,atla1278,Suundi,sdj,Not Endangered,216000
suwa1241,aust1307,Suwawa,swu,7 (Shifting),7590
suya1243,nucl1710,Suyá,suy,7 (Shifting),410
svan1243,kart1248,Svan,sva,6b (Threatened),14071
swab1242,indo1319,Swabian,swg,6b (Threatened),820000
swah1253,atla1278,Swahili,swh,7 (Shifting),16223010
swam1239,algi1248,Swampy Cree,csw,6b (Threatened),2500
swat1243,atla1278,Swati,ssw,6b (Threatened),2453200
swed1236,sign1238,Swedish Sign Language,swl,7 (Shifting),8000
swed1254,indo1319,Swedish,swe,Not Endangered,9654400
swis1235,sign1238,Swiss-Italian Sign Language,slf,7 (Shifting),300
swis1240,sign1238,Swiss-German Sign Language,sgg,7 (Shifting),5500
swis1241,sign1238,Swiss-French Sign Language,ssr,7 (Shifting),1700
swis1247,indo1319,Central Alemannic,gsw,6b (Threatened),5724200
sydn1236,pama1250,Sydney,xdk,10 (Extinct),0
syen1235,atla1278,Syenara Senoufo,shz,Not Endangered,155000
sylh1242,indo1319,Sylheti,syl,Not Endangered,9820000
taab1238,atla1278,Taabwa,tap,Not Endangered,281600
taba1259,nakh1245,Tabasaran,tab,6b (Threatened),126980
taba1263,nort2923,Tabaru,tby,Not Endangered,15000
taba1264,mixe1284,Tabasco Zoque,zoq,8b (Nearly extinct),12
taba1265,utoa1244,Tabasco Nahuatl,nhc,8b (Nearly extinct),30
taba1266,maya1287,Tabasco Chontal,chf,6b (Threatened),27700
taba1268,otom1299,Tabaa Zapotec,zat,6b (Threatened),2000
tabl1243,sent1261,Tabla,tnm,8a (Moribund),3750
tabo1241,tabo1241,Tabo,knv,7 (Shifting),3000
tabr1243,lowe1437,Tabriak,tzx,7 (Shifting),2080
taca1256,pano1259,Tacana,tna,7 (Shifting),1150
taca1257,otom1299,Tacahua-Yolotepec Mixtec,xtt,6b (Threatened),390
taca1258,book1242,Tacanec,mtz,unk,-1
tach1242,atla1278,Tachoni,lts,Not Endangered,118000
tach1249,afro1255,Chaouia of the Aures,shy,Not Endangered,2230000
tach1250,afro1255,Tachelhit,shi,Not Endangered,7178000
tada1238,song1307,Tadaksahak,dsq,Not Endangered,159800
tady1237,aust1307,Tadyawan,tdy,6b (Threatened),2620
taee1237,aust1307,Tae',rob,Not Endangered,272000
tafi1243,atla1278,Tafi,tcd,6b (Threatened),4400
taga1268,aust1307,Tagakaulu Kalagan,klg,Not Endangered,69900
taga1270,aust1307,Tagalog,tgl,Not Endangered,24970430
taga1272,aust1307,Tagabawa,bgs,Not Endangered,43000
taga1273,aust1307,Tagal Murut,mvv,6b (Threatened),22000
taga1278,afro1255,Ouargli,oua,7 (Shifting),20000
taga1279,pama1250,Tagalaka,tgz,10 (Extinct),0
tagb1255,atla1278,Tagbu,tbm,8b (Nearly extinct),100
tagb1258,aust1307,Tagbanwa,tbw,Not Endangered,17200
tagd1238,song1307,Tagdal,tda,6b (Threatened),55900
tagi1240,atha1245,Tagish,tgx,10 (Extinct),0
tagi1241,sino1245,Tagin,tgj,6b (Threatened),62900
tago1246,rash1249,Tagoi,tag,6b (Threatened),27000
tagw1240,atla1278,Tagwana Senoufo,tgw,Not Endangered,138000
taha1241,afro1255,Tahaggart Tamahaq,thv,6b (Threatened),81000
tahi1242,aust1307,Tahitian,tah,Not Endangered,68000
tahl1239,atha1245,Tahltan,tht,8b (Nearly extinct),45
taia1239,taia1239,Taiap,gpn,8a (Moribund),50
taid1247,taik1256,Tai Dam,blt,Not Endangered,777700
taid1248,taik1256,Tai Do-Mene-Yo,tyj,6b (Threatened),7500
taid1249,taik1256,Tai Daeng,tyr,7 (Shifting),105000
taid1250,taik1256,Tai Dón,twh,Not Endangered,495000
taih1245,book1242,Tai Pao (Retired),thc,unk,-1
taih1246,taik1256,Tai Hongjin,tiz,7 (Shifting),85000
taii1241,nucl1709,Tai,taw,Not Endangered,900
taik1255,bord1247,Taikat,aos,7 (Shifting),500
tail1246,aust1305,Muak,tlq,6b (Threatened),4460
tail1247,taik1256,Tai Long,thi,8b (Nearly extinct),4800
tail1248,taik1256,Tai Laing,tjl,6b (Threatened),100000
taim1250,taik1256,Tai Mène,tmp,unk,-1
tain1252,taik1256,Tai Nüa,tdd,7 (Shifting),726100
tain1253,anga1289,Tainae,ago,Not Endangered,1000
tain1254,araw1281,Taino,tnq,10 (Extinct),0
taip1250,taik1256,Tai Pao,tpo,6b (Threatened),12500
tair1256,nucl1580,Tairuma,uar,Not Endangered,4500
tait1248,taik1256,Tai Thanh,tmm,Not Endangered,20000
tait1250,atla1278,Taita,dav,Not Endangered,274000
taiv1237,aust1307,Taivoan,tvx,10 (Extinct),0
taiw1241,sign1238,Taiwan Sign Language,tss,6b (Threatened),23000
taiy1242,taik1256,Tai Ya,cuu,Not Endangered,50400
taiz1242,afro1255,Ta'izzi-Adeni Arabic,acq,Not Endangered,11251500
taje1237,aust1307,Taje,pee,8b (Nearly extinct),370
taji1245,indo1319,Tajik,tgk,Not Endangered,8130320
taji1246,aust1307,Tajio,tdj,7 (Shifting),6100
taji1248,afro1255,Tajiki Arabic,abh,7 (Shifting),17300
taju1238,krua1234,Tajuasohn,tja,Not Endangered,18000
take1255,indo1319,Takestani,tks,Not Endangered,387000
take1257,take1257,Takelma,tkm,unk,-1
taki1248,aust1307,Takia,tbc,Not Endangered,25000
takp1246,book1242,Takpa (Retired),tkk,unk,-1
taku1254,aust1305,Takua,tkz,Not Endangered,6000
taku1257,aust1307,Takuu,nho,Not Endangered,1750
takw1238,atla1278,Takwane,tke,Not Endangered,181000
tala1285,aust1307,Talaud,tld,Not Endangered,53100
tala1295,afro1255,Tala,tak,7 (Shifting),1000
tali1257,aust1305,Talieng,tdf,Not Endangered,38400
tali1258,atla1278,Talinga-Bwisi,tlj,6b (Threatened),131900
tali1259,aust1307,Talise,tlr,Not Endangered,12500
tali1262,aust1307,Taliabu,tlv,Not Endangered,4520
tall1250,afro1255,Tal,tal,Not Endangered,10000
talo1250,narr1279,Tasomi-Tata,tlo,7 (Shifting),1500
talo1251,aust1307,Talondo',tln,7 (Shifting),320
talo1252,aust1307,Taloki,tlk,7 (Shifting),310
talo1253,arti1236,Talossan,tzl,unk,-1
talu1238,sino1245,Lavu-Yongsheng-Talu,yta,6b (Threatened),13600
talu1239,aust1307,Talur,ilw,unk,-1
taly1247,indo1319,North-Central Talysh,tly,Not Endangered,223100
tama1328,sino1245,Taman (Myanmar),tcl,10 (Extinct),0
tama1331,tama1329,Tama (Chad),tma,Not Endangered,289900
tama1335,aust1307,Taman (Indonesia),tmn,Not Endangered,30000
tama1336,kaya1327,Tamagario,tcg,Not Endangered,3500
tama1338,cari1283,Tamanaku,tmz,10 (Extinct),0
tama1339,otom1299,Tamazola Mixtec,vmx,6b (Threatened),1550
tama1340,tuca1253,Tama (Colombia),ten,10 (Extinct),0
tama1365,afro1255,Tamasheq,taq,7 (Shifting),500000
tamb1253,aust1307,Tambotalo,tls,8a (Moribund),50
tamb1254,aust1307,Tambunan Dusun,kzt,6b (Threatened),15600
tamb1257,tamb1257,Tambora,xxt,unk,-1
tamb1267,afro1255,Tambas,tdk,6b (Threatened),2000
tami1289,drav1251,Tamil,tam,Not Endangered,77806330
tami1290,aust1307,Tami,tmy,Not Endangered,2100
tamk1242,afro1255,Tamki,tax,7 (Shifting),500
tamn1235,nucl1709,Tamnim Citak,tml,Not Endangered,290
tamp1251,aust1305,Tampuan,tpu,8a (Moribund),31000
tamp1252,atla1278,Tampulma,tpm,Not Endangered,16000
tamp1254,aust1307,Tampias Lobu,low,6b (Threatened),1800
tana1281,aust1307,Tanapag,tpv,7 (Shifting),10
tana1288,tana1288,Tanahmerah,tcm,7 (Shifting),500
tana1289,atha1245,Dena'ina,tfn,8a (Moribund),90
tana1290,atha1245,Tanacross,tcb,8b (Nearly extinct),60
tand1253,aust1307,Tandia,tni,10 (Extinct),0
tand1256,aust1307,Tandroy Malagasy,tdx,Not Endangered,1300000
tand1258,aust1307,Tandaganon,tgn,Not Endangered,100000
tane1237,aust1307,Tanema,tnx,8b (Nearly extinct),1
tang1330,indo1319,Tangchangya,tnv,Not Endangered,21600
tang1334,sino1245,Tangut,txg,unk,-1
tang1336,sino1245,East-Central Tangkhul Naga,nmf,7 (Shifting),187000
tang1347,aust1307,Movono,tgp,7 (Shifting),800
tang1348,aust1307,Tangga,tgg,Not Endangered,5800
tang1353,nucl1709,Tangko,tkx,7 (Shifting),100
tang1355,lowe1437,Tanggu,tgu,7 (Shifting),3000
tang1356,lowe1437,Tanguat,tbs,7 (Shifting),740
tang1372,sino1245,Tanglang-Toloza,ytl,7 (Shifting),950
tang1374,book1242,Tangshewi,tnf,unk,-1
tani1255,aust1307,Tanimbili,tbe,8a (Moribund),15
tani1257,tuca1253,Tanimuca-Retuarã,tnc,7 (Shifting),1800
tanj1247,atla1278,Tanjijili,uji,Not Endangered,8540
tanj1248,book1242,Tanjong,tnj,unk,-1
tano1246,aust1307,Tanosy Malagasy,txy,Not Endangered,639000
tanz1238,sign1238,Tanzanian Sign Language,tza,Not Endangered,278000
tanz1241,atla1278,Tanzanian Ngoni,xnj,Not Endangered,258000
tapa1260,mixe1284,Tapachultec,qcs,unk,-1
tape1236,book1242,Tapeba,tbb,10 (Extinct),0
tape1242,araf1243,Tapei,afp,7 (Shifting),250
tapi1253,tupi1275,Tapieté,tpj,7 (Shifting),1759
tapi1254,tupi1275,Tapirapé,taf,7 (Shifting),600
tara1313,sino1245,Tarao,tro,7 (Shifting),870
tare1239,book1242,Tareng,tgr,Not Endangered,5000
tari1256,araw1281,Tariana,tae,8b (Nearly extinct),100
tari1263,afro1255,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,rif,8a (Moribund),4366000
tarj1235,saha1256,Tarjumo,txj,10 (Extinct),0
taro1263,atla1278,Tarok,yer,Not Endangered,494000
taro1264,aust1307,Seediq,trv,8b (Nearly extinct),20000
tarp1240,aust1307,Tarpia,tpf,7 (Shifting),630
tarp1241,book1242,Sufrai,suf,unk,-1
tart1237,uncl1493,Tartessian,txr,10 (Extinct),0
taru1236,taru1236,Taruma,tdm,8b (Nearly extinct),1
tasa1240,song1307,Tasawaq,twq,7 (Shifting),17800
tase1235,sino1245,Pangwa Naga,nst,6b (Threatened),98600
tasm1246,aust1307,Tasmate,tmt,7 (Shifting),150
tasm1247,book1242,Tasmanian,xtz,10 (Extinct),0
tata1255,turk1311,Tatar,tat,Not Endangered,5283650
tata1257,aust1307,Tatana,txx,6b (Threatened),10000
tata1258,otom1299,Tataltepec Chatino,cta,6b (Threatened),540
tatu1247,tuca1253,Tatuyo,tav,7 (Shifting),330
taua1242,goil1242,Tauade,ttd,Not Endangered,7000
taul1251,taul1250,Taulil,tuh,7 (Shifting),2000
taun1248,sino1245,Taungyo,tco,Not Endangered,40000
taup1242,aust1307,Taupota,tpa,Not Endangered,1280
taus1251,aust1307,Tausug,tsg,Not Endangered,946000
taus1252,lake1255,Tause,tad,7 (Shifting),500
taus1253,taus1253,Taushiro,trr,8b (Nearly extinct),1
tauy1241,nucl1709,Tauya,tya,6b (Threatened),350
tave1240,atla1278,Taveta,tvs,Not Endangered,21000
tavo1242,sino1245,Tavoyan,tvn,Not Endangered,400000
tavr1235,spee1234,Tavringer Romani,rmu,10 (Extinct),0
tawa1270,atla1278,Tawara,twl,Not Endangered,60000
tawa1275,aust1307,Tawala,tbo,Not Endangered,20000
tawa1278,namb1299,Tawandê,xtw,6b (Threatened),1
tawa1286,afro1255,Tawallammat Tamajaq,ttq,Not Endangered,870000
tawa1289,book1242,Tawang Monpa,twm,7 (Shifting),9900
tawo1243,aust1307,Tawoyan,twy,Not Endangered,20000
tawo1244,lake1255,Taworta,tbp,7 (Shifting),300
tawr1235,sino1245,Laamtuk Thet,tcp,Not Endangered,580
taya1256,unat1236,Tayabas Ayta near Lucena City in Western Quezon,ayy,10 (Extinct),0
taya1257,afro1255,Tayart Tamajeq,thz,6b (Threatened),250000
tayb1240,pidg1258,Tay Boi,tas,10 (Extinct),0
tayk1238,taik1256,Tay Khang,tnu,7 (Shifting),200
tayo1238,indo1319,Tayo,cks,7 (Shifting),900
tays1238,taik1256,Tày Sa Pa,tys,6b (Threatened),300
tayt1241,taik1256,Tày Tac,tyt,unk,-1
tayy1238,taik1256,Tày,tyz,6b (Threatened),1630000
tazn1238,afro1255,Sud Oranais-Gourara,grr,6b (Threatened),11000
tbol1240,aust1307,Tboli,tbl,Not Endangered,87200
tchi1245,atla1278,Tchitchege,tck,7 (Shifting),2000
tchu1241,atla1278,Tchumbuli,bqa,8a (Moribund),2500
tean1237,aust1307,Teanu,tkw,8a (Moribund),800
tebu1239,dogo1299,Tebul Ure Dogon,dtu,6b (Threatened),3000
tebu1240,sign1238,Tebul Sign Language,tsy,7 (Shifting),500
tecp1235,toto1251,Tecpatlán Totonac,tcw,Not Endangered,540
teda1241,saha1256,Tedaga,tuq,6b (Threatened),55570
tedi1235,sino1245,Tedim Chin,ctd,Not Endangered,411000
teee1242,atla1278,Tee,tkq,Not Endangered,425000
teen1242,atla1278,Téén,lor,Not Endangered,8100
tefa1238,geel1240,Tefaro,tfo,7 (Shifting),100
tega1236,rash1249,Tegali,ras,6b (Threatened),99000
tehi1237,west1493,Tehit,kps,6b (Threatened),10000
tehu1242,chon1288,Tehuelche,teh,8b (Nearly extinct),0
teiw1235,timo1261,Teiwa,twe,7 (Shifting),4000
teja1235,otom1299,Tejalapan Zapotec,ztt,7 (Shifting),50
teke1274,atla1278,Teke-Fuumu,ifm,6b (Threatened),8150
teke1275,atla1278,Latege,teg,Not Endangered,139300
teke1276,atla1278,Teke-Tyee,tyx,Not Endangered,14400
teke1277,atla1278,Teke-Laali,lli,6b (Threatened),2100
teke1278,atla1278,Teke-Eboo-Nzikou,ebo,6b (Threatened),20400
teke1279,atla1278,Teke-Nzikou,nzu,6b (Threatened),454000
teke1280,atla1278,Teke-Kukuya,kkw,Not Endangered,38800
teke1281,atla1278,Teke-Tsaayi,tyi,6b (Threatened),95900
tekt1235,maya1287,Tektiteko,ttc,7 (Shifting),3091
tela1241,aust1307,Tela-Masbuar,tvm,Not Endangered,1050
tele1256,nucl1709,Telefol,tlf,7 (Shifting),5400
telu1262,drav1251,Telugu,tel,Not Endangered,82443600
telu1263,aust1307,Teluti,tlt,Not Endangered,17000
tema1239,utoa1244,Temascaltepec Nahuatl,nhv,7 (Shifting),310
tema1243,afro1255,Oued Righ,tjo,7 (Shifting),6000
temb1270,atla1278,Tembo (Kitembo),tbt,Not Endangered,150000
temb1272,atla1278,Motembo-Kunda,tmv,Not Endangered,5000
temb1276,tupi1275,Tenetehara,tqb,8a (Moribund),60
teme1252,atla1278,Teme,tdo,Not Endangered,4000
temi1246,aust1305,Temiar,tea,6b (Threatened),15000
temi1247,atla1278,Temi,soz,Not Endangered,24600
temm1241,atla1278,Tem,kdh,Not Endangered,390200
